imputer,missing_rate,rmse_mean,rmse_std,mae_mean,mae_std,n_rows,n_masked_total
"KNN(k=5,dist)",0.1,1.9504051449672393,0.18357414317026374,1.3336227281591313,0.13410389879757634,6,1160
RFECA_SVR(k=5),0.1,1.9527800765331007,0.24493338066442416,1.3142924128863314,0.1430793104922165,6,1160
SimpleMean,0.1,2.789694899991004,0.3075356012936388,2.0483277620361973,0.20847582345773474,6,1160
