mechanism,n_gene_rows,n_unique_genes,rmse_mean,rmse_median,rmse_std,rmse_q25,rmse_q75,mae_mean,mae_median,prefix_mean,n_features_mean,wall_seconds_total
mar,250,50,0.5754014002956623,0.5239088308133727,0.2801105127280698,0.3532931958112841,0.7544557434994629,0.4192681760141993,0.35556615036889155,42.712,21.112,21065.642184200005
