imputer,missing_rate,model,f1_mean,f1_std,bal_mean,bal_std,n_rows,mechanism
OriginalRFECA,0.1,EnsembleSoft,0.8760138899309988,0.021865142051783523,0.8659919153019281,0.020917407554361375,5,mcar
OriginalRFECA,0.1,GB,0.8691786728642444,0.026206286118902453,0.857410451479771,0.029725674810204602,5,mcar
OriginalRFECA,0.1,LogReg,0.868030982163104,0.01800858795232682,0.8640748258302816,0.016476286755199084,5,mcar
OriginalRFECA,0.1,RF,0.8615013525262739,0.021215634718433244,0.8450522833321295,0.024659737761367262,5,mcar
OriginalRFECA,0.1,SVC,0.8774768353799534,0.01711690259872973,0.8674730803357248,0.0149836635028737,5,mcar
