gene,status,winning_prefix_len,n_predictors_selected,winning_predictors,selection_seconds,n_candidates
ACTR3B,ok,44,22,FOXA1|MLPH|FOXC1|MIA|CXXC5|MELK|EXO1|KIF2C|ANLN|CEP55|BLVRA|NDC80|MKI67|UBE2T|NUF2|PTTG1|SLC39A6|CENPF|KRT14|ERBB2|MYBL2|BAG1,1648.6204671000014,49
ANLN,ok,43,21,MELK|CEP55|NDC80|UBE2T|MLPH|NUF2|MKI67|FOXA1|CCNB1|BCL2|RRM2|CDH3|EGFR|CXXC5|MIA|GPR160|FOXC1|CDC6|KRT5|FGFR4|BLVRA,1630.6631044999958,49
BAG1,ok,49,24,SLC39A6|BCL2|PHGDH|MMP11|CCNE1|CDC20|MLPH|SFRP1|FOXA1|KIF2C|KRT5|NAT1|MIA|PTTG1|CEP55|RRM2|ORC6|NUF2|MELK|MKI67|ANLN|BLVRA|CCNB1|TYMS,2178.9388599000085,49
BCL2,ok,48,24,ESR1|SLC39A6|EXO1|CDH3|PHGDH|EGFR|MELK|ANLN|CDC20|FOXA1|KIF2C|MLPH|UBE2C|CEP55|RRM2|UBE2T|BAG1|MKI67|MIA|GPR160|TYMS|CDC6|MYBL2|MYC,1297.6472684000037,49
BIRC5,ok,42,21,KIF2C|CDC20|UBE2C|CEP55|EXO1|PTTG1|CENPF|MKI67|CCNE1|ANLN|CCNB1|UBE2T|MLPH|GPR160|RRM2|PGR|CDC6|MIA|GRB7|KRT14|TMEM45B,1461.9345023999922,49
BLVRA,ok,48,24,GPR160|ACTR3B|MLPH|MIA|SLC39A6|CCNE1|PGR|MYC|ESR1|CENPF|TYMS|MAPT|ERBB2|UBE2C|CCNB1|ANLN|MDM2|PTTG1|FGFR4|RRM2|BCL2|MYBL2|GRB7|NUF2,1578.6522034000081,49
CCNB1,ok,48,24,NDC80|PTTG1|UBE2C|CEP55|BIRC5|CENPF|KIF2C|NUF2|MELK|MKI67|TYMS|CCNE1|CDC6|MAPT|KRT14|PHGDH|MYBL2|FGFR4|BLVRA|MDM2|ERBB2|EGFR|KRT5|CXXC5,1636.4931020000076,49
CCNE1,ok,48,24,KIF2C|MELK|EXO1|FOXA1|UBE2C|BIRC5|MLPH|PTTG1|NDC80|FOXC1|GPR160|UBE2T|TYMS|CCNB1|NUF2|KRT5|RRM2|CDC6|FGFR4|GRB7|MYC|ORC6|ERBB2|KRT14,1541.4117438000103,49
CDC20,ok,43,21,KIF2C|UBE2C|CEP55|BIRC5|PTTG1|MELK|CENPF|ANLN|UBE2T|TYMS|SLC39A6|BCL2|GPR160|NUF2|RRM2|PGR|CXXC5|ORC6|KRT5|KRT17|BAG1,1650.3314925000013,49
CDC6,ok,48,24,EXO1|CEP55|ERBB2|PTTG1|BIRC5|CDC20|CCNE1|ANLN|NDC80|RRM2|NAT1|TYMS|NUF2|MLPH|CDH3|MDM2|FOXA1|TMEM45B|MYBL2|MYC|KRT5|BLVRA|ORC6|CXXC5,2034.5884652000095,49
NUF2,ok,47,23,NDC80|UBE2T|CCNB1|CEP55|ANLN|MELK|EXO1|UBE2C|PTTG1|KIF2C|TYMS|MLPH|CDC20|MKI67|CCNE1|RRM2|MIA|TMEM45B|MYBL2|CDH3|KRT14|ORC6|KRT17,1750.4122046999983,49
CDH3,ok,47,23,KRT17|EGFR|KRT5|MLPH|CCNE1|BCL2|MIA|KIF2C|ANLN|EXO1|CEP55|ACTR3B|UBE2C|BIRC5|PTTG1|MKI67|NDC80|GRB7|RRM2|NUF2|CDC6|CCNB1|MYBL2,1240.428350400005,49
CENPF,ok,45,22,UBE2C|EXO1|CEP55|KIF2C|CDC20|MKI67|MELK|UBE2T|CCNB1|ANLN|TYMS|MLPH|BCL2|RRM2|FOXC1|GRB7|EGFR|BLVRA|ERBB2|BAG1|KRT5|KRT17,1479.4917374999932,49
CEP55,ok,44,22,UBE2C|MELK|KIF2C|EXO1|PTTG1|ANLN|BIRC5|CENPF|MKI67|UBE2T|NDC80|CCNB1|MLPH|NUF2|BCL2|CDC6|FOXC1|KRT5|MYBL2|KRT14|TMEM45B|ORC6,1841.0515535000013,49
CXXC5,ok,49,24,ESR1|MLPH|FOXC1|MAPT|ACTR3B|PHGDH|MIA|CCNE1|ANLN|NDC80|KIF2C|GPR160|MYC|CDC20|TYMS|CEP55|UBE2T|RRM2|PTTG1|UBE2C|TMEM45B|CCNB1|CDC6|MYBL2,1544.5973793000012,49
EGFR,ok,43,21,ESR1|CDH3|FOXA1|FOXC1|CXXC5|KRT5|BCL2|SFRP1|PHGDH|ANLN|MIA|CDC20|EXO1|CEP55|NDC80|PTTG1|KRT14|BLVRA|CENPF|NUF2|CDC6,1973.4444011000014,49
ERBB2,ok,48,24,GRB7|FGFR4|CDC6|MYC|PGR|FOXA1|FOXC1|MIA|ACTR3B|NAT1|TYMS|MAPT|CCNE1|EXO1|CENPF|BLVRA|CDC20|MDM2|GPR160|MELK|KIF2C|UBE2T|MKI67|PTTG1,1530.070817899992,49
ESR1,ok,49,24,BCL2|FOXA1|SLC39A6|MLPH|EGFR|CCNE1|CXXC5|MELK|KIF2C|KRT5|SFRP1|KRT17|UBE2C|FGFR4|GRB7|PTTG1|RRM2|UBE2T|MDM2|BLVRA|CCNB1|TMEM45B|MYBL2|ORC6,1185.4946356,49
EXO1,ok,34,17,CEP55|MELK|KIF2C|UBE2C|CDC20|PTTG1|CENPF|BIRC5|UBE2T|CCNE1|MKI67|NDC80|CCNB1|PHGDH|BCL2|NUF2|CDC6,1744.4077057999966,49
FGFR4,ok,49,24,GRB7|ERBB2|SLC39A6|BCL2|ESR1|PGR|TMEM45B|CCNE1|EXO1|UBE2C|CEP55|MELK|CENPF|PTTG1|CCNB1|UBE2T|BAG1|BLVRA|MDM2|NDC80|MYBL2|GPR160|FOXA1|MLPH,1292.8620143000007,49
FOXA1,ok,45,22,MLPH|FOXC1|ESR1|MIA|CCNE1|ACTR3B|GPR160|MELK|ANLN|CEP55|EXO1|NDC80|UBE2C|BCL2|PTTG1|MKI67|NUF2|UBE2T|CCNB1|RRM2|ERBB2|BAG1,1565.1261777000036,49
FOXC1,ok,49,24,FOXA1|SFRP1|KRT5|KRT17|CXXC5|CCNE1|KIF2C|CDC20|EXO1|MKI67|PGR|ANLN|CEP55|NDC80|CENPF|PTTG1|ERBB2|UBE2T|MDM2|ORC6|RRM2|FGFR4|MYBL2|CCNB1,1233.705215000009,49
GPR160,ok,48,24,FOXA1|CCNE1|CDC20|NAT1|KIF2C|BIRC5|EGFR|BLVRA|MKI67|CEP55|MELK|ANLN|CXXC5|NDC80|MYC|BCL2|PGR|NUF2|ORC6|CCNB1|UBE2T|MDM2|MMP11|MYBL2,1388.448107899996,49
