mechanism,rate,rate_pct,gene,rmse_mean,rmse_std,mae_mean,n_reps,n_predictors_selected_mean
mcar,0.1,10,PGR,0.8237718311115977,0.06457294127389476,0.6409348261501007,5,22.6
mcar,0.1,10,CDH3,0.8286096989540941,0.05197517655712435,0.622879477904719,5,23.8
mcar,0.1,10,FGFR4,0.8390792672360379,0.11150377838438102,0.5592614471437265,5,24.0
mcar,0.1,10,SFRP1,0.8855942757353841,0.02917368070822798,0.6478435818846612,5,19.4
mcar,0.1,10,ESR1,0.9328526781225331,0.026229733148275668,0.727958790633345,5,22.8
mcar,0.1,10,SLC39A6,0.9400110179473711,0.026980184695494628,0.7574023480949446,5,23.8
mcar,0.1,10,PHGDH,0.9462847786286639,0.05532864036427085,0.7371406470211888,5,24.0
mcar,0.1,10,MAPT,1.0335874398990361,0.050953414747546444,0.7944233295618159,5,23.4
mcar,0.1,10,MMP11,1.2694192454092295,0.11155704970320147,0.9916178481679054,5,23.0
mcar,0.1,10,NAT1,1.2899998033083258,0.04230633887898432,0.9977271660012779,5,23.4
mcar,0.2,20,MYBL2,0.1632409521635584,0.00454529441013774,0.12704848534469182,5,13.6
mcar,0.2,20,CDC6,0.20983269227215023,0.03169026742233669,0.13416436509516405,5,13.0
mcar,0.2,20,MKI67,0.2103071948912994,0.007840384506516324,0.15890010023640067,5,23.6
mcar,0.2,20,MDM2,0.21998415990296313,0.015536914909805872,0.15100051624306707,5,17.8
mcar,0.2,20,NDC80,0.23228954388363915,0.017140936945129318,0.17823225374748167,5,20.8
mcar,0.2,20,KIF2C,0.24131288928640976,0.009700838097197212,0.1878441134375654,5,23.2
mcar,0.2,20,CEP55,0.2760104118423748,0.015634321929633602,0.21070564111608756,5,22.8
mcar,0.2,20,NUF2,0.27880701524062285,0.024162828339436424,0.19337626212079267,5,23.0
mcar,0.2,20,ANLN,0.29048091177899704,0.013565089737764154,0.21905449562875173,5,19.8
mcar,0.2,20,BAG1,0.2912331007628707,0.01641711740242326,0.20629693577104513,5,22.0
mcar,0.2,20,EXO1,0.30604536492288525,0.013940890103883318,0.2359077599732693,5,20.2
mcar,0.2,20,RRM2,0.3501621114612775,0.010696887126116852,0.2648769512332265,5,22.6
mcar,0.2,20,CCNB1,0.3603325870821559,0.00976971690713329,0.2765384395764118,5,23.4
