gene,rmse,mae,r2,pearson,spearman,n_observed_train,n_masked,winning_prefix_len,n_predictors_selected,winning_predictors,best_oof_rmse,selection_seconds,final_fit_seconds,status,n_candidates,fallback_count,seed,mask_hash,mechanism,missing_rate,replicate,wall_seconds_slot,svr_ok,rate,rate_pct
ANLN,0.3046354368288094,0.2280255233632612,0.7231682423913162,0.8514782635921649,0.8700783903662545,1456,152,49,24,MELK|CEP55|EXO1|NDC80|UBE2C|UBE2T|MLPH|CENPF|NUF2|MKI67|RRM2|BCL2|ACTR3B|EGFR|CXXC5|MIA|GPR160|FOXC1|GRB7|BLVRA|BAG1|ORC6|ERBB2|MDM2,0.3003826131561095,1624.3485167000035,27.35116710000148,ok,49,0,3100051,2a2522814cbcb6a5,mcar,0.1,3,4893.8647145,1,0.1,10
BAG1,0.2911953041164806,0.2109683905191,0.2050059160363254,0.4626627691528339,0.4699638575398012,1470,138,49,24,SLC39A6|BCL2|PHGDH|MMP11|MLPH|CDC20|FOXA1|MDM2|KIF2C|NAT1|KRT5|PTTG1|MIA|UBE2C|ORC6|NUF2|CEP55|RRM2|CCNB1|MKI67|MELK|ANLN|BLVRA|TYMS,0.3064462702381837,2130.474807999999,30.77506370001356,ok,49,0,3100051,2a2522814cbcb6a5,mcar,0.1,3,4893.8647145,1,0.1,10
BCL2,0.6812557528554304,0.5065562256567403,0.623753142309979,0.7925860744456972,0.7659904606914701,1431,177,49,24,ESR1|SLC39A6|EXO1|ANLN|EGFR|CDC20|KIF2C|FOXA1|UBE2C|MLPH|CEP55|PTTG1|RRM2|UBE2T|NDC80|BAG1|MKI67|TYMS|MIA|CDC6|GPR160|MYBL2|MYC|ORC6,0.6581891672153454,1210.808276699987,18.2757641000062,ok,49,0,3100051,2a2522814cbcb6a5,mcar,0.1,3,4893.8647145,1,0.1,10
BIRC5,0.479446357078134,0.3672206300224269,0.7205465159404288,0.8497067046896092,0.8632562939496485,1437,171,33,16,KIF2C|CDC20|UBE2C|CEP55|EXO1|CCNE1|MKI67|ANLN|NDC80|CCNB1|FOXA1|MLPH|GPR160|CDH3|CDC6|MIA,0.5008662333358395,1363.755684600008,10.05890869999712,ok,49,0,3100051,2a2522814cbcb6a5,mcar,0.1,3,4893.8647145,1,0.1,10
BLVRA,0.6059261182990638,0.447517587965693,0.2734629205549579,0.5421761503711443,0.5341401556190288,1465,143,44,22,ACTR3B|GPR160|MLPH|MIA|SLC39A6|CCNE1|PGR|MYC|ESR1|KIF2C|MKI67|CDC20|CENPF|TYMS|MAPT|UBE2C|MDM2|CCNB1|ANLN|NDC80|FGFR4|BAG1,0.6239859357090778,1490.0365625999984,18.720491699990816,ok,49,0,3100051,2a2522814cbcb6a5,mcar,0.1,3,4893.8647145,1,0.1,10
CCNB1,0.3454948229861862,0.2570038988014039,0.6809348812898421,0.8254555536612025,0.7954328476952912,1439,169,48,24,NDC80|PTTG1|UBE2C|CENPF|CEP55|BIRC5|KIF2C|NUF2|MELK|MKI67|TYMS|CCNE1|MAPT|KRT14|PHGDH|MYBL2|FGFR4|BLVRA|MDM2|KRT17|ERBB2|EGFR|BAG1|CXXC5,0.3533785255697441,1563.711189499998,26.83213349999278,ok,49,0,3100051,2a2522814cbcb6a5,mcar,0.1,3,4893.8647145,1,0.1,10
CCNE1,0.4997886495436262,0.3219902107810371,0.7355722331912362,0.8659433089647238,0.8692375914015841,1451,157,49,24,KIF2C|MELK|EXO1|UBE2C|FOXA1|BIRC5|MLPH|MKI67|NDC80|CDH3|FOXC1|GPR160|UBE2T|CCNB1|RRM2|NUF2|KRT5|CDC6|FGFR4|GRB7|MYC|ERBB2|KRT14|MDM2,0.4737255270283098,1405.0197015000012,25.901586000007228,ok,49,0,3100051,2a2522814cbcb6a5,mcar,0.1,3,4893.8647145,1,0.1,10
CDC20,0.3817144594062908,0.2985466432851532,0.8903157439151992,0.944734095246472,0.9435364517938716,1443,165,40,20,KIF2C|UBE2C|CEP55|BIRC5|MELK|PTTG1|CENPF|MKI67|NDC80|UBE2T|MLPH|SLC39A6|BCL2|GPR160|NUF2|RRM2|PGR|KRT5|ORC6|KRT17,0.3708917932813218,1612.0662287000014,17.084530199994333,ok,49,0,3100051,2a2522814cbcb6a5,mcar,0.1,3,4893.8647145,1,0.1,10
CDC6,0.2094277271215997,0.1430843517184304,0.1575161330455833,0.4183360565782962,0.3208718537013294,1462,146,39,19,EXO1|UBE2C|ERBB2|CEP55|BIRC5|KIF2C|CCNB1|MKI67|ANLN|NAT1|NDC80|RRM2|BCL2|TYMS|SLC39A6|MLPH|MDM2|FOXA1|ACTR3B,0.2028338178470762,1961.471529100003,20.816410200000973,ok,49,0,3100051,2a2522814cbcb6a5,mcar,0.1,3,4893.8647145,1,0.1,10
NUF2,0.3037618865930338,0.1927334000886332,0.519171831493503,0.7224512826413084,0.7474593183386983,1456,152,38,19,NDC80|UBE2T|CCNB1|CEP55|ANLN|UBE2C|MELK|EXO1|PTTG1|KIF2C|TYMS|CDC20|MKI67|CCNE1|RRM2|MIA|TMEM45B|MYBL2|FOXC1,0.3022102878277632,1640.688211700006,17.720230299994,ok,49,0,3100051,2a2522814cbcb6a5,mcar,0.1,3,4893.8647145,1,0.1,10
CDH3,0.8520476830356909,0.6430224342854692,0.4904959163530196,0.7446991388079103,0.7638274893800849,1437,171,49,24,KRT17|EGFR|KRT5|MLPH|CCNE1|BCL2|MIA|CDC20|KIF2C|EXO1|ANLN|CEP55|ACTR3B|UBE2C|BIRC5|PTTG1|NDC80|CENPF|GRB7|BAG1|NUF2|CCNB1|CDC6|TMEM45B,0.8274787192066893,1171.4010557999864,17.939066399994772,ok,49,0,3100051,2a2522814cbcb6a5,mcar,0.1,3,4893.8647145,1,0.1,10
CENPF,0.3597000961396846,0.2844756022557421,0.7560905036206438,0.8699676181083009,0.84415778371012,1471,137,49,24,EXO1|UBE2C|CEP55|KIF2C|CDC20|MKI67|UBE2T|CCNB1|TYMS|MLPH|BCL2|SLC39A6|FOXC1|RRM2|GRB7|EGFR|BLVRA|ERBB2|KRT5|KRT17|BAG1|MYC|TMEM45B|MDM2,0.4122216860297373,1481.760644199996,26.845776200003456,ok,49,0,3100051,2a2522814cbcb6a5,mcar,0.1,3,4893.8647145,1,0.1,10
CEP55,0.2466464999180791,0.1883523649567712,0.8786444753642269,0.9388013548481192,0.9410223419511344,1455,153,48,24,UBE2C|MELK|KIF2C|PTTG1|EXO1|ANLN|BIRC5|CENPF|MKI67|UBE2T|NDC80|CCNB1|NUF2|MLPH|FOXA1|BCL2|GPR160|CDC6|FOXC1|CXXC5|KRT5|MYBL2|TMEM45B|ORC6,0.278151499095472,1697.3382861000136,28.0613985999953,ok,49,0,3100051,2a2522814cbcb6a5,mcar,0.1,3,4893.8647145,1,0.1,10
CXXC5,0.5705414985149425,0.4051341483053707,0.4177202838718326,0.6680288324502794,0.6069446682349908,1453,155,49,24,ESR1|MLPH|FOXC1|EGFR|MAPT|ACTR3B|PHGDH|CCNE1|ANLN|MIA|NDC80|GPR160|CDC20|TYMS|MYC|UBE2T|RRM2|PTTG1|UBE2C|GRB7|TMEM45B|ERBB2|CCNB1|CDC6,0.5490137278576256,1486.5594132999977,22.33353630000784,ok,49,0,3100051,2a2522814cbcb6a5,mcar,0.1,3,4893.8647145,1,0.1,10
EGFR,0.5031496953983511,0.2694547411532749,0.5853200871892434,0.7733220597283413,0.7752350579458411,1434,174,47,23,ESR1|CDH3|FOXC1|MLPH|BCL2|KRT5|SFRP1|CCNE1|PHGDH|ANLN|MIA|EXO1|CEP55|BIRC5|NDC80|MKI67|PTTG1|KRT14|BLVRA|MDM2|NUF2|CDC6|CCNB1,0.6191797562724561,1772.5075460999942,25.432677999997395,ok,49,0,3100051,2a2522814cbcb6a5,mcar,0.1,3,4893.8647145,1,0.1,10
ERBB2,0.5081039332304822,0.3835166551513287,0.8242624176463615,0.9114098173352336,0.8296570627497751,1429,179,43,21,GRB7|FGFR4|CDC6|MYC|ESR1|NAT1|FOXA1|MIA|ACTR3B|MAPT|TYMS|CCNE1|CENPF|CDC20|BLVRA|ORC6|NUF2|GPR160|BAG1|MELK|KIF2C,0.5483396795567597,1430.2840554999857,17.186856200001785,ok,49,0,3100051,2a2522814cbcb6a5,mcar,0.1,3,4893.8647145,1,0.1,10
ESR1,0.952948040062153,0.7408253026215431,0.7992659379923873,0.8973663493489309,0.7380379436736769,1451,157,42,21,BCL2|FOXA1|SLC39A6|MAPT|CCNE1|EGFR|CXXC5|MELK|CEP55|KRT17|UBE2C|PTTG1|FGFR4|GRB7|MKI67|RRM2|UBE2T|NUF2|BAG1|BLVRA|MDM2,0.9398596882120414,1135.3372795999894,13.704360200004883,ok,49,0,3100051,2a2522814cbcb6a5,mcar,0.1,3,4893.8647145,1,0.1,10
EXO1,0.3157260081439877,0.2448164430207917,0.8312804621102763,0.925147416918061,0.9248477430140912,1449,159,30,15,CEP55|MELK|KIF2C|UBE2C|CDC20|CENPF|BIRC5|UBE2T|CCNE1|MKI67|NDC80|TYMS|PHGDH|BCL2|CDC6,0.306902517256216,1717.5545298999932,10.950691399993955,ok,49,0,3100051,2a2522814cbcb6a5,mcar,0.1,3,4893.8647145,1,0.1,10
FGFR4,0.8579851398702948,0.5534256689166216,0.430393095861131,0.7079027280103215,0.6807680430328025,1450,158,49,24,GRB7|ERBB2|SLC39A6|BCL2|ESR1|PGR|TMEM45B|CCNE1|UBE2C|EXO1|BIRC5|MKI67|MELK|CENPF|CCNB1|UBE2T|BAG1|MDM2|BLVRA|NDC80|ACTR3B|FOXA1|MLPH|GPR160,0.8346873938804819,1252.5116272000014,20.630829500005348,ok,49,0,3100051,2a2522814cbcb6a5,mcar,0.1,3,4893.8647145,1,0.1,10
FOXA1,0.5083138569603545,0.3899359213557338,0.863773007179144,0.9311997501932936,0.7072017315909922,1451,157,47,23,MLPH|FOXC1|ESR1|CCNE1|MIA|ACTR3B|GPR160|KIF2C|MELK|ANLN|CEP55|EXO1|NDC80|UBE2C|BCL2|PTTG1|MKI67|UBE2T|KRT14|RRM2|ERBB2|BAG1|CDC6,0.556724705588431,1550.969922999997,24.602452300008736,ok,49,0,3100051,2a2522814cbcb6a5,mcar,0.1,3,4893.8647145,1,0.1,10
FOXC1,0.7248717818601382,0.541140314440039,0.7710559054237556,0.8839665262088585,0.7618508191007318,1457,151,49,24,FOXA1|SFRP1|KRT17|ACTR3B|EGFR|CCNE1|CDC20|KIF2C|EXO1|MKI67|ANLN|CEP55|NDC80|CENPF|PTTG1|ERBB2|NUF2|UBE2T|ORC6|RRM2|MDM2|MYBL2|CDC6|CCNB1,0.708853879297773,1212.2624324999924,18.27408810000633,ok,49,0,3100051,2a2522814cbcb6a5,mcar,0.1,3,4893.8647145,1,0.1,10
GPR160,0.597569401992023,0.4631133090735134,0.3787760939578454,0.635774538967983,0.5544157999884973,1447,161,49,24,FOXA1|CCNE1|CDC20|KIF2C|BIRC5|EGFR|MKI67|BLVRA|CEP55|MELK|ANLN|NDC80|MYC|BCL2|PGR|NUF2|ORC6|UBE2T|CDC6|ERBB2|RRM2|MMP11|FGFR4|MYBL2,0.5776047382588211,1292.033039300004,20.513632799993506,ok,49,0,3100051,2a2522814cbcb6a5,mcar,0.1,3,4893.8647145,1,0.1,10
GRB7,0.4790533899393999,0.3639245479875816,0.8679610224617386,0.93169079612741,0.7706097652441312,1408,200,37,18,ERBB2|NAT1|CDC6|MAPT|TMEM45B|MELK|CDC20|CCNE1|KIF2C|CENPF|ANLN|UBE2T|PTTG1|BIRC5|MKI67|MYC|MDM2|NDC80,0.5217379365102769,1292.2618137999962,12.269516999993357,ok,49,0,3100051,2a2522814cbcb6a5,mcar,0.1,3,4893.8647145,1,0.1,10
KIF2C,0.2688829635619353,0.2014655563163815,0.8565354845137719,0.9257024965511208,0.9287052139990946,1451,157,49,24,CDC20|UBE2C|CEP55|BIRC5|EXO1|MELK|MKI67|CCNE1|NDC80|UBE2T|CCNB1|BCL2|NUF2|RRM2|PGR|FOXC1|CXXC5|CDC6|KRT5|GRB7|ORC6|MYBL2|KRT17|ERBB2,0.2456116879382001,1631.789567499989,30.06093010000768,ok,49,0,3100051,2a2522814cbcb6a5,mcar,0.1,3,4893.8647145,1,0.1,10
NDC80,0.2099271421335148,0.1629555007883736,0.8409702745644537,0.9186796740035724,0.8986893957487463,1449,159,47,23,ANLN|CEP55|CCNB1|PTTG1|NUF2|UBE2C|UBE2T|KIF2C|TYMS|EXO1|CDC20|MLPH|CCNE1|MKI67|MAPT|RRM2|CXXC5|CDH3|PGR|MYC|MMP11|MYBL2|MDM2,0.2373849770705946,1828.640788100005,31.68315309999161,ok,49,0,3100051,2a2522814cbcb6a5,mcar,0.1,3,4893.8647145,1,0.1,10
KRT14,0.561751187184503,0.352366613497905,0.7857153896019855,0.8912879849816019,0.9303395399780942,1442,166,48,24,KRT17|KRT5|SFRP1|MIA|FOXC1|FOXA1|MLPH|CXXC5|EGFR|CCNB1|ACTR3B|GPR160|UBE2C|BIRC5|UBE2T|CEP55|MYBL2|NUF2|BCL2|CDC20|KIF2C|CCNE1|NDC80|ORC6,0.6626712230594008,1563.075119999994,22.87911530000565,ok,49,0,3100051,2a2522814cbcb6a5,mcar,0.1,3,4893.8647145,1,0.1,10
KRT17,0.8267477219048756,0.572689297914976,0.7369861652329681,0.8724123366516007,0.9198052820407452,1452,156,8,4,KRT5|KRT14|FOXC1|CDH3,0.7741083728699178,1415.7959555999987,1.5133920000080252,ok,49,0,3100051,2a2522814cbcb6a5,mcar,0.1,3,4893.8647145,1,0.1,10
KRT5,0.5392115102598253,0.3249138140422415,0.8369021543274057,0.9286955360729588,0.927743491959349,1456,152,47,23,KRT17|KRT14|SFRP1|FOXC1|CDH3|FOXA1|MIA|EGFR|CXXC5|ACTR3B|PHGDH|BLVRA|SLC39A6|BCL2|MDM2|NDC80|TMEM45B|CEP55|MKI67|CENPF|ORC6|CCNB1|UBE2T,0.5668876031344519,1707.3974278999958,24.40363719999732,ok,49,0,3100051,2a2522814cbcb6a5,mcar,0.1,3,4893.8647145,1,0.1,10
MAPT,1.054074662786782,0.8300205547039993,0.5015461488776118,0.7100623320781115,0.670245883149109,1453,155,48,24,ESR1|NAT1|MLPH|EXO1|PGR|KIF2C|CXXC5|UBE2C|NDC80|FOXC1|MKI67|GRB7|TYMS|RRM2|KRT5|CCNB1|BAG1|ERBB2|BLVRA|MDM2|MMP11|MYC|MYBL2|ORC6,1.032311412224883,1056.0185632000066,15.212415299989516,ok,49,0,3100051,2a2522814cbcb6a5,mcar,0.1,3,4893.8647145,1,0.1,10
MDM2,0.1928090210259695,0.141827190750747,0.1567856759432729,0.4069799414044314,0.4176182590539276,1437,171,48,24,SLC39A6|SFRP1|KRT5|RRM2|KRT14|TYMS|PHGDH|FOXC1|GRB7|BIRC5|MIA|CDC6|MMP11|UBE2T|MYC|NDC80|CDC20|CEP55|KIF2C|MKI67|TMEM45B|NUF2|PGR|ANLN,0.2239027395967082,2170.0856128000014,26.545972599997185,ok,49,0,3100051,2a2522814cbcb6a5,mcar,0.1,3,4893.8647145,1,0.1,10
MELK,0.3366754480016074,0.2515014837380975,0.8780526854309639,0.9371628897376998,0.9456623097469612,1452,156,47,23,CEP55|UBE2C|EXO1|KIF2C|ANLN|CDC20|UBE2T|TYMS|CCNE1|MKI67|RRM2|CCNB1|BCL2|SLC39A6|EGFR|GPR160|CXXC5|MYC|FGFR4|TMEM45B|BAG1|ORC6|KRT14,0.3716364999137368,1575.3508215000038,25.178175199995167,ok,49,0,3100051,2a2522814cbcb6a5,mcar,0.1,3,4893.8647145,1,0.1,10
MIA,0.5702796804708997,0.3182041635732896,0.5540957519755983,0.7544831468527288,0.6227663855473264,1467,141,42,21,FOXA1|SFRP1|KRT5|ACTR3B|KRT14|EGFR|CCNE1|CXXC5|ANLN|NDC80|KIF2C|TYMS|CEP55|BIRC5|EXO1|CDC20|NUF2|PTTG1|MMP11|MKI67|MYBL2,0.4499377326371556,1689.6989076000027,18.426344299994525,ok,49,0,3100051,2a2522814cbcb6a5,mcar,0.1,3,4893.8647145,1,0.1,10
MKI67,0.2008644064720211,0.1542372980312019,0.6193523001219845,0.7870232600852403,0.7678631796542915,1445,163,49,24,CEP55|KIF2C|BIRC5|CENPF|MELK|PTTG1|NDC80|TYMS|MLPH|GPR160|ACTR3B|FOXC1|RRM2|BCL2|CDC6|ORC6|MIA|KRT5|GRB7|TMEM45B|MYBL2|KRT17|MYC|ERBB2,0.2116065661817766,1667.4071967000054,23.606792799997493,ok,49,0,3100051,2a2522814cbcb6a5,mcar,0.1,3,4893.8647145,1,0.1,10
MLPH,0.6337036607763037,0.4679858173357091,0.8029269160530106,0.8985223627037178,0.7610541427399508,1448,160,49,24,FOXA1|ANLN|NDC80|CXXC5|CEP55|KIF2C|GPR160|EXO1|KRT5|CDC20|EGFR|SLC39A6|NUF2|UBE2T|MKI67|MYC|CENPF|BLVRA|TMEM45B|KRT14|BAG1|MYBL2|ORC6|FGFR4,0.6378426690727305,1228.7659602000058,19.78150940001069,ok,49,0,3100051,2a2522814cbcb6a5,mcar,0.1,3,4893.8647145,1,0.1,10
MMP11,1.0965317960302152,0.8550513055271681,0.313927722219735,0.5881237636210005,0.5764694725861769,1452,156,46,23,BAG1|NUF2|SFRP1|CXXC5|MIA|NDC80|MAPT|BCL2|MKI67|UBE2T|MDM2|KIF2C|RRM2|MLPH|CDH3|CCNB1|TYMS|CCNE1|GPR160|ANLN|MELK|PTTG1|CENPF,1.284199504238827,848.8046792000096,11.638066299987258,ok,49,0,3100051,2a2522814cbcb6a5,mcar,0.1,3,4893.8647145,1,0.1,10
MYBL2,0.1692963103955412,0.1340556515287271,0.0867729682523851,0.3036645809830287,0.2862024696258349,1451,157,33,16,NUF2|UBE2C|CEP55|CCNB1|KIF2C|NDC80|MIA|RRM2|BIRC5|PTTG1|EXO1|KRT14|MKI67|CENPF|UBE2T|CDC6,0.1629750211154315,1684.7933893000009,8.207614400002058,ok,49,0,3100051,2a2522814cbcb6a5,mcar,0.1,3,4893.8647145,1,0.1,10
MYC,0.7659289810564092,0.6343954322977384,0.5142012830227338,0.7192207388765375,0.6929006477393573,1453,155,49,24,TYMS|TMEM45B|ACTR3B|FOXC1|RRM2|KRT5|MELK|GPR160|CXXC5|ERBB2|UBE2T|PTTG1|NDC80|NAT1|ORC6|CCNE1|CDC20|GRB7|MAPT|MKI67|PHGDH|CDC6|BCL2|CENPF,0.8313874892625595,1113.5620250999928,20.11309360001178,ok,49,0,3100051,2a2522814cbcb6a5,mcar,0.1,3,4893.8647145,1,0.1,10
NAT1,1.2779857917057342,0.9574155243214334,0.6023789636672516,0.7909726485649129,0.8021047938920727,1431,177,49,24,ESR1|SLC39A6|CDC20|MAPT|UBE2C|BIRC5|PGR|CEP55|MELK|GPR160|MKI67|NDC80|CENPF|GRB7|FGFR4|CXXC5|UBE2T|MYC|CDC6|NUF2|ORC6|ERBB2|BAG1|TMEM45B,1.2457178577535044,890.1487164000137,13.246370600012597,ok,49,0,3100051,2a2522814cbcb6a5,mcar,0.1,3,4893.8647145,1,0.1,10
ORC6,0.3748457617510533,0.3100705831806951,0.1434521325284071,0.4116258303965128,0.3880741370604982,1444,164,46,23,CDC20|SLC39A6|MKI67|KIF2C|TMEM45B|GPR160|UBE2C|CCNB1|RRM2|EXO1|CEP55|UBE2T|BAG1|KRT5|NUF2|PTTG1|MELK|MLPH|TYMS|MYBL2|MIA|ANLN|BCL2,0.3857834511116724,1376.8059151000052,14.799605000007432,ok,49,0,3100051,2a2522814cbcb6a5,mcar,0.1,3,4893.8647145,1,0.1,10
PGR,0.832787487783152,0.6567669355013304,0.3397733235483585,0.588774351199429,0.6230924366427167,1446,162,48,24,MAPT|NAT1|KIF2C|UBE2C|CDC20|EXO1|PTTG1|FGFR4|ANLN|FOXC1|MKI67|RRM2|BLVRA|NDC80|ERBB2|UBE2T|GPR160|KRT5|MIA|ORC6|MYBL2|MYC|MDM2|TMEM45B,0.8252185229734973,1090.148431099995,13.29133219999494,ok,49,0,3100051,2a2522814cbcb6a5,mcar,0.1,3,4893.8647145,1,0.1,10
PHGDH,0.9291663264108856,0.7162734980252257,0.5002368966495265,0.7157739569434857,0.6896964309524869,1458,150,49,24,EXO1|FOXA1|ESR1|KIF2C|BCL2|MLPH|CEP55|ACTR3B|CXXC5|MKI67|PTTG1|KRT5|CENPF|NDC80|RRM2|TYMS|BAG1|CCNB1|CDC6|MMP11|MDM2|TMEM45B|MYBL2|MYC,0.9446564422366792,932.5973186999908,15.80399599998782,ok,49,0,3100051,2a2522814cbcb6a5,mcar,0.1,3,4893.8647145,1,0.1,10
PTTG1,0.3810367720733131,0.2934796449814022,0.8308162389663444,0.9128822571926032,0.9187121349537458,1459,149,49,24,UBE2C|CEP55|CDC20|EXO1|UBE2T|NDC80|CENPF|CCNB1|TYMS|MKI67|CCNE1|RRM2|MLPH|NUF2|FOXA1|PGR|ACTR3B|GRB7|CXXC5|TMEM45B|MYBL2|MDM2|ORC6|ERBB2,0.3791527583334425,1388.3062298000004,14.234769199989389,ok,49,0,3100051,2a2522814cbcb6a5,mcar,0.1,3,4893.8647145,1,0.1,10
RRM2,0.3406466826031794,0.262380904261599,0.4898877704361605,0.7015039939696031,0.7284346874844613,1439,169,47,23,TYMS|MELK|UBE2T|PTTG1|UBE2C|BCL2|CDC20|NDC80|NUF2|ESR1|MKI67|CENPF|ACTR3B|EGFR|TMEM45B|FOXA1|CDH3|MDM2|MYBL2|MMP11|SLC39A6|BAG1|BLVRA,0.3516077122002058,1301.4364369999969,13.273935899997014,ok,49,0,3100051,2a2522814cbcb6a5,mcar,0.1,3,4893.8647145,1,0.1,10
SFRP1,0.8515829623862979,0.6432715786377955,0.7366893370857068,0.8600891544973754,0.8081796032022278,1439,169,38,19,FOXC1|KRT14|MIA|FOXA1|EGFR|PHGDH|MYC|CCNE1|TMEM45B|MDM2|ANLN|MELK|MMP11|NDC80|BAG1|KIF2C|CDC20|CEP55|BIRC5,0.9539149011703054,1047.852795999992,7.280482500005746,ok,49,0,3100051,2a2522814cbcb6a5,mcar,0.1,3,4893.8647145,1,0.1,10
SLC39A6,0.9125641113210629,0.7499344444269908,0.6920511861910542,0.835285739977519,0.8246697356928023,1430,178,46,23,ESR1|BCL2|NAT1|CCNE1|CDC20|MLPH|EGFR|FGFR4|MELK|ANLN|UBE2C|PTTG1|BAG1|BLVRA|ACTR3B|KRT5|MDM2|TMEM45B|ORC6|CCNB1|UBE2T|RRM2|TYMS,0.9402554007613212,865.1837895000062,10.059619899999234,ok,49,0,3100051,2a2522814cbcb6a5,mcar,0.1,3,4893.8647145,1,0.1,10
TMEM45B,0.5314605252497769,0.3820461279100327,0.2124102168959957,0.488599673868536,0.4594686359392241,1420,188,49,24,MYC|GRB7|FGFR4|TYMS|MLPH|SLC39A6|UBE2T|RRM2|NUF2|ORC6|KRT5|EXO1|CEP55|MKI67|CCNE1|CDC6|CXXC5|BAG1|MDM2|CDC20|CDH3|MYBL2|CENPF|PGR,0.5147327085261698,1104.564455700005,12.225753300008364,ok,49,0,3100051,2a2522814cbcb6a5,mcar,0.1,3,4893.8647145,1,0.1,10
TYMS,0.4592452001281296,0.3568169849358325,0.7134564123496039,0.8467541459119574,0.8367083345197756,1434,174,48,24,MELK|PTTG1|UBE2T|NDC80|CEP55|UBE2C|EXO1|RRM2|MKI67|CCNB1|CCNE1|MYC|NUF2|CENPF|MIA|TMEM45B|CXXC5|BCL2|CDC6|ERBB2|MDM2|MYBL2|SLC39A6|MMP11,0.4903325344258152,973.971600600009,10.695015700010115,ok,49,0,3100051,2a2522814cbcb6a5,mcar,0.1,3,4893.8647145,1,0.1,10
UBE2C,0.4194339202808626,0.3321862742951572,0.8710462475533287,0.9335942530876726,0.9367311421610066,1439,169,49,24,PTTG1|CEP55|KIF2C|CDC20|MELK|EXO1|BIRC5|CENPF|UBE2T|CCNE1|CCNB1|NDC80|TYMS|NUF2|NAT1|RRM2|BCL2|ESR1|GRB7|ORC6|MYBL2|CXXC5|TMEM45B|BLVRA,0.4134157194600277,1064.665983800005,12.88923810000415,ok,49,0,3100051,2a2522814cbcb6a5,mcar,0.1,3,4893.8647145,1,0.1,10
UBE2T,0.339890930912984,0.2664634371416948,0.7761722242920619,0.8825038528818739,0.8774552062466277,1451,157,38,19,EXO1|PTTG1|MELK|CEP55|ANLN|UBE2C|NDC80|TYMS|CENPF|CDC20|NUF2|RRM2|MKI67|CCNE1|FOXA1|CXXC5|TMEM45B|GPR160|FOXC1,0.3853604405273431,921.269194099994,6.773281999994651,ok,49,0,3100051,2a2522814cbcb6a5,mcar,0.1,3,4893.8647145,1,0.1,10
ACTR3B,0.479955152865948,0.3334015683820946,0.5269546547249835,0.7265316583462551,0.35370082815735,1447,161,44,22,FOXA1|MLPH|FOXC1|MIA|CXXC5|MELK|EXO1|KIF2C|ANLN|CEP55|BLVRA|NDC80|MKI67|UBE2T|NUF2|PTTG1|SLC39A6|CENPF|KRT14|ERBB2|MYBL2|BAG1,0.5385987782504499,1648.6204671000014,21.09910249999666,ok,49,0,4100054,fdfb644e7df47e7a,mcar,0.1,4,5186.896190700005,1,0.1,10
ANLN,0.3101861415141952,0.2314390964640462,0.7250414921752255,0.8583953993849991,0.87326897124468,1438,170,43,21,MELK|CEP55|NDC80|UBE2T|MLPH|NUF2|MKI67|FOXA1|CCNB1|BCL2|RRM2|CDH3|EGFR|CXXC5|MIA|GPR160|FOXC1|CDC6|KRT5|FGFR4|BLVRA,0.2990536969402288,1630.6631044999958,20.905752899998333,ok,49,0,4100054,fdfb644e7df47e7a,mcar,0.1,4,5186.896190700005,1,0.1,10
BAG1,0.3639627066445372,0.2529101890339844,0.1993461697931496,0.4814471376454859,0.5186763700695588,1455,153,49,24,SLC39A6|BCL2|PHGDH|MMP11|CCNE1|CDC20|MLPH|SFRP1|FOXA1|KIF2C|KRT5|NAT1|MIA|PTTG1|CEP55|RRM2|ORC6|NUF2|MELK|MKI67|ANLN|BLVRA|CCNB1|TYMS,0.2996404800037558,2178.9388599000085,31.01578940000036,ok,49,0,4100054,fdfb644e7df47e7a,mcar,0.1,4,5186.896190700005,1,0.1,10
BCL2,0.6467470283454235,0.507864693984057,0.6413886425508868,0.8038886839785104,0.7773774402109095,1429,179,48,24,ESR1|SLC39A6|EXO1|CDH3|PHGDH|EGFR|MELK|ANLN|CDC20|FOXA1|KIF2C|MLPH|UBE2C|CEP55|RRM2|UBE2T|BAG1|MKI67|MIA|GPR160|TYMS|CDC6|MYBL2|MYC,0.6641537840828541,1297.6472684000037,18.929249099994195,ok,49,0,4100054,fdfb644e7df47e7a,mcar,0.1,4,5186.896190700005,1,0.1,10
BIRC5,0.5778973701680149,0.4073399401956067,0.5753852413746314,0.7670870754069802,0.8008268146872577,1438,170,42,21,KIF2C|CDC20|UBE2C|CEP55|EXO1|PTTG1|CENPF|MKI67|CCNE1|ANLN|CCNB1|UBE2T|MLPH|GPR160|RRM2|PGR|CDC6|MIA|GRB7|KRT14|TMEM45B,0.4847772913210982,1461.9345023999922,17.891314699998475,ok,49,0,4100054,fdfb644e7df47e7a,mcar,0.1,4,5186.896190700005,1,0.1,10
BLVRA,0.539368384085012,0.4075964998417236,0.4192796146240524,0.6486285101633541,0.5832087770328519,1451,157,48,24,GPR160|ACTR3B|MLPH|MIA|SLC39A6|CCNE1|PGR|MYC|ESR1|CENPF|TYMS|MAPT|ERBB2|UBE2C|CCNB1|ANLN|MDM2|PTTG1|FGFR4|RRM2|BCL2|MYBL2|GRB7|NUF2,0.6251777399266532,1578.652203400008,21.96409359999234,ok,49,0,4100054,fdfb644e7df47e7a,mcar,0.1,4,5186.896190700005,1,0.1,10
