gene,rmse,mae,r2,pearson,spearman,n_observed_train,n_masked,winning_prefix_len,n_predictors_selected,winning_predictors,best_oof_rmse,selection_seconds,final_fit_seconds,status,n_candidates,fallback_count,seed,mask_hash,mechanism,missing_rate,replicate,wall_seconds_slot,svr_ok,rate,rate_pct
ACTR3B,0.562458357070309,0.3449834222506746,0.51421825283797,0.7242497639752596,0.3933376303761866,1448,160,44,22,FOXA1|FOXC1|MIA|CCNE1|PHGDH|CXXC5|MELK|EXO1|KIF2C|ANLN|CEP55|BLVRA|MYC|MKI67|UBE2T|PTTG1|CENPF|SLC39A6|ERBB2|KRT14|MYBL2|BAG1,0.5287534818081889,1624.3950640999974,22.55570810000063,ok,49,0,117042,29ad6d1cc44099cb,mar,0.1,0,5105.730130999989,1,0.1,10
ANLN,0.3097616225570063,0.2381131115454825,0.7691231231917575,0.8795449912315824,0.8979032078231273,1442,166,44,22,MELK|CEP55|EXO1|NDC80|UBE2C|UBE2T|MLPH|CENPF|NUF2|RRM2|BCL2|EGFR|CDH3|MIA|GPR160|FOXC1|CDC6|KRT5|FGFR4|TMEM45B|BLVRA|BAG1,0.3011763085565916,1612.5238943000004,20.846886600003927,ok,49,0,117042,29ad6d1cc44099cb,mar,0.1,0,5105.730130999989,1,0.1,10
BAG1,0.390409691141671,0.2533320606444461,0.0885919473333113,0.3725476265230065,0.3890501655207538,1454,154,49,24,SLC39A6|BCL2|PHGDH|MMP11|CDC20|MLPH|FOXA1|SFRP1|PTTG1|CENPF|NUF2|KRT5|MDM2|ERBB2|ORC6|GRB7|RRM2|CDC6|MKI67|CCNB1|BLVRA|MELK|ANLN|TYMS,0.2936455496895454,2102.6797666000057,30.500945399995544,ok,49,0,117042,29ad6d1cc44099cb,mar,0.1,0,5105.730130999989,1,0.1,10
BCL2,0.6499521596161817,0.5280305148546057,0.6698569597772338,0.8204243723314114,0.7993454492985551,1442,166,49,24,ESR1|SLC39A6|EXO1|CDH3|ANLN|PHGDH|CDC20|FOXA1|KIF2C|MLPH|UBE2C|CEP55|RRM2|PTTG1|UBE2T|BAG1|MKI67|GPR160|TYMS|MIA|MYBL2|BLVRA|ORC6|MYC,0.6483483688486085,1287.7618130000046,19.702989500001426,ok,49,0,117042,29ad6d1cc44099cb,mar,0.1,0,5105.730130999989,1,0.1,10
BIRC5,0.4997966141270182,0.3641675555000799,0.7419279278099458,0.8622272571829999,0.8885682224083702,1452,156,43,21,KIF2C|CDC20|UBE2C|CEP55|EXO1|CCNE1|MKI67|ANLN|CCNB1|UBE2T|MLPH|GPR160|PGR|FOXC1|CDC6|EGFR|MIA|ORC6|GRB7|KRT5|BLVRA,0.4951948436777674,1427.8174077000003,18.68400359999214,ok,49,0,117042,29ad6d1cc44099cb,mar,0.1,0,5105.730130999989,1,0.1,10
BLVRA,0.5389393299551523,0.4091817689383413,0.5401966035556646,0.7390718256559038,0.7509929098208945,1434,174,39,19,ACTR3B|GPR160|MLPH|MIA|SLC39A6|CCNE1|MYC|PGR|ESR1|MKI67|CENPF|TYMS|MAPT|UBE2C|CCNB1|ANLN|FGFR4|PTTG1|MDM2,0.6272329016319403,1456.0067202999926,15.423174800002016,ok,49,0,117042,29ad6d1cc44099cb,mar,0.1,0,5105.730130999989,1,0.1,10
CCNB1,0.3372181381909954,0.2658126475474323,0.6999589713374695,0.8390790119688893,0.8512976238104296,1442,166,47,23,NDC80|PTTG1|UBE2C|CEP55|CENPF|BIRC5|NUF2|MELK|MKI67|TYMS|CCNE1|CDC6|KRT14|MAPT|PHGDH|MYBL2|FGFR4|KRT17|BLVRA|MDM2|ERBB2|CXXC5|EGFR,0.3531873783842913,1617.2050518000033,27.160943700000644,ok,49,0,117042,29ad6d1cc44099cb,mar,0.1,0,5105.730130999989,1,0.1,10
CCNE1,0.447220345565306,0.3102708934484836,0.7857088638019262,0.8950628942926315,0.9125002833417708,1461,147,44,22,KIF2C|MELK|EXO1|UBE2C|BIRC5|FOXA1|MLPH|PTTG1|MKI67|NDC80|GPR160|EGFR|UBE2T|CCNB1|MIA|NUF2|CDC6|FGFR4|GRB7|ERBB2|ORC6|MYC,0.4803621440698631,1479.7286298000108,20.031639399996493,ok,49,0,117042,29ad6d1cc44099cb,mar,0.1,0,5105.730130999989,1,0.1,10
CDC20,0.3796713166943011,0.3022781453200897,0.9221323924268486,0.9603934727024196,0.9544141304704684,1465,143,39,19,KIF2C|UBE2C|CEP55|PTTG1|BIRC5|MELK|CENPF|NDC80|CCNB1|UBE2T|MLPH|BCL2|GPR160|NUF2|PGR|RRM2|CDC6|CXXC5|ORC6,0.3724569980016129,1709.0330308999985,17.138594699994428,ok,49,0,117042,29ad6d1cc44099cb,mar,0.1,0,5105.730130999989,1,0.1,10
CDC6,0.2905631865384849,0.1615897366886826,0.1543582890545194,0.4536099170377446,0.5075237313957576,1448,160,22,11,EXO1|CEP55|PTTG1|BIRC5|KIF2C|ERBB2|CCNB1|MKI67|ANLN|RRM2|NUF2,0.1937317569418771,2021.7881588000016,5.545672399995965,ok,49,0,117042,29ad6d1cc44099cb,mar,0.1,0,5105.730130999989,1,0.1,10
NUF2,0.2437024010349626,0.1781589912580427,0.6398225231872701,0.8006063378693524,0.755180958958499,1450,158,40,20,NDC80|CCNB1|UBE2T|CEP55|ANLN|MELK|UBE2C|EXO1|PTTG1|KIF2C|TYMS|MLPH|CDC20|MKI67|CCNE1|RRM2|MIA|TMEM45B|MYBL2|CDH3,0.307308748734681,1649.9978114999976,19.99356670000998,ok,49,0,117042,29ad6d1cc44099cb,mar,0.1,0,5105.730130999989,1,0.1,10
CDH3,0.9114019777999456,0.6563389926572465,0.5735083776599221,0.7924447169075931,0.8053077309485569,1436,172,49,24,KRT17|EGFR|KRT5|MLPH|CCNE1|BCL2|MIA|CDC20|KIF2C|ANLN|EXO1|ACTR3B|BIRC5|PTTG1|MKI67|GRB7|UBE2T|BAG1|CDC6|NUF2|MMP11|CCNB1|MYBL2|TMEM45B,0.8201704562811,1223.5409384999948,18.00361490000796,ok,49,0,117042,29ad6d1cc44099cb,mar,0.1,0,5105.730130999989,1,0.1,10
CENPF,0.4188648325879575,0.3219769731117012,0.8034089191390953,0.8981021235648983,0.8967026838619727,1457,151,49,24,UBE2C|EXO1|CEP55|KIF2C|CDC20|MKI67|UBE2T|CCNB1|ANLN|TYMS|MLPH|BCL2|RRM2|FOXC1|GRB7|EGFR|BLVRA|ERBB2|MYBL2|BAG1|KRT5|KRT17|TMEM45B|MDM2,0.4055159161678704,1525.6867348000087,25.428524099988863,ok,49,0,117042,29ad6d1cc44099cb,mar,0.1,0,5105.730130999989,1,0.1,10
CEP55,0.2530128110385478,0.1943182566700998,0.9028545028253654,0.950893745756886,0.9516850383227758,1445,163,46,23,UBE2C|MELK|KIF2C|PTTG1|EXO1|ANLN|BIRC5|CENPF|MKI67|UBE2T|NDC80|CCNB1|MLPH|NUF2|RRM2|BCL2|GPR160|FOXC1|KRT5|MYBL2|KRT14|TMEM45B|ORC6,0.277538334814723,1730.1804727999988,25.2773065000074,ok,49,0,117042,29ad6d1cc44099cb,mar,0.1,0,5105.730130999989,1,0.1,10
CXXC5,0.5199878592579755,0.4048629777155631,0.6644794623834872,0.8171992163070331,0.7771692952697548,1451,157,49,24,ESR1|MLPH|FOXC1|MAPT|PHGDH|ACTR3B|ANLN|MIA|CCNE1|NDC80|KIF2C|GPR160|CEP55|MYC|TYMS|UBE2T|MKI67|PTTG1|UBE2C|GRB7|TMEM45B|CCNB1|CDC6|MYBL2,0.5451270980529972,1510.2986394999898,22.53285440000764,ok,49,0,117042,29ad6d1cc44099cb,mar,0.1,0,5105.730130999989,1,0.1,10
EGFR,0.6028906311940777,0.303484178968481,0.5433030082420065,0.7397338328392973,0.7942867087663468,1439,169,37,18,ESR1|CDH3|FOXA1|FOXC1|BCL2|KRT5|SFRP1|CCNE1|PHGDH|ANLN|MIA|CDC20|EXO1|NDC80|UBE2C|PTTG1|KRT14|BLVRA,0.6105100776463485,1819.511014000004,17.339292099990416,ok,49,0,117042,29ad6d1cc44099cb,mar,0.1,0,5105.730130999989,1,0.1,10
ERBB2,0.5135994400342229,0.3911219136206836,0.8241402931667141,0.9124891453728822,0.8186669081801161,1456,152,48,24,GRB7|FGFR4|CDC6|MYC|PGR|FOXA1|MIA|ACTR3B|TYMS|MAPT|CCNE1|NDC80|EXO1|CENPF|BLVRA|CDC20|GPR160|RRM2|BAG1|KIF2C|UBE2T|MKI67|ANLN|PTTG1,0.5426332651080654,1543.86644659999,21.733758599992143,ok,49,0,117042,29ad6d1cc44099cb,mar,0.1,0,5105.730130999989,1,0.1,10
ESR1,0.956811010647148,0.7795504237879203,0.8381794615599232,0.9169559016211486,0.8515159729580983,1454,154,46,23,BCL2|FOXA1|SLC39A6|MAPT|EGFR|CXXC5|MELK|KIF2C|NDC80|FGFR4|GRB7|UBE2C|PTTG1|MKI67|RRM2|UBE2T|ERBB2|BAG1|MDM2|NUF2|BLVRA|CDC6|MYC,0.9276777495139228,1153.4824974999938,15.095819000009216,ok,49,0,117042,29ad6d1cc44099cb,mar,0.1,0,5105.730130999989,1,0.1,10
EXO1,0.3053664351091095,0.2347265655326637,0.8717589473369949,0.9347258733558248,0.944488091094426,1439,169,38,19,CEP55|MELK|KIF2C|UBE2C|CDC20|CENPF|BIRC5|UBE2T|CCNE1|MKI67|NDC80|TYMS|PHGDH|BCL2|CDH3|ACTR3B|CDC6|MIA|KRT5,0.3076038008977091,1721.937137099987,17.954226900008507,ok,49,0,117042,29ad6d1cc44099cb,mar,0.1,0,5105.730130999989,1,0.1,10
FGFR4,0.8220780395552825,0.5840627442663259,0.2866692852550794,0.5623161080877129,0.551765185878513,1437,171,49,24,ERBB2|SLC39A6|BCL2|ESR1|PGR|TMEM45B|CCNE1|EXO1|UBE2C|ANLN|MELK|MKI67|CENPF|PTTG1|CCNB1|BAG1|BLVRA|NDC80|MDM2|MYBL2|FOXC1|MLPH|GPR160|FOXA1,0.8294512634984589,1334.2098947999912,21.927320300004794,ok,49,0,117042,29ad6d1cc44099cb,mar,0.1,0,5105.730130999989,1,0.1,10
FOXA1,0.6623488648953683,0.4624952951243904,0.891987757428955,0.9449785511092788,0.8391728960694479,1464,144,48,24,MLPH|FOXC1|ESR1|MIA|CCNE1|ACTR3B|GPR160|MELK|ANLN|EXO1|CEP55|NDC80|UBE2C|BCL2|PTTG1|MKI67|UBE2T|KRT14|CCNB1|ERBB2|RRM2|BAG1|CDC6|FGFR4,0.5451806535353643,1626.2843896999984,24.643579399999,ok,49,0,117042,29ad6d1cc44099cb,mar,0.1,0,5105.730130999989,1,0.1,10
FOXC1,0.8222722771074015,0.6115149366975323,0.7878345187378064,0.897821885799084,0.7640759653143553,1455,153,46,23,FOXA1|SFRP1|KRT5|KRT17|ACTR3B|CXXC5|CCNE1|CDC20|KIF2C|EXO1|MKI67|ANLN|CEP55|NDC80|CENPF|ERBB2|NUF2|BAG1|MDM2|UBE2T|ORC6|RRM2|CCNB1,0.7080379087694751,1265.6595839000074,16.65815709999879,ok,49,0,117042,29ad6d1cc44099cb,mar,0.1,0,5105.730130999989,1,0.1,10
GPR160,0.6027021919426521,0.466590585519418,0.4392596688922537,0.6830949782621147,0.6773323611691752,1444,164,49,24,FOXA1|CCNE1|CDC20|NAT1|KIF2C|ACTR3B|KRT5|BIRC5|BLVRA|MKI67|CEP55|MELK|ANLN|MYC|NDC80|BCL2|PGR|ORC6|UBE2T|MDM2|CDC6|MMP11|MYBL2|FGFR4,0.5787738715927175,1364.4820075000025,21.42144699998608,ok,49,0,117042,29ad6d1cc44099cb,mar,0.1,0,5105.730130999989,1,0.1,10
GRB7,0.5340337169684156,0.3785152619596059,0.8255003239310924,0.9127485591868622,0.7508047485288991,1456,152,33,16,ERBB2|CDC6|NAT1|MAPT|MELK|CDC20|CCNE1|ANLN|KIF2C|UBE2T|CENPF|PTTG1|BIRC5|MKI67|MDM2|MYC,0.5162952546203072,1438.440440499995,10.471800500003155,ok,49,0,117042,29ad6d1cc44099cb,mar,0.1,0,5105.730130999989,1,0.1,10
KIF2C,0.2839438204107267,0.2191763106200839,0.8950369087167589,0.94738234539353,0.9511373838837284,1458,150,45,22,CDC20|UBE2C|CEP55|PTTG1|BIRC5|EXO1|MELK|MKI67|NDC80|UBE2T|CCNB1|PHGDH|NUF2|BCL2|CDH3|RRM2|PGR|CDC6|CXXC5|ORC6|MYBL2|BAG1,0.2427085157034256,1722.3139841999946,24.589523900009223,ok,49,0,117042,29ad6d1cc44099cb,mar,0.1,0,5105.730130999989,1,0.1,10
NDC80,0.2140425806614569,0.1662167573873873,0.8353375294226001,0.9154973751802666,0.8888048176929898,1451,157,47,23,ANLN|CEP55|CCNB1|PTTG1|NUF2|UBE2T|UBE2C|TYMS|EXO1|MLPH|CCNE1|MKI67|RRM2|CXXC5|BCL2|CDH3|MYC|MMP11|MYBL2|KRT14|FGFR4|KRT17|MDM2,0.2363104701095241,1834.8291083999936,34.31944469999871,ok,49,0,117042,29ad6d1cc44099cb,mar,0.1,0,5105.730130999989,1,0.1,10
KRT14,0.877739223763119,0.5054601738609859,0.6257892617239211,0.8067441233238456,0.8541607672374644,1443,165,36,18,KRT17|KRT5|SFRP1|MIA|FOXC1|FOXA1|MLPH|EGFR|ACTR3B|BIRC5|PTTG1|CEP55|MKI67|CENPF|NUF2|CDC20|KIF2C|MYBL2,0.6357865888234162,1569.956680800009,13.929816000003484,ok,49,0,117042,29ad6d1cc44099cb,mar,0.1,0,5105.730130999989,1,0.1,10
KRT17,0.8741779133885361,0.5716295921871971,0.7376459630027226,0.8872818354630491,0.9026271793647004,1449,159,8,4,KRT5|KRT14|FOXC1|CDH3,0.7688389282493289,1439.3800744000037,1.4545630999928107,ok,49,0,117042,29ad6d1cc44099cb,mar,0.1,0,5105.730130999989,1,0.1,10
KRT5,0.6566033267490752,0.3847657116899906,0.7536729631857284,0.8836948738326105,0.9051846100759146,1447,161,49,24,KRT17|KRT14|SFRP1|FOXC1|FOXA1|MIA|CDH3|MLPH|EGFR|ACTR3B|PHGDH|BCL2|MDM2|TMEM45B|NDC80|CEP55|MKI67|PTTG1|CCNB1|CENPF|ORC6|RRM2|CDC6|UBE2T,0.5597477582855184,1752.2570618000027,26.84650099999272,ok,49,0,117042,29ad6d1cc44099cb,mar,0.1,0,5105.730130999989,1,0.1,10
MAPT,1.0451480844695262,0.7920125940733161,0.563557861921681,0.7785566642622093,0.7562504627124917,1434,174,48,24,ESR1|MLPH|PGR|EXO1|KIF2C|CXXC5|UBE2C|PTTG1|FOXC1|NDC80|MKI67|GRB7|TYMS|RRM2|KRT5|CCNB1|BAG1|ERBB2|BLVRA|MDM2|MMP11|MYBL2|MYC|TMEM45B,1.0508070468264168,1041.6838160000043,15.762509799998952,ok,49,0,117042,29ad6d1cc44099cb,mar,0.1,0,5105.730130999989,1,0.1,10
MDM2,0.2827247665188827,0.1678237973214749,0.1045990178178425,0.3705575536656263,0.3922555357114634,1452,156,35,17,SLC39A6|SFRP1|KRT5|RRM2|MLPH|TYMS|FOXA1|PHGDH|GRB7|FOXC1|ERBB2|MMP11|MIA|CDC6|PTTG1|NDC80|BIRC5,0.2110752953112468,2318.213572599998,16.64956479999819,ok,49,0,117042,29ad6d1cc44099cb,mar,0.1,0,5105.730130999989,1,0.1,10
MELK,0.3463872523273116,0.2610374920362285,0.8821444294014777,0.9414140168724352,0.9420643498757336,1438,170,46,23,CEP55|UBE2C|EXO1|ANLN|CDC20|UBE2T|CCNE1|TYMS|MKI67|RRM2|FOXA1|ESR1|CCNB1|BCL2|ACTR3B|EGFR|GPR160|MYC|KRT5|FGFR4|MYBL2|BAG1|KRT14,0.3739198485065774,1632.151821300009,26.00326459998905,ok,49,0,117042,29ad6d1cc44099cb,mar,0.1,0,5105.730130999989,1,0.1,10
MIA,0.5475451107232122,0.3152326335514378,0.5760809688548997,0.783817099564157,0.6739498508425381,1450,158,46,23,FOXA1|FOXC1|KRT5|KRT17|ACTR3B|KRT14|EGFR|CXXC5|CCNE1|ANLN|NDC80|TYMS|KIF2C|BIRC5|CDC20|EXO1|NUF2|ERBB2|PTTG1|MKI67|MMP11|MYBL2|GRB7,0.4511811995733341,1727.4897109000012,23.21535140000924,ok,49,0,117042,29ad6d1cc44099cb,mar,0.1,0,5105.730130999989,1,0.1,10
MKI67,0.2195227755451727,0.1689878179623449,0.6343975996487115,0.7968458966616826,0.8139615777051749,1441,167,48,24,CEP55|KIF2C|EXO1|CENPF|MELK|PTTG1|UBE2T|NDC80|TYMS|NUF2|MLPH|GPR160|ACTR3B|FOXC1|BCL2|RRM2|EGFR|ORC6|FGFR4|MIA|KRT5|TMEM45B|MYC|KRT17,0.2077335827036086,1646.7521149999957,21.693778000000748,ok,49,0,117042,29ad6d1cc44099cb,mar,0.1,0,5105.730130999989,1,0.1,10
MLPH,0.6706579674326288,0.5241353772916165,0.8810366217171376,0.9398895544290176,0.7731025424523876,1455,153,49,24,FOXA1|CCNE1|ANLN|MELK|NDC80|CXXC5|CEP55|GPR160|KIF2C|EXO1|CDC20|SLC39A6|TYMS|UBE2T|MKI67|MYC|CENPF|BLVRA|TMEM45B|BAG1|MDM2|MYBL2|ORC6|FGFR4,0.6349872333363452,1264.4381936999998,21.14222309998877,ok,49,0,117042,29ad6d1cc44099cb,mar,0.1,0,5105.730130999989,1,0.1,10
MMP11,1.413519339269827,1.1005048105709174,0.0831662652149813,0.3731094157815156,0.4039733852237775,1429,179,45,22,SFRP1|MIA|BAG1|NUF2|NDC80|CXXC5|ERBB2|BCL2|GRB7|UBE2T|CDH3|MDM2|KIF2C|MKI67|TYMS|RRM2|GPR160|CCNE1|ANLN|MELK|CENPF|PTTG1,1.2531594096077334,876.7820288000075,11.455662799999118,ok,49,0,117042,29ad6d1cc44099cb,mar,0.1,0,5105.730130999989,1,0.1,10
MYBL2,0.172479143884513,0.1315774854406985,0.0811222834184987,0.293985555661159,0.2452204025683572,1441,167,31,15,NUF2|UBE2C|CCNB1|CEP55|KIF2C|MIA|RRM2|CDC20|ANLN|BCL2|BIRC5|KRT14|PTTG1|EXO1|UBE2T,0.1625979007295548,1797.7188905000075,7.45035949999874,ok,49,0,117042,29ad6d1cc44099cb,mar,0.1,0,5105.730130999989,1,0.1,10
MYC,0.92978193687183,0.7333755045648743,0.3098862726012892,0.563119144650686,0.5600834391438418,1459,149,49,24,TYMS|TMEM45B|ACTR3B|FOXC1|RRM2|MELK|KRT5|UBE2T|CXXC5|ERBB2|GPR160|PTTG1|NDC80|NAT1|ORC6|CCNE1|GRB7|MAPT|MKI67|CDC6|PGR|PHGDH|BCL2|CENPF,0.8154875832889924,1126.0258823999902,19.19215090000944,ok,49,0,117042,29ad6d1cc44099cb,mar,0.1,0,5105.730130999989,1,0.1,10
NAT1,1.1483068201766795,0.8925943751466437,0.6806389978803848,0.8266384395234408,0.8210506724497886,1413,195,46,23,ESR1|SLC39A6|CCNE1|CDC20|MAPT|UBE2C|CEP55|PGR|MELK|ANLN|GPR160|MKI67|FGFR4|GRB7|UBE2T|BLVRA|CDC6|MYC|NUF2|ORC6|ERBB2|TMEM45B|BAG1,1.256782347054455,873.0598172000027,11.67673829999694,ok,49,0,117042,29ad6d1cc44099cb,mar,0.1,0,5105.730130999989,1,0.1,10
ORC6,0.3850159521451876,0.3055280270894408,0.2344533733714907,0.515679113816602,0.5421291983065049,1433,175,49,24,CDC20|SLC39A6|MKI67|KIF2C|TMEM45B|GPR160|UBE2C|CCNB1|EXO1|PGR|CEP55|BAG1|FOXA1|KRT5|NUF2|PTTG1|MLPH|MELK|MIA|MYBL2|ANLN|ESR1|CDC6|BCL2,0.3821287051106544,1434.091136899995,17.90788529999554,ok,49,0,117042,29ad6d1cc44099cb,mar,0.1,0,5105.730130999989,1,0.1,10
PGR,0.8097523478302372,0.6105979635063679,0.3320427308868279,0.5833188940518224,0.6087031347280082,1440,168,47,23,MAPT|NAT1|KIF2C|UBE2C|CDC20|EXO1|CEP55|PTTG1|FOXA1|FGFR4|ANLN|MKI67|RRM2|ERBB2|NDC80|BLVRA|GPR160|TYMS|MIA|ORC6|MYBL2|MDM2|MYC,0.8314147698515708,1085.8605715000012,12.800489499990364,ok,49,0,117042,29ad6d1cc44099cb,mar,0.1,0,5105.730130999989,1,0.1,10
PHGDH,1.0394987920763248,0.8360321744752276,0.4659276913899841,0.6894559544333844,0.6485968854157317,1450,158,49,24,EXO1|KIF2C|MLPH|BCL2|FOXC1|ACTR3B|EGFR|CXXC5|MKI67|PTTG1|KRT5|CENPF|UBE2T|RRM2|BAG1|TYMS|CCNB1|MMP11|MDM2|CDC6|TMEM45B|MYBL2|ORC6|MYC,0.9258782096650378,951.6829529000096,14.411716999995406,ok,49,0,117042,29ad6d1cc44099cb,mar,0.1,0,5105.730130999989,1,0.1,10
PTTG1,0.4025249653637502,0.3145498762266022,0.8471127974046688,0.9238105918731824,0.9319736540167082,1451,157,49,24,UBE2C|CEP55|KIF2C|CDC20|EXO1|UBE2T|NDC80|TYMS|CCNB1|CCNE1|RRM2|NUF2|MLPH|FOXA1|PHGDH|PGR|ACTR3B|GRB7|CXXC5|TMEM45B|MYBL2|BAG1|ORC6|ERBB2,0.3733058093013923,1453.3112044000009,14.841818199987756,ok,49,0,117042,29ad6d1cc44099cb,mar,0.1,0,5105.730130999989,1,0.1,10
RRM2,0.3305193187547598,0.2441377148502065,0.5751069252925922,0.7730557737374568,0.8154574707060893,1427,181,45,22,TYMS|MELK|UBE2T|PTTG1|UBE2C|EXO1|BCL2|NDC80|NUF2|MYC|CCNB1|MKI67|CENPF|ACTR3B|FOXA1|TMEM45B|ORC6|MDM2|MYBL2|SLC39A6|BAG1|GPR160,0.3520680907707658,1326.8713907000056,13.430492100000263,ok,49,0,117042,29ad6d1cc44099cb,mar,0.1,0,5105.730130999989,1,0.1,10
SFRP1,1.0482403891623784,0.7683827619328387,0.6628652050399229,0.8222373080388065,0.8058148839690585,1446,162,44,22,KRT5|KRT14|FOXC1|MIA|FOXA1|EGFR|MYC|CCNE1|TMEM45B|MDM2|ANLN|MMP11|MELK|BAG1|ERBB2|EXO1|CENPF|MYBL2|CDC20|UBE2C|CEP55|PTTG1,0.9219164213272978,1136.1787596000067,9.983393200003777,ok,49,0,117042,29ad6d1cc44099cb,mar,0.1,0,5105.730130999989,1,0.1,10
SLC39A6,0.948217134639985,0.7300599873816257,0.6519093977526265,0.8102883267998245,0.8069620253164557,1449,159,48,24,ESR1|BCL2|NAT1|CDC20|MLPH|FGFR4|MELK|PTTG1|BAG1|CENPF|BLVRA|NDC80|TMEM45B|MDM2|ORC6|ERBB2|CCNB1|UBE2T|CDC6|NUF2|MYC|MYBL2|RRM2|TYMS,0.9455720580006792,912.428674499999,10.990921799995704,ok,49,0,117042,29ad6d1cc44099cb,mar,0.1,0,5105.730130999989,1,0.1,10
TMEM45B,0.5555026808101966,0.3592570711201991,0.3525948932402496,0.6300036319511273,0.6376082506691859,1463,145,47,23,MYC|GRB7|FGFR4|MLPH|UBE2T|SLC39A6|ORC6|RRM2|SFRP1|MELK|KRT5|PTTG1|UBE2C|EXO1|CEP55|MKI67|CXXC5|CDC20|BAG1|CDH3|MYBL2|MDM2|PGR,0.5110029346145182,1173.072681699996,11.528450999991035,ok,49,0,117042,29ad6d1cc44099cb,mar,0.1,0,5105.730130999989,1,0.1,10
TYMS,0.489441745057912,0.3813722352726896,0.7188790818591446,0.8492097226130713,0.8399558498896247,1456,152,42,21,MELK|PTTG1|UBE2T|NDC80|UBE2C|CEP55|EXO1|RRM2|MKI67|CCNB1|MYC|CCNE1|NUF2|CENPF|MIA|GPR160|BCL2|CDC6|MDM2|MYBL2|SLC39A6,0.485508643535163,1080.6598458999945,8.532068299988168,ok,49,0,117042,29ad6d1cc44099cb,mar,0.1,0,5105.730130999989,1,0.1,10
UBE2C,0.3811784203206385,0.2920016226865761,0.9252118857861704,0.9620476678846056,0.9617492187165544,1467,141,46,23,PTTG1|CEP55|KIF2C|CDC20|MELK|EXO1|BIRC5|CENPF|UBE2T|CCNE1|CCNB1|NDC80|TYMS|NAT1|NUF2|RRM2|BCL2|ESR1|GRB7|ORC6|MYBL2|CXXC5|TMEM45B,0.4201071457576474,1123.795746499993,10.797335899987957,ok,49,0,117042,29ad6d1cc44099cb,mar,0.1,0,5105.730130999989,1,0.1,10
UBE2T,0.3424464881888129,0.2611727552009464,0.8323652624785952,0.91269063091582,0.9056590752242928,1447,161,36,18,EXO1|PTTG1|MELK|CEP55|ANLN|UBE2C|NDC80|TYMS|CENPF|KIF2C|NUF2|CDC20|RRM2|MKI67|CCNE1|FOXA1|CXXC5|TMEM45B,0.3828196307974791,945.2256561999966,6.299966700011282,ok,49,0,117042,29ad6d1cc44099cb,mar,0.1,0,5105.730130999989,1,0.1,10
ACTR3B,0.6239572804694973,0.4136853342165292,0.5612001544331934,0.7806649311970528,0.4380355276907001,1464,144,42,21,FOXA1|MLPH|FOXC1|MIA|CCNE1|CXXC5|PHGDH|MELK|EXO1|KRT5|ANLN|KIF2C|CEP55|BLVRA|MKI67|MYC|PTTG1|SLC39A6|MMP11|KRT14|ERBB2,0.5214399590546626,1736.0558713000064,23.65812800001004,ok,49,0,1117045,dd40ff6ab7cbe8c1,mar,0.1,1,5119.088611400002,1,0.1,10
ANLN,0.3505120969675066,0.25746988230843,0.7342807719105535,0.8619886752271553,0.9018569150148096,1455,153,49,24,MELK|CEP55|NDC80|UBE2T|UBE2C|CCNE1|MLPH|CENPF|NUF2|MKI67|FOXA1|RRM2|BCL2|CDH3|EGFR|MIA|FOXC1|CDC6|GRB7|FGFR4|BLVRA|BAG1|MDM2|ERBB2,0.2940036460645313,1638.9054988999997,26.78791359999741,ok,49,0,1117045,dd40ff6ab7cbe8c1,mar,0.1,1,5119.088611400002,1,0.1,10
BAG1,0.2979580011561518,0.2177392682914634,0.1576314857189767,0.4121811877276679,0.4432631180222678,1450,158,47,23,SLC39A6|BCL2|PHGDH|MMP11|MLPH|CDC20|MDM2|FOXA1|KIF2C|SFRP1|ORC6|CENPF|PTTG1|NUF2|KRT5|CEP55|CCNB1|RRM2|MKI67|ANLN|TYMS|MELK|BLVRA,0.3069304255344456,2098.091693399998,28.447441800002707,ok,49,0,1117045,dd40ff6ab7cbe8c1,mar,0.1,1,5119.088611400002,1,0.1,10
BCL2,0.7067344571099491,0.5046744588493346,0.5880150483808974,0.7700157317687935,0.7755277348274504,1445,163,49,24,ESR1|SLC39A6|EXO1|CDH3|PHGDH|ANLN|CDC20|KIF2C|FOXA1|UBE2C|CEP55|FGFR4|RRM2|PTTG1|UBE2T|BAG1|MKI67|GPR160|MIA|TYMS|CDC6|MYBL2|BLVRA|ORC6,0.6517769115297203,1273.5963970000012,21.60317960000248,ok,49,0,1117045,dd40ff6ab7cbe8c1,mar,0.1,1,5119.088611400002,1,0.1,10
BIRC5,0.4600130691052062,0.3505065801374239,0.8205825518489387,0.905929817691315,0.920674641703458,1438,170,38,19,KIF2C|CDC20|UBE2C|CEP55|EXO1|MELK|PTTG1|MKI67|CCNE1|ANLN|CCNB1|MLPH|GPR160|PGR|CDH3|CDC6|MIA|GRB7|BLVRA,0.4989270842451908,1451.1265004000015,16.10928750000312,ok,49,0,1117045,dd40ff6ab7cbe8c1,mar,0.1,1,5119.088611400002,1,0.1,10
