gene,status,winning_prefix_len,n_predictors_selected,winning_predictors,selection_seconds,n_candidates
ACTR3B,ok,45,22,FOXA1|FOXC1|MIA|CXXC5|PHGDH|MELK|EXO1|ANLN|KIF2C|CEP55|BLVRA|MKI67|MYC|UBE2T|PTTG1|NUF2|SLC39A6|CENPF|KRT14|ERBB2|MYBL2|BAG1,1817.5182591999765,49
ANLN,ok,49,24,MELK|CEP55|NDC80|UBE2C|UBE2T|MLPH|CENPF|NUF2|FOXA1|BCL2|RRM2|EGFR|CDH3|MIA|FOXC1|CDC6|GRB7|FGFR4|MYBL2|BLVRA|BAG1|ORC6|MDM2|ERBB2,1825.6640358000004,49
BAG1,ok,49,24,SLC39A6|BCL2|PHGDH|MMP11|MLPH|CDC20|FOXA1|SFRP1|KIF2C|MDM2|NAT1|KRT5|PTTG1|CEP55|ORC6|RRM2|NUF2|MELK|MKI67|ANLN|BLVRA|CDC6|CCNB1|TYMS,2394.746968899999,49
BCL2,ok,49,24,ESR1|SLC39A6|CDH3|EXO1|EGFR|ANLN|MELK|CDC20|KIF2C|FOXA1|MLPH|UBE2C|CEP55|RRM2|UBE2T|BAG1|MKI67|MIA|CDC6|TYMS|MYBL2|BLVRA|MYC|ORC6,1434.6610480999807,49
BIRC5,ok,37,18,KIF2C|CDC20|UBE2C|CEP55|EXO1|MELK|CCNE1|MKI67|CCNB1|FOXA1|MLPH|GPR160|RRM2|BCL2|PGR|CDH3|MIA|CXXC5,1607.4127881999884,49
BLVRA,ok,42,21,FOXA1|ACTR3B|GPR160|MLPH|SLC39A6|CCNE1|PGR|MYC|ESR1|MELK|CDC20|CENPF|TYMS|MAPT|UBE2C|CCNB1|ANLN|MDM2|BCL2|NDC80|FGFR4,1688.8217198000057,49
CCNB1,ok,45,22,NDC80|PTTG1|UBE2C|CEP55|BIRC5|CENPF|NUF2|UBE2T|MELK|MKI67|TYMS|CCNE1|CDC6|MAPT|ESR1|PHGDH|MYBL2|FGFR4|BLVRA|MDM2|TMEM45B|ERBB2,1811.6167137000011,49
CCNE1,ok,47,23,KIF2C|MELK|EXO1|FOXA1|UBE2C|BIRC5|MLPH|MKI67|NDC80|CDH3|FOXC1|GPR160|EGFR|UBE2T|MIA|CCNB1|NUF2|RRM2|CDC6|FGFR4|GRB7|MYC|ERBB2,1643.3821497999888,49
CDC20,ok,40,20,KIF2C|UBE2C|CEP55|BIRC5|PTTG1|EXO1|MELK|CENPF|CCNB1|UBE2T|MLPH|SLC39A6|BCL2|GPR160|NUF2|RRM2|PGR|ORC6|MIA|BAG1,1835.028679799987,49
CDC6,ok,21,10,EXO1|CEP55|ERBB2|BIRC5|KIF2C|CCNB1|ANLN|MKI67|RRM2|NDC80,2221.3875138000003,49
NUF2,ok,49,24,NDC80|UBE2T|CCNB1|CEP55|ANLN|MELK|UBE2C|EXO1|PTTG1|KIF2C|TYMS|MLPH|CDC20|MKI67|CCNE1|RRM2|MIA|CDC6|MYBL2|TMEM45B|CDH3|ORC6|MDM2|BLVRA,1833.173421900021,49
CDH3,ok,48,24,KRT17|EGFR|KRT5|MLPH|CCNE1|BCL2|MIA|KIF2C|EXO1|ANLN|CEP55|KRT14|ACTR3B|UBE2C|BIRC5|PTTG1|MKI67|NDC80|GRB7|RRM2|BAG1|NUF2|CDC6|CCNB1,1299.1615489999822,49
