stage,imputer,missing_rate,replicate,seed,fold,rmse,mae,n_masked_test_values,input_protocol,evaluation_protocol,svr_coverage,fallback_rate,fit_seconds,transform_seconds,n_rfe_fits_total,n_svr_fits_total,n_predictor_nans_at_impute,n_gene_workers
imputation,OriginalRFECA,0.05,1,1067045,0,0.6356704993244724,0.4196426052560247,4020,target_wise_complete_predictors,repeated_mask_holdout,1.0,0.0,5573.085560700012,0.10769689999870025,12300,12300,0,16
