stage,imputer,missing_rate,replicate,seed,fold,rmse,mae,n_masked_test_values,input_protocol,evaluation_protocol,svr_coverage,fallback_rate,fit_seconds,transform_seconds,n_rfe_fits_total,n_svr_fits_total,n_predictor_nans_at_impute,n_gene_workers
imputation,OriginalRFECA,0.05,4,4067054,0,0.6416427876974308,0.4245247847100357,4020,target_wise_complete_predictors,repeated_mask_holdout,1.0,0.0,5866.299108599982,0.11495700001250952,12300,12300,0,16
