gene,rmse,mae,r2,pearson,spearman,n_observed_train,n_masked,winning_prefix_len,n_predictors_selected,winning_predictors,best_oof_rmse,selection_seconds,final_fit_seconds,status,n_candidates,fallback_count,seed,mask_hash,mechanism,missing_rate,replicate,wall_seconds_slot,svr_ok
ACTR3B,0.5076062144585045,0.3260809719626152,0.4986677108041835,0.7106404872537254,0.3685264171273007,1510,98,42,21,FOXA1|FOXC1|MIA|CCNE1|CXXC5|MELK|EXO1|KIF2C|ANLN|CEP55|BLVRA|NDC80|MKI67|MYC|UBE2T|PTTG1|SLC39A6|NUF2|CENPF|KRT14|ERBB2,0.5282139065593553,1756.1866239999945,22.37634829999297,ok,49,0,4067054,4e9de7fa77af46d9,mar,0.05,4,5866.581194499973,1
ANLN,0.3408931199958558,0.24625812539207959,0.7676796003939375,0.8843341626123356,0.8970238095238096,1544,64,44,22,MELK|CEP55|EXO1|NDC80|UBE2C|UBE2T|KIF2C|CDC20|MLPH|CENPF|NUF2|MKI67|RRM2|BCL2|CDH3|EGFR|GPR160|MIA|FOXC1|FGFR4|BLVRA|BAG1,0.30135784100582447,1838.2109529000008,23.96944329998223,ok,49,0,4067054,4e9de7fa77af46d9,mar,0.05,4,5866.581194499973,1
BAG1,0.3066008535110535,0.20688043895311756,0.18110121460168604,0.4469804962693042,0.41337126600284485,1533,75,47,23,SLC39A6|BCL2|PHGDH|MMP11|CCNE1|MLPH|CDC20|FOXA1|MDM2|KIF2C|NAT1|CENPF|UBE2C|PTTG1|CEP55|ORC6|RRM2|MELK|ACTR3B|MKI67|ANLN|BLVRA|CCNB1,0.30564843956107157,2402.0036690999987,34.80278709999402,ok,49,0,4067054,4e9de7fa77af46d9,mar,0.05,4,5866.581194499973,1
BCL2,0.5852822435987586,0.4647289839565112,0.7742138972385887,0.8804892070578363,0.8648392505649921,1521,87,44,22,ESR1|SLC39A6|EXO1|EGFR|ANLN|PHGDH|MELK|CDC20|KIF2C|UBE2C|FGFR4|CEP55|RRM2|PTTG1|UBE2T|BAG1|MKI67|GPR160|CDC6|TYMS|MMP11|MYBL2,0.6613120162856306,1387.675213199982,18.18875470000785,ok,49,0,4067054,4e9de7fa77af46d9,mar,0.05,4,5866.581194499973,1
BIRC5,0.5754319145443786,0.4031829422821613,0.7065338777047501,0.8433350182249228,0.8683145431388273,1522,86,39,19,KIF2C|UBE2C|CDC20|CEP55|EXO1|MKI67|CCNE1|ANLN|CCNB1|NDC80|FOXA1|MLPH|GPR160|RRM2|PGR|CDC6|MIA|GRB7|KRT14,0.4895118494311122,1590.182968499983,18.434361999999965,ok,49,0,4067054,4e9de7fa77af46d9,mar,0.05,4,5866.581194499973,1
BLVRA,0.6002362777023399,0.46403758209530105,0.27016429031298583,0.5795317205364028,0.6188523958509933,1516,92,43,21,ACTR3B|GPR160|MLPH|MIA|SLC39A6|CCNE1|PGR|MYC|ESR1|MKI67|CENPF|TYMS|MAPT|UBE2C|CCNB1|ANLN|MDM2|NDC80|FGFR4|TMEM45B|MYBL2,0.6207939740299171,1713.8488374999724,20.541935099987313,ok,49,0,4067054,4e9de7fa77af46d9,mar,0.05,4,5866.581194499973,1
CCNB1,0.3519840971774788,0.28099218210058324,0.7058996823836609,0.8448709878722106,0.8367203219315894,1537,71,49,24,NDC80|PTTG1|UBE2C|CEP55|CENPF|BIRC5|KIF2C|CDC20|NUF2|MELK|MKI67|TYMS|CCNE1|MLPH|CDC6|MAPT|PHGDH|MYBL2|ORC6|BLVRA|MDM2|ERBB2|CXXC5|FOXC1,0.3498108485540153,1809.6540732999856,31.33371849998366,ok,49,0,4067054,4e9de7fa77af46d9,mar,0.05,4,5866.581194499973,1
CCNE1,0.493447422492102,0.3195998203124864,0.7394114731488393,0.8605067790540688,0.892128841169937,1534,74,46,23,KIF2C|MELK|EXO1|UBE2C|FOXA1|BIRC5|MLPH|PTTG1|MKI67|NDC80|FOXC1|GPR160|UBE2T|EGFR|CCNB1|MIA|NUF2|RRM2|CDC6|FGFR4|GRB7|MYC|ERBB2,0.4743537308866073,1650.8472609000164,23.940876899985597,ok,49,0,4067054,4e9de7fa77af46d9,mar,0.05,4,5866.581194499973,1
CDC20,0.35054251710483303,0.26964626264468294,0.9295162587356751,0.9647558335891578,0.9646945575712697,1534,74,44,22,KIF2C|UBE2C|CEP55|BIRC5|PTTG1|MELK|CENPF|NDC80|UBE2T|MLPH|SLC39A6|BCL2|GPR160|NUF2|RRM2|PGR|ORC6|CXXC5|GRB7|BAG1|MYBL2|ERBB2,0.37145970834014264,1868.7982732999953,23.740380200004438,ok,49,0,4067054,4e9de7fa77af46d9,mar,0.05,4,5866.581194499973,1
CDC6,0.2855854321015532,0.16801067845745987,0.25593385823135806,0.5796059504082136,0.5186942780319825,1522,86,49,24,EXO1|CEP55|ERBB2|MELK|BIRC5|KIF2C|CCNE1|ANLN|RRM2|NDC80|BCL2|NUF2|MLPH|CDH3|FOXA1|SFRP1|MDM2|ACTR3B|BAG1|MYC|KRT5|CXXC5|FOXC1|ORC6,0.1974789119565532,2223.1385258000228,39.05920580000384,ok,49,0,4067054,4e9de7fa77af46d9,mar,0.05,4,5866.581194499973,1
