gene,status,winning_prefix_len,n_predictors_selected,winning_predictors,selection_seconds,n_candidates
CEP55,ok,43,21,UBE2C|MELK|KIF2C|PTTG1|EXO1|ANLN|BIRC5|CENPF|MKI67|UBE2T|NDC80|CCNB1|MLPH|NUF2|FOXA1|BCL2|GPR160|CDC6|FOXC1|MYBL2|TMEM45B,1952.0671799999836,49
CXXC5,ok,48,24,ESR1|MLPH|FOXC1|EGFR|MAPT|ACTR3B|PHGDH|CCNE1|MIA|ANLN|NDC80|GPR160|KIF2C|CDC20|MYC|CEP55|TYMS|UBE2T|BLVRA|RRM2|PTTG1|UBE2C|TMEM45B|CCNB1,1723.2837104999926,49
EGFR,ok,40,20,ESR1|CDH3|FOXC1|KRT5|BCL2|CXXC5|SFRP1|CCNE1|PHGDH|ANLN|MIA|CDC20|EXO1|BIRC5|NDC80|PTTG1|KRT14|BLVRA|CENPF|MDM2,2008.6818050000002,49
ERBB2,ok,49,24,GRB7|FGFR4|CDC6|MYC|FOXA1|NAT1|MIA|ACTR3B|TYMS|MAPT|CCNE1|EXO1|NDC80|CENPF|BLVRA|CDC20|GPR160|BAG1|RRM2|KIF2C|MKI67|PTTG1|UBE2T|ANLN,1704.6440946999937,49
ESR1,ok,41,20,BCL2|FOXA1|SLC39A6|MLPH|MAPT|EGFR|CXXC5|MELK|KIF2C|SFRP1|UBE2C|FGFR4|PTTG1|GRB7|MKI67|RRM2|UBE2T|BAG1|NUF2|BLVRA,1285.1988869999768,49
EXO1,ok,32,16,CEP55|MELK|KIF2C|UBE2C|CDC20|CENPF|BIRC5|UBE2T|CCNE1|MKI67|NDC80|TYMS|PHGDH|BCL2|NUF2|CDC6,1929.334026299999,49
FGFR4,ok,49,24,ERBB2|SLC39A6|BCL2|ESR1|PGR|TMEM45B|CCNE1|EXO1|UBE2C|BIRC5|CEP55|MKI67|MELK|CENPF|PTTG1|CCNB1|UBE2T|BAG1|BLVRA|MDM2|NDC80|FOXA1|MLPH|GPR160,1494.9683991000056,49
FOXA1,ok,42,21,MLPH|FOXC1|MIA|ESR1|CCNE1|ACTR3B|GPR160|MELK|ANLN|CEP55|EXO1|NDC80|UBE2C|BCL2|PTTG1|MKI67|KRT14|UBE2T|ERBB2|RRM2|BAG1,1769.859250700014,49
FOXC1,ok,47,23,FOXA1|SFRP1|KRT17|ACTR3B|CXXC5|CCNE1|CDC20|KIF2C|EXO1|MKI67|PGR|ANLN|CEP55|NDC80|CENPF|PTTG1|ERBB2|ORC6|UBE2T|MDM2|RRM2|FGFR4|CCNB1,1405.120250100008,49
GPR160,ok,49,24,FOXA1|CCNE1|CDC20|NAT1|KIF2C|CDH3|ACTR3B|BIRC5|BLVRA|MKI67|MELK|CEP55|ANLN|NDC80|MYC|BCL2|PGR|NUF2|ORC6|UBE2T|CDC6|MMP11|MYBL2|FGFR4,1438.002418899996,49
GRB7,ok,39,19,ERBB2|CDC6|NAT1|MAPT|TMEM45B|MELK|CDC20|CCNE1|KIF2C|CENPF|ANLN|UBE2T|PTTG1|MKI67|MYC|MDM2|NDC80|NUF2|BAG1,1557.302414900012,49
KIF2C,ok,47,23,CDC20|UBE2C|CEP55|EXO1|BIRC5|PTTG1|MKI67|NDC80|UBE2T|CCNB1|FOXA1|NUF2|BCL2|CDH3|PGR|RRM2|FOXC1|CDC6|CXXC5|KRT5|ORC6|MYBL2|MMP11,1932.064305399981,49
NDC80,ok,40,20,CEP55|ANLN|PTTG1|CCNB1|NUF2|UBE2T|UBE2C|KIF2C|TYMS|EXO1|MLPH|CCNE1|FOXA1|MKI67|RRM2|CXXC5|CDH3|MYC|MMP11|MYBL2,2012.9520716000115,49
KRT14,ok,42,21,KRT17|KRT5|SFRP1|MIA|FOXC1|FOXA1|MLPH|CXXC5|EGFR|ACTR3B|GPR160|BIRC5|UBE2T|PTTG1|MKI67|CDC6|CEP55|MYBL2|NUF2|CDC20|KIF2C,1787.0884847999841,49
KRT17,ok,6,3,KRT5|KRT14|CDH3,1595.632192399993,49
KRT5,ok,46,23,KRT17|KRT14|SFRP1|FOXC1|CDH3|FOXA1|MIA|EGFR|MLPH|ACTR3B|GPR160|PHGDH|SLC39A6|BCL2|ANLN|MDM2|CEP55|MKI67|ERBB2|NUF2|CENPF|ORC6|GRB7,1926.7502346999827,49
MAPT,ok,46,23,ESR1|MLPH|BCL2|EXO1|PGR|KIF2C|CDC20|CXXC5|UBE2C|BIRC5|PTTG1|FOXC1|NDC80|MKI67|GRB7|TYMS|CDC6|CCNB1|BAG1|ERBB2|BLVRA|MMP11|MYBL2,1174.355817100004,49
MDM2,ok,46,23,SLC39A6|SFRP1|KRT5|EGFR|RRM2|TYMS|MLPH|BAG1|FOXC1|GRB7|MMP11|CDC6|MIA|UBE2T|MYC|NDC80|TMEM45B|CEP55|CDC20|NUF2|KIF2C|MKI67|PGR,2564.194168099988,49
MELK,ok,20,10,CEP55|UBE2C|EXO1|ANLN|CDC20|UBE2T|CCNE1|TYMS|RRM2|CCNB1,1815.2464084000094,49
MIA,ok,49,24,FOXA1|SFRP1|KRT5|ACTR3B|KRT14|EGFR|CXXC5|CCNE1|ANLN|NDC80|KIF2C|TYMS|BIRC5|EXO1|CDC20|NUF2|ERBB2|MKI67|MMP11|MYBL2|GRB7|BAG1|ORC6|CDC6,1914.5903038999822,49
MKI67,ok,44,22,CEP55|KIF2C|CENPF|BIRC5|MELK|PTTG1|ANLN|UBE2T|CCNB1|NDC80|TYMS|MLPH|GPR160|ACTR3B|FOXC1|RRM2|BCL2|ORC6|MIA|TMEM45B|MMP11|MYC,1921.391173299984,49
MLPH,ok,39,19,FOXA1|CCNE1|ANLN|NDC80|CXXC5|CEP55|MAPT|GPR160|EXO1|CDC20|PTTG1|BIRC5|SLC39A6|UBE2T|NUF2|MKI67|MYC|CENPF|TMEM45B,1384.6422872999974,49
MMP11,ok,49,24,BAG1|NUF2|SFRP1|ACTR3B|MIA|CXXC5|NDC80|BCL2|MAPT|MDM2|MKI67|CCNB1|KIF2C|GPR160|MLPH|TYMS|RRM2|CCNE1|MYBL2|KRT17|ANLN|MELK|CDC6|EXO1,980.2307810000202,49
MYBL2,ok,22,11,NUF2|UBE2C|CCNB1|CEP55|NDC80|MIA|ANLN|RRM2|KRT14|PTTG1|EXO1,2046.8498442000127,49
MYC,ok,49,24,TYMS|TMEM45B|ACTR3B|SFRP1|FOXC1|RRM2|MIA|MELK|GPR160|ERBB2|CXXC5|UBE2T|NDC80|NAT1|ORC6|CCNE1|GRB7|MAPT|MKI67|CDC6|BCL2|PHGDH|CENPF|MYBL2,1225.985949199996,49
NAT1,ok,45,22,ESR1|SLC39A6|CCNE1|CDC20|MAPT|UBE2C|CEP55|PGR|MELK|GPR160|ANLN|MKI67|CENPF|GRB7|FGFR4|UBE2T|CDC6|MYC|NUF2|ERBB2|TMEM45B|BAG1,1045.8819174999953,49
ORC6,ok,49,24,CDC20|MKI67|SLC39A6|KIF2C|TMEM45B|GPR160|UBE2C|CCNB1|EXO1|PGR|CEP55|BAG1|UBE2T|KRT5|PTTG1|NUF2|MLPH|MELK|MIA|BCL2|ANLN|MYBL2|EGFR|CDC6,1682.8342868000036,49
PGR,ok,49,24,MAPT|NAT1|KIF2C|UBE2C|CDC20|EXO1|PTTG1|FGFR4|ANLN|MKI67|NDC80|RRM2|BLVRA|UBE2T|ERBB2|GPR160|ACTR3B|SFRP1|MIA|ORC6|MYC|MYBL2|MDM2|TMEM45B,1245.4354754000087,49
PHGDH,ok,49,24,EXO1|KIF2C|BCL2|MLPH|FOXC1|EGFR|ACTR3B|CXXC5|MKI67|PTTG1|KRT5|MIA|CENPF|UBE2T|KRT17|RRM2|BAG1|CCNB1|CDC6|MMP11|MDM2|TMEM45B|MYBL2|MYC,1053.3982862999837,49
PTTG1,ok,49,24,UBE2C|CEP55|KIF2C|CDC20|EXO1|UBE2T|NDC80|CCNB1|TYMS|CCNE1|RRM2|NUF2|PHGDH|PGR|ACTR3B|EGFR|MYC|GRB7|MIA|CXXC5|MYBL2|BAG1|ORC6|ERBB2,1646.830929299991,49
RRM2,ok,48,24,TYMS|MELK|UBE2T|PTTG1|UBE2C|BCL2|CDC20|NDC80|NUF2|ESR1|MLPH|MKI67|CENPF|ACTR3B|TMEM45B|FOXA1|ORC6|MDM2|MYBL2|MMP11|SLC39A6|BAG1|GPR160|BLVRA,1592.5653350999928,49
SFRP1,ok,46,23,KRT5|KRT14|FOXC1|MIA|FOXA1|EGFR|ESR1|MYC|CCNE1|TMEM45B|MDM2|ANLN|MMP11|MELK|NDC80|BAG1|EXO1|CDC20|CEP55|MYBL2|CENPF|UBE2C|RRM2,1303.9454635999864,49
SLC39A6,ok,49,24,ESR1|BCL2|NAT1|CDC20|MLPH|FGFR4|MELK|PTTG1|CENPF|BAG1|BLVRA|ACTR3B|MDM2|TMEM45B|ORC6|ERBB2|CCNB1|UBE2T|CDC6|NUF2|MYC|MYBL2|TYMS|RRM2,1052.3977679999953,49
TMEM45B,ok,45,22,MYC|GRB7|MLPH|UBE2T|SLC39A6|FOXA1|RRM2|SFRP1|NDC80|ORC6|MELK|KRT5|UBE2C|CEP55|MKI67|ESR1|CXXC5|CCNB1|CDC6|CDC20|MDM2|CDH3,1456.2675273000204,49
TYMS,ok,42,21,MELK|PTTG1|UBE2T|NDC80|ANLN|UBE2C|EXO1|RRM2|KIF2C|MKI67|MYC|CCNB1|CCNE1|NUF2|CENPF|MAPT|MIA|CXXC5|BCL2|CDC6|MDM2,1311.7412775999983,49
UBE2C,ok,49,24,PTTG1|CEP55|KIF2C|CDC20|MELK|EXO1|BIRC5|CENPF|UBE2T|CCNE1|CCNB1|NDC80|TYMS|NAT1|NUF2|RRM2|BCL2|ESR1|GRB7|MYBL2|ORC6|TMEM45B|CXXC5|BLVRA,1437.699276200001,49
UBE2T,ok,38,19,EXO1|PTTG1|MELK|CEP55|ANLN|UBE2C|NDC80|CENPF|KIF2C|NUF2|CDC20|RRM2|MKI67|CCNE1|MLPH|FOXA1|CXXC5|TMEM45B|GPR160,1299.2831669999869,49
