imputer,missing_rate,model,f1_mean,f1_std,bal_mean,bal_std,n,f1_pm_std,bal_pm_std
RFECA_SVR(k=5),0.0,EnsembleSoft,0.9419927536231885,0.0,0.9333333333333332,0.0,10,0.9420 ± 0.0000,0.9333 ± 0.0000
RFECA_SVR(k=5),0.0,SVC,0.9319400527009222,0.0,0.925,0.0,10,0.9319 ± 0.0000,0.9250 ± 0.0000
RFECA_SVR(k=5),0.0,EnsembleHard,0.9274472990777338,0.0,0.925,0.0,10,0.9274 ± 0.0000,0.9250 ± 0.0000
RFECA_SVR(k=5),0.0,RF,0.9152733860342556,0.0,0.9083333333333334,0.0,10,0.9153 ± 0.0000,0.9083 ± 0.0000
RFECA_SVR(k=5),0.0,LogReg,0.9149559257167953,0.0,0.9079545454545453,0.0,10,0.9150 ± 0.0000,0.9080 ± 0.0000
RFECA_SVR(k=5),0.0,GB,0.8042421210029905,0.0,0.7833333333333333,0.0,10,0.8042 ± 0.0000,0.7833 ± 0.0000
RFECA_SVR(k=5),0.05,SVC,0.9329677677395068,0.009798954829420255,0.9229166666666666,0.01198796979280006,10,0.9330 ± 0.0098,0.9229 ± 0.0120
RFECA_SVR(k=5),0.05,EnsembleHard,0.9295515600341687,0.015678118771347976,0.9179166666666665,0.01620304231454433,10,0.9296 ± 0.0157,0.9179 ± 0.0162
RFECA_SVR(k=5),0.05,EnsembleSoft,0.9251916556873079,0.013160268741111154,0.9132954545454546,0.013762568343868515,10,0.9252 ± 0.0132,0.9133 ± 0.0138
RFECA_SVR(k=5),0.05,LogReg,0.919757305979045,0.008455405960419247,0.9125378787878787,0.009712296520581724,10,0.9198 ± 0.0085,0.9125 ± 0.0097
RFECA_SVR(k=5),0.05,RF,0.9023902136510831,0.016030579421973355,0.8950757575757576,0.014691024171410865,10,0.9024 ± 0.0160,0.8951 ± 0.0147
RFECA_SVR(k=5),0.05,GB,0.8023114699310352,0.0279003128683074,0.7875606060606061,0.02879505049778665,10,0.8023 ± 0.0279,0.7876 ± 0.0288
RFECA_SVR(k=5),0.1,SVC,0.9357607001693958,0.011511830071654934,0.9245833333333333,0.012947245762690488,10,0.9358 ± 0.0115,0.9246 ± 0.0129
RFECA_SVR(k=5),0.1,EnsembleHard,0.9287991790817877,0.01573585081162664,0.9175000000000001,0.016873713942763834,10,0.9288 ± 0.0157,0.9175 ± 0.0169
RFECA_SVR(k=5),0.1,LogReg,0.9244366616475311,0.014032241070674255,0.9187878787878787,0.016920322591497748,10,0.9244 ± 0.0140,0.9188 ± 0.0169
RFECA_SVR(k=5),0.1,EnsembleSoft,0.9194553736118953,0.019366380228508576,0.908219696969697,0.022853221438772716,10,0.9195 ± 0.0194,0.9082 ± 0.0229
RFECA_SVR(k=5),0.1,RF,0.8956094808573068,0.019938623975186105,0.8887121212121212,0.020180544140330197,10,0.8956 ± 0.0199,0.8887 ± 0.0202
RFECA_SVR(k=5),0.1,GB,0.8176551048790179,0.0398959477235594,0.8026212121212121,0.03778005988893763,10,0.8177 ± 0.0399,0.8026 ± 0.0378
RFECA_SVR(k=5),0.2,SVC,0.924946240715806,0.014549319295462085,0.9107954545454545,0.014186717206867872,10,0.9249 ± 0.0145,0.9108 ± 0.0142
RFECA_SVR(k=5),0.2,EnsembleHard,0.9212238449955841,0.01471117979859726,0.9074621212121212,0.01635483653211005,10,0.9212 ± 0.0147,0.9075 ± 0.0164
RFECA_SVR(k=5),0.2,EnsembleSoft,0.9204214411192672,0.01780768551191105,0.9107575757575758,0.018354781954851473,10,0.9204 ± 0.0178,0.9108 ± 0.0184
RFECA_SVR(k=5),0.2,LogReg,0.9147583170452736,0.016863888833035585,0.9096969696969696,0.018761963499584967,10,0.9148 ± 0.0169,0.9097 ± 0.0188
RFECA_SVR(k=5),0.2,RF,0.8821196248196248,0.027172177620025172,0.8770075757575757,0.027836284803435866,10,0.8821 ± 0.0272,0.8770 ± 0.0278
RFECA_SVR(k=5),0.2,GB,0.7658259688781428,0.05518054722271946,0.7563106060606061,0.053485182918804476,10,0.7658 ± 0.0552,0.7563 ± 0.0535
RFECA_SVR(k=5),0.3,SVC,0.9137973292408075,0.027501910730791904,0.8995075757575757,0.03003938870020995,10,0.9138 ± 0.0275,0.8995 ± 0.0300
RFECA_SVR(k=5),0.3,EnsembleHard,0.9064864543668891,0.02689573678295483,0.8915909090909091,0.027790860096579655,10,0.9065 ± 0.0269,0.8916 ± 0.0278
RFECA_SVR(k=5),0.3,LogReg,0.9045887264909004,0.01877593784194732,0.8989469696969696,0.022520820157745022,10,0.9046 ± 0.0188,0.8989 ± 0.0225
RFECA_SVR(k=5),0.3,EnsembleSoft,0.8916130765369896,0.023623957771447608,0.8805151515151515,0.021049393861596582,10,0.8916 ± 0.0236,0.8805 ± 0.0210
RFECA_SVR(k=5),0.3,RF,0.873235154700372,0.018058405714680852,0.8666287878787878,0.016765328194413,10,0.8732 ± 0.0181,0.8666 ± 0.0168
RFECA_SVR(k=5),0.3,GB,0.7361859779955731,0.03811322701099042,0.7302954545454545,0.03576765840414409,10,0.7362 ± 0.0381,0.7303 ± 0.0358
