imputer,missing_rate,replicate,model,f1_macro,bal_acc
RFECA_SVR(k=5),0.0,0,SVC,0.9319400527009222,0.925
RFECA_SVR(k=5),0.0,0,LogReg,0.9149559257167953,0.9079545454545453
RFECA_SVR(k=5),0.0,0,RF,0.9152733860342556,0.9083333333333334
RFECA_SVR(k=5),0.0,0,GB,0.8042421210029905,0.7833333333333333
RFECA_SVR(k=5),0.0,0,EnsembleSoft,0.9419927536231885,0.9333333333333332
RFECA_SVR(k=5),0.0,0,EnsembleHard,0.9274472990777338,0.925
RFECA_SVR(k=5),0.0,1,SVC,0.9319400527009222,0.925
RFECA_SVR(k=5),0.0,1,LogReg,0.9149559257167953,0.9079545454545453
RFECA_SVR(k=5),0.0,1,RF,0.9152733860342556,0.9083333333333334
RFECA_SVR(k=5),0.0,1,GB,0.8042421210029905,0.7833333333333333
RFECA_SVR(k=5),0.0,1,EnsembleSoft,0.9419927536231885,0.9333333333333332
RFECA_SVR(k=5),0.0,1,EnsembleHard,0.9274472990777338,0.925
RFECA_SVR(k=5),0.0,2,SVC,0.9319400527009222,0.925
RFECA_SVR(k=5),0.0,2,LogReg,0.9149559257167953,0.9079545454545453
RFECA_SVR(k=5),0.0,2,RF,0.9152733860342556,0.9083333333333334
RFECA_SVR(k=5),0.0,2,GB,0.8042421210029905,0.7833333333333333
RFECA_SVR(k=5),0.0,2,EnsembleSoft,0.9419927536231885,0.9333333333333332
RFECA_SVR(k=5),0.0,2,EnsembleHard,0.9274472990777338,0.925
RFECA_SVR(k=5),0.0,3,SVC,0.9319400527009222,0.925
RFECA_SVR(k=5),0.0,3,LogReg,0.9149559257167953,0.9079545454545453
RFECA_SVR(k=5),0.0,3,RF,0.9152733860342556,0.9083333333333334
RFECA_SVR(k=5),0.0,3,GB,0.8042421210029905,0.7833333333333333
RFECA_SVR(k=5),0.0,3,EnsembleSoft,0.9419927536231885,0.9333333333333332
RFECA_SVR(k=5),0.0,3,EnsembleHard,0.9274472990777338,0.925
RFECA_SVR(k=5),0.0,4,SVC,0.9319400527009222,0.925
RFECA_SVR(k=5),0.0,4,LogReg,0.9149559257167953,0.9079545454545453
RFECA_SVR(k=5),0.0,4,RF,0.9152733860342556,0.9083333333333334
RFECA_SVR(k=5),0.0,4,GB,0.8042421210029905,0.7833333333333333
RFECA_SVR(k=5),0.0,4,EnsembleSoft,0.9419927536231885,0.9333333333333332
RFECA_SVR(k=5),0.0,4,EnsembleHard,0.9274472990777338,0.925
RFECA_SVR(k=5),0.0,5,SVC,0.9319400527009222,0.925
RFECA_SVR(k=5),0.0,5,LogReg,0.9149559257167953,0.9079545454545453
RFECA_SVR(k=5),0.0,5,RF,0.9152733860342556,0.9083333333333334
RFECA_SVR(k=5),0.0,5,GB,0.8042421210029905,0.7833333333333333
RFECA_SVR(k=5),0.0,5,EnsembleSoft,0.9419927536231885,0.9333333333333332
RFECA_SVR(k=5),0.0,5,EnsembleHard,0.9274472990777338,0.925
RFECA_SVR(k=5),0.0,6,SVC,0.9319400527009222,0.925
RFECA_SVR(k=5),0.0,6,LogReg,0.9149559257167953,0.9079545454545453
RFECA_SVR(k=5),0.0,6,RF,0.9152733860342556,0.9083333333333334
RFECA_SVR(k=5),0.0,6,GB,0.8042421210029905,0.7833333333333333
RFECA_SVR(k=5),0.0,6,EnsembleSoft,0.9419927536231885,0.9333333333333332
RFECA_SVR(k=5),0.0,6,EnsembleHard,0.9274472990777338,0.925
RFECA_SVR(k=5),0.0,7,SVC,0.9319400527009222,0.925
RFECA_SVR(k=5),0.0,7,LogReg,0.9149559257167953,0.9079545454545453
RFECA_SVR(k=5),0.0,7,RF,0.9152733860342556,0.9083333333333334
RFECA_SVR(k=5),0.0,7,GB,0.8042421210029905,0.7833333333333333
RFECA_SVR(k=5),0.0,7,EnsembleSoft,0.9419927536231885,0.9333333333333332
RFECA_SVR(k=5),0.0,7,EnsembleHard,0.9274472990777338,0.925
RFECA_SVR(k=5),0.0,8,SVC,0.9319400527009222,0.925
RFECA_SVR(k=5),0.0,8,LogReg,0.9149559257167953,0.9079545454545453
RFECA_SVR(k=5),0.0,8,RF,0.9152733860342556,0.9083333333333334
RFECA_SVR(k=5),0.0,8,GB,0.8042421210029905,0.7833333333333333
RFECA_SVR(k=5),0.0,8,EnsembleSoft,0.9419927536231885,0.9333333333333332
RFECA_SVR(k=5),0.0,8,EnsembleHard,0.9274472990777338,0.925
RFECA_SVR(k=5),0.0,9,SVC,0.9319400527009222,0.925
RFECA_SVR(k=5),0.0,9,LogReg,0.9149559257167953,0.9079545454545453
RFECA_SVR(k=5),0.0,9,RF,0.9152733860342556,0.9083333333333334
RFECA_SVR(k=5),0.0,9,GB,0.8042421210029905,0.7833333333333333
RFECA_SVR(k=5),0.0,9,EnsembleSoft,0.9419927536231885,0.9333333333333332
RFECA_SVR(k=5),0.0,9,EnsembleHard,0.9274472990777338,0.925
RFECA_SVR(k=5),0.05,0,SVC,0.9441139657444004,0.9416666666666667
RFECA_SVR(k=5),0.05,0,LogReg,0.9149559257167953,0.9079545454545453
RFECA_SVR(k=5),0.05,0,RF,0.8947178304787,0.8833333333333334
RFECA_SVR(k=5),0.05,0,GB,0.8077100918405267,0.7875
RFECA_SVR(k=5),0.05,0,EnsembleSoft,0.9197705314009662,0.9083333333333332
RFECA_SVR(k=5),0.05,0,EnsembleHard,0.9419927536231885,0.9333333333333332
RFECA_SVR(k=5),0.05,1,SVC,0.9464855072463768,0.9333333333333332
RFECA_SVR(k=5),0.05,1,LogReg,0.9149559257167953,0.9079545454545453
RFECA_SVR(k=5),0.05,1,RF,0.9153303218520609,0.9075757575757576
RFECA_SVR(k=5),0.05,1,GB,0.8132869264391003,0.8041666666666668
RFECA_SVR(k=5),0.05,1,EnsembleSoft,0.9298917435221783,0.9166666666666666
RFECA_SVR(k=5),0.05,1,EnsembleHard,0.9464855072463768,0.9333333333333332
RFECA_SVR(k=5),0.05,2,SVC,0.9464855072463768,0.9333333333333332
RFECA_SVR(k=5),0.05,2,LogReg,0.9271298387602736,0.9246212121212121
RFECA_SVR(k=5),0.05,2,RF,0.9081399397703744,0.9037878787878787
RFECA_SVR(k=5),0.05,2,GB,0.805658458288893,0.7871212121212121
RFECA_SVR(k=5),0.05,2,EnsembleSoft,0.9354472990777338,0.925
RFECA_SVR(k=5),0.05,2,EnsembleHard,0.9419927536231885,0.9333333333333332
RFECA_SVR(k=5),0.05,3,SVC,0.9227971955580652,0.9125
RFECA_SVR(k=5),0.05,3,LogReg,0.9149559257167953,0.9079545454545453
RFECA_SVR(k=5),0.05,3,RF,0.898280632411067,0.8916666666666666
RFECA_SVR(k=5),0.05,3,GB,0.7407902709207057,0.7250000000000001
RFECA_SVR(k=5),0.05,3,EnsembleSoft,0.907596618357488,0.8916666666666666
RFECA_SVR(k=5),0.05,3,EnsembleHard,0.9032806324110672,0.8916666666666666
RFECA_SVR(k=5),0.05,4,SVC,0.9349711086015434,0.9291666666666666
RFECA_SVR(k=5),0.05,4,LogReg,0.9135425371729718,0.8996212121212122
RFECA_SVR(k=5),0.05,4,RF,0.8699459598372641,0.865909090909091
RFECA_SVR(k=5),0.05,4,GB,0.7680756835756836,0.7608333333333333
RFECA_SVR(k=5),0.05,4,EnsembleSoft,0.9319400527009222,0.925
RFECA_SVR(k=5),0.05,4,EnsembleHard,0.9089510417119111,0.8958333333333333
RFECA_SVR(k=5),0.05,5,SVC,0.9227971955580652,0.9125
RFECA_SVR(k=5),0.05,5,LogReg,0.9149559257167953,0.9079545454545453
RFECA_SVR(k=5),0.05,5,RF,0.8837921136834179,0.8825757575757576
RFECA_SVR(k=5),0.05,5,GB,0.8137323232323233,0.7996212121212121
RFECA_SVR(k=5),0.05,5,EnsembleSoft,0.9031796223100571,0.8996212121212122
RFECA_SVR(k=5),0.05,5,EnsembleHard,0.9319400527009222,0.925
RFECA_SVR(k=5),0.05,6,SVC,0.9227971955580652,0.9125
RFECA_SVR(k=5),0.05,6,LogReg,0.9374472990777338,0.9287878787878787
RFECA_SVR(k=5),0.05,6,RF,0.9081399397703744,0.9037878787878787
RFECA_SVR(k=5),0.05,6,GB,0.7977753912753912,0.775
RFECA_SVR(k=5),0.05,6,EnsembleSoft,0.927947299077734,0.9083333333333332
RFECA_SVR(k=5),0.05,6,EnsembleHard,0.919947299077734,0.9083333333333332
RFECA_SVR(k=5),0.05,7,SVC,0.9253498964803313,0.9041666666666666
RFECA_SVR(k=5),0.05,7,LogReg,0.9149559257167953,0.9079545454545453
RFECA_SVR(k=5),0.05,7,RF,0.907596618357488,0.8916666666666666
RFECA_SVR(k=5),0.05,7,GB,0.8156362381579771,0.8075757575757576
RFECA_SVR(k=5),0.05,7,EnsembleSoft,0.9177178304787,0.9
RFECA_SVR(k=5),0.05,7,EnsembleHard,0.9344927536231884,0.9166666666666666
RFECA_SVR(k=5),0.05,8,SVC,0.9319400527009222,0.925
RFECA_SVR(k=5),0.05,8,LogReg,0.9297178304786999,0.9246212121212121
RFECA_SVR(k=5),0.05,8,RF,0.9226853943158291,0.9121212121212121
RFECA_SVR(k=5),0.05,8,GB,0.83101160514204,0.7999999999999999
RFECA_SVR(k=5),0.05,8,EnsembleSoft,0.9464855072463768,0.9333333333333332
