gene,status,winning_prefix_len,n_predictors_selected,winning_predictors,selection_seconds,n_candidates
ACTR3B,ok,46,23,FOXA1|MLPH|FOXC1|MIA|CCNE1|MELK|KIF2C|ANLN|EXO1|BLVRA|CEP55|NDC80|MKI67|UBE2C|SLC39A6|RRM2|PTTG1|NUF2|ERBB2|MMP11|FGFR4|GRB7|BAG1,1115.0720601999928,49
ANLN,ok,46,23,MELK|CEP55|PTTG1|NDC80|UBE2C|UBE2T|BIRC5|CENPF|MLPH|MKI67|NUF2|BCL2|RRM2|CDH3|EGFR|CXXC5|GPR160|MIA|FOXC1|CDC6|KRT17|BLVRA|BAG1,1093.9450990000041,49
BAG1,ok,40,20,SLC39A6|BCL2|PHGDH|MMP11|CCNE1|CDC20|MLPH|KIF2C|FOXA1|SFRP1|MDM2|NAT1|PTTG1|CEP55|KRT5|MELK|ORC6|MKI67|ANLN|RRM2,1441.629821399998,49
BCL2,ok,48,24,ESR1|SLC39A6|EXO1|CDH3|ANLN|PHGDH|CDC20|KIF2C|FOXA1|UBE2C|CEP55|PTTG1|RRM2|FGFR4|UBE2T|BAG1|MKI67|GPR160|TYMS|MIA|CCNB1|CDC6|MYBL2|ORC6,853.9720552000072,49
BIRC5,ok,37,18,KIF2C|CDC20|UBE2C|CEP55|EXO1|CCNE1|MKI67|ANLN|CCNB1|UBE2T|FOXA1|MLPH|GPR160|RRM2|CDH3|MIA|CXXC5|KRT5,952.6511078999902,49
BLVRA,ok,41,20,ACTR3B|GPR160|MLPH|MIA|SLC39A6|CCNE1|MYC|PGR|ESR1|MELK|MKI67|CENPF|BIRC5|UBE2C|ANLN|BCL2|CCNB1|FGFR4|MDM2|RRM2,1015.1581907999935,49
CCNB1,ok,49,24,NDC80|PTTG1|UBE2C|CEP55|CENPF|BIRC5|NUF2|UBE2T|MELK|MKI67|TYMS|CCNE1|MLPH|CDC6|MAPT|ESR1|ORC6|MYBL2|FGFR4|BLVRA|ERBB2|TMEM45B|CXXC5|FOXC1,1094.143087000004,49
CCNE1,ok,46,23,KIF2C|EXO1|MELK|FOXA1|UBE2C|BIRC5|MKI67|PTTG1|FOXC1|NDC80|CDH3|GPR160|EGFR|UBE2T|MIA|RRM2|SFRP1|CDC6|FGFR4|GRB7|BAG1|MYC|ERBB2,1027.8893901999982,49
CDC20,ok,35,17,KIF2C|UBE2C|CEP55|BIRC5|PTTG1|MELK|CENPF|ANLN|UBE2T|SLC39A6|GPR160|BCL2|NUF2|FOXC1|PGR|MIA|ORC6,1098.1051703999983,49
CDC6,ok,21,10,EXO1|UBE2C|CEP55|ERBB2|BIRC5|CDC20|CCNB1|MKI67|ANLN|RRM2,1332.1058164999995,49
NUF2,ok,48,24,NDC80|CEP55|UBE2T|CCNB1|ANLN|EXO1|UBE2C|PTTG1|KIF2C|BIRC5|TYMS|CDC20|MKI67|CCNE1|ACTR3B|RRM2|MIA|TMEM45B|FOXC1|MYBL2|CDH3|KRT14|ORC6|KRT17,1109.8442431000003,49
CDH3,ok,47,23,KRT17|EGFR|KRT5|MLPH|CCNE1|BCL2|MIA|KIF2C|ANLN|EXO1|ACTR3B|CEP55|BIRC5|PGR|PTTG1|NDC80|GRB7|BAG1|NUF2|MDM2|CDC6|MMP11|CCNB1,795.4215872000059,49
CENPF,ok,49,24,UBE2C|EXO1|CEP55|CDC20|MKI67|UBE2T|CCNB1|TYMS|CDC6|MAPT|BCL2|SLC39A6|RRM2|FOXC1|GRB7|ERBB2|BLVRA|BAG1|MYBL2|KRT5|KRT17|MDM2|TMEM45B|MYC,997.7579078999988,49
CEP55,ok,46,23,UBE2C|MELK|KIF2C|PTTG1|EXO1|ANLN|BIRC5|CENPF|MKI67|UBE2T|NDC80|CCNE1|CCNB1|NUF2|MLPH|BCL2|GPR160|CDC6|KRT5|MYBL2|KRT14|ORC6|TMEM45B,1224.0458925999992,49
CXXC5,ok,49,24,ESR1|MLPH|FOXC1|EGFR|MAPT|ACTR3B|CCNE1|MIA|NDC80|EXO1|KIF2C|TYMS|GPR160|MYC|CEP55|CDC20|UBE2T|RRM2|PTTG1|UBE2C|CENPF|MYBL2|CCNB1|CDC6,1004.4235217999958,49
EGFR,ok,48,24,ESR1|CDH3|KRT5|FOXC1|BCL2|CCNE1|SFRP1|PHGDH|ANLN|GPR160|CDC20|MIA|EXO1|NDC80|PTTG1|UBE2C|MKI67|BLVRA|KRT14|CENPF|MYBL2|CCNB1|CDC6|ORC6,1341.4522515999997,49
ERBB2,ok,48,24,GRB7|FGFR4|CDC6|MYC|FOXA1|ACTR3B|PGR|MIA|NAT1|TYMS|MAPT|CCNE1|CENPF|EXO1|BLVRA|CDC20|BAG1|GPR160|MELK|KIF2C|ANLN|RRM2|MKI67|PTTG1,1063.4786511999991,49
ESR1,ok,47,23,FOXA1|BCL2|SLC39A6|MLPH|MAPT|EGFR|CCNE1|CXXC5|MELK|EXO1|KIF2C|MIA|ACTR3B|UBE2C|GRB7|FGFR4|MKI67|RRM2|UBE2T|MDM2|BLVRA|MYC|MYBL2,753.8161987000058,49
EXO1,ok,44,22,CEP55|MELK|KIF2C|UBE2C|PTTG1|CENPF|BIRC5|UBE2T|CCNE1|MKI67|NDC80|TYMS|PHGDH|FOXA1|BCL2|NUF2|CDH3|ACTR3B|CDC6|BAG1|SFRP1|ORC6,1213.1619275999983,49
FGFR4,ok,48,24,ERBB2|SLC39A6|BCL2|ESR1|PGR|TMEM45B|EXO1|CCNE1|UBE2C|ANLN|CENPF|MELK|MKI67|UBE2T|BAG1|MDM2|MYBL2|NDC80|BLVRA|FOXC1|ACTR3B|KRT5|MMP11|MLPH,897.7052447000024,49
FOXA1,ok,48,24,MLPH|FOXC1|ESR1|MIA|CCNE1|ACTR3B|GPR160|MELK|NDC80|EXO1|CEP55|ANLN|BCL2|UBE2C|TYMS|PTTG1|MKI67|CENPF|UBE2T|KRT14|RRM2|ERBB2|BAG1|MYBL2,1141.2752753999957,49
FOXC1,ok,44,22,FOXA1|SFRP1|KRT17|GPR160|CXXC5|CCNE1|CDC20|KIF2C|EXO1|PGR|ANLN|MKI67|MYC|CEP55|NDC80|UBE2C|CENPF|PTTG1|ERBB2|UBE2T|ORC6|MDM2,905.1572214000043,49
GPR160,ok,46,23,FOXA1|MLPH|CCNE1|NAT1|CDC20|ACTR3B|CDH3|BIRC5|EGFR|BLVRA|MKI67|SLC39A6|MELK|ANLN|PTTG1|MYC|NDC80|BCL2|ORC6|UBE2T|CDC6|RRM2|MMP11,950.4309861000074,49
GRB7,ok,37,18,ERBB2|BCL2|NAT1|CDC6|MAPT|EXO1|MELK|CDC20|KIF2C|CCNE1|ANLN|CENPF|UBE2T|MKI67|MDM2|ORC6|MYC|NDC80,947.6430646999943,49
KIF2C,ok,26,13,CDC20|UBE2C|CEP55|BIRC5|PTTG1|MKI67|NDC80|FOXA1|TYMS|PHGDH|GPR160|NUF2|BCL2,1130.765937899996,49
NDC80,ok,49,24,ANLN|CEP55|PTTG1|MELK|CCNB1|NUF2|UBE2T|UBE2C|TYMS|EXO1|MLPH|CCNE1|FOXA1|MKI67|RRM2|CXXC5|FOXC1|CDH3|MYC|MMP11|MYBL2|BAG1|ORC6|MDM2,1189.8160989000025,49
KRT14,ok,18,9,KRT17|KRT5|SFRP1|MIA|FOXA1|EGFR|MLPH|ACTR3B|BIRC5,1015.2078833999985,49
KRT17,ok,8,4,KRT5|KRT14|FOXC1|CDH3,988.5849172000017,49
KRT5,ok,49,24,KRT17|KRT14|SFRP1|FOXA1|CDH3|MIA|EGFR|ACTR3B|PHGDH|CCNE1|MYC|BLVRA|BCL2|SLC39A6|ANLN|NDC80|MDM2|MKI67|NUF2|ERBB2|CENPF|ORC6|UBE2T|GRB7,1198.6343800000031,49
MAPT,ok,49,24,ESR1|MLPH|NAT1|EXO1|KIF2C|PGR|CDC20|UBE2C|CXXC5|PTTG1|NDC80|FOXC1|MKI67|GRB7|TYMS|CCNB1|CDC6|BAG1|BLVRA|ERBB2|MYBL2|MYC|TMEM45B|ORC6,744.6788981999998,49
