imputer,missing_rate,model,f1_mean,f1_std,bal_mean,bal_std,n_rows,mechanism
OriginalRFECA,0.3,EnsembleSoft,0.8684452752572345,0.02718129134674281,0.8598329573008648,0.023972008551857778,5,mcar
OriginalRFECA,0.3,GB,0.8598150162203595,0.02376903215112034,0.848080294046276,0.0265577404950369,5,mcar
OriginalRFECA,0.3,LogReg,0.8554765545235592,0.021750090114489876,0.852815820964088,0.02085006865779518,5,mcar
OriginalRFECA,0.3,RF,0.8564178235164416,0.009959921291672108,0.8426878356275018,0.0137504768797486,5,mcar
OriginalRFECA,0.3,SVC,0.8672659247272133,0.015412333674449358,0.8589221436814505,0.0182622399482853,5,mcar
