gene,status,winning_prefix_len,n_predictors_selected,winning_predictors,selection_seconds,n_candidates
ACTR3B,ok,40,20,FOXA1|MLPH|FOXC1|MIA|CCNE1|CXXC5|MELK|EXO1|ANLN|KIF2C|CEP55|BLVRA|CDH3|NDC80|MKI67|UBE2T|PTTG1|SLC39A6|KRT14|ERBB2,2232.998030800023,49
ANLN,ok,46,23,MELK|CEP55|NDC80|UBE2C|UBE2T|MLPH|NUF2|MKI67|FOXA1|BCL2|RRM2|CDH3|EGFR|CXXC5|MIA|GPR160|FOXC1|CDC6|FGFR4|KRT17|BLVRA|BAG1|ORC6,2431.453039099986,49
BAG1,ok,40,20,SLC39A6|BCL2|PHGDH|MMP11|MLPH|CDC20|FOXA1|SFRP1|MDM2|KIF2C|NAT1|KRT5|ORC6|CEP55|RRM2|NUF2|ACTR3B|MKI67|GRB7|ANLN,3008.160402299982,49
BCL2,ok,49,24,ESR1|SLC39A6|EXO1|CDH3|EGFR|ANLN|CDC20|KIF2C|FOXA1|UBE2C|CEP55|FGFR4|RRM2|PTTG1|UBE2T|BAG1|MKI67|GPR160|MIA|TYMS|CDC6|MYBL2|MYC|ORC6,1847.186343999987,49
BIRC5,ok,46,23,KIF2C|CDC20|UBE2C|CEP55|EXO1|CENPF|MKI67|CCNE1|ANLN|CCNB1|UBE2T|MLPH|GPR160|PGR|CDC6|MIA|GRB7|BLVRA|KRT14|TMEM45B|KRT17|BAG1|MDM2,2060.179492199997,49
BLVRA,ok,42,21,ACTR3B|GPR160|MLPH|MIA|SLC39A6|CCNE1|PGR|MYC|ESR1|MKI67|CENPF|TYMS|MAPT|UBE2C|CCNB1|ANLN|MDM2|NDC80|BCL2|FGFR4|TMEM45B,2100.082119300001,49
CCNB1,ok,46,23,NDC80|PTTG1|UBE2C|CEP55|CENPF|BIRC5|KIF2C|NUF2|MELK|MKI67|TYMS|CCNE1|CDC6|MAPT|KRT14|PHGDH|MYBL2|FGFR4|KRT17|BLVRA|TMEM45B|MDM2|CXXC5,2264.9415810999926,49
CCNE1,ok,49,24,KIF2C|MELK|EXO1|FOXA1|UBE2C|BIRC5|MLPH|PTTG1|MKI67|NDC80|FOXC1|GPR160|EGFR|UBE2T|CCNB1|NUF2|KRT5|CDC6|FGFR4|GRB7|MYC|ERBB2|KRT14|MDM2,2085.263308399997,49
CDC20,ok,49,24,KIF2C|UBE2C|CEP55|BIRC5|PTTG1|EXO1|MELK|CENPF|NDC80|CCNB1|UBE2T|SLC39A6|BCL2|GPR160|NUF2|RRM2|PGR|ORC6|GRB7|KRT5|KRT17|MYBL2|ERBB2|MDM2,2290.0596756000014,49
CDC6,ok,42,21,EXO1|CEP55|PTTG1|ERBB2|BIRC5|CDC20|KIF2C|CCNE1|MKI67|ANLN|RRM2|NDC80|TYMS|NUF2|PHGDH|SLC39A6|MLPH|MDM2|FOXA1|TMEM45B|MYC,2867.2346777000057,49
NUF2,ok,40,20,NDC80|UBE2T|CEP55|CCNB1|ANLN|EXO1|UBE2C|MELK|PTTG1|KIF2C|TYMS|CDC20|MLPH|MKI67|CCNE1|RRM2|MIA|TMEM45B|MYBL2|CDH3,2267.3494057999924,49
CDH3,ok,44,22,KRT17|EGFR|KRT5|MLPH|CCNE1|BCL2|MIA|KIF2C|ANLN|EXO1|CEP55|ACTR3B|KRT14|UBE2C|BIRC5|PTTG1|MKI67|NDC80|GRB7|RRM2|NUF2|CDC6,1881.7570935000258,49
CENPF,ok,46,23,UBE2C|EXO1|CEP55|KIF2C|CDC20|MKI67|UBE2T|CCNB1|TYMS|MLPH|BCL2|RRM2|FOXC1|GRB7|EGFR|BLVRA|ERBB2|KRT5|BAG1|MYBL2|KRT17|MYC|TMEM45B,2138.495003500022,49
CEP55,ok,48,24,UBE2C|MELK|KIF2C|PTTG1|EXO1|ANLN|BIRC5|CENPF|MKI67|UBE2T|NDC80|CCNB1|MLPH|NUF2|FOXA1|BCL2|GPR160|CDC6|FOXC1|KRT5|MYBL2|TMEM45B|KRT14|ORC6,2544.099397699989,49
CXXC5,ok,49,24,ESR1|MLPH|FOXC1|MAPT|ACTR3B|PHGDH|MIA|ANLN|CCNE1|NDC80|KIF2C|GPR160|MYC|TYMS|CEP55|CDC20|UBE2T|MKI67|PTTG1|UBE2C|TMEM45B|CCNB1|CDC6|MYBL2,2141.6975819000218,49
EGFR,ok,47,23,ESR1|CDH3|FOXA1|FOXC1|KRT5|BCL2|SFRP1|CCNE1|PHGDH|ANLN|MIA|CDC20|KIF2C|EXO1|NDC80|UBE2C|RRM2|PTTG1|KRT14|MDM2|NUF2|CDC6|CCNB1,2754.2913387000153,49
ERBB2,ok,48,24,GRB7|FGFR4|CDC6|BCL2|MYC|FOXA1|MIA|FOXC1|ACTR3B|NAT1|TYMS|MAPT|CCNE1|EXO1|BLVRA|CENPF|CDC20|GPR160|KIF2C|CEP55|UBE2T|MKI67|PTTG1|ANLN,2185.665724899998,49
ESR1,ok,44,22,FOXA1|BCL2|SLC39A6|MAPT|EGFR|CCNE1|CXXC5|MELK|KIF2C|KRT17|NDC80|UBE2C|FGFR4|GRB7|MKI67|RRM2|UBE2T|KRT14|NUF2|BLVRA|MDM2|MYC,1688.9637807000254,49
EXO1,ok,37,18,CEP55|MELK|KIF2C|UBE2C|CDC20|CENPF|BIRC5|UBE2T|CCNE1|MKI67|NDC80|TYMS|PHGDH|BCL2|NUF2|CDH3|CDC6|KRT5,2491.8556620000163,49
FGFR4,ok,47,23,ERBB2|SLC39A6|BCL2|ESR1|PGR|TMEM45B|CCNE1|EXO1|UBE2C|CEP55|MELK|MKI67|CENPF|PTTG1|CCNB1|UBE2T|BAG1|BLVRA|MDM2|NDC80|FOXA1|GPR160|MLPH,1892.8923881000082,49
FOXA1,ok,43,21,MLPH|FOXC1|ESR1|MIA|CCNE1|ACTR3B|GPR160|MELK|ANLN|CEP55|EXO1|NDC80|KRT17|UBE2C|BCL2|PTTG1|MKI67|UBE2T|RRM2|ERBB2|BAG1,2382.977430900006,49
FOXC1,ok,48,24,FOXA1|SFRP1|KRT17|CXXC5|EGFR|CCNE1|CDC20|KIF2C|EXO1|MKI67|ANLN|PGR|CEP55|NDC80|CENPF|PTTG1|ERBB2|UBE2T|RRM2|ORC6|MDM2|FGFR4|CDC6|MYBL2,1681.7522007999942,49
GPR160,ok,49,24,FOXA1|CCNE1|CDC20|NAT1|KIF2C|ACTR3B|EGFR|MKI67|BLVRA|CEP55|MELK|ANLN|PTTG1|CXXC5|NDC80|MYC|BCL2|PGR|ORC6|UBE2T|CDC6|MMP11|FGFR4|MYBL2,1937.2436953000142,49
GRB7,ok,32,16,ERBB2|CDC6|NAT1|MAPT|TMEM45B|MELK|CDC20|CCNE1|CEP55|KIF2C|ANLN|UBE2T|PTTG1|MKI67|BIRC5|MYC,1795.4567471000191,49
KIF2C,ok,24,12,CDC20|UBE2C|CEP55|BIRC5|EXO1|PTTG1|MKI67|NDC80|FOXA1|PHGDH|NUF2|BCL2,2208.8631817999994,49
NDC80,ok,45,22,ANLN|CEP55|PTTG1|CCNB1|NUF2|UBE2C|KIF2C|EXO1|TYMS|CDC20|MLPH|CCNE1|FOXA1|MKI67|RRM2|CXXC5|FOXC1|CDH3|MYC|TMEM45B|MMP11|MYBL2,2590.7919980999723,49
KRT14,ok,46,23,KRT17|KRT5|SFRP1|MIA|FOXC1|FOXA1|MLPH|CXXC5|EGFR|CCNB1|ACTR3B|GPR160|BIRC5|PTTG1|UBE2T|CEP55|NUF2|MYBL2|CDC20|ERBB2|KIF2C|NDC80|CCNE1,2203.368212500005,49
KRT17,ok,8,4,KRT5|KRT14|FOXC1|CDH3,2166.3179604999896,49
KRT5,ok,43,21,KRT17|KRT14|SFRP1|FOXC1|FOXA1|MIA|CDH3|MLPH|EGFR|ACTR3B|PHGDH|BLVRA|SLC39A6|BCL2|KIF2C|CDC20|NDC80|MDM2|MKI67|CENPF|ORC6,2399.2881330999953,49
MAPT,ok,48,24,ESR1|MLPH|NAT1|PGR|EXO1|ANLN|KIF2C|CDC20|CXXC5|UBE2C|PTTG1|NDC80|FOXC1|MKI67|GRB7|TYMS|RRM2|CCNB1|BAG1|ERBB2|BLVRA|MYC|MYBL2|ORC6,1575.813124600012,49
MDM2,ok,46,23,SLC39A6|SFRP1|ESR1|KRT5|EGFR|RRM2|TYMS|BAG1|FOXC1|UBE2C|BCL2|PTTG1|GRB7|MIA|MMP11|CDC6|UBE2T|MYC|CEP55|NDC80|CDC20|KIF2C|NUF2,3049.7900969000184,49
MELK,ok,49,24,CEP55|UBE2C|EXO1|KIF2C|ANLN|CDC20|UBE2T|CCNE1|TYMS|MKI67|RRM2|CCNB1|BCL2|ACTR3B|GPR160|CDC6|MYC|KRT5|FGFR4|MYBL2|ORC6|BAG1|KRT14|MDM2,2135.405495999992,49
MIA,ok,42,21,FOXA1|SFRP1|KRT5|ACTR3B|KRT14|CXXC5|EGFR|CCNE1|ANLN|NDC80|TYMS|CEP55|BIRC5|CDC20|EXO1|NUF2|TMEM45B|MKI67|MMP11|UBE2T|MYBL2,2311.950389900012,49
MKI67,ok,49,24,CEP55|KIF2C|CENPF|BIRC5|MELK|PTTG1|CCNE1|CCNB1|NDC80|MLPH|GPR160|ACTR3B|FOXC1|RRM2|BCL2|ORC6|MIA|GRB7|KRT5|TMEM45B|MYBL2|MYC|KRT17|ERBB2,2247.449627299997,49
MLPH,ok,42,21,FOXA1|ANLN|MELK|NDC80|CXXC5|CEP55|KIF2C|GPR160|CDH3|EXO1|CDC20|EGFR|PTTG1|TYMS|UBE2T|MKI67|MYC|CENPF|BLVRA|TMEM45B|BAG1,1667.6287326999882,49
MMP11,ok,41,20,ACTR3B|BAG1|SFRP1|NUF2|MIA|CXXC5|NDC80|BCL2|MAPT|MKI67|MDM2|CDH3|KIF2C|MLPH|RRM2|TYMS|CCNE1|GPR160|MELK|ANLN,1182.6357089999947,49
MYBL2,ok,25,12,NUF2|UBE2C|CEP55|CCNB1|NDC80|MIA|RRM2|KRT14|PTTG1|EXO1|MKI67|UBE2T,2399.9501120000205,49
MYC,ok,47,23,TYMS|TMEM45B|ACTR3B|SFRP1|RRM2|GPR160|MIA|MELK|ERBB2|CXXC5|PTTG1|NDC80|NAT1|FGFR4|ORC6|CCNE1|CDC20|GRB7|MAPT|MKI67|PHGDH|CDC6|BCL2,1552.0211587999947,49
NAT1,ok,48,24,ESR1|SLC39A6|CDC20|MAPT|UBE2C|BIRC5|CEP55|MELK|PGR|EXO1|GPR160|MKI67|GRB7|FGFR4|CXXC5|UBE2T|CDC6|BLVRA|NUF2|MYC|ERBB2|ORC6|TMEM45B|BAG1,1179.919371099997,49
