gene,rmse,mae,r2,pearson,spearman,n_observed_train,n_masked,winning_prefix_len,n_predictors_selected,winning_predictors,best_oof_rmse,selection_seconds,final_fit_seconds,status,n_candidates,fallback_count,seed,mask_hash,mechanism,missing_rate,replicate,wall_seconds_slot,svr_ok
ACTR3B,0.5731025117655395,0.3355611332888625,0.4317951539845468,0.6716269299690171,0.4312289766882668,1128,480,46,23,FOXA1|MLPH|FOXC1|MIA|CCNE1|MELK|KIF2C|ANLN|EXO1|BLVRA|CEP55|NDC80|MKI67|UBE2C|SLC39A6|RRM2|PTTG1|NUF2|ERBB2|MMP11|FGFR4|GRB7|BAG1,0.514836074021797,1115.0720601999928,17.50442810000095,ok,49,0,300042,d53685465b699f53,mcar,0.3,0,3484.837369700006,1
ANLN,0.3036209569375779,0.2303700360917887,0.7445907091580302,0.8644844248632771,0.872521363300648,1110,498,46,23,MELK|CEP55|PTTG1|NDC80|UBE2C|UBE2T|BIRC5|CENPF|MLPH|MKI67|NUF2|BCL2|RRM2|CDH3|EGFR|CXXC5|GPR160|MIA|FOXC1|CDC6|KRT17|BLVRA|BAG1,0.2995827906135377,1093.945099000004,17.4027514999907,ok,49,0,300042,d53685465b699f53,mcar,0.3,0,3484.837369700006,1
BAG1,0.2894647035623734,0.2065314468219733,0.1909815441880489,0.4422570646435946,0.4533747120884049,1127,481,40,20,SLC39A6|BCL2|PHGDH|MMP11|CCNE1|CDC20|MLPH|KIF2C|FOXA1|SFRP1|MDM2|NAT1|PTTG1|CEP55|KRT5|MELK|ORC6|MKI67|ANLN|RRM2,0.3097315517959145,1441.629821399998,15.72210010001436,ok,49,0,300042,d53685465b699f53,mcar,0.3,0,3484.837369700006,1
BCL2,0.6842621495042006,0.5196593363431958,0.5645803758969508,0.7549397448635562,0.7415610818399574,1119,489,48,24,ESR1|SLC39A6|EXO1|CDH3|ANLN|PHGDH|CDC20|KIF2C|FOXA1|UBE2C|CEP55|PTTG1|RRM2|FGFR4|UBE2T|BAG1|MKI67|GPR160|TYMS|MIA|CCNB1|CDC6|MYBL2|ORC6,0.6399500970268472,853.9720552000072,12.936516600006144,ok,49,0,300042,d53685465b699f53,mcar,0.3,0,3484.837369700006,1
BIRC5,0.4953571027656326,0.3570646735515493,0.7216369293131142,0.8495498033890266,0.8710990427779205,1120,488,37,18,KIF2C|CDC20|UBE2C|CEP55|EXO1|CCNE1|MKI67|ANLN|CCNB1|UBE2T|FOXA1|MLPH|GPR160|RRM2|CDH3|MIA|CXXC5|KRT5,0.4979772887501884,952.6511078999902,9.216923200001474,ok,49,0,300042,d53685465b699f53,mcar,0.3,0,3484.837369700006,1
BLVRA,0.5987461861026888,0.4538677817480134,0.3369907568032638,0.5856665077850054,0.5645544468790018,1146,462,41,20,ACTR3B|GPR160|MLPH|MIA|SLC39A6|CCNE1|MYC|PGR|ESR1|MELK|MKI67|CENPF|BIRC5|UBE2C|ANLN|BCL2|CCNB1|FGFR4|MDM2|RRM2,0.6360866476294237,1015.1581907999936,11.984094400002505,ok,49,0,300042,d53685465b699f53,mcar,0.3,0,3484.837369700006,1
CCNB1,0.3183736818931987,0.2482000886923147,0.7176562113749752,0.8473549900522303,0.8456920306608471,1131,477,49,24,NDC80|PTTG1|UBE2C|CEP55|CENPF|BIRC5|NUF2|UBE2T|MELK|MKI67|TYMS|CCNE1|MLPH|CDC6|MAPT|ESR1|ORC6|MYBL2|FGFR4|BLVRA|ERBB2|TMEM45B|CXXC5|FOXC1,0.3724532044024858,1094.143087000004,18.444786500011105,ok,49,0,300042,d53685465b699f53,mcar,0.3,0,3484.837369700006,1
CCNE1,0.4823124280393943,0.3183187599386747,0.6635414704086685,0.8178467109511804,0.8291574608513608,1124,484,46,23,KIF2C|EXO1|MELK|FOXA1|UBE2C|BIRC5|MKI67|PTTG1|FOXC1|NDC80|CDH3|GPR160|EGFR|UBE2T|MIA|RRM2|SFRP1|CDC6|FGFR4|GRB7|BAG1|MYC|ERBB2,0.4777607198495477,1027.8893901999982,15.991141200007403,ok,49,0,300042,d53685465b699f53,mcar,0.3,0,3484.837369700006,1
CDC20,0.381759077823821,0.2833670668725784,0.8927415230687681,0.945029794884422,0.9469215512710646,1122,486,35,17,KIF2C|UBE2C|CEP55|BIRC5|PTTG1|MELK|CENPF|ANLN|UBE2T|SLC39A6|GPR160|BCL2|NUF2|FOXC1|PGR|MIA|ORC6,0.371483011023751,1098.1051703999983,8.844468199997209,ok,49,0,300042,d53685465b699f53,mcar,0.3,0,3484.837369700006,1
CDC6,0.1785824045162322,0.1294976361709915,0.1898569479499064,0.439419103253615,0.3859380634389147,1106,502,21,10,EXO1|UBE2C|CEP55|ERBB2|BIRC5|CDC20|CCNB1|MKI67|ANLN|RRM2,0.2137027933688332,1332.1058164999995,4.033525699996972,ok,49,0,300042,d53685465b699f53,mcar,0.3,0,3484.837369700006,1
