stage,imputer,missing_rate,replicate,fold,n_train,n_test,train_test_overlap,imputer_object_id,correlation_source,has_corr_csv_path
imputation,SimpleMean,0.1,0,1,78,39,0,2646307597328,n/a,False
imputation,SimpleMean,0.1,0,2,78,39,0,2646307597968,n/a,False
imputation,SimpleMean,0.1,0,3,78,39,0,2645734384928,n/a,False
imputation,"KNN(k=5,dist)",0.1,0,1,78,39,0,2646307598928,n/a,False
imputation,"KNN(k=5,dist)",0.1,0,2,78,39,0,2646307599248,n/a,False
imputation,"KNN(k=5,dist)",0.1,0,3,78,39,0,2646307141056,n/a,False
imputation,RFECA_SVR(k=5),0.1,0,1,78,39,0,2646307598288,training_fold_X.corr(),False
imputation,RFECA_SVR(k=5),0.1,0,2,78,39,0,2646307600208,training_fold_X.corr(),False
imputation,RFECA_SVR(k=5),0.1,0,3,78,39,0,2646307142272,training_fold_X.corr(),False
imputation,MissForest,0.1,0,1,78,39,0,2646307599568,n/a,False
imputation,MissForest,0.1,0,2,78,39,0,2646309264336,n/a,False
imputation,MissForest,0.1,0,3,78,39,0,2646308706640,n/a,False
classification,SimpleMean,0.1,0,1,78,39,0,2646327017728,n/a,False
classification,SimpleMean,0.1,0,2,78,39,0,2646327020192,n/a,False
classification,SimpleMean,0.1,0,3,78,39,0,2646327019136,n/a,False
classification,"KNN(k=5,dist)",0.1,0,1,78,39,0,2646344147648,n/a,False
classification,"KNN(k=5,dist)",0.1,0,2,78,39,0,2646307969008,n/a,False
classification,"KNN(k=5,dist)",0.1,0,3,78,39,0,2646307907488,n/a,False
classification,RFECA_SVR(k=5),0.1,0,1,78,39,0,2646395340656,training_fold_X.corr(),False
classification,RFECA_SVR(k=5),0.1,0,2,78,39,0,2646307972464,training_fold_X.corr(),False
classification,RFECA_SVR(k=5),0.1,0,3,78,39,0,2646307908032,training_fold_X.corr(),False
classification,MissForest,0.1,0,1,78,39,0,2646308707600,n/a,False
classification,MissForest,0.1,0,2,78,39,0,2646309272976,n/a,False
classification,MissForest,0.1,0,3,78,39,0,2646309266896,n/a,False
imputation,SimpleMean,0.1,1,1,78,39,0,2646327021072,n/a,False
imputation,SimpleMean,0.1,1,2,78,39,0,2646327022480,n/a,False
imputation,SimpleMean,0.1,1,3,78,39,0,2646327020544,n/a,False
imputation,"KNN(k=5,dist)",0.1,1,1,78,39,0,2646307908304,n/a,False
imputation,"KNN(k=5,dist)",0.1,1,2,78,39,0,2646326760272,n/a,False
imputation,"KNN(k=5,dist)",0.1,1,3,78,39,0,2646326760784,n/a,False
imputation,RFECA_SVR(k=5),0.1,1,1,78,39,0,2646307909120,training_fold_X.corr(),False
imputation,RFECA_SVR(k=5),0.1,1,2,78,39,0,2646326761296,training_fold_X.corr(),False
imputation,RFECA_SVR(k=5),0.1,1,3,78,39,0,2646326762064,training_fold_X.corr(),False
imputation,MissForest,0.1,1,1,78,39,0,2646309261776,n/a,False
imputation,MissForest,0.1,1,2,78,39,0,2646309264656,n/a,False
imputation,MissForest,0.1,1,3,78,39,0,2646308700880,n/a,False
classification,SimpleMean,0.1,1,1,78,39,0,2646327018432,n/a,False
classification,SimpleMean,0.1,1,2,78,39,0,2646327023888,n/a,False
classification,SimpleMean,0.1,1,3,78,39,0,2646327024240,n/a,False
classification,"KNN(k=5,dist)",0.1,1,1,78,39,0,2646502589936,n/a,False
classification,"KNN(k=5,dist)",0.1,1,2,78,39,0,2646502598096,n/a,False
classification,"KNN(k=5,dist)",0.1,1,3,78,39,0,2646537301904,n/a,False
classification,RFECA_SVR(k=5),0.1,1,1,78,39,0,2646502590416,training_fold_X.corr(),False
classification,RFECA_SVR(k=5),0.1,1,2,78,39,0,2646502595456,training_fold_X.corr(),False
classification,RFECA_SVR(k=5),0.1,1,3,78,39,0,2646538278672,training_fold_X.corr(),False
classification,MissForest,0.1,1,1,78,39,0,2646309262736,n/a,False
classification,MissForest,0.1,1,2,78,39,0,2646309271056,n/a,False
classification,MissForest,0.1,1,3,78,39,0,2646308710800,n/a,False
