imputer,missing_rate,model,subtype,metric,mean,std,n_rows,mechanism
OriginalRFECA,0.05,EnsembleSoft,LumA,f1,0.9241062946694776,0.010506347505956791,5,mcar
OriginalRFECA,0.05,EnsembleSoft,LumA,precision,0.9083850599530248,0.017493920484042084,5,mcar
OriginalRFECA,0.05,EnsembleSoft,LumA,recall,0.9414285714285715,0.03327375628243459,5,mcar
OriginalRFECA,0.05,EnsembleSoft,LumB,f1,0.8792986074951162,0.014963958120232422,5,mcar
OriginalRFECA,0.05,EnsembleSoft,LumB,precision,0.871684147165667,0.035695509399897164,5,mcar
OriginalRFECA,0.05,EnsembleSoft,LumB,recall,0.888421052631579,0.026420842943181318,5,mcar
OriginalRFECA,0.05,EnsembleSoft,Her2,f1,0.7982902184965452,0.0632064219756927,5,mcar
OriginalRFECA,0.05,EnsembleSoft,Her2,precision,0.8358693244739757,0.05657832601933266,5,mcar
OriginalRFECA,0.05,EnsembleSoft,Her2,recall,0.7673737373737374,0.08918654250126681,5,mcar
OriginalRFECA,0.05,EnsembleSoft,Basal,f1,0.9295495897771756,0.019490782780176855,5,mcar
OriginalRFECA,0.05,EnsembleSoft,Basal,precision,0.9751156973108193,0.024702507892781635,5,mcar
OriginalRFECA,0.05,EnsembleSoft,Basal,recall,0.8901277584204413,0.04904145942500016,5,mcar
OriginalRFECA,0.05,SVC,LumA,f1,0.9203541398153368,0.009114267647903476,5,mcar
OriginalRFECA,0.05,SVC,LumA,precision,0.9158197965525859,0.029110056399329735,5,mcar
OriginalRFECA,0.05,SVC,LumA,recall,0.927142857142857,0.042678197846541865,5,mcar
OriginalRFECA,0.05,SVC,LumB,f1,0.8721731840173133,0.016955641941216168,5,mcar
OriginalRFECA,0.05,SVC,LumB,precision,0.8598936725966768,0.05072431446434713,5,mcar
OriginalRFECA,0.05,SVC,LumB,recall,0.888421052631579,0.0424981668172344,5,mcar
OriginalRFECA,0.05,SVC,Her2,f1,0.7945522463487358,0.051315933843181304,5,mcar
OriginalRFECA,0.05,SVC,Her2,precision,0.8163789874428172,0.0670752258910101,5,mcar
OriginalRFECA,0.05,SVC,Her2,recall,0.7764646464646464,0.05862894618951226,5,mcar
OriginalRFECA,0.05,SVC,Basal,f1,0.9243502825878803,0.03458338851213915,5,mcar
OriginalRFECA,0.05,SVC,Basal,precision,0.9691176470588235,0.020745199970096908,5,mcar
OriginalRFECA,0.05,SVC,Basal,recall,0.8854819976771197,0.06131672738203761,5,mcar
OriginalRFECA,0.05,LogReg,LumA,f1,0.919729080245095,0.014825283880068417,5,mcar
