imputer,missing_rate,model,f1_mean,f1_std,bal_mean,bal_std,n_rows,mechanism
OriginalRFECA,0.05,EnsembleSoft,0.8828111776095786,0.018661014127715314,0.8718377799635822,0.020979495382150905,5,mcar
OriginalRFECA,0.05,GB,0.8774781768002871,0.018147360633387736,0.8652864052222204,0.01979906599360086,5,mcar
OriginalRFECA,0.05,LogReg,0.8717642319451555,0.013563947863028657,0.8688745005529345,0.010388430496157626,5,mcar
OriginalRFECA,0.05,RF,0.8589249865578926,0.022036395875875706,0.8419276017093733,0.024742630781702305,5,mcar
OriginalRFECA,0.05,SVC,0.8778574631923165,0.02042671169040246,0.8693776384790505,0.020814115938870458,5,mcar
