gene,status,winning_prefix_len,n_predictors_selected,winning_predictors,selection_seconds,n_candidates
ACTR3B,ok,42,21,FOXA1|FOXC1|MIA|CCNE1|PHGDH|CXXC5|MELK|KRT5|EXO1|ANLN|KIF2C|CEP55|BLVRA|MKI67|MYC|UBE2T|PTTG1|SLC39A6|KRT14|MMP11|ERBB2,1961.8754511000006,49
ANLN,ok,48,24,MELK|CEP55|NDC80|UBE2C|UBE2T|CCNE1|MLPH|CENPF|NUF2|MKI67|FOXA1|BCL2|RRM2|CDH3|EGFR|MIA|FOXC1|CDC6|GRB7|FGFR4|BLVRA|BAG1|MDM2|ERBB2,1923.6490814000135,49
BAG1,ok,46,23,SLC39A6|BCL2|PHGDH|MMP11|CDC20|CCNE1|MLPH|FOXA1|KIF2C|NAT1|ORC6|KRT5|PTTG1|MIA|MDM2|CEP55|MKI67|ACTR3B|BLVRA|RRM2|MELK|ANLN|CCNB1,2564.2001368000056,49
BCL2,ok,49,24,ESR1|SLC39A6|EXO1|CDH3|EGFR|MELK|ANLN|CDC20|KIF2C|FOXA1|UBE2C|MLPH|CEP55|RRM2|UBE2T|BAG1|MKI67|TYMS|MIA|CDC6|MYBL2|BLVRA|MYC|ORC6,1612.8560716999928,49
BIRC5,ok,48,24,KIF2C|CDC20|UBE2C|CEP55|EXO1|CENPF|MKI67|CCNE1|ANLN|CCNB1|MLPH|GPR160|PGR|CDC6|MIA|ORC6|GRB7|BLVRA|KRT14|TMEM45B|MYBL2|KRT17|MDM2|BAG1,1807.1564978999959,49
BLVRA,ok,47,23,ACTR3B|GPR160|MLPH|MIA|SLC39A6|CCNE1|PGR|MYC|ESR1|MKI67|CENPF|TYMS|BIRC5|MAPT|UBE2C|ANLN|CCNB1|MDM2|PTTG1|BCL2|FGFR4|MYBL2|NUF2,1845.287348999991,49
CCNB1,ok,49,24,NDC80|PTTG1|UBE2C|CEP55|BIRC5|CENPF|KIF2C|NUF2|MELK|MKI67|TYMS|CCNE1|CDC6|MLPH|MAPT|BCL2|PHGDH|MYBL2|ORC6|BLVRA|MDM2|ERBB2|CXXC5|FOXC1,1941.2579977999849,49
CCNE1,ok,47,23,KIF2C|MELK|EXO1|FOXA1|UBE2C|BIRC5|MLPH|PTTG1|MKI67|NDC80|FOXC1|GPR160|EGFR|UBE2T|CCNB1|MIA|NUF2|RRM2|CDC6|FGFR4|GRB7|MYC|ERBB2,1804.1104072000016,49
CDC20,ok,44,22,KIF2C|UBE2C|CEP55|BIRC5|PTTG1|MELK|CENPF|NDC80|UBE2T|CCNB1|MLPH|SLC39A6|BCL2|GPR160|NUF2|RRM2|PGR|ORC6|KRT5|BAG1|KRT17|MYBL2,1990.478884799988,49
CDC6,ok,35,17,GRB7|EXO1|CEP55|ERBB2|PTTG1|BIRC5|KIF2C|MKI67|ANLN|RRM2|NDC80|TYMS|PHGDH|SLC39A6|MLPH|MDM2|FOXA1,2358.4719932000153,49
