imputer,missing_rate,model,f1_mean,f1_std,bal_mean,bal_std,n_rows,mechanism
OriginalRFECA,0.3,EnsembleSoft,0.8711744008494045,0.02019161005392784,0.8605430797985354,0.023510731797347542,5,mcar
OriginalRFECA,0.3,GB,0.8569066114984205,0.01370710462136378,0.8447164196522348,0.018165017284552467,5,mcar
OriginalRFECA,0.3,LogReg,0.8586639621824943,0.004748386370997267,0.8556351660748323,0.012270998097672079,5,mcar
OriginalRFECA,0.3,RF,0.8655563860443352,0.01238373550106936,0.8507035048819388,0.016888722193612177,5,mcar
OriginalRFECA,0.3,SVC,0.8671186472609144,0.02225671219218762,0.8574518150513015,0.025041173276498657,5,mcar
