gene,status,winning_prefix_len,n_predictors_selected,winning_predictors,selection_seconds,n_candidates
ACTR3B,ok,49,24,FOXA1|MLPH|FOXC1|MIA|CCNE1|MELK|EXO1|ANLN|CEP55|NDC80|BLVRA|MKI67|UBE2C|PTTG1|NUF2|TMEM45B|PGR|ERBB2|KRT14|MYBL2|BAG1|CDC6|MDM2|GRB7,1116.3109790000017,49
ANLN,ok,27,13,MELK|CEP55|PTTG1|NDC80|UBE2C|UBE2T|MLPH|NUF2|MKI67|BCL2|RRM2|ACTR3B|EGFR,1057.8309303999995,49
BAG1,ok,43,21,SLC39A6|BCL2|PHGDH|MMP11|MDM2|CDC20|MLPH|SFRP1|EXO1|FOXA1|FOXC1|NAT1|ORC6|UBE2C|PTTG1|GPR160|MELK|CDC6|RRM2|ANLN|CCNB1,1443.3755783000088,49
BCL2,ok,46,23,ESR1|SLC39A6|EXO1|EGFR|ANLN|MELK|PHGDH|FOXA1|MLPH|RRM2|FGFR4|UBE2C|CEP55|BIRC5|UBE2T|BAG1|NDC80|MKI67|TYMS|CCNB1|MMP11|BLVRA|MYBL2,847.9756476000039,49
BIRC5,ok,38,19,KIF2C|CDC20|UBE2C|CEP55|EXO1|PTTG1|MKI67|CCNE1|ANLN|CCNB1|TYMS|MLPH|RRM2|GPR160|ACTR3B|CDC6|MIA|CXXC5|GRB7,918.435851400005,49
BLVRA,ok,37,18,ACTR3B|GPR160|MLPH|MIA|SLC39A6|CCNE1|MYC|PGR|ESR1|MKI67|TYMS|CENPF|BIRC5|UBE2C|FGFR4|ANLN|PTTG1|NDC80,1033.5427308999933,49
CCNB1,ok,49,24,NDC80|PTTG1|UBE2C|CENPF|CEP55|BIRC5|NUF2|MELK|ANLN|TYMS|MKI67|CCNE1|MLPH|MAPT|FGFR4|MYBL2|ORC6|MDM2|KRT17|BLVRA|EGFR|TMEM45B|CXXC5|FOXC1,1067.0853780000034,49
CCNE1,ok,44,22,CDC20|KIF2C|MELK|EXO1|FOXA1|UBE2C|BIRC5|MLPH|PTTG1|CDH3|FOXC1|GPR160|EGFR|TYMS|NUF2|MIA|RRM2|CDC6|FGFR4|GRB7|MYC|ERBB2,1051.103379600012,49
CDC20,ok,49,24,KIF2C|UBE2C|CEP55|BIRC5|PTTG1|MELK|EXO1|CENPF|CCNE1|NDC80|UBE2T|BCL2|GPR160|NUF2|RRM2|PGR|CDC6|CXXC5|GRB7|ORC6|BAG1|MYBL2|ERBB2|MDM2,1044.6142528000055,49
CDC6,ok,15,7,EXO1|CEP55|ERBB2|BIRC5|CCNB1|KIF2C|ANLN,1337.5809485000063,49
NUF2,ok,40,20,NDC80|CCNB1|UBE2T|CEP55|ANLN|EXO1|MELK|UBE2C|PTTG1|KIF2C|TYMS|CDC20|CCNE1|ACTR3B|MIA|CDC6|TMEM45B|MYBL2|KRT5|KRT14,1154.2613834999938,49
CDH3,ok,49,24,KRT17|FOXA1|KRT5|EGFR|MLPH|CCNE1|BCL2|FOXC1|SFRP1|MIA|KIF2C|ANLN|CXXC5|EXO1|KRT14|ACTR3B|PTTG1|GRB7|BAG1|NUF2|MMP11|CDC6|CCNB1|TMEM45B,830.7223517999955,49
CENPF,ok,41,20,UBE2C|EXO1|CEP55|KIF2C|CDC20|PTTG1|MKI67|UBE2T|CCNB1|TYMS|MLPH|BCL2|RRM2|FOXC1|GRB7|BLVRA|EGFR|KRT14|KRT5|ERBB2,1038.6433500999992,49
CEP55,ok,42,21,UBE2C|MELK|KIF2C|PTTG1|EXO1|ANLN|BIRC5|CENPF|UBE2T|MKI67|NDC80|CCNB1|MLPH|FOXA1|RRM2|BCL2|GPR160|CDC6|FOXC1|MYBL2|ORC6,1123.712619900005,49
CXXC5,ok,49,24,ESR1|MLPH|FOXC1|MAPT|ACTR3B|PHGDH|KRT5|MIA|CCNE1|NDC80|GPR160|KIF2C|MYC|TYMS|UBE2T|CEP55|KRT14|PTTG1|MDM2|UBE2C|ERBB2|GRB7|CCNB1|CDC6,989.6740257000056,49
EGFR,ok,39,19,ESR1|CDH3|FOXA1|KRT5|FOXC1|BCL2|SFRP1|PHGDH|ANLN|MIA|CDC20|KIF2C|EXO1|TYMS|PTTG1|UBE2C|BLVRA|KRT14|NUF2,1265.375694699993,49
ERBB2,ok,38,19,GRB7|FGFR4|CDC6|MYC|PGR|FOXA1|ESR1|MIA|SLC39A6|ACTR3B|NAT1|TYMS|MAPT|NUF2|CCNE1|GPR160|BAG1|ORC6|MELK,993.8623014000041,49
ESR1,ok,44,22,BCL2|SLC39A6|FOXA1|MLPH|EGFR|CXXC5|MELK|KIF2C|KRT5|KRT17|NDC80|UBE2C|PTTG1|FGFR4|GRB7|MKI67|RRM2|UBE2T|BAG1|MDM2|BLVRA|CCNB1,816.7129674999887,49
EXO1,ok,36,18,CEP55|MELK|UBE2C|KIF2C|CDC20|PTTG1|CENPF|UBE2T|BIRC5|CCNE1|MKI67|NDC80|TYMS|PHGDH|BCL2|ACTR3B|CDC6|MIA,1219.9175558999996,49
FGFR4,ok,49,24,ERBB2|BCL2|ESR1|PGR|TMEM45B|CDC20|CCNE1|EXO1|KIF2C|UBE2C|CDC6|MELK|MKI67|CENPF|PTTG1|CCNB1|BAG1|BLVRA|FOXC1|SFRP1|GPR160|FOXA1|TYMS|MLPH,919.804012499997,49
FOXA1,ok,45,22,MLPH|FOXC1|MIA|ESR1|CCNE1|ACTR3B|GPR160|MELK|ANLN|NDC80|CEP55|EXO1|UBE2C|PTTG1|BCL2|MKI67|KRT14|UBE2T|MYC|ERBB2|RRM2|BAG1,1123.7806369000027,49
FOXC1,ok,48,24,FOXA1|SFRP1|KRT5|KRT17|EGFR|GPR160|CDH3|CXXC5|CCNE1|CDC20|KIF2C|EXO1|MKI67|PGR|ANLN|CEP55|CENPF|BAG1|ORC6|MDM2|UBE2T|FGFR4|RRM2|CCNB1,842.2082281000039,49
GPR160,ok,46,23,FOXA1|CCNE1|CDC20|NAT1|KIF2C|CDH3|BIRC5|EGFR|BLVRA|MKI67|SLC39A6|CEP55|MELK|ANLN|MYC|KRT14|ORC6|TMEM45B|UBE2T|BAG1|MDM2|MMP11|RRM2,911.5966778000002,49
GRB7,ok,31,15,ERBB2|NAT1|MAPT|MELK|CDC20|CEP55|UBE2T|ANLN|CENPF|KIF2C|CCNE1|PTTG1|MKI67|MYC|MDM2,979.595911700002,49
KIF2C,ok,22,11,CDC20|UBE2C|CEP55|BIRC5|MELK|MKI67|ANLN|NDC80|UBE2T|TYMS|MLPH,1115.2259776000137,49
NDC80,ok,47,23,CEP55|ANLN|CCNB1|PTTG1|UBE2T|NUF2|TYMS|EXO1|UBE2C|MLPH|CCNE1|MKI67|RRM2|PHGDH|CXXC5|CDH3|MYC|KRT5|MMP11|MYBL2|KRT17|MDM2|KRT14,1268.8862009000004,49
KRT14,ok,49,24,KRT17|KRT5|SFRP1|MIA|FOXC1|EGFR|FOXA1|MLPH|MKI67|BIRC5|CEP55|ACTR3B|CDC6|CDC20|MYBL2|NUF2|KIF2C|ERBB2|BAG1|NDC80|ORC6|GRB7|ANLN|CCNE1,1112.207882799994,49
KRT17,ok,8,4,KRT5|KRT14|FOXC1|CDH3,954.625119999997,49
KRT5,ok,48,24,KRT17|KRT14|FOXC1|CDH3|FOXA1|MIA|EGFR|ACTR3B|SLC39A6|BLVRA|CDC20|KIF2C|NDC80|BIRC5|EXO1|CEP55|TMEM45B|MDM2|MKI67|UBE2C|ERBB2|CENPF|ORC6|GRB7,1198.2943094999937,49
MAPT,ok,48,24,ESR1|MLPH|PGR|KIF2C|CXXC5|UBE2C|FOXC1|NDC80|PTTG1|UBE2T|MKI67|TYMS|RRM2|GRB7|CCNB1|BAG1|BLVRA|MMP11|ERBB2|MDM2|MYC|KRT14|MYBL2|TMEM45B,755.9680320000043,49
MDM2,ok,36,18,SLC39A6|ESR1|SFRP1|KRT5|RRM2|GRB7|MLPH|TYMS|FOXC1|FOXA1|PHGDH|BCL2|MIA|PTTG1|MMP11|CCNE1|NDC80|CDC6,1662.9254980999976,49
MELK,ok,30,15,CEP55|UBE2C|EXO1|PTTG1|ANLN|KIF2C|CDC20|UBE2T|TYMS|CCNE1|CENPF|MKI67|CCNB1|RRM2|EGFR,1179.813444799991,49
MIA,ok,41,20,FOXA1|SFRP1|KRT5|ACTR3B|KRT14|EGFR|CCNE1|CXXC5|ANLN|KIF2C|TYMS|CEP55|BCL2|BIRC5|MYC|NUF2|PTTG1|MYBL2|UBE2T|MKI67,1149.4251977000094,49
MKI67,ok,46,23,CEP55|KIF2C|CDC20|CENPF|PTTG1|MELK|CCNE1|UBE2T|NDC80|TYMS|MLPH|GPR160|ACTR3B|FOXC1|RRM2|BCL2|ORC6|MIA|KRT5|TMEM45B|MYC|KRT17|MMP11,1199.0106259000022,49
MLPH,ok,45,22,FOXA1|ANLN|MELK|CXXC5|NDC80|CEP55|GPR160|CDC20|KRT5|EXO1|SLC39A6|PTTG1|TYMS|UBE2T|MKI67|NUF2|MYC|CENPF|TMEM45B|BAG1|MYBL2|CDC6,835.8451130999892,49
MMP11,ok,34,17,SFRP1|BAG1|MIA|NUF2|CXXC5|ERBB2|NDC80|BCL2|MDM2|CDH3|MLPH|KIF2C|CENPF|RRM2|TYMS|PTTG1|MYBL2,633.3245480000041,49
MYBL2,ok,28,14,NUF2|UBE2C|CEP55|CCNB1|NDC80|RRM2|MIA|CDC20|PTTG1|BCL2|EXO1|KRT14|UBE2T|MKI67,1234.9213411999954,49
MYC,ok,44,22,TYMS|TMEM45B|ACTR3B|SFRP1|KRT5|GPR160|RRM2|MIA|ERBB2|MELK|ANLN|NDC80|NAT1|ORC6|KIF2C|CCNE1|BAG1|CDC20|GRB7|MKI67|PHGDH|PGR,790.9331672999979,49
NAT1,ok,48,24,ESR1|SLC39A6|CDC20|MAPT|UBE2C|BIRC5|CEP55|MELK|PGR|GPR160|EXO1|NDC80|FGFR4|GRB7|CXXC5|UBE2T|MYC|BLVRA|CDC6|NUF2|ORC6|ERBB2|BAG1|TMEM45B,625.3876026999933,49
ORC6,ok,43,21,CDC20|MKI67|KIF2C|TMEM45B|UBE2C|EXO1|CCNB1|RRM2|CEP55|PGR|NUF2|PTTG1|MELK|KRT14|MDM2|UBE2T|MYBL2|KRT5|MLPH|TYMS|MAPT,1020.382080299998,49
PGR,ok,37,18,MAPT|NAT1|BCL2|KIF2C|CDC20|EXO1|BIRC5|CEP55|PTTG1|ANLN|GRB7|NDC80|RRM2|ERBB2|UBE2T|BLVRA|GPR160|MIA,745.9268557000032,49
PHGDH,ok,49,24,EXO1|BCL2|FOXA1|KIF2C|MLPH|ACTR3B|CXXC5|MKI67|PTTG1|KRT5|MIA|UBE2T|NDC80|BAG1|RRM2|CCNB1|GRB7|MDM2|CDC6|MMP11|TMEM45B|ORC6|ERBB2|MYC,633.2873649999965,49
PTTG1,ok,41,20,UBE2C|CEP55|MELK|KIF2C|CDC20|UBE2T|NDC80|TYMS|CCNB1|CCNE1|RRM2|NUF2|MAPT|PHGDH|CDC6|ACTR3B|MYC|CXXC5|MYBL2|BAG1,972.281037599998,49
RRM2,ok,49,24,TYMS|MELK|UBE2T|PTTG1|UBE2C|KIF2C|BIRC5|CDC20|BCL2|NDC80|NUF2|ESR1|MKI67|CENPF|ACTR3B|FOXA1|TMEM45B|MDM2|MYBL2|KRT5|BAG1|SLC39A6|KRT17|BLVRA,954.5170366000093,49
SFRP1,ok,36,18,KRT5|KRT14|KRT17|FOXC1|MIA|FOXA1|EGFR|ESR1|PHGDH|MYC|CCNE1|MDM2|TMEM45B|MMP11|MELK|BAG1|KIF2C|CDC20,767.1342091999977,49
SLC39A6,ok,49,24,ESR1|BCL2|NAT1|MLPH|EGFR|FGFR4|EXO1|MELK|ANLN|CEP55|MKI67|PTTG1|BAG1|CENPF|KRT5|BLVRA|ACTR3B|ORC6|TMEM45B|MDM2|CCNB1|UBE2T|RRM2|TYMS,639.0868574999913,49
TMEM45B,ok,49,24,MYC|GRB7|TYMS|MLPH|UBE2T|ACTR3B|RRM2|SLC39A6|NDC80|MELK|KRT5|ORC6|ANLN|UBE2C|MKI67|CEP55|KIF2C|ESR1|CDC6|CXXC5|BCL2|MYBL2|CENPF|CDH3,775.2573630999977,49
TYMS,ok,40,20,MELK|PTTG1|UBE2T|NDC80|CEP55|ANLN|UBE2C|EXO1|RRM2|NUF2|MYC|MKI67|CCNE1|CCNB1|CENPF|MIA|CDC6|BCL2|ERBB2|MDM2,703.4019089000067,49
UBE2C,ok,49,24,PTTG1|CEP55|KIF2C|CDC20|MELK|EXO1|BIRC5|CENPF|UBE2T|CCNE1|CCNB1|NDC80|TYMS|NUF2|NAT1|RRM2|BCL2|ESR1|CDC6|ORC6|MYBL2|TMEM45B|CXXC5|ERBB2,737.9600187999895,49
UBE2T,ok,44,22,EXO1|PTTG1|MELK|CEP55|UBE2C|ANLN|NDC80|CENPF|TYMS|NUF2|CDC20|RRM2|MKI67|MLPH|FOXA1|ACTR3B|CDC6|TMEM45B|CXXC5|FOXC1|MDM2|ORC6,673.5095146000094,49
