missing_rate,imputer,rmse_mean,rmse_std,mae_mean,mae_std,n,rmse_pm_std,mae_pm_std
0.05,"KNN(k=5,dist)",3.884672052850476,0.8038586143360952,1.3389322250227995,0.102564161101715,10,3.8847 ± 0.8039,1.3389 ± 0.1026
0.05,SimpleMean,7.245155958351312,1.2265635685268197,1.9989158506738491,0.1342874362784254,10,7.2452 ± 1.2266,1.9989 ± 0.1343
0.1,"KNN(k=5,dist)",4.227499718890815,0.5990180700720659,1.4090752577136223,0.0745723383256087,10,4.2275 ± 0.5990,1.4091 ± 0.0746
0.1,SimpleMean,8.099293977159972,1.1081286042728329,2.093699011308231,0.1224702151057385,10,8.0993 ± 1.1081,2.0937 ± 0.1225
0.2,"KNN(k=5,dist)",4.48237327997948,0.3905387540370956,1.4360574200404417,0.0471695529226341,10,4.4824 ± 0.3905,1.4361 ± 0.0472
0.2,SimpleMean,7.799190013612325,0.5693886857073337,2.049618475667638,0.0597912809046351,10,7.7992 ± 0.5694,2.0496 ± 0.0598
0.3,"KNN(k=5,dist)",4.605930455156898,0.3482479513765374,1.450278393464972,0.0409438636545948,10,4.6059 ± 0.3482,1.4503 ± 0.0409
0.3,SimpleMean,7.872435212696351,0.1720164130776435,2.050355043166705,0.0228623837339522,10,7.8724 ± 0.1720,2.0504 ± 0.0229
