stage,imputer,missing_rate,replicate,fold,n_train,n_test,train_test_overlap,imputer_object_id,correlation_source,has_corr_csv_path
imputation,SimpleMean,0.1,0,1,78,39,0,2054807366352,n/a,False
imputation,SimpleMean,0.1,0,2,78,39,0,2054807367632,n/a,False
imputation,SimpleMean,0.1,0,3,78,39,0,2054787929824,n/a,False
imputation,"KNN(k=5,dist)",0.1,0,1,78,39,0,2054807366992,n/a,False
imputation,"KNN(k=5,dist)",0.1,0,2,78,39,0,2054807363792,n/a,False
imputation,"KNN(k=5,dist)",0.1,0,3,78,39,0,2054807089712,n/a,False
imputation,RFECA_SVR(k=5),0.1,0,1,78,39,0,2054807367952,training_fold_X.corr(),False
imputation,RFECA_SVR(k=5),0.1,0,2,78,39,0,2054807368912,training_fold_X.corr(),False
imputation,RFECA_SVR(k=5),0.1,0,3,78,39,0,2054807090320,training_fold_X.corr(),False
classification,SimpleMean,0.1,0,1,78,39,0,2054807932256,n/a,False
classification,SimpleMean,0.1,0,2,78,39,0,2054807931024,n/a,False
classification,SimpleMean,0.1,0,3,78,39,0,2054807934016,n/a,False
classification,"KNN(k=5,dist)",0.1,0,1,78,39,0,2054807090624,n/a,False
classification,"KNN(k=5,dist)",0.1,0,2,78,39,0,2054808031536,n/a,False
classification,"KNN(k=5,dist)",0.1,0,3,78,39,0,2054807970928,n/a,False
classification,RFECA_SVR(k=5),0.1,0,1,78,39,0,2054808887088,training_fold_X.corr(),False
classification,RFECA_SVR(k=5),0.1,0,2,78,39,0,2054808032688,training_fold_X.corr(),False
classification,RFECA_SVR(k=5),0.1,0,3,78,39,0,2054807971472,training_fold_X.corr(),False
imputation,SimpleMean,0.1,1,1,78,39,0,2054807931728,n/a,False
imputation,SimpleMean,0.1,1,2,78,39,0,2054807933488,n/a,False
imputation,SimpleMean,0.1,1,3,78,39,0,2054807932080,n/a,False
imputation,"KNN(k=5,dist)",0.1,1,1,78,39,0,2054807971744,n/a,False
imputation,"KNN(k=5,dist)",0.1,1,2,78,39,0,2054807533392,n/a,False
imputation,"KNN(k=5,dist)",0.1,1,3,78,39,0,2054807534928,n/a,False
imputation,RFECA_SVR(k=5),0.1,1,1,78,39,0,2054807972560,training_fold_X.corr(),False
imputation,RFECA_SVR(k=5),0.1,1,2,78,39,0,2054807535184,training_fold_X.corr(),False
imputation,RFECA_SVR(k=5),0.1,1,3,78,39,0,2054843334736,training_fold_X.corr(),False
classification,SimpleMean,0.1,1,1,78,39,0,2054807933312,n/a,False
classification,SimpleMean,0.1,1,2,78,39,0,2054807935600,n/a,False
classification,SimpleMean,0.1,1,3,78,39,0,2054807933136,n/a,False
classification,"KNN(k=5,dist)",0.1,1,1,78,39,0,2054808252208,n/a,False
classification,"KNN(k=5,dist)",0.1,1,2,78,39,0,2054808250528,n/a,False
classification,"KNN(k=5,dist)",0.1,1,3,78,39,0,2054863510160,n/a,False
classification,RFECA_SVR(k=5),0.1,1,1,78,39,0,2054808247168,training_fold_X.corr(),False
classification,RFECA_SVR(k=5),0.1,1,2,78,39,0,2054808241408,training_fold_X.corr(),False
classification,RFECA_SVR(k=5),0.1,1,3,78,39,0,2054864554256,training_fold_X.corr(),False
