imputer,missing_rate,model,f1_mean,f1_std,bal_mean,bal_std,n_rows
"KNN(k=5,dist)",0.1,EnsembleSoft,0.9366172674019273,0.04625311295288336,0.9166666666666666,0.06236095644623237,6
RFECA_SVR(k=5),0.1,EnsembleSoft,0.9262177723265657,0.026866792103753288,0.9020833333333332,0.03533077820950017,6
SimpleMean,0.1,EnsembleSoft,0.9480353066441,0.04128366157265527,0.9270833333333334,0.058079806205676085,6
