imputer,missing_rate,rmse_mean,rmse_std,mae_mean,mae_std,n_rows,n_masked_total
"KNN(k=5,dist)",0.1,2.1443744146257204,0.16656836324099958,1.4511710450194408,0.09751661959205449,6,1134
RFECA_SVR(k=5),0.1,2.1831928863273293,0.17645548398652797,1.431056249378843,0.11149152916618772,6,1134
SimpleMean,0.1,2.956182717063538,0.10588774477075948,2.1530020739228077,0.09122420382673822,6,1134
