stage,imputer,model,missing_rate,replicate,fold,f1_macro,bal_acc,n_train,n_test,train_class_distribution,test_class_distribution,n_unique_predictions,degenerate_single_class_preds,f1_LumA,precision_LumA,recall_LumA,f1_LumB,precision_LumB,recall_LumB,f1_Her2,precision_Her2,recall_Her2,f1_Basal,precision_Basal,recall_Basal,seed,mechanism,imputer_display,protocol,source_artifact
classification,SimpleMean,EnsembleSoft,0.05,0,1,0.8765578207354562,0.8812343358395991,1286,322,"{'Basal': 167, 'Her2': 179, 'LumA': 560, 'LumB': 380}","{'Basal': 42, 'Her2': 45, 'LumA': 140, 'LumB': 95}",4,False,0.906367041198502,0.952755905511811,0.8642857142857143,0.8811881188118812,0.8317757009345794,0.936842105263158,0.8297872340425532,0.7959183673469388,0.8666666666666667,0.8888888888888888,0.9230769230769232,0.8571428571428571,1047,mcar,Mean,imputer_within_cv,metabric_full_20260724_185916
classification,SimpleMean,EnsembleSoft,0.05,0,2,0.9019933325724286,0.8897974101921471,1286,322,"{'Basal': 167, 'Her2': 179, 'LumA': 560, 'LumB': 380}","{'Basal': 42, 'Her2': 45, 'LumA': 140, 'LumB': 95}",4,False,0.9423728813559322,0.896774193548387,0.9928571428571428,0.9111111111111112,0.9647058823529412,0.8631578947368421,0.8409090909090909,0.8604651162790697,0.8222222222222222,0.9135802469135802,0.9487179487179488,0.8809523809523809,1047,mcar,Mean,imputer_within_cv,metabric_full_20260724_185916
classification,SimpleMean,EnsembleSoft,0.05,0,3,0.8837318431246817,0.8807226399331664,1286,322,"{'Basal': 167, 'Her2': 179, 'LumA': 560, 'LumB': 380}","{'Basal': 42, 'Her2': 45, 'LumA': 140, 'LumB': 95}",4,False,0.9361702127659576,0.9295774647887324,0.9428571428571428,0.8783068783068783,0.8829787234042553,0.8736842105263158,0.7692307692307693,0.7608695652173914,0.7777777777777778,0.951219512195122,0.975,0.9285714285714286,1047,mcar,Mean,imputer_within_cv,metabric_full_20260724_185916
classification,SimpleMean,EnsembleSoft,0.05,0,4,0.8734173427800249,0.8670978768058358,1287,321,"{'Basal': 168, 'Her2': 179, 'LumA': 560, 'LumB': 380}","{'Basal': 41, 'Her2': 45, 'LumA': 140, 'LumB': 95}",4,False,0.9257950530035336,0.916083916083916,0.9357142857142856,0.8854166666666666,0.8762886597938144,0.8947368421052632,0.7441860465116279,0.7804878048780488,0.7111111111111111,0.9382716049382716,0.95,0.926829268292683,1047,mcar,Mean,imputer_within_cv,metabric_full_20260724_185916
classification,SimpleMean,EnsembleSoft,0.05,0,5,0.8633471341610301,0.8388214855320119,1287,321,"{'Basal': 167, 'Her2': 180, 'LumA': 560, 'LumB': 380}","{'Basal': 42, 'Her2': 44, 'LumA': 140, 'LumB': 95}",4,False,0.9152542372881356,0.8709677419354839,0.9642857142857144,0.8645833333333334,0.8556701030927835,0.8736842105263158,0.7368421052631579,0.875,0.6363636363636364,0.9367088607594936,1.0,0.8809523809523809,1047,mcar,Mean,imputer_within_cv,metabric_full_20260724_185916
classification,"KNN(k=5,dist)",EnsembleSoft,0.05,0,1,0.8680918519922717,0.8686403508771929,1286,322,"{'Basal': 167, 'Her2': 179, 'LumA': 560, 'LumB': 380}","{'Basal': 42, 'Her2': 45, 'LumA': 140, 'LumB': 95}",4,False,0.906367041198502,0.952755905511811,0.8642857142857143,0.8878048780487805,0.8272727272727273,0.9578947368421052,0.8210526315789474,0.78,0.8666666666666667,0.8571428571428571,0.9428571428571428,0.7857142857142857,1047,mcar,KNN,imputer_within_cv,metabric_full_20260724_185916
classification,"KNN(k=5,dist)",EnsembleSoft,0.05,0,2,0.9016996606028344,0.8906432748538012,1286,322,"{'Basal': 167, 'Her2': 179, 'LumA': 560, 'LumB': 380}","{'Basal': 42, 'Her2': 45, 'LumA': 140, 'LumB': 95}",4,False,0.9452054794520548,0.9078947368421052,0.9857142857142858,0.907103825136612,0.9431818181818182,0.8736842105263158,0.8409090909090909,0.8604651162790697,0.8222222222222222,0.9135802469135802,0.9487179487179488,0.8809523809523809,1047,mcar,KNN,imputer_within_cv,metabric_full_20260724_185916
classification,"KNN(k=5,dist)",EnsembleSoft,0.05,0,3,0.8764106798691639,0.8728279030910611,1286,322,"{'Basal': 167, 'Her2': 179, 'LumA': 560, 'LumB': 380}","{'Basal': 42, 'Her2': 45, 'LumA': 140, 'LumB': 95}",4,False,0.9295774647887324,0.9166666666666666,0.9428571428571428,0.8556149732620321,0.8695652173913043,0.8421052631578947,0.7692307692307693,0.7608695652173914,0.7777777777777778,0.951219512195122,0.975,0.9285714285714286,1047,mcar,KNN,imputer_within_cv,metabric_full_20260724_185916
classification,"KNN(k=5,dist)",EnsembleSoft,0.05,0,4,0.8703265677789553,0.8653121625201216,1287,321,"{'Basal': 168, 'Her2': 179, 'LumA': 560, 'LumB': 380}","{'Basal': 41, 'Her2': 45, 'LumA': 140, 'LumB': 95}",4,False,0.9219858156028368,0.9154929577464788,0.9285714285714286,0.8854166666666666,0.8762886597938144,0.8947368421052632,0.735632183908046,0.7619047619047619,0.7111111111111111,0.9382716049382716,0.95,0.926829268292683,1047,mcar,KNN,imputer_within_cv,metabric_full_20260724_185916
classification,"KNN(k=5,dist)",EnsembleSoft,0.05,0,5,0.8687744257919647,0.8453491683754842,1287,321,"{'Basal': 167, 'Her2': 180, 'LumA': 560, 'LumB': 380}","{'Basal': 42, 'Her2': 44, 'LumA': 140, 'LumB': 95}",4,False,0.9146757679180888,0.8758169934640523,0.9571428571428572,0.8704663212435233,0.8571428571428571,0.8842105263157894,0.7532467532467533,0.8787878787878788,0.6590909090909091,0.9367088607594936,1.0,0.8809523809523809,1047,mcar,KNN,imputer_within_cv,metabric_full_20260724_185916
classification,MissForest,EnsembleSoft,0.05,0,1,0.8658833761312852,0.8660087719298245,1286,322,"{'Basal': 167, 'Her2': 179, 'LumA': 560, 'LumB': 380}","{'Basal': 42, 'Her2': 45, 'LumA': 140, 'LumB': 95}",4,False,0.9029850746268656,0.9453125,0.8642857142857143,0.8823529411764706,0.8256880733944955,0.9473684210526316,0.8210526315789474,0.78,0.8666666666666667,0.8571428571428571,0.9428571428571428,0.7857142857142857,1047,mcar,MissForest,imputer_within_cv,metabric_full_20260724_185916
classification,MissForest,EnsembleSoft,0.05,0,2,0.897024639034514,0.8842418546365916,1286,322,"{'Basal': 167, 'Her2': 179, 'LumA': 560, 'LumB': 380}","{'Basal': 42, 'Her2': 45, 'LumA': 140, 'LumB': 95}",4,False,0.9423728813559322,0.896774193548387,0.9928571428571428,0.9060773480662984,0.9534883720930232,0.8631578947368421,0.8372093023255814,0.8780487804878049,0.8,0.902439024390244,0.925,0.8809523809523809,1047,mcar,MissForest,imputer_within_cv,metabric_full_20260724_185916
classification,MissForest,EnsembleSoft,0.05,0,3,0.8808435353828674,0.8771512113617378,1286,322,"{'Basal': 167, 'Her2': 179, 'LumA': 560, 'LumB': 380}","{'Basal': 42, 'Her2': 45, 'LumA': 140, 'LumB': 95}",4,False,0.9252669039145908,0.9219858156028368,0.9285714285714286,0.8691099476439791,0.8645833333333334,0.8736842105263158,0.7777777777777778,0.7777777777777778,0.7777777777777778,0.951219512195122,0.975,0.9285714285714286,1047,mcar,MissForest,imputer_within_cv,metabric_full_20260724_185916
classification,MissForest,EnsembleSoft,0.05,0,4,0.8685768595479322,0.8615423212502803,1287,321,"{'Basal': 168, 'Her2': 179, 'LumA': 560, 'LumB': 380}","{'Basal': 41, 'Her2': 45, 'LumA': 140, 'LumB': 95}",4,False,0.9257950530035336,0.916083916083916,0.9357142857142856,0.8808290155440415,0.8673469387755102,0.8947368421052632,0.7294117647058823,0.775,0.6888888888888889,0.9382716049382716,0.95,0.926829268292683,1047,mcar,MissForest,imputer_within_cv,metabric_full_20260724_185916
classification,MissForest,EnsembleSoft,0.05,0,5,0.8725302481961179,0.8471348826611985,1287,321,"{'Basal': 167, 'Her2': 180, 'LumA': 560, 'LumB': 380}","{'Basal': 42, 'Her2': 44, 'LumA': 140, 'LumB': 95}",4,False,0.9152542372881356,0.8709677419354839,0.9642857142857144,0.875,0.865979381443299,0.8842105263157894,0.7631578947368421,0.90625,0.6590909090909091,0.9367088607594936,1.0,0.8809523809523809,1047,mcar,MissForest,imputer_within_cv,metabric_full_20260724_185916
classification,SimpleMean,EnsembleSoft,0.05,1,1,0.8762105165570023,0.8722535505430242,1286,322,"{'Basal': 167, 'Her2': 179, 'LumA': 560, 'LumB': 380}","{'Basal': 42, 'Her2': 45, 'LumA': 140, 'LumB': 95}",4,False,0.8962962962962963,0.9307692307692308,0.8642857142857143,0.8627450980392157,0.8073394495412844,0.9263157894736842,0.851063829787234,0.8163265306122449,0.8888888888888888,0.8947368421052632,1.0,0.8095238095238095,1048,mcar,Mean,imputer_within_cv,metabric_full_20260724_185916
classification,SimpleMean,EnsembleSoft,0.05,1,2,0.8985124802843867,0.8866228070175439,1286,322,"{'Basal': 167, 'Her2': 179, 'LumA': 560, 'LumB': 380}","{'Basal': 42, 'Her2': 45, 'LumA': 140, 'LumB': 95}",4,False,0.9351535836177476,0.8954248366013072,0.9785714285714284,0.8961748633879781,0.9318181818181818,0.8631578947368421,0.8470588235294118,0.9,0.8,0.9156626506024096,0.926829268292683,0.9047619047619048,1048,mcar,Mean,imputer_within_cv,metabric_full_20260724_185916
classification,SimpleMean,EnsembleSoft,0.05,1,3,0.8835796282646937,0.8821532999164579,1286,322,"{'Basal': 167, 'Her2': 179, 'LumA': 560, 'LumB': 380}","{'Basal': 42, 'Her2': 45, 'LumA': 140, 'LumB': 95}",4,False,0.9225352112676056,0.9097222222222222,0.9357142857142856,0.8648648648648649,0.8888888888888888,0.8421052631578947,0.7956989247311828,0.7708333333333334,0.8222222222222222,0.951219512195122,0.975,0.9285714285714286,1048,mcar,Mean,imputer_within_cv,metabric_full_20260724_185916
classification,SimpleMean,EnsembleSoft,0.05,1,4,0.8861980369645752,0.8808405668643153,1287,321,"{'Basal': 168, 'Her2': 179, 'LumA': 560, 'LumB': 380}","{'Basal': 41, 'Her2': 45, 'LumA': 140, 'LumB': 95}",4,False,0.9290780141843972,0.9225352112676056,0.9357142857142856,0.8958333333333334,0.8865979381443299,0.9052631578947368,0.7816091954022989,0.8095238095238095,0.7555555555555555,0.9382716049382716,0.95,0.926829268292683,1048,mcar,Mean,imputer_within_cv,metabric_full_20260724_185916
classification,SimpleMean,EnsembleSoft,0.05,1,5,0.8718314144296353,0.8519708361813625,1287,321,"{'Basal': 167, 'Her2': 180, 'LumA': 560, 'LumB': 380}","{'Basal': 42, 'Her2': 44, 'LumA': 140, 'LumB': 95}",4,False,0.9315068493150684,0.8947368421052632,0.9714285714285714,0.8691099476439791,0.8645833333333334,0.8736842105263158,0.75,0.8333333333333334,0.6818181818181818,0.9367088607594936,1.0,0.8809523809523809,1048,mcar,Mean,imputer_within_cv,metabric_full_20260724_185916
classification,"KNN(k=5,dist)",EnsembleSoft,0.05,1,1,0.8784304019018576,0.8748851294903925,1286,322,"{'Basal': 167, 'Her2': 179, 'LumA': 560, 'LumB': 380}","{'Basal': 42, 'Her2': 45, 'LumA': 140, 'LumB': 95}",4,False,0.8996282527881041,0.937984496124031,0.8642857142857143,0.8682926829268293,0.8090909090909091,0.936842105263158,0.851063829787234,0.8163265306122449,0.8888888888888888,0.8947368421052632,1.0,0.8095238095238095,1048,mcar,KNN,imputer_within_cv,metabric_full_20260724_185916
classification,"KNN(k=5,dist)",EnsembleSoft,0.05,1,2,0.8966363668793672,0.884638680033417,1286,322,"{'Basal': 167, 'Her2': 179, 'LumA': 560, 'LumB': 380}","{'Basal': 42, 'Her2': 45, 'LumA': 140, 'LumB': 95}",4,False,0.9423728813559322,0.896774193548387,0.9928571428571428,0.9060773480662984,0.9534883720930232,0.8631578947368421,0.8333333333333334,0.8974358974358975,0.7777777777777778,0.9047619047619048,0.9047619047619048,0.9047619047619048,1048,mcar,KNN,imputer_within_cv,metabric_full_20260724_185916
classification,"KNN(k=5,dist)",EnsembleSoft,0.05,1,3,0.891021063659673,0.8898913951545531,1286,322,"{'Basal': 167, 'Her2': 179, 'LumA': 560, 'LumB': 380}","{'Basal': 42, 'Her2': 45, 'LumA': 140, 'LumB': 95}",4,False,0.9263157894736842,0.9103448275862068,0.9428571428571428,0.8695652173913043,0.898876404494382,0.8421052631578947,0.8043478260869565,0.7872340425531915,0.8222222222222222,0.963855421686747,0.975609756097561,0.9523809523809524,1048,mcar,KNN,imputer_within_cv,metabric_full_20260724_185916
classification,"KNN(k=5,dist)",EnsembleSoft,0.05,1,4,0.8900262026231018,0.8843180104733379,1287,321,"{'Basal': 168, 'Her2': 179, 'LumA': 560, 'LumB': 380}","{'Basal': 41, 'Her2': 45, 'LumA': 140, 'LumB': 95}",4,False,0.9285714285714286,0.9285714285714286,0.9285714285714286,0.9025641025641026,0.88,0.9263157894736842,0.7906976744186046,0.8292682926829268,0.7555555555555555,0.9382716049382716,0.95,0.926829268292683,1048,mcar,KNN,imputer_within_cv,metabric_full_20260724_185916
classification,"KNN(k=5,dist)",EnsembleSoft,0.05,1,5,0.8763957814971425,0.8546024151287309,1287,321,"{'Basal': 167, 'Her2': 180, 'LumA': 560, 'LumB': 380}","{'Basal': 42, 'Her2': 44, 'LumA': 140, 'LumB': 95}",4,False,0.9251700680272108,0.8831168831168831,0.9714285714285714,0.8842105263157894,0.8842105263157894,0.8842105263157894,0.759493670886076,0.8571428571428571,0.6818181818181818,0.9367088607594936,1.0,0.8809523809523809,1048,mcar,KNN,imputer_within_cv,metabric_full_20260724_185916
classification,MissForest,EnsembleSoft,0.05,1,1,0.8825992600059166,0.8784565580618211,1286,322,"{'Basal': 167, 'Her2': 179, 'LumA': 560, 'LumB': 380}","{'Basal': 42, 'Her2': 45, 'LumA': 140, 'LumB': 95}",4,False,0.9077490774907748,0.9389312977099236,0.8785714285714286,0.8768472906403941,0.8240740740740741,0.936842105263158,0.851063829787234,0.8163265306122449,0.8888888888888888,0.8947368421052632,1.0,0.8095238095238095,1048,mcar,MissForest,imputer_within_cv,metabric_full_20260724_185916
classification,MissForest,EnsembleSoft,0.05,1,2,0.8848942677846332,0.8758040935672514,1286,322,"{'Basal': 167, 'Her2': 179, 'LumA': 560, 'LumB': 380}","{'Basal': 42, 'Her2': 45, 'LumA': 140, 'LumB': 95}",4,False,0.9319727891156464,0.8896103896103896,0.9785714285714284,0.8888888888888888,0.9411764705882352,0.8421052631578947,0.813953488372093,0.8536585365853658,0.7777777777777778,0.9047619047619048,0.9047619047619048,0.9047619047619048,1048,mcar,MissForest,imputer_within_cv,metabric_full_20260724_185916
classification,MissForest,EnsembleSoft,0.05,1,3,0.89414850860634,0.8905388471177945,1286,322,"{'Basal': 167, 'Her2': 179, 'LumA': 560, 'LumB': 380}","{'Basal': 42, 'Her2': 45, 'LumA': 140, 'LumB': 95}",4,False,0.9370629370629372,0.9178082191780822,0.9571428571428572,0.8756756756756757,0.9,0.8526315789473684,0.8,0.8,0.8,0.963855421686747,0.975609756097561,0.9523809523809524,1048,mcar,MissForest,imputer_within_cv,metabric_full_20260724_185916
classification,MissForest,EnsembleSoft,0.05,1,4,0.8890828004918483,0.8826262811500296,1287,321,"{'Basal': 168, 'Her2': 179, 'LumA': 560, 'LumB': 380}","{'Basal': 41, 'Her2': 45, 'LumA': 140, 'LumB': 95}",4,False,0.9361702127659576,0.9295774647887324,0.9428571428571428,0.8911917098445595,0.8775510204081632,0.9052631578947368,0.7906976744186046,0.8292682926829268,0.7555555555555555,0.9382716049382716,0.95,0.926829268292683,1048,mcar,MissForest,imputer_within_cv,metabric_full_20260724_185916
classification,MissForest,EnsembleSoft,0.05,1,5,0.8825383891061858,0.8605547960811119,1287,321,"{'Basal': 167, 'Her2': 180, 'LumA': 560, 'LumB': 380}","{'Basal': 42, 'Her2': 44, 'LumA': 140, 'LumB': 95}",4,False,0.9220338983050848,0.8774193548387097,0.9714285714285714,0.8888888888888888,0.8936170212765957,0.8842105263157894,0.7692307692307693,0.8823529411764706,0.6818181818181818,0.95,1.0,0.9047619047619048,1048,mcar,MissForest,imputer_within_cv,metabric_full_20260724_185916
classification,SimpleMean,EnsembleSoft,0.05,2,1,0.8652300287405962,0.8638680033416875,1286,322,"{'Basal': 167, 'Her2': 179, 'LumA': 560, 'LumB': 380}","{'Basal': 42, 'Her2': 45, 'LumA': 140, 'LumB': 95}",4,False,0.9117647058823528,0.9393939393939394,0.8857142857142857,0.8743718592964824,0.8365384615384616,0.9157894736842104,0.7916666666666666,0.7450980392156863,0.8444444444444444,0.8831168831168831,0.9714285714285714,0.8095238095238095,1049,mcar,Mean,imputer_within_cv,metabric_full_20260724_185916
classification,SimpleMean,EnsembleSoft,0.05,2,2,0.9004776658302526,0.887562656641604,1286,322,"{'Basal': 167, 'Her2': 179, 'LumA': 560, 'LumB': 380}","{'Basal': 42, 'Her2': 45, 'LumA': 140, 'LumB': 95}",4,False,0.9391891891891893,0.8910256410256411,0.9928571428571428,0.9,0.9529411764705882,0.8526315789473684,0.8470588235294118,0.9,0.8,0.9156626506024096,0.926829268292683,0.9047619047619048,1049,mcar,Mean,imputer_within_cv,metabric_full_20260724_185916
classification,SimpleMean,EnsembleSoft,0.05,2,3,0.881264667597499,0.8750104427736006,1286,322,"{'Basal': 167, 'Her2': 179, 'LumA': 560, 'LumB': 380}","{'Basal': 42, 'Her2': 45, 'LumA': 140, 'LumB': 95}",4,False,0.9236111111111112,0.8986486486486487,0.95,0.8648648648648649,0.8888888888888888,0.8421052631578947,0.7727272727272727,0.7906976744186046,0.7555555555555555,0.963855421686747,0.975609756097561,0.9523809523809524,1049,mcar,Mean,imputer_within_cv,metabric_full_20260724_185916
classification,SimpleMean,EnsembleSoft,0.05,2,4,0.8811846312019548,0.8781035413737596,1287,321,"{'Basal': 168, 'Her2': 179, 'LumA': 560, 'LumB': 380}","{'Basal': 41, 'Her2': 45, 'LumA': 140, 'LumB': 95}",4,False,0.9181494661921707,0.9148936170212766,0.9214285714285714,0.8795811518324608,0.875,0.8842105263157894,0.7640449438202247,0.7727272727272727,0.7555555555555555,0.9629629629629628,0.975,0.951219512195122,1049,mcar,Mean,imputer_within_cv,metabric_full_20260724_185916
classification,SimpleMean,EnsembleSoft,0.05,2,5,0.8679922335666174,0.8468643198906357,1287,321,"{'Basal': 167, 'Her2': 180, 'LumA': 560, 'LumB': 380}","{'Basal': 42, 'Her2': 44, 'LumA': 140, 'LumB': 95}",4,False,0.9215017064846416,0.8823529411764706,0.9642857142857144,0.8795811518324608,0.875,0.8842105263157894,0.759493670886076,0.8571428571428571,0.6818181818181818,0.9113924050632912,0.972972972972973,0.8571428571428571,1049,mcar,Mean,imputer_within_cv,metabric_full_20260724_185916
classification,"KNN(k=5,dist)",EnsembleSoft,0.05,2,1,0.8721453198504282,0.8702694235588972,1286,322,"{'Basal': 167, 'Her2': 179, 'LumA': 560, 'LumB': 380}","{'Basal': 42, 'Her2': 45, 'LumA': 140, 'LumB': 95}",4,False,0.9044117647058824,0.9318181818181818,0.8785714285714286,0.88,0.8380952380952381,0.9263157894736842,0.8210526315789474,0.78,0.8666666666666667,0.8831168831168831,0.9714285714285714,0.8095238095238095,1049,mcar,KNN,imputer_within_cv,metabric_full_20260724_185916
classification,"KNN(k=5,dist)",EnsembleSoft,0.05,2,2,0.9082890361625992,0.8942564745196324,1286,322,"{'Basal': 167, 'Her2': 179, 'LumA': 560, 'LumB': 380}","{'Basal': 42, 'Her2': 45, 'LumA': 140, 'LumB': 95}",4,False,0.9324324324324323,0.8846153846153846,0.9857142857142858,0.8888888888888888,0.9411764705882352,0.8421052631578947,0.8735632183908046,0.9047619047619048,0.8444444444444444,0.9382716049382716,0.9743589743589745,0.9047619047619048,1049,mcar,KNN,imputer_within_cv,metabric_full_20260724_185916
classification,"KNN(k=5,dist)",EnsembleSoft,0.05,2,3,0.8801578518260049,0.8740705931495405,1286,322,"{'Basal': 167, 'Her2': 179, 'LumA': 560, 'LumB': 380}","{'Basal': 42, 'Her2': 45, 'LumA': 140, 'LumB': 95}",4,False,0.9225352112676056,0.9097222222222222,0.9357142857142856,0.8526315789473684,0.8526315789473684,0.8526315789473684,0.7816091954022989,0.8095238095238095,0.7555555555555555,0.963855421686747,0.975609756097561,0.9523809523809524,1049,mcar,KNN,imputer_within_cv,metabric_full_20260724_185916
classification,"KNN(k=5,dist)",EnsembleSoft,0.05,2,4,0.8871508287901291,0.8837645434725024,1287,321,"{'Basal': 168, 'Her2': 179, 'LumA': 560, 'LumB': 380}","{'Basal': 41, 'Her2': 45, 'LumA': 140, 'LumB': 95}",4,False,0.9290780141843972,0.9225352112676056,0.9357142857142856,0.8947368421052632,0.8947368421052632,0.8947368421052632,0.7865168539325843,0.7954545454545454,0.7777777777777778,0.9382716049382716,0.95,0.926829268292683,1049,mcar,KNN,imputer_within_cv,metabric_full_20260724_185916
classification,"KNN(k=5,dist)",EnsembleSoft,0.05,2,5,0.868705936768764,0.8429682159945318,1287,321,"{'Basal': 167, 'Her2': 180, 'LumA': 560, 'LumB': 380}","{'Basal': 42, 'Her2': 44, 'LumA': 140, 'LumB': 95}",4,False,0.918918918918919,0.8717948717948718,0.9714285714285714,0.8795811518324608,0.875,0.8842105263157894,0.7532467532467533,0.8787878787878788,0.6590909090909091,0.9230769230769232,1.0,0.8571428571428571,1049,mcar,KNN,imputer_within_cv,metabric_full_20260724_185916
classification,MissForest,EnsembleSoft,0.05,2,1,0.8656518133569218,0.8643170426065163,1286,322,"{'Basal': 167, 'Her2': 179, 'LumA': 560, 'LumB': 380}","{'Basal': 42, 'Her2': 45, 'LumA': 140, 'LumB': 95}",4,False,0.9044117647058824,0.9318181818181818,0.8785714285714286,0.88,0.8380952380952381,0.9263157894736842,0.8210526315789474,0.78,0.8666666666666667,0.8571428571428571,0.9428571428571428,0.7857142857142857,1049,mcar,MissForest,imputer_within_cv,metabric_full_20260724_185916
classification,MissForest,EnsembleSoft,0.05,2,2,0.9067921989686838,0.8939640768588137,1286,322,"{'Basal': 167, 'Her2': 179, 'LumA': 560, 'LumB': 380}","{'Basal': 42, 'Her2': 45, 'LumA': 140, 'LumB': 95}",4,False,0.9387755102040816,0.8961038961038961,0.9857142857142858,0.9010989010989012,0.942528735632184,0.8631578947368421,0.8604651162790697,0.902439024390244,0.8222222222222222,0.926829268292683,0.95,0.9047619047619048,1049,mcar,MissForest,imputer_within_cv,metabric_full_20260724_185916
classification,MissForest,EnsembleSoft,0.05,2,3,0.88817519834554,0.8851817042606517,1286,322,"{'Basal': 167, 'Her2': 179, 'LumA': 560, 'LumB': 380}","{'Basal': 42, 'Her2': 45, 'LumA': 140, 'LumB': 95}",4,False,0.9225352112676056,0.9097222222222222,0.9357142857142856,0.8663101604278075,0.8804347826086957,0.8526315789473684,0.8,0.8,0.8,0.963855421686747,0.975609756097561,0.9523809523809524,1049,mcar,MissForest,imputer_within_cv,metabric_full_20260724_185916
classification,MissForest,EnsembleSoft,0.05,2,4,0.891183632225732,0.8863961224198709,1287,321,"{'Basal': 168, 'Her2': 179, 'LumA': 560, 'LumB': 380}","{'Basal': 41, 'Her2': 45, 'LumA': 140, 'LumB': 95}",4,False,0.9323843416370108,0.9290780141843972,0.9357142857142856,0.8958333333333334,0.8865979381443299,0.9052631578947368,0.7865168539325843,0.7954545454545454,0.7777777777777778,0.95,0.9743589743589745,0.926829268292683,1049,mcar,MissForest,imputer_within_cv,metabric_full_20260724_185916
classification,MissForest,EnsembleSoft,0.05,2,5,0.8720142859384039,0.8494958988380041,1287,321,"{'Basal': 167, 'Her2': 180, 'LumA': 560, 'LumB': 380}","{'Basal': 42, 'Her2': 44, 'LumA': 140, 'LumB': 95}",4,False,0.9246575342465754,0.8881578947368421,0.9642857142857144,0.8808290155440415,0.8673469387755102,0.8947368421052632,0.759493670886076,0.8571428571428571,0.6818181818181818,0.9230769230769232,1.0,0.8571428571428571,1049,mcar,MissForest,imputer_within_cv,metabric_full_20260724_185916
classification,SimpleMean,EnsembleSoft,0.05,3,1,0.8817370706248093,0.8766708437761068,1286,322,"{'Basal': 167, 'Her2': 179, 'LumA': 560, 'LumB': 380}","{'Basal': 42, 'Her2': 45, 'LumA': 140, 'LumB': 95}",4,False,0.9037037037037036,0.9384615384615383,0.8714285714285714,0.8682926829268293,0.8090909090909091,0.936842105263158,0.8602150537634409,0.8333333333333334,0.8888888888888888,0.8947368421052632,1.0,0.8095238095238095,1050,mcar,Mean,imputer_within_cv,metabric_full_20260724_185916
classification,SimpleMean,EnsembleSoft,0.05,3,2,0.908688795048797,0.8981307435254804,1286,322,"{'Basal': 167, 'Her2': 179, 'LumA': 560, 'LumB': 380}","{'Basal': 42, 'Her2': 45, 'LumA': 140, 'LumB': 95}",4,False,0.9383561643835616,0.9013157894736842,0.9785714285714284,0.8961748633879781,0.9318181818181818,0.8631578947368421,0.8604651162790697,0.902439024390244,0.8222222222222222,0.9397590361445785,0.951219512195122,0.9285714285714286,1050,mcar,Mean,imputer_within_cv,metabric_full_20260724_185916
classification,SimpleMean,EnsembleSoft,0.05,3,3,0.8889023549049386,0.886967418546366,1286,322,"{'Basal': 167, 'Her2': 179, 'LumA': 560, 'LumB': 380}","{'Basal': 42, 'Her2': 45, 'LumA': 140, 'LumB': 95}",4,False,0.9295774647887324,0.9166666666666666,0.9428571428571428,0.8709677419354839,0.8901098901098901,0.8526315789473684,0.7912087912087912,0.782608695652174,0.8,0.963855421686747,0.975609756097561,0.9523809523809524,1050,mcar,Mean,imputer_within_cv,metabric_full_20260724_185916
classification,SimpleMean,EnsembleSoft,0.05,3,4,0.8717542313457882,0.8682361391283087,1287,321,"{'Basal': 168, 'Her2': 179, 'LumA': 560, 'LumB': 380}","{'Basal': 41, 'Her2': 45, 'LumA': 140, 'LumB': 95}",4,False,0.9219858156028368,0.9154929577464788,0.9285714285714286,0.8795811518324608,0.875,0.8842105263157894,0.7586206896551724,0.7857142857142857,0.7333333333333333,0.926829268292683,0.926829268292683,0.926829268292683,1050,mcar,Mean,imputer_within_cv,metabric_full_20260724_185916
classification,SimpleMean,EnsembleSoft,0.05,3,5,0.8823262425360028,0.861400660742766,1287,321,"{'Basal': 167, 'Her2': 180, 'LumA': 560, 'LumB': 380}","{'Basal': 42, 'Her2': 44, 'LumA': 140, 'LumB': 95}",4,False,0.9246575342465754,0.8881578947368421,0.9642857142857144,0.8854166666666666,0.8762886597938144,0.8947368421052632,0.7692307692307693,0.8823529411764706,0.6818181818181818,0.95,1.0,0.9047619047619048,1050,mcar,Mean,imputer_within_cv,metabric_full_20260724_185916
classification,"KNN(k=5,dist)",EnsembleSoft,0.05,3,1,0.8749211838950015,0.8712092731829575,1286,322,"{'Basal': 167, 'Her2': 179, 'LumA': 560, 'LumB': 380}","{'Basal': 42, 'Her2': 45, 'LumA': 140, 'LumB': 95}",4,False,0.9124087591240876,0.9328358208955224,0.8928571428571429,0.8743718592964824,0.8365384615384616,0.9157894736842104,0.8297872340425532,0.7959183673469388,0.8666666666666667,0.8831168831168831,0.9714285714285714,0.8095238095238095,1050,mcar,KNN,imputer_within_cv,metabric_full_20260724_185916
classification,"KNN(k=5,dist)",EnsembleSoft,0.05,3,2,0.8985124802843867,0.8866228070175439,1286,322,"{'Basal': 167, 'Her2': 179, 'LumA': 560, 'LumB': 380}","{'Basal': 42, 'Her2': 45, 'LumA': 140, 'LumB': 95}",4,False,0.9351535836177476,0.8954248366013072,0.9785714285714284,0.8961748633879781,0.9318181818181818,0.8631578947368421,0.8470588235294118,0.9,0.8,0.9156626506024096,0.926829268292683,0.9047619047619048,1050,mcar,KNN,imputer_within_cv,metabric_full_20260724_185916
