gene,status,winning_prefix_len,n_predictors_selected,winning_predictors,selection_seconds,n_candidates
ACTR3B,ok,48,24,FOXA1|MLPH|FOXC1|MIA|CCNE1|CXXC5|MELK|KRT5|EXO1|KIF2C|CEP55|ANLN|BLVRA|NDC80|UBE2T|SLC39A6|PTTG1|TMEM45B|PGR|KRT14|ERBB2|BAG1|CDC6|GRB7,1624.7534509000034,49
ANLN,ok,48,24,MELK|CEP55|UBE2C|NDC80|UBE2T|CCNE1|MLPH|CENPF|NUF2|FOXA1|RRM2|BCL2|CDH3|EGFR|CXXC5|FOXC1|MIA|CDC6|GRB7|FGFR4|BLVRA|BAG1|ORC6|ERBB2,1649.1699367000037,49
BAG1,ok,43,21,SLC39A6|BCL2|PHGDH|MMP11|MLPH|CDC20|FOXA1|MDM2|SFRP1|KIF2C|KRT5|PTTG1|MIA|ORC6|CEP55|RRM2|MELK|ANLN|ACTR3B|NUF2|MKI67,2167.6956129999962,49
BCL2,ok,43,21,ESR1|SLC39A6|EXO1|CDH3|PHGDH|ANLN|KIF2C|FOXA1|MLPH|UBE2C|CEP55|FGFR4|RRM2|UBE2T|BAG1|MKI67|MIA|GPR160|TYMS|CDC6|MMP11,1293.814372599998,49
BIRC5,ok,45,22,KIF2C|CDC20|UBE2C|CEP55|EXO1|CENPF|MKI67|CCNE1|ANLN|CCNB1|NDC80|MLPH|GPR160|PGR|CDC6|MIA|CXXC5|GRB7|KRT14|TMEM45B|BAG1|KRT17,1460.802391600002,49
BLVRA,ok,49,24,GPR160|ACTR3B|MLPH|MIA|SLC39A6|PGR|MYC|ESR1|MELK|MKI67|CENPF|TYMS|MAPT|UBE2C|CCNB1|MDM2|ANLN|BCL2|FGFR4|PTTG1|BAG1|MYBL2|CDC6|NUF2,1521.6188793000038,49
CCNB1,ok,48,24,NDC80|PTTG1|UBE2C|CEP55|CENPF|BIRC5|KIF2C|NUF2|MELK|MKI67|TYMS|CCNE1|MAPT|KRT14|PHGDH|MYBL2|FGFR4|KRT17|CDH3|BLVRA|TMEM45B|MDM2|ERBB2|CXXC5,1676.0020613000015,49
CCNE1,ok,48,24,KIF2C|MELK|EXO1|UBE2C|FOXA1|BIRC5|MLPH|PTTG1|MKI67|NDC80|FOXC1|GPR160|EGFR|UBE2T|CCNB1|NUF2|KRT5|CDC6|FGFR4|GRB7|ORC6|ERBB2|MYC|KRT14,1497.1315356999985,49
CDC20,ok,42,21,KIF2C|UBE2C|CEP55|BIRC5|PTTG1|MELK|CENPF|NDC80|UBE2T|FOXA1|MLPH|SLC39A6|BCL2|GPR160|NUF2|RRM2|PGR|CDC6|MIA|CXXC5|ORC6,1617.4029317000022,49
CDC6,ok,49,24,EXO1|UBE2C|CEP55|ERBB2|UBE2T|BIRC5|CCNB1|MKI67|ANLN|NDC80|RRM2|NAT1|TYMS|NUF2|MLPH|FOXA1|CDH3|MDM2|MYBL2|ACTR3B|MYC|ORC6|FOXC1|CXXC5,2026.2811938000013,49
NUF2,ok,34,17,NDC80|UBE2T|CCNB1|CEP55|ANLN|UBE2C|EXO1|MELK|PTTG1|KIF2C|TYMS|CDC20|CCNE1|RRM2|MIA|MYBL2|TMEM45B,1669.6024722000002,49
CDH3,ok,49,24,KRT17|EGFR|MLPH|CCNE1|BCL2|MIA|KIF2C|ANLN|EXO1|CXXC5|ACTR3B|UBE2C|BIRC5|PTTG1|CENPF|NDC80|GRB7|RRM2|BAG1|NUF2|CCNB1|CDC6|ORC6|TMEM45B,1231.4685753000012,49
CENPF,ok,48,24,UBE2C|EXO1|CEP55|KIF2C|CDC20|MKI67|UBE2T|CCNB1|TYMS|MLPH|NAT1|RRM2|FOXC1|GRB7|FGFR4|EGFR|BLVRA|ERBB2|MYBL2|KRT5|KRT17|TMEM45B|MYC|MDM2,1528.8517158000031,49
CEP55,ok,46,23,UBE2C|MELK|KIF2C|PTTG1|EXO1|ANLN|BIRC5|CENPF|MKI67|NDC80|CCNB1|NUF2|MLPH|BCL2|CDC6|GPR160|FOXC1|KRT5|MYBL2|TMEM45B|KRT14|ORC6|MDM2,1757.3823061000003,49
CXXC5,ok,49,24,ESR1|MLPH|FOXC1|MAPT|ACTR3B|PHGDH|ANLN|CCNE1|MIA|NDC80|KIF2C|GPR160|CDC20|CEP55|TYMS|MYC|UBE2T|PTTG1|MDM2|UBE2C|TMEM45B|CCNB1|MYBL2|CDC6,1518.8077009000044,49
EGFR,ok,41,20,ESR1|CDH3|FOXA1|FOXC1|CXXC5|BCL2|KRT5|SFRP1|CCNE1|PHGDH|ANLN|CDC20|MIA|EXO1|UBE2C|PTTG1|TYMS|KRT14|BLVRA|MDM2,1865.5610174999965,49
ERBB2,ok,47,23,GRB7|FGFR4|CDC6|MYC|FOXA1|ACTR3B|MIA|NAT1|TYMS|MAPT|BLVRA|NDC80|CCNE1|EXO1|CENPF|NUF2|CDC20|MELK|KIF2C|RRM2|UBE2T|PTTG1|ANLN,1539.3954818999991,49
ESR1,ok,48,24,BCL2|FOXA1|SLC39A6|MLPH|MAPT|EGFR|CXXC5|MELK|KIF2C|NDC80|UBE2C|PTTG1|FGFR4|GRB7|MKI67|RRM2|CENPF|UBE2T|BLVRA|NUF2|BAG1|MDM2|MYC|CCNB1,1179.8387246999991,49
EXO1,ok,45,22,CEP55|MELK|KIF2C|UBE2C|PTTG1|CENPF|BIRC5|UBE2T|CCNE1|MKI67|NDC80|TYMS|PHGDH|BCL2|FOXA1|NUF2|CDH3|ACTR3B|CDC6|MIA|BAG1|ORC6,1831.0808956999972,49
FGFR4,ok,48,24,ERBB2|SLC39A6|BCL2|ESR1|PGR|TMEM45B|CCNE1|EXO1|UBE2C|CEP55|CENPF|MELK|MKI67|PTTG1|CCNB1|BAG1|MDM2|BLVRA|NDC80|MYBL2|FOXC1|FOXA1|GPR160|MLPH,1363.2650969999959,49
FOXA1,ok,48,24,MLPH|FOXC1|ESR1|MIA|CCNE1|GPR160|ACTR3B|KIF2C|MELK|EXO1|CEP55|NDC80|ANLN|KRT17|UBE2C|BCL2|PTTG1|MKI67|NUF2|UBE2T|CCNB1|RRM2|ERBB2|BAG1,1604.5702528000038,49
FOXC1,ok,48,24,FOXA1|SFRP1|KRT5|KRT17|ACTR3B|CXXC5|CCNE1|KIF2C|CDC20|EXO1|MKI67|ANLN|PGR|CEP55|NDC80|CENPF|PTTG1|ERBB2|RRM2|UBE2T|ORC6|MDM2|FGFR4|MYBL2,1310.4625938999961,49
GPR160,ok,46,23,FOXA1|CCNE1|CDC20|NAT1|KIF2C|CDH3|BIRC5|EGFR|MKI67|BLVRA|CEP55|MELK|ANLN|CXXC5|MYC|BCL2|PGR|ORC6|CCNB1|UBE2T|MDM2|CDC6|MMP11,1354.4252682000006,49
GRB7,ok,49,24,ERBB2|ESR1|CDC6|NAT1|MAPT|TMEM45B|CDC20|CCNE1|KIF2C|CENPF|ANLN|UBE2T|PTTG1|RRM2|MKI67|EGFR|MYC|MIA|NDC80|NUF2|TYMS|MLPH|ACTR3B|BLVRA,1476.043590399997,49
KIF2C,ok,49,24,CDC20|UBE2C|CEP55|EXO1|BIRC5|CENPF|MKI67|NDC80|UBE2T|CCNB1|PHGDH|NUF2|BCL2|CDH3|RRM2|PGR|CXXC5|CDC6|MIA|ORC6|GRB7|MYBL2|BAG1|ERBB2,1758.6149274999989,49
NDC80,ok,49,24,ANLN|CEP55|PTTG1|MELK|CCNB1|NUF2|UBE2T|TYMS|UBE2C|EXO1|MLPH|CCNE1|FOXA1|MKI67|RRM2|CXXC5|CDH3|MYC|MMP11|MYBL2|KRT17|MDM2|KRT14|BAG1,1924.7483786000012,49
KRT14,ok,46,23,KRT17|KRT5|SFRP1|MIA|FOXC1|FOXA1|MLPH|CXXC5|EGFR|ACTR3B|GPR160|BIRC5|CEP55|MYBL2|UBE2T|CDC6|NUF2|ERBB2|KIF2C|GRB7|BAG1|NDC80|ORC6,1621.383819499999,49
KRT17,ok,35,17,KRT5|KRT14|SFRP1|FOXC1|CDH3|MIA|GPR160|ACTR3B|PHGDH|CCNE1|BCL2|MDM2|KIF2C|CCNB1|BIRC5|NDC80|TYMS,1458.352810000004,49
KRT5,ok,40,20,KRT17|KRT14|SFRP1|FOXC1|FOXA1|MIA|CDH3|EGFR|ACTR3B|GPR160|PHGDH|SLC39A6|BCL2|ANLN|EXO1|NDC80|CEP55|MDM2|MKI67|CENPF,1807.4830069000018,49
MAPT,ok,48,24,ESR1|NAT1|MLPH|PGR|EXO1|KIF2C|ANLN|CXXC5|UBE2C|FOXC1|PTTG1|NDC80|MKI67|GRB7|TYMS|CCNB1|BAG1|ERBB2|BLVRA|MDM2|MMP11|MYBL2|MYC|ORC6,1118.7522630000021,49
MDM2,ok,42,21,SLC39A6|SFRP1|ESR1|KRT17|KRT5|RRM2|KRT14|TYMS|MLPH|GRB7|BCL2|FOXA1|FOXC1|MYC|BAG1|MIA|PTTG1|CDC6|NDC80|CCNE1|CENPF,2266.1123466999998,49
MELK,ok,47,23,CEP55|UBE2C|EXO1|ANLN|CDC20|UBE2T|CCNE1|TYMS|MKI67|FOXA1|CCNB1|RRM2|ESR1|SLC39A6|EGFR|FOXC1|GPR160|CDC6|MYC|TMEM45B|MYBL2|ORC6|BAG1,1681.3387616999971,49
MIA,ok,44,22,FOXA1|FOXC1|SFRP1|KRT5|ACTR3B|KRT14|CCNE1|CXXC5|EGFR|ANLN|NDC80|TYMS|CEP55|BIRC5|EXO1|NUF2|MKI67|PTTG1|ERBB2|MMP11|MYBL2|GRB7,1765.4220633000004,49
MKI67,ok,48,24,CEP55|KIF2C|EXO1|CENPF|BIRC5|MELK|PTTG1|CCNB1|NDC80|TYMS|MLPH|GPR160|ACTR3B|FOXC1|BCL2|RRM2|ORC6|FGFR4|MIA|KRT5|TMEM45B|MYBL2|MYC|KRT17,1733.1144625000015,49
MLPH,ok,47,23,FOXA1|CCNE1|ANLN|NDC80|MELK|CXXC5|CEP55|KIF2C|EXO1|CDC20|TYMS|SLC39A6|BCL2|UBE2T|MKI67|MYC|CENPF|TMEM45B|BAG1|MYBL2|MDM2|MMP11|ORC6,1308.2007776000028,49
MMP11,ok,47,23,NUF2|BAG1|NDC80|SFRP1|CXXC5|MIA|ERBB2|BCL2|MAPT|UBE2T|MLPH|CCNB1|CDH3|KIF2C|MKI67|TYMS|MDM2|RRM2|CCNE1|GPR160|MELK|ANLN|PTTG1,926.8437384999997,49
MYBL2,ok,31,15,NUF2|CEP55|UBE2C|CCNB1|MIA|KIF2C|NDC80|RRM2|KRT14|BCL2|CDC20|PTTG1|EXO1|UBE2T|MKI67,1897.0618715000019,49
MYC,ok,49,24,TYMS|TMEM45B|ACTR3B|SFRP1|FOXC1|RRM2|MIA|ERBB2|MELK|GPR160|CXXC5|UBE2T|NDC80|NAT1|ORC6|UBE2C|CCNE1|GRB7|MAPT|MKI67|CDC6|PHGDH|BCL2|CENPF,1154.5490907999992,49
NAT1,ok,49,24,ESR1|CDC20|CCNE1|SLC39A6|MAPT|KIF2C|UBE2C|CEP55|PGR|MELK|EXO1|GPR160|GRB7|FGFR4|MIA|UBE2T|CDC6|MYC|NUF2|ERBB2|ORC6|BAG1|TMEM45B|MDM2,958.4967879000033,49
ORC6,ok,48,24,CDC20|MKI67|SLC39A6|KIF2C|TMEM45B|UBE2C|RRM2|CCNE1|CCNB1|EXO1|PGR|CEP55|KRT17|BAG1|KRT5|FOXA1|NUF2|MLPH|PTTG1|MELK|MIA|KRT14|BCL2|ESR1,1493.7547278999991,49
PGR,ok,48,24,MAPT|NAT1|KIF2C|UBE2C|CDC20|EXO1|BIRC5|PTTG1|ANLN|FGFR4|MKI67|NDC80|RRM2|BLVRA|ERBB2|GPR160|KRT5|MIA|CDC6|ORC6|MYBL2|MYC|MDM2|TMEM45B,1176.984594499998,49
PHGDH,ok,49,24,EXO1|FOXA1|KIF2C|BCL2|MLPH|FOXC1|ACTR3B|EGFR|CXXC5|MKI67|PTTG1|KRT5|CENPF|NDC80|RRM2|GPR160|BAG1|CCNB1|MDM2|TMEM45B|MMP11|MYBL2|ORC6|MYC,954.5450397999957,49
PTTG1,ok,49,24,UBE2C|CEP55|KIF2C|CDC20|EXO1|UBE2T|NDC80|TYMS|CCNB1|MKI67|CCNE1|RRM2|NUF2|PHGDH|PGR|ACTR3B|MYC|GRB7|CXXC5|TMEM45B|BAG1|MYBL2|ORC6|ERBB2,1446.3918645000012,49
RRM2,ok,44,22,TYMS|MELK|UBE2T|PTTG1|UBE2C|KIF2C|BCL2|CDC20|NDC80|ESR1|NUF2|MKI67|CENPF|ACTR3B|CDC6|FOXA1|TMEM45B|MDM2|ORC6|MYBL2|SLC39A6|BAG1,1390.6799286000023,49
SFRP1,ok,42,21,KRT5|KRT14|FOXC1|KRT17|MIA|FOXA1|EGFR|ESR1|MYC|TMEM45B|MDM2|ANLN|MMP11|MELK|BAG1|KIF2C|CDC20|CEP55|MYBL2|MKI67|BIRC5,1120.6799511999998,49
SLC39A6,ok,49,24,ESR1|BCL2|NAT1|EGFR|MLPH|KIF2C|FGFR4|MELK|PTTG1|CENPF|BAG1|BLVRA|KRT5|NDC80|MDM2|TMEM45B|ORC6|UBE2T|NUF2|CDC6|TYMS|RRM2|MYC|MYBL2,967.1326006999952,49
TMEM45B,ok,41,20,MYC|FGFR4|GRB7|MLPH|UBE2T|SLC39A6|RRM2|SFRP1|NUF2|MELK|NDC80|ORC6|ANLN|UBE2C|BIRC5|CEP55|MKI67|ESR1|CCNB1|CXXC5,1160.9825886000035,49
TYMS,ok,49,24,MELK|PTTG1|UBE2T|NDC80|CEP55|ANLN|UBE2C|EXO1|RRM2|MKI67|CCNB1|CCNE1|NUF2|MYC|CENPF|MAPT|MIA|CXXC5|EGFR|BCL2|MDM2|MYBL2|SLC39A6|BAG1,1062.665101300001,49
UBE2C,ok,49,24,PTTG1|KIF2C|CEP55|CDC20|MELK|EXO1|BIRC5|CENPF|UBE2T|CCNE1|CCNB1|NDC80|TYMS|NUF2|NAT1|RRM2|BCL2|ESR1|PGR|ORC6|MYBL2|TMEM45B|CXXC5|SFRP1,1075.0235923,49
