stage,imputer,missing_rate,replicate,seed,fold,rmse,mae,n_masked_test_values,input_protocol,evaluation_protocol,svr_coverage,fallback_rate,fit_seconds,transform_seconds,n_rfe_fits_total,n_svr_fits_total,n_predictor_nans_at_impute,n_gene_workers
imputation,OriginalRFECA,0.1,0,100042,0,0.6252048164625302,0.41086963230270723,8040,target_wise_complete_predictors,repeated_mask_holdout,1.0,0.0,5214.442942900001,0.166593499998271,12300,12300,0,16
