imputer,missing_rate,model,f1_mean,f1_std,bal_mean,bal_std,n_rows,mechanism
OriginalRFECA,0.1,EnsembleSoft,0.8812702156592718,0.010004276285226644,0.8711197107699032,0.009352527529276575,5,mcar
OriginalRFECA,0.1,GB,0.8636866899601271,0.01207067063493469,0.8523020503957603,0.012335319754918545,5,mcar
OriginalRFECA,0.1,LogReg,0.873686963613005,0.014430120868996997,0.8705605616035654,0.009947528555606024,5,mcar
OriginalRFECA,0.1,RF,0.8683259531309565,0.015894178719306366,0.8523246169748095,0.0189114236392631,5,mcar
OriginalRFECA,0.1,SVC,0.876306696877676,0.016125289481208945,0.8667107578628759,0.014184638205296364,5,mcar
