stage,imputer,missing_rate,replicate,fold,n_train,n_test,train_test_overlap,imputer_object_id,correlation_source,has_corr_csv_path
imputation,SimpleMean,0.1,0,1,78,39,0,2235528356048,n/a,False
imputation,SimpleMean,0.1,0,2,78,39,0,2235528359248,n/a,False
imputation,SimpleMean,0.1,0,3,78,39,0,2235508954848,n/a,False
imputation,"KNN(k=5,dist)",0.1,0,1,78,39,0,2235528360208,n/a,False
imputation,"KNN(k=5,dist)",0.1,0,2,78,39,0,2235528360528,n/a,False
imputation,"KNN(k=5,dist)",0.1,0,3,78,39,0,2234954997856,n/a,False
imputation,RFECA_SVR(k=5),0.1,0,1,78,39,0,2235528359568,training_fold_X.corr(),False
imputation,RFECA_SVR(k=5),0.1,0,2,78,39,0,2235528361488,training_fold_X.corr(),False
imputation,RFECA_SVR(k=5),0.1,0,3,78,39,0,2235528115040,training_fold_X.corr(),False
classification,SimpleMean,0.1,0,1,78,39,0,2235528925216,n/a,False
classification,SimpleMean,0.1,0,2,78,39,0,2235528925392,n/a,False
classification,SimpleMean,0.1,0,3,78,39,0,2235528925568,n/a,False
classification,"KNN(k=5,dist)",0.1,0,1,78,39,0,2235528115648,n/a,False
classification,"KNN(k=5,dist)",0.1,0,2,78,39,0,2235529057712,n/a,False
classification,"KNN(k=5,dist)",0.1,0,3,78,39,0,2235528914032,n/a,False
classification,RFECA_SVR(k=5),0.1,0,1,78,39,0,2233383575344,training_fold_X.corr(),False
classification,RFECA_SVR(k=5),0.1,0,2,78,39,0,2235529062320,training_fold_X.corr(),False
classification,RFECA_SVR(k=5),0.1,0,3,78,39,0,2235528914576,training_fold_X.corr(),False
imputation,SimpleMean,0.1,1,1,78,39,0,2235528924336,n/a,False
imputation,SimpleMean,0.1,1,2,78,39,0,2235528927152,n/a,False
imputation,SimpleMean,0.1,1,3,78,39,0,2235528927328,n/a,False
imputation,"KNN(k=5,dist)",0.1,1,1,78,39,0,2235528914848,n/a,False
imputation,"KNN(k=5,dist)",0.1,1,2,78,39,0,2235528542032,n/a,False
imputation,"KNN(k=5,dist)",0.1,1,3,78,39,0,2235528543568,n/a,False
imputation,RFECA_SVR(k=5),0.1,1,1,78,39,0,2235528915664,training_fold_X.corr(),False
imputation,RFECA_SVR(k=5),0.1,1,2,78,39,0,2235528543824,training_fold_X.corr(),False
imputation,RFECA_SVR(k=5),0.1,1,3,78,39,0,2233417990224,training_fold_X.corr(),False
classification,SimpleMean,0.1,1,1,78,39,0,2235528926976,n/a,False
classification,SimpleMean,0.1,1,2,78,39,0,2235528927856,n/a,False
classification,SimpleMean,0.1,1,3,78,39,0,2235528923808,n/a,False
classification,"KNN(k=5,dist)",0.1,1,1,78,39,0,2233383349824,n/a,False
classification,"KNN(k=5,dist)",0.1,1,2,78,39,0,2233383353184,n/a,False
classification,"KNN(k=5,dist)",0.1,1,3,78,39,0,2233438183824,n/a,False
classification,RFECA_SVR(k=5),0.1,1,1,78,39,0,2233383344784,training_fold_X.corr(),False
classification,RFECA_SVR(k=5),0.1,1,2,78,39,0,2233383342384,training_fold_X.corr(),False
classification,RFECA_SVR(k=5),0.1,1,3,78,39,0,2233439244304,training_fold_X.corr(),False
