gene,status,winning_prefix_len,n_predictors_selected,winning_predictors,selection_seconds,n_candidates
ACTR3B,ok,48,24,FOXA1|MLPH|FOXC1|MIA|CCNE1|PHGDH|MELK|EXO1|ANLN|KIF2C|CEP55|BLVRA|NDC80|CDH3|MYC|MKI67|UBE2T|PTTG1|ERBB2|MYBL2|BAG1|MDM2|CDC6|GRB7,1935.1332277000183,49
ANLN,ok,48,24,MELK|CEP55|NDC80|UBE2C|UBE2T|CCNE1|MLPH|NUF2|MKI67|FOXA1|BCL2|CDH3|EGFR|CXXC5|MIA|GPR160|FOXC1|CDC6|GRB7|FGFR4|BLVRA|BAG1|ORC6|ERBB2,1834.5172012000112,49
BAG1,ok,48,24,SLC39A6|BCL2|PHGDH|MMP11|MLPH|CCNE1|CDC20|FOXA1|SFRP1|KIF2C|MDM2|NAT1|PTTG1|KRT5|CEP55|ORC6|NUF2|RRM2|MELK|ANLN|MKI67|CCNB1|BLVRA|NDC80,2546.5987832999963,49
BCL2,ok,49,24,ESR1|SLC39A6|EXO1|CDH3|ANLN|EGFR|CDC20|KIF2C|FOXA1|UBE2C|CEP55|RRM2|PTTG1|UBE2T|NDC80|BAG1|MKI67|GPR160|TYMS|MIA|CDC6|MYBL2|MYC|ORC6,1468.8996587000147,49
BIRC5,ok,43,21,KIF2C|CDC20|UBE2C|CEP55|EXO1|CENPF|MKI67|CCNE1|ANLN|CCNB1|MLPH|GPR160|PGR|FOXC1|CDC6|MIA|GRB7|KRT14|BLVRA|TMEM45B|MYBL2,1680.6987714999996,49
BLVRA,ok,49,24,ACTR3B|GPR160|MLPH|MIA|SLC39A6|CCNE1|MYC|PGR|ESR1|MKI67|CENPF|TYMS|MAPT|UBE2C|ERBB2|ANLN|PTTG1|CCNB1|MDM2|FGFR4|BAG1|MYBL2|GRB7|NUF2,1752.049883300002,49
CCNB1,ok,45,22,NDC80|PTTG1|UBE2C|CEP55|BIRC5|CENPF|KIF2C|NUF2|MELK|MKI67|TYMS|CCNE1|MAPT|KRT14|PHGDH|MYBL2|FGFR4|KRT17|BLVRA|MDM2|ERBB2|CXXC5,1888.6336787999899,49
CCNE1,ok,48,24,KIF2C|MELK|EXO1|FOXA1|UBE2C|BIRC5|MLPH|MKI67|NDC80|FOXC1|GPR160|EGFR|ACTR3B|UBE2T|CCNB1|MIA|NUF2|KRT5|CDC6|FGFR4|GRB7|MYC|ERBB2|KRT14,1727.3838299000054,49
CDC20,ok,46,23,KIF2C|UBE2C|CEP55|BIRC5|PTTG1|MELK|CENPF|NDC80|UBE2T|SLC39A6|BCL2|GPR160|NUF2|RRM2|FOXC1|PGR|CXXC5|ORC6|GRB7|KRT5|KRT17|MYBL2|ERBB2,1933.222579000023,49
CDC6,ok,14,7,EXO1|UBE2C|CEP55|ERBB2|BIRC5|KIF2C|CCNB1,2382.817669800017,49
