imputer,missing_rate,model,subtype,metric,mean,std,n_rows,mechanism
OriginalRFECA,0.05,EnsembleSoft,LumA,f1,0.9253536032680975,0.009807986382297287,5,mar
OriginalRFECA,0.05,EnsembleSoft,LumA,precision,0.9113956690076094,0.02274848199330653,5,mar
OriginalRFECA,0.05,EnsembleSoft,LumA,recall,0.9414285714285713,0.04021625217216927,5,mar
OriginalRFECA,0.05,EnsembleSoft,LumB,f1,0.881337081671164,0.013057584499705928,5,mar
OriginalRFECA,0.05,EnsembleSoft,LumB,precision,0.8764078323637147,0.04635890277522487,5,mar
OriginalRFECA,0.05,EnsembleSoft,LumB,recall,0.8884210526315789,0.02306200242127015,5,mar
OriginalRFECA,0.05,EnsembleSoft,Her2,f1,0.7894018724114819,0.04462034977448258,5,mar
OriginalRFECA,0.05,EnsembleSoft,Her2,precision,0.8247445887445888,0.07320246222636964,5,mar
OriginalRFECA,0.05,EnsembleSoft,Her2,recall,0.7630303030303031,0.0732361545497257,5,mar
OriginalRFECA,0.05,EnsembleSoft,Basal,f1,0.9220606430858223,0.033755099997988286,5,mar
OriginalRFECA,0.05,EnsembleSoft,Basal,precision,0.9642270904609498,0.027727925368425846,5,mar
OriginalRFECA,0.05,EnsembleSoft,Basal,recall,0.8852497096399535,0.05665905930603437,5,mar
OriginalRFECA,0.05,SVC,LumA,f1,0.9283539662622353,0.011075886112033263,5,mar
OriginalRFECA,0.05,SVC,LumA,precision,0.9206049760753109,0.028469715544314482,5,mar
OriginalRFECA,0.05,SVC,LumA,recall,0.9385714285714284,0.045903625751598946,5,mar
OriginalRFECA,0.05,SVC,LumB,f1,0.8857402854537051,0.015569159915984763,5,mar
OriginalRFECA,0.05,SVC,LumB,precision,0.8750598303662238,0.06005760607031106,5,mar
OriginalRFECA,0.05,SVC,LumB,recall,0.9010526315789473,0.03980562189724006,5,mar
OriginalRFECA,0.05,SVC,Her2,f1,0.8068215285431928,0.04011023376684435,5,mar
OriginalRFECA,0.05,SVC,Her2,precision,0.835832845511149,0.05932631471406882,5,mar
OriginalRFECA,0.05,SVC,Her2,recall,0.7811111111111111,0.03759760959041917,5,mar
OriginalRFECA,0.05,SVC,Basal,f1,0.9296655731324576,0.024206234714935815,5,mar
OriginalRFECA,0.05,SVC,Basal,precision,0.9752376485303316,0.029877030989419476,5,mar
OriginalRFECA,0.05,SVC,Basal,recall,0.8901277584204415,0.04904145942500016,5,mar
OriginalRFECA,0.05,LogReg,LumA,f1,0.9176158149577962,0.017987215764507597,5,mar
OriginalRFECA,0.05,LogReg,LumA,precision,0.9092451518747723,0.00916989986216117,5,mar
OriginalRFECA,0.05,LogReg,LumA,recall,0.927142857142857,0.041156743688251216,5,mar
OriginalRFECA,0.05,LogReg,LumB,f1,0.8662494928911597,0.008282720019024862,5,mar
OriginalRFECA,0.05,LogReg,LumB,precision,0.8690526670778063,0.03512361752195791,5,mar
OriginalRFECA,0.05,LogReg,LumB,recall,0.8652631578947367,0.029209340895813916,5,mar
OriginalRFECA,0.05,LogReg,Her2,f1,0.7793071590856401,0.023465216423625077,5,mar
OriginalRFECA,0.05,LogReg,Her2,precision,0.787558153696261,0.04033787437102986,5,mar
OriginalRFECA,0.05,LogReg,Her2,recall,0.7763636363636364,0.06724420786566279,5,mar
OriginalRFECA,0.05,LogReg,Basal,f1,0.9085421035205826,0.04420421234559825,5,mar
OriginalRFECA,0.05,LogReg,Basal,precision,0.9346929039952295,0.03970938910024352,5,mar
OriginalRFECA,0.05,LogReg,Basal,recall,0.8851335656213705,0.059357718475325436,5,mar
OriginalRFECA,0.05,RF,LumA,f1,0.9089055281673778,0.013874876904791144,5,mar
OriginalRFECA,0.05,RF,LumA,precision,0.8849684135161843,0.023581056101808974,5,mar
OriginalRFECA,0.05,RF,LumA,recall,0.9357142857142857,0.03944771791852596,5,mar
OriginalRFECA,0.05,RF,LumB,f1,0.863103842500221,0.018548099497098413,5,mar
OriginalRFECA,0.05,RF,LumB,precision,0.8548833290848779,0.04732314462170785,5,mar
OriginalRFECA,0.05,RF,LumB,recall,0.8736842105263157,0.028827503026587688,5,mar
OriginalRFECA,0.05,RF,Her2,f1,0.7882609625419847,0.0372551588253818,5,mar
OriginalRFECA,0.05,RF,Her2,precision,0.8511742343622084,0.034962989542783256,5,mar
OriginalRFECA,0.05,RF,Her2,recall,0.7406060606060605,0.08642829406684227,5,mar
OriginalRFECA,0.05,RF,Basal,f1,0.9154871794871795,0.03243189394569281,5,mar
OriginalRFECA,0.05,RF,Basal,precision,0.9787899235267655,0.022078346386709802,5,mar
OriginalRFECA,0.05,RF,Basal,recall,0.8615563298490126,0.05633673341792769,5,mar
OriginalRFECA,0.05,GB,LumA,f1,0.9172767442040429,0.01027981433589936,5,mar
OriginalRFECA,0.05,GB,LumA,precision,0.901618593680143,0.024041214607403525,5,mar
OriginalRFECA,0.05,GB,LumA,recall,0.9342857142857142,0.02281245631810188,5,mar
OriginalRFECA,0.05,GB,LumB,f1,0.8628632648037868,0.020236399070902703,5,mar
OriginalRFECA,0.05,GB,LumB,precision,0.8592943611371446,0.0318235488762666,5,mar
OriginalRFECA,0.05,GB,LumB,recall,0.8673684210526316,0.028440539128644828,5,mar
OriginalRFECA,0.05,GB,Her2,f1,0.7727887396758917,0.05000025360982486,5,mar
OriginalRFECA,0.05,GB,Her2,precision,0.7822210903163839,0.06628599840872941,5,mar
OriginalRFECA,0.05,GB,Her2,recall,0.7718181818181818,0.09173613696144903,5,mar
OriginalRFECA,0.05,GB,Basal,f1,0.9000762598863863,0.05847500342564605,5,mar
OriginalRFECA,0.05,GB,Basal,precision,0.9769590643274855,0.023641214311536627,5,mar
OriginalRFECA,0.05,GB,Basal,recall,0.8372822299651567,0.08657930917137222,5,mar
