gene,status,winning_prefix_len,n_predictors_selected,winning_predictors,selection_seconds,n_candidates
ACTR3B,ok,42,21,FOXA1|MLPH|FOXC1|MIA|CCNE1|MELK|EXO1|KIF2C|ANLN|CEP55|BLVRA|NDC80|CDH3|MKI67|MYC|UBE2T|CENPF|PTTG1|NUF2|SLC39A6|ERBB2,1842.2642835000006,49
ANLN,ok,44,22,MELK|CEP55|NDC80|UBE2C|UBE2T|MLPH|CENPF|NUF2|FOXA1|BCL2|RRM2|EGFR|CDH3|GPR160|MIA|FOXC1|CDC6|KRT5|FGFR4|TMEM45B|BLVRA|BAG1,1833.8340488999966,49
BAG1,ok,39,19,SLC39A6|BCL2|PHGDH|MMP11|MLPH|CCNE1|CDC20|FOXA1|MDM2|SFRP1|KIF2C|NAT1|KRT5|PTTG1|ORC6|NUF2|RRM2|ACTR3B|MELK,2405.3223462000024,49
BCL2,ok,49,24,ESR1|SLC39A6|EXO1|CDH3|EGFR|ANLN|CDC20|KIF2C|FOXA1|MLPH|UBE2C|CEP55|RRM2|PTTG1|UBE2T|BAG1|MKI67|MIA|CDC6|TYMS|MYBL2|BLVRA|MYC|ORC6,1422.18365240001,49
BIRC5,ok,41,20,KIF2C|CDC20|UBE2C|CEP55|EXO1|MKI67|CCNE1|ANLN|CCNB1|NDC80|FOXA1|MLPH|GPR160|PGR|CDC6|EGFR|MIA|GRB7|KRT14|BLVRA,1581.1562390000036,49
BLVRA,ok,48,24,FOXA1|GPR160|ACTR3B|MLPH|SLC39A6|CCNE1|PGR|MYC|ESR1|CDC20|MKI67|CENPF|TYMS|MAPT|UBE2C|CCNB1|ANLN|MDM2|NDC80|FGFR4|BCL2|TMEM45B|RRM2|NUF2,1675.6443970000255,49
CCNB1,ok,48,24,NDC80|PTTG1|UBE2C|CEP55|CENPF|BIRC5|KIF2C|NUF2|UBE2T|MELK|MKI67|TYMS|CCNE1|CDC6|MAPT|PHGDH|MYBL2|ORC6|FGFR4|BLVRA|MDM2|ERBB2|CXXC5|EGFR,1790.693661600002,49
CCNE1,ok,44,22,KIF2C|MELK|EXO1|UBE2C|FOXA1|BIRC5|MLPH|PTTG1|MKI67|NDC80|FOXC1|GPR160|EGFR|UBE2T|CCNB1|NUF2|MIA|FGFR4|CDC6|GRB7|ERBB2|MYC,1622.1414420999936,49
CDC20,ok,44,22,KIF2C|UBE2C|CEP55|BIRC5|PTTG1|MELK|CENPF|NDC80|UBE2T|SLC39A6|BCL2|GPR160|NUF2|RRM2|PGR|CDC6|CXXC5|ORC6|GRB7|BAG1|MYBL2|ERBB2,1877.471423399984,49
CDC6,ok,15,7,EXO1|UBE2C|CEP55|ERBB2|CCNB1|KIF2C|ANLN,2278.9977197999833,49
NUF2,ok,45,22,NDC80|UBE2T|CCNB1|CEP55|ANLN|MELK|UBE2C|EXO1|PTTG1|KIF2C|TYMS|MLPH|CDC20|MKI67|CCNE1|MIA|TMEM45B|MYBL2|FOXC1|GPR160|ERBB2|ORC6,1865.9715837000113,49
CDH3,ok,47,23,KRT17|EGFR|KRT5|MLPH|CCNE1|BCL2|MIA|KIF2C|EXO1|ANLN|CEP55|KRT14|ACTR3B|UBE2C|BIRC5|PTTG1|MKI67|NDC80|GRB7|RRM2|NUF2|CDC6|CCNB1,1323.8565697000013,49
CENPF,ok,48,24,UBE2C|EXO1|CEP55|KIF2C|CDC20|MKI67|UBE2T|CCNB1|TYMS|MLPH|MAPT|RRM2|FOXC1|GRB7|FGFR4|EGFR|BLVRA|ERBB2|BAG1|KRT5|MYBL2|KRT17|TMEM45B|MYC,1698.66802740001,49
CEP55,ok,49,24,UBE2C|MELK|KIF2C|PTTG1|EXO1|ANLN|BIRC5|CENPF|MKI67|UBE2T|NDC80|CCNB1|MLPH|NUF2|FOXA1|BCL2|GPR160|CDC6|FOXC1|KRT5|MYBL2|KRT14|TMEM45B|ORC6,1962.1430095999967,49
CXXC5,ok,49,24,ESR1|MLPH|FOXC1|EGFR|MAPT|ACTR3B|PHGDH|ANLN|CCNE1|MIA|NDC80|KIF2C|GPR160|CEP55|TYMS|MYC|CDC20|UBE2T|RRM2|PTTG1|UBE2C|TMEM45B|CCNB1|CDC6,1700.499951099977,49
EGFR,ok,46,23,ESR1|CDH3|FOXC1|KRT5|BCL2|CXXC5|SFRP1|CCNE1|PHGDH|ANLN|MIA|KIF2C|CDC20|EXO1|CEP55|NDC80|PTTG1|KRT14|CENPF|MDM2|NUF2|CDC6|CCNB1,2079.416319799988,49
ERBB2,ok,47,23,GRB7|FGFR4|CDC6|MYC|PGR|FOXA1|NAT1|MIA|ACTR3B|TYMS|MAPT|CCNE1|EXO1|CENPF|UBE2C|BLVRA|CDC20|GPR160|MELK|BAG1|KIF2C|UBE2T|MKI67,1688.450984199997,49
ESR1,ok,40,20,BCL2|FOXA1|SLC39A6|MLPH|MAPT|EGFR|NAT1|CXXC5|MELK|KIF2C|SFRP1|UBE2C|PTTG1|FGFR4|GRB7|MKI67|RRM2|UBE2T|ERBB2|BLVRA,1324.1871706999955,49
EXO1,ok,34,17,CEP55|MELK|KIF2C|UBE2C|CDC20|CENPF|BIRC5|UBE2T|CCNE1|MKI67|NDC80|TYMS|PHGDH|BCL2|NUF2|CDH3|CDC6,2031.4038513000123,49
FGFR4,ok,49,24,ERBB2|SLC39A6|BCL2|ESR1|PGR|TMEM45B|CCNE1|EXO1|UBE2C|CEP55|MELK|CENPF|MKI67|PTTG1|CCNB1|UBE2T|BAG1|MDM2|BLVRA|NDC80|MYBL2|FOXA1|MLPH|GPR160,1454.886544900015,49
FOXA1,ok,47,23,MLPH|FOXC1|ESR1|CCNE1|MIA|ACTR3B|GPR160|MELK|ANLN|CEP55|EXO1|NDC80|UBE2C|BCL2|PTTG1|MKI67|CENPF|UBE2T|KRT14|RRM2|ERBB2|BAG1|CDC6,1722.1734081000031,49
FOXC1,ok,43,21,FOXA1|SFRP1|KRT5|KRT17|CCNE1|CXXC5|CDC20|KIF2C|EXO1|MKI67|ANLN|CEP55|PGR|MYC|NDC80|CENPF|PTTG1|ERBB2|UBE2T|RRM2|ORC6,1389.4234954999993,49
GPR160,ok,47,23,FOXA1|CCNE1|CDC20|CDH3|KIF2C|BIRC5|KRT5|EGFR|MKI67|BLVRA|CEP55|MELK|ANLN|CXXC5|MYC|BCL2|ORC6|KRT14|CCNB1|UBE2T|CDC6|MMP11|RRM2,1497.6509217999992,49
