gene,rmse,mae,r2,pearson,spearman,n_observed_train,n_masked,winning_prefix_len,n_predictors_selected,winning_predictors,best_oof_rmse,selection_seconds,final_fit_seconds,status,n_candidates,fallback_count,seed,mask_hash,mechanism,missing_rate,replicate,wall_seconds_slot,svr_ok
ACTR3B,0.49474024253354126,0.3148293664114337,0.16281713894001892,0.4449027558112534,0.4322077922077922,1532,76,42,21,FOXA1|MLPH|FOXC1|MIA|CCNE1|MELK|EXO1|KIF2C|ANLN|CEP55|BLVRA|NDC80|CDH3|MKI67|MYC|UBE2T|CENPF|PTTG1|NUF2|SLC39A6|ERBB2,0.5271067735347783,1842.2642835000006,23.238753399986308,ok,49,0,3067051,1ec46a0b2f53d057,mar,0.05,3,5884.011443199997,1
ANLN,0.31347294039277085,0.23219729092664326,0.7260307741288974,0.8797165338102708,0.8855579441078758,1523,85,44,22,MELK|CEP55|NDC80|UBE2C|UBE2T|MLPH|CENPF|NUF2|FOXA1|BCL2|RRM2|EGFR|CDH3|GPR160|MIA|FOXC1|CDC6|KRT5|FGFR4|TMEM45B|BLVRA|BAG1,0.30023814511504293,1833.8340488999966,23.447622499981662,ok,49,0,3067051,1ec46a0b2f53d057,mar,0.05,3,5884.011443199997,1
BAG1,0.2892904601649837,0.21789706314612672,0.07507242784330104,0.3090448987231756,0.3274537695590327,1533,75,39,19,SLC39A6|BCL2|PHGDH|MMP11|MLPH|CCNE1|CDC20|FOXA1|MDM2|SFRP1|KIF2C|NAT1|KRT5|PTTG1|ORC6|NUF2|RRM2|ACTR3B|MELK,0.3022814811877154,2405.3223462000024,24.75409539998509,ok,49,0,3067051,1ec46a0b2f53d057,mar,0.05,3,5884.011443199997,1
BCL2,0.6588046601966636,0.5181496526594817,0.6726303562091596,0.8244440296038937,0.8029864871970135,1531,77,49,24,ESR1|SLC39A6|EXO1|CDH3|EGFR|ANLN|CDC20|KIF2C|FOXA1|MLPH|UBE2C|CEP55|RRM2|PTTG1|UBE2T|BAG1|MKI67|MIA|CDC6|TYMS|MYBL2|BLVRA|MYC|ORC6,0.644025628634401,1422.18365240001,22.235836999985622,ok,49,0,3067051,1ec46a0b2f53d057,mar,0.05,3,5884.011443199997,1
BIRC5,0.522355115143617,0.4039970154481077,0.7902045745813203,0.8893650059768332,0.891476313948224,1518,90,41,20,KIF2C|CDC20|UBE2C|CEP55|EXO1|MKI67|CCNE1|ANLN|CCNB1|NDC80|FOXA1|MLPH|GPR160|PGR|CDC6|EGFR|MIA|GRB7|KRT14|BLVRA,0.4894760076716398,1581.1562390000036,18.820901200000662,ok,49,0,3067051,1ec46a0b2f53d057,mar,0.05,3,5884.011443199997,1
BLVRA,0.6157215094295374,0.4217675476918329,0.34381385018217026,0.5929927099609531,0.6211708099438653,1522,86,48,24,FOXA1|GPR160|ACTR3B|MLPH|SLC39A6|CCNE1|PGR|MYC|ESR1|CDC20|MKI67|CENPF|TYMS|MAPT|UBE2C|CCNB1|ANLN|MDM2|NDC80|FGFR4|BCL2|TMEM45B|RRM2|NUF2,0.6192552074672555,1675.6443970000255,24.06261110000196,ok,49,0,3067051,1ec46a0b2f53d057,mar,0.05,3,5884.011443199997,1
CCNB1,0.3661918500320017,0.2929902121663719,0.7277413452237935,0.8539803095800624,0.8678635953026197,1527,81,48,24,NDC80|PTTG1|UBE2C|CEP55|CENPF|BIRC5|KIF2C|NUF2|UBE2T|MELK|MKI67|TYMS|CCNE1|CDC6|MAPT|PHGDH|MYBL2|ORC6|FGFR4|BLVRA|MDM2|ERBB2|CXXC5|EGFR,0.35224469114788115,1790.693661600002,29.29576249999809,ok,49,0,3067051,1ec46a0b2f53d057,mar,0.05,3,5884.011443199997,1
CCNE1,0.5128913568763894,0.3608533464353221,0.7713496672693041,0.892272578431262,0.8454235637779942,1529,79,44,22,KIF2C|MELK|EXO1|UBE2C|FOXA1|BIRC5|MLPH|PTTG1|MKI67|NDC80|FOXC1|GPR160|EGFR|UBE2T|CCNB1|NUF2|MIA|FGFR4|CDC6|GRB7|ERBB2|MYC,0.47057850423442105,1622.1414420999936,21.026174300001003,ok,49,0,3067051,1ec46a0b2f53d057,mar,0.05,3,5884.011443199997,1
CDC20,0.3258537205930216,0.26842101561934767,0.9437249454174917,0.9717937345397778,0.9738749269433081,1549,59,44,22,KIF2C|UBE2C|CEP55|BIRC5|PTTG1|MELK|CENPF|NDC80|UBE2T|SLC39A6|BCL2|GPR160|NUF2|RRM2|PGR|CDC6|CXXC5|ORC6|GRB7|BAG1|MYBL2|ERBB2,0.3745303741054242,1877.471423399984,24.185498999984702,ok,49,0,3067051,1ec46a0b2f53d057,mar,0.05,3,5884.011443199997,1
CDC6,0.21042933049811172,0.1383197672382247,0.09492642503379278,0.32962880663779665,0.37031487293712667,1524,84,15,7,EXO1|UBE2C|CEP55|ERBB2|CCNB1|KIF2C|ANLN,0.20274986736727368,2278.9977197999833,3.5390279999992345,ok,49,0,3067051,1ec46a0b2f53d057,mar,0.05,3,5884.011443199997,1
