cohort,mechanism,missing_rate,metric,higher_is_better,method_a,method_b,mean_a,mean_b,delta_a_minus_b,wilcoxon_stat,p_value,rank_biserial_r,n_pairs,note,p_holm
discovery,mcar,0.1,corr_rv,True,RFECA_SVR(k=10),RFECA_SVR(k=20),0.9887258934007797,0.9857749182836555,0.002950975117124166,0.0,0.001953125,1.0,10,,0.029296875
discovery,mcar,0.1,corr_rv,True,RFECA_SVR(k=10),MissForest,0.9887258934007797,0.9929716829525848,-0.004245789551805101,0.0,0.001953125,-1.0,10,,0.029296875
discovery,mcar,0.1,corr_rv,True,RFECA_SVR(k=20),MissForest,0.9857749182836555,0.9929716829525848,-0.0071967646689292675,0.0,0.001953125,-1.0,10,,0.029296875
discovery,mcar,0.2,corr_rv,True,SimpleMean,"KNN(k=5,dist)",0.9559710813457654,0.9806961092133687,-0.024725027867603333,0.0,0.001953125,-1.0,10,,0.029296875
discovery,mcar,0.2,corr_rv,True,SimpleMean,RFECA_SVR(k=5),0.9559710813457654,0.9770641406279326,-0.021093059282167204,0.0,0.001953125,-1.0,10,,0.029296875
discovery,mcar,0.2,corr_rv,True,SimpleMean,RFECA_SVR(k=10),0.9559710813457654,0.9723549038949544,-0.01638382254918902,0.0,0.001953125,-1.0,10,,0.029296875
discovery,mcar,0.2,corr_rv,True,SimpleMean,RFECA_SVR(k=20),0.9559710813457654,0.9654728799402583,-0.00950179859449296,0.0,0.001953125,-1.0,10,,0.029296875
discovery,mcar,0.2,corr_rv,True,SimpleMean,MissForest,0.9559710813457654,0.9847160971369705,-0.028745015791205142,0.0,0.001953125,-1.0,10,,0.029296875
discovery,mcar,0.2,corr_rv,True,"KNN(k=5,dist)",RFECA_SVR(k=5),0.9806961092133687,0.9770641406279326,0.0036319685854361294,0.0,0.001953125,1.0,10,,0.029296875
discovery,mcar,0.2,corr_rv,True,"KNN(k=5,dist)",RFECA_SVR(k=10),0.9806961092133687,0.9723549038949544,0.008341205318414313,0.0,0.001953125,1.0,10,,0.029296875
discovery,mcar,0.2,corr_rv,True,"KNN(k=5,dist)",RFECA_SVR(k=20),0.9806961092133687,0.9654728799402583,0.015223229273110372,0.0,0.001953125,1.0,10,,0.029296875
discovery,mcar,0.2,corr_rv,True,"KNN(k=5,dist)",MissForest,0.9806961092133687,0.9847160971369705,-0.004019987923601809,0.0,0.001953125,-1.0,10,,0.029296875
discovery,mcar,0.2,corr_rv,True,RFECA_SVR(k=5),RFECA_SVR(k=10),0.9770641406279326,0.9723549038949544,0.004709236732978184,0.0,0.001953125,1.0,10,,0.029296875
discovery,mcar,0.2,corr_rv,True,RFECA_SVR(k=5),RFECA_SVR(k=20),0.9770641406279326,0.9654728799402583,0.011591260687674243,0.0,0.001953125,1.0,10,,0.029296875
discovery,mcar,0.2,corr_rv,True,RFECA_SVR(k=5),MissForest,0.9770641406279326,0.9847160971369705,-0.007651956509037938,0.0,0.001953125,-1.0,10,,0.029296875
discovery,mcar,0.2,corr_rv,True,RFECA_SVR(k=10),RFECA_SVR(k=20),0.9723549038949544,0.9654728799402583,0.006882023954696059,0.0,0.001953125,1.0,10,,0.029296875
discovery,mcar,0.2,corr_rv,True,RFECA_SVR(k=10),MissForest,0.9723549038949544,0.9847160971369705,-0.012361193242016122,0.0,0.001953125,-1.0,10,,0.029296875
discovery,mcar,0.2,corr_rv,True,RFECA_SVR(k=20),MissForest,0.9654728799402583,0.9847160971369705,-0.01924321719671218,0.0,0.001953125,-1.0,10,,0.029296875
discovery,mcar,0.3,corr_rv,True,SimpleMean,"KNN(k=5,dist)",0.9191185000117372,0.9677730567841589,-0.0486545567724217,0.0,0.001953125,-1.0,10,,0.029296875
discovery,mcar,0.3,corr_rv,True,SimpleMean,RFECA_SVR(k=5),0.9191185000117372,0.9576778831883758,-0.03855938317663854,0.0,0.001953125,-1.0,10,,0.029296875
discovery,mcar,0.3,corr_rv,True,SimpleMean,RFECA_SVR(k=10),0.9191185000117372,0.946074424253494,-0.026955924241756746,0.0,0.001953125,-1.0,10,,0.029296875
discovery,mcar,0.3,corr_rv,True,SimpleMean,RFECA_SVR(k=20),0.9191185000117372,0.9332244060327104,-0.014105906020973169,0.0,0.001953125,-1.0,10,,0.029296875
discovery,mcar,0.3,corr_rv,True,SimpleMean,MissForest,0.9191185000117372,0.97596488818435,-0.05684638817261278,0.0,0.001953125,-1.0,10,,0.029296875
discovery,mcar,0.3,corr_rv,True,"KNN(k=5,dist)",RFECA_SVR(k=5),0.9677730567841589,0.9576778831883758,0.010095173595783158,0.0,0.001953125,1.0,10,,0.029296875
discovery,mcar,0.3,corr_rv,True,"KNN(k=5,dist)",RFECA_SVR(k=10),0.9677730567841589,0.946074424253494,0.021698632530664952,0.0,0.001953125,1.0,10,,0.029296875
discovery,mcar,0.3,corr_rv,True,"KNN(k=5,dist)",RFECA_SVR(k=20),0.9677730567841589,0.9332244060327104,0.03454865075144853,0.0,0.001953125,1.0,10,,0.029296875
discovery,mcar,0.3,corr_rv,True,"KNN(k=5,dist)",MissForest,0.9677730567841589,0.97596488818435,-0.008191831400191085,0.0,0.001953125,-1.0,10,,0.029296875
discovery,mcar,0.3,corr_rv,True,RFECA_SVR(k=5),RFECA_SVR(k=10),0.9576778831883758,0.946074424253494,0.011603458934881794,1.0,0.00390625,0.9636363636363636,10,,0.029296875
discovery,mcar,0.3,corr_rv,True,RFECA_SVR(k=5),RFECA_SVR(k=20),0.9576778831883758,0.9332244060327104,0.02445347715566537,0.0,0.001953125,1.0,10,,0.029296875
discovery,mcar,0.3,corr_rv,True,RFECA_SVR(k=5),MissForest,0.9576778831883758,0.97596488818435,-0.018287004995974243,0.0,0.001953125,-1.0,10,,0.029296875
discovery,mcar,0.3,corr_rv,True,RFECA_SVR(k=10),RFECA_SVR(k=20),0.946074424253494,0.9332244060327104,0.012850018220783577,0.0,0.001953125,1.0,10,,0.029296875
discovery,mcar,0.3,corr_rv,True,RFECA_SVR(k=10),MissForest,0.946074424253494,0.97596488818435,-0.029890463930856037,0.0,0.001953125,-1.0,10,,0.029296875
discovery,mcar,0.3,corr_rv,True,RFECA_SVR(k=20),MissForest,0.9332244060327104,0.97596488818435,-0.042740482151639614,0.0,0.001953125,-1.0,10,,0.029296875
metabric,mcar,0.05,f1_macro,True,SimpleMean,"KNN(k=5,dist)",0.878740165462206,0.8812234101019347,-0.00248324463972871,10.0,0.083984375,-0.6363636363636365,10,,1.0
metabric,mcar,0.05,f1_macro,True,SimpleMean,RFECA_SVR(k=5),0.878740165462206,0.881190811925919,-0.0024506464637129577,11.0,0.10546875,-0.6000000000000001,10,,1.0
metabric,mcar,0.05,f1_macro,True,SimpleMean,RFECA_SVR(k=10),0.878740165462206,0.8821873344317991,-0.003447168969593073,5.0,0.01953125,-0.8181818181818181,10,,0.29296875
metabric,mcar,0.05,f1_macro,True,SimpleMean,RFECA_SVR(k=20),0.878740165462206,0.8822424970815849,-0.003502331619378851,5.0,0.01953125,-0.8181818181818181,10,,0.29296875
metabric,mcar,0.05,f1_macro,True,SimpleMean,MissForest,0.878740165462206,0.881212014345808,-0.002471848883601968,13.0,0.16015625,-0.5272727272727273,10,,1.0
metabric,mcar,0.05,f1_macro,True,"KNN(k=5,dist)",RFECA_SVR(k=5),0.8812234101019347,0.881190811925919,3.259817601575232e-05,22.0,0.625,-0.19999999999999996,10,,1.0
metabric,mcar,0.05,f1_macro,True,"KNN(k=5,dist)",RFECA_SVR(k=10),0.8812234101019347,0.8821873344317991,-0.0009639243298643629,19.0,0.431640625,-0.3090909090909091,10,,1.0
metabric,mcar,0.05,f1_macro,True,"KNN(k=5,dist)",RFECA_SVR(k=20),0.8812234101019347,0.8822424970815849,-0.0010190869796501412,12.0,0.130859375,-0.5636363636363637,10,,1.0
metabric,mcar,0.05,f1_macro,True,"KNN(k=5,dist)",MissForest,0.8812234101019347,0.881212014345808,1.139575612674193e-05,24.0,0.76953125,-0.1272727272727272,10,,1.0
metabric,mcar,0.05,f1_macro,True,RFECA_SVR(k=5),RFECA_SVR(k=10),0.881190811925919,0.8821873344317991,-0.0009965225058801153,21.0,0.556640625,-0.23636363636363633,10,,1.0
metabric,mcar,0.05,f1_macro,True,RFECA_SVR(k=5),RFECA_SVR(k=20),0.881190811925919,0.8822424970815849,-0.0010516851556658935,17.0,0.322265625,-0.38181818181818183,10,,1.0
metabric,mcar,0.05,f1_macro,True,RFECA_SVR(k=5),MissForest,0.881190811925919,0.881212014345808,-2.1202419889010393e-05,24.0,0.76953125,0.12727272727272732,10,,1.0
metabric,mcar,0.05,f1_macro,True,RFECA_SVR(k=10),RFECA_SVR(k=20),0.8821873344317991,0.8822424970815849,-5.516264978577823e-05,27.0,1.0,0.018181818181818188,10,,1.0
metabric,mcar,0.05,f1_macro,True,RFECA_SVR(k=10),MissForest,0.8821873344317991,0.881212014345808,0.0009753200859911049,20.0,0.4921875,0.2727272727272727,10,,1.0
metabric,mcar,0.05,f1_macro,True,RFECA_SVR(k=20),MissForest,0.8822424970815849,0.881212014345808,0.001030482735776883,17.0,0.322265625,0.38181818181818183,10,,1.0
metabric,mcar,0.1,f1_macro,True,SimpleMean,"KNN(k=5,dist)",0.8747997280647162,0.8756739489033232,-0.0008742208386069983,24.0,0.76953125,-0.1272727272727272,10,,1.0
metabric,mcar,0.1,f1_macro,True,SimpleMean,RFECA_SVR(k=5),0.8747997280647162,0.8770501697569497,-0.00225044169223354,14.0,0.193359375,-0.49090909090909096,10,,1.0
metabric,mcar,0.1,f1_macro,True,SimpleMean,RFECA_SVR(k=10),0.8747997280647162,0.8780695701858203,-0.0032698421211041495,7.0,0.037109375,-0.7454545454545454,10,,0.482421875
metabric,mcar,0.1,f1_macro,True,SimpleMean,RFECA_SVR(k=20),0.8747997280647162,0.8788408255873517,-0.004041097522635484,2.0,0.005859375,-0.9272727272727272,10,,0.087890625
metabric,mcar,0.1,f1_macro,True,SimpleMean,MissForest,0.8747997280647162,0.8786664667109548,-0.0038667386462386544,8.0,0.048828125,-0.709090909090909,10,,0.5859375
metabric,mcar,0.1,f1_macro,True,"KNN(k=5,dist)",RFECA_SVR(k=5),0.8756739489033232,0.8770501697569497,-0.001376220853626542,13.0,0.16015625,-0.5272727272727273,10,,1.0
metabric,mcar,0.1,f1_macro,True,"KNN(k=5,dist)",RFECA_SVR(k=10),0.8756739489033232,0.8780695701858203,-0.0023956212824971512,10.0,0.083984375,-0.6363636363636365,10,,0.923828125
metabric,mcar,0.1,f1_macro,True,"KNN(k=5,dist)",RFECA_SVR(k=20),0.8756739489033232,0.8788408255873517,-0.0031668766840284857,2.0,0.005859375,-0.9272727272727272,10,,0.087890625
metabric,mcar,0.1,f1_macro,True,"KNN(k=5,dist)",MissForest,0.8756739489033232,0.8786664667109548,-0.002992517807631656,15.0,0.232421875,-0.4545454545454546,10,,1.0
metabric,mcar,0.1,f1_macro,True,RFECA_SVR(k=5),RFECA_SVR(k=10),0.8770501697569497,0.8780695701858203,-0.0010194004288706093,16.0,0.275390625,-0.4181818181818182,10,,1.0
metabric,mcar,0.1,f1_macro,True,RFECA_SVR(k=5),RFECA_SVR(k=20),0.8770501697569497,0.8788408255873517,-0.0017906558304019438,14.0,0.193359375,-0.49090909090909096,10,,1.0
metabric,mcar,0.1,f1_macro,True,RFECA_SVR(k=5),MissForest,0.8770501697569497,0.8786664667109548,-0.0016162969540051142,21.0,0.556640625,-0.23636363636363633,10,,1.0
metabric,mcar,0.1,f1_macro,True,RFECA_SVR(k=10),RFECA_SVR(k=20),0.8780695701858203,0.8788408255873517,-0.0007712554015313344,21.0,0.556640625,-0.23636363636363633,10,,1.0
metabric,mcar,0.1,f1_macro,True,RFECA_SVR(k=10),MissForest,0.8780695701858203,0.8786664667109548,-0.0005968965251345049,27.0,1.0,-0.018181818181818077,10,,1.0
metabric,mcar,0.1,f1_macro,True,RFECA_SVR(k=20),MissForest,0.8788408255873517,0.8786664667109548,0.00017435887639682957,26.0,0.921875,0.054545454545454564,10,,1.0
metabric,mcar,0.2,f1_macro,True,SimpleMean,"KNN(k=5,dist)",0.8660736598153809,0.8691416635535306,-0.0030680037381497494,8.0,0.048828125,-0.709090909090909,10,,0.296875
metabric,mcar,0.2,f1_macro,True,SimpleMean,RFECA_SVR(k=5),0.8660736598153809,0.8699658920139648,-0.0038922321985839226,2.0,0.005859375,-0.9272727272727272,10,,0.076171875
metabric,mcar,0.2,f1_macro,True,SimpleMean,RFECA_SVR(k=10),0.8660736598153809,0.8699883418704252,-0.003914682055044305,7.0,0.037109375,-0.7454545454545454,10,,0.296875
metabric,mcar,0.2,f1_macro,True,SimpleMean,RFECA_SVR(k=20),0.8660736598153809,0.8748686891553614,-0.008795029339980553,0.0,0.001953125,-1.0,10,,0.029296875
metabric,mcar,0.2,f1_macro,True,SimpleMean,MissForest,0.8660736598153809,0.8741775961522379,-0.00810393633685702,0.0,0.001953125,-1.0,10,,0.029296875
metabric,mcar,0.2,f1_macro,True,"KNN(k=5,dist)",RFECA_SVR(k=5),0.8691416635535306,0.8699658920139648,-0.0008242284604341732,21.0,0.556640625,-0.23636363636363633,10,,1.0
metabric,mcar,0.2,f1_macro,True,"KNN(k=5,dist)",RFECA_SVR(k=10),0.8691416635535306,0.8699883418704252,-0.0008466783168945557,24.0,0.76953125,-0.1272727272727272,10,,1.0
metabric,mcar,0.2,f1_macro,True,"KNN(k=5,dist)",RFECA_SVR(k=20),0.8691416635535306,0.8748686891553614,-0.005727025601830804,2.0,0.005859375,-0.9272727272727272,10,,0.076171875
metabric,mcar,0.2,f1_macro,True,"KNN(k=5,dist)",MissForest,0.8691416635535306,0.8741775961522379,-0.005035932598707271,3.0,0.009765625,-0.8909090909090909,10,,0.09765625
metabric,mcar,0.2,f1_macro,True,RFECA_SVR(k=5),RFECA_SVR(k=10),0.8699658920139648,0.8699883418704252,-2.2449856460382556e-05,26.0,0.921875,0.054545454545454564,10,,1.0
metabric,mcar,0.2,f1_macro,True,RFECA_SVR(k=5),RFECA_SVR(k=20),0.8699658920139648,0.8748686891553614,-0.004902797141396631,5.0,0.01953125,-0.8181818181818181,10,,0.17578125
metabric,mcar,0.2,f1_macro,True,RFECA_SVR(k=5),MissForest,0.8699658920139648,0.8741775961522379,-0.004211704138273098,7.0,0.037109375,-0.7454545454545454,10,,0.296875
metabric,mcar,0.2,f1_macro,True,RFECA_SVR(k=10),RFECA_SVR(k=20),0.8699883418704252,0.8748686891553614,-0.004880347284936248,2.0,0.005859375,-0.9272727272727272,10,,0.076171875
metabric,mcar,0.2,f1_macro,True,RFECA_SVR(k=10),MissForest,0.8699883418704252,0.8741775961522379,-0.004189254281812715,11.0,0.10546875,-0.6000000000000001,10,,0.52734375
metabric,mcar,0.2,f1_macro,True,RFECA_SVR(k=20),MissForest,0.8748686891553614,0.8741775961522379,0.0006910930031235329,23.0,0.6953125,0.1636363636363637,10,,1.0
metabric,mcar,0.3,f1_macro,True,SimpleMean,"KNN(k=5,dist)",0.8550846750816824,0.8582261234591261,-0.0031414483774436786,24.0,0.76953125,-0.1272727272727272,10,,1.0
metabric,mcar,0.3,f1_macro,True,SimpleMean,RFECA_SVR(k=5),0.8550846750816824,0.8611557612545108,-0.006071086172828366,4.0,0.013671875,-0.8545454545454545,10,,0.1640625
metabric,mcar,0.3,f1_macro,True,SimpleMean,RFECA_SVR(k=10),0.8550846750816824,0.863862901789948,-0.008778226708265557,0.0,0.001953125,-1.0,10,,0.029296875
metabric,mcar,0.3,f1_macro,True,SimpleMean,RFECA_SVR(k=20),0.8550846750816824,0.8627088318455878,-0.0076241567639053764,5.0,0.01953125,-0.8181818181818181,10,,0.1953125
metabric,mcar,0.3,f1_macro,True,SimpleMean,MissForest,0.8550846750816824,0.8662237147375468,-0.01113903965586438,0.0,0.001953125,-1.0,10,,0.029296875
metabric,mcar,0.3,f1_macro,True,"KNN(k=5,dist)",RFECA_SVR(k=5),0.8582261234591261,0.8611557612545108,-0.0029296377953846875,11.0,0.10546875,-0.6000000000000001,10,,0.6328125
metabric,mcar,0.3,f1_macro,True,"KNN(k=5,dist)",RFECA_SVR(k=10),0.8582261234591261,0.863862901789948,-0.005636778330821879,4.0,0.013671875,-0.8545454545454545,10,,0.1640625
metabric,mcar,0.3,f1_macro,True,"KNN(k=5,dist)",RFECA_SVR(k=20),0.8582261234591261,0.8627088318455878,-0.004482708386461698,8.0,0.048828125,-0.709090909090909,10,,0.341796875
metabric,mcar,0.3,f1_macro,True,"KNN(k=5,dist)",MissForest,0.8582261234591261,0.8662237147375468,-0.007997591278420701,2.0,0.005859375,-0.9272727272727272,10,,0.076171875
metabric,mcar,0.3,f1_macro,True,RFECA_SVR(k=5),RFECA_SVR(k=10),0.8611557612545108,0.863862901789948,-0.0027071405354371914,6.0,0.02734375,-0.7818181818181817,10,,0.24609375
metabric,mcar,0.3,f1_macro,True,RFECA_SVR(k=5),RFECA_SVR(k=20),0.8611557612545108,0.8627088318455878,-0.0015530705910770104,16.0,0.275390625,-0.4181818181818182,10,,0.9296875
metabric,mcar,0.3,f1_macro,True,RFECA_SVR(k=5),MissForest,0.8611557612545108,0.8662237147375468,-0.005067953483036014,6.0,0.02734375,-0.7818181818181817,10,,0.24609375
metabric,mcar,0.3,f1_macro,True,RFECA_SVR(k=10),RFECA_SVR(k=20),0.863862901789948,0.8627088318455878,0.001154069944360181,23.0,0.6953125,0.1636363636363637,10,,1.0
metabric,mcar,0.3,f1_macro,True,RFECA_SVR(k=10),MissForest,0.863862901789948,0.8662237147375468,-0.0023608129475988227,15.0,0.232421875,-0.4545454545454546,10,,0.9296875
metabric,mcar,0.3,f1_macro,True,RFECA_SVR(k=20),MissForest,0.8627088318455878,0.8662237147375468,-0.0035148828919590036,12.0,0.130859375,-0.5636363636363637,10,,0.654296875
metabric,mcar,0.05,rmse,False,SimpleMean,"KNN(k=5,dist)",1.0667378370555554,0.6795133633865713,0.38722447366898405,0.0,0.001953125,1.0,10,,0.029296875
metabric,mcar,0.05,rmse,False,SimpleMean,RFECA_SVR(k=5),1.0667378370555554,0.6931456736171708,0.37359216343838453,0.0,0.001953125,1.0,10,,0.029296875
metabric,mcar,0.05,rmse,False,SimpleMean,RFECA_SVR(k=10),1.0667378370555554,0.6778398115407647,0.3888980255147907,0.0,0.001953125,1.0,10,,0.029296875
metabric,mcar,0.05,rmse,False,SimpleMean,RFECA_SVR(k=20),1.0667378370555554,0.6734393084175554,0.39329852863799997,0.0,0.001953125,1.0,10,,0.029296875
metabric,mcar,0.05,rmse,False,SimpleMean,MissForest,1.0667378370555554,0.6172462402652915,0.44949159679026385,0.0,0.001953125,1.0,10,,0.029296875
metabric,mcar,0.05,rmse,False,"KNN(k=5,dist)",RFECA_SVR(k=5),0.6795133633865713,0.6931456736171708,-0.01363231023059952,5.0,0.01953125,-0.8181818181818181,10,,0.078125
metabric,mcar,0.05,rmse,False,"KNN(k=5,dist)",RFECA_SVR(k=10),0.6795133633865713,0.6778398115407647,0.0016735518458066423,23.0,0.6953125,0.1636363636363637,10,,0.6953125
metabric,mcar,0.05,rmse,False,"KNN(k=5,dist)",RFECA_SVR(k=20),0.6795133633865713,0.6734393084175554,0.0060740549690159185,10.0,0.083984375,0.6363636363636364,10,,0.16796875
metabric,mcar,0.05,rmse,False,"KNN(k=5,dist)",MissForest,0.6795133633865713,0.6172462402652915,0.0622671231212798,0.0,0.001953125,1.0,10,,0.029296875
metabric,mcar,0.05,rmse,False,RFECA_SVR(k=5),RFECA_SVR(k=10),0.6931456736171708,0.6778398115407647,0.015305862076406163,0.0,0.001953125,1.0,10,,0.029296875
metabric,mcar,0.05,rmse,False,RFECA_SVR(k=5),RFECA_SVR(k=20),0.6931456736171708,0.6734393084175554,0.01970636519961544,0.0,0.001953125,1.0,10,,0.029296875
metabric,mcar,0.05,rmse,False,RFECA_SVR(k=5),MissForest,0.6931456736171708,0.6172462402652915,0.07589943335187932,0.0,0.001953125,1.0,10,,0.029296875
metabric,mcar,0.05,rmse,False,RFECA_SVR(k=10),RFECA_SVR(k=20),0.6778398115407647,0.6734393084175554,0.004400503123209276,8.0,0.048828125,0.7090909090909091,10,,0.146484375
metabric,mcar,0.05,rmse,False,RFECA_SVR(k=10),MissForest,0.6778398115407647,0.6172462402652915,0.06059357127547316,0.0,0.001953125,1.0,10,,0.029296875
metabric,mcar,0.05,rmse,False,RFECA_SVR(k=20),MissForest,0.6734393084175554,0.6172462402652915,0.05619306815226388,0.0,0.001953125,1.0,10,,0.029296875
metabric,mcar,0.1,rmse,False,SimpleMean,"KNN(k=5,dist)",1.0632839529894023,0.6914800654508626,0.37180388753853966,0.0,0.001953125,1.0,10,,0.029296875
metabric,mcar,0.1,rmse,False,SimpleMean,RFECA_SVR(k=5),1.0632839529894023,0.7057575081677976,0.35752644482160467,0.0,0.001953125,1.0,10,,0.029296875
metabric,mcar,0.1,rmse,False,SimpleMean,RFECA_SVR(k=10),1.0632839529894023,0.6890601949888076,0.3742237580005947,0.0,0.001953125,1.0,10,,0.029296875
metabric,mcar,0.1,rmse,False,SimpleMean,RFECA_SVR(k=20),1.0632839529894023,0.6858574707692758,0.3774264822201264,0.0,0.001953125,1.0,10,,0.029296875
metabric,mcar,0.1,rmse,False,SimpleMean,MissForest,1.0632839529894023,0.6236001728353093,0.43968378015409293,0.0,0.001953125,1.0,10,,0.029296875
metabric,mcar,0.1,rmse,False,"KNN(k=5,dist)",RFECA_SVR(k=5),0.6914800654508626,0.7057575081677976,-0.014277442716934985,1.0,0.00390625,-0.9636363636363636,10,,0.029296875
metabric,mcar,0.1,rmse,False,"KNN(k=5,dist)",RFECA_SVR(k=10),0.6914800654508626,0.6890601949888076,0.0024198704620550515,16.0,0.275390625,0.4181818181818182,10,,0.275390625
metabric,mcar,0.1,rmse,False,"KNN(k=5,dist)",RFECA_SVR(k=20),0.6914800654508626,0.6858574707692758,0.005622594681586768,12.0,0.130859375,0.5636363636363637,10,,0.26171875
metabric,mcar,0.1,rmse,False,"KNN(k=5,dist)",MissForest,0.6914800654508626,0.6236001728353093,0.06787989261555327,0.0,0.001953125,1.0,10,,0.029296875
metabric,mcar,0.1,rmse,False,RFECA_SVR(k=5),RFECA_SVR(k=10),0.7057575081677976,0.6890601949888076,0.016697313178990036,0.0,0.001953125,1.0,10,,0.029296875
metabric,mcar,0.1,rmse,False,RFECA_SVR(k=5),RFECA_SVR(k=20),0.7057575081677976,0.6858574707692758,0.019900037398521753,0.0,0.001953125,1.0,10,,0.029296875
metabric,mcar,0.1,rmse,False,RFECA_SVR(k=5),MissForest,0.7057575081677976,0.6236001728353093,0.08215733533248826,0.0,0.001953125,1.0,10,,0.029296875
metabric,mcar,0.1,rmse,False,RFECA_SVR(k=10),RFECA_SVR(k=20),0.6890601949888076,0.6858574707692758,0.0032027242195317163,7.0,0.037109375,0.7454545454545455,10,,0.111328125
metabric,mcar,0.1,rmse,False,RFECA_SVR(k=10),MissForest,0.6890601949888076,0.6236001728353093,0.06546002215349822,0.0,0.001953125,1.0,10,,0.029296875
metabric,mcar,0.1,rmse,False,RFECA_SVR(k=20),MissForest,0.6858574707692758,0.6236001728353093,0.062257297933966504,0.0,0.001953125,1.0,10,,0.029296875
metabric,mcar,0.2,rmse,False,SimpleMean,"KNN(k=5,dist)",1.0675325388276042,0.7095707550674925,0.3579617837601118,0.0,0.001953125,1.0,10,,0.029296875
metabric,mcar,0.2,rmse,False,SimpleMean,RFECA_SVR(k=5),1.0675325388276042,0.7231464675236974,0.34438607130390686,0.0,0.001953125,1.0,10,,0.029296875
metabric,mcar,0.2,rmse,False,SimpleMean,RFECA_SVR(k=10),1.0675325388276042,0.7059020033174648,0.36163053551013946,0.0,0.001953125,1.0,10,,0.029296875
metabric,mcar,0.2,rmse,False,SimpleMean,RFECA_SVR(k=20),1.0675325388276042,0.7059426056470143,0.36158993318058996,0.0,0.001953125,1.0,10,,0.029296875
metabric,mcar,0.2,rmse,False,SimpleMean,MissForest,1.0675325388276042,0.6371393598958995,0.4303931789317047,0.0,0.001953125,1.0,10,,0.029296875
metabric,mcar,0.2,rmse,False,"KNN(k=5,dist)",RFECA_SVR(k=5),0.7095707550674925,0.7231464675236974,-0.013575712456204925,0.0,0.001953125,-1.0,10,,0.029296875
metabric,mcar,0.2,rmse,False,"KNN(k=5,dist)",RFECA_SVR(k=10),0.7095707550674925,0.7059020033174648,0.0036687517500276767,12.0,0.130859375,0.5636363636363637,10,,0.392578125
metabric,mcar,0.2,rmse,False,"KNN(k=5,dist)",RFECA_SVR(k=20),0.7095707550674925,0.7059426056470143,0.0036281494204781772,12.0,0.130859375,0.5636363636363637,10,,0.392578125
metabric,mcar,0.2,rmse,False,"KNN(k=5,dist)",MissForest,0.7095707550674925,0.6371393598958995,0.07243139517159292,0.0,0.001953125,1.0,10,,0.029296875
metabric,mcar,0.2,rmse,False,RFECA_SVR(k=5),RFECA_SVR(k=10),0.7231464675236974,0.7059020033174648,0.0172444642062326,0.0,0.001953125,1.0,10,,0.029296875
metabric,mcar,0.2,rmse,False,RFECA_SVR(k=5),RFECA_SVR(k=20),0.7231464675236974,0.7059426056470143,0.017203861876683102,0.0,0.001953125,1.0,10,,0.029296875
metabric,mcar,0.2,rmse,False,RFECA_SVR(k=5),MissForest,0.7231464675236974,0.6371393598958995,0.08600710762779784,0.0,0.001953125,1.0,10,,0.029296875
metabric,mcar,0.2,rmse,False,RFECA_SVR(k=10),RFECA_SVR(k=20),0.7059020033174648,0.7059426056470143,-4.0602329549499494e-05,22.0,0.625,-0.19999999999999996,10,,0.625
metabric,mcar,0.2,rmse,False,RFECA_SVR(k=10),MissForest,0.7059020033174648,0.6371393598958995,0.06876264342156524,0.0,0.001953125,1.0,10,,0.029296875
metabric,mcar,0.2,rmse,False,RFECA_SVR(k=20),MissForest,0.7059426056470143,0.6371393598958995,0.06880324575111474,0.0,0.001953125,1.0,10,,0.029296875
metabric,mcar,0.3,rmse,False,SimpleMean,"KNN(k=5,dist)",1.068808469877248,0.7335889223533446,0.33521954752390337,0.0,0.001953125,1.0,10,,0.029296875
metabric,mcar,0.3,rmse,False,SimpleMean,RFECA_SVR(k=5),1.068808469877248,0.7433308152272196,0.3254776546500284,0.0,0.001953125,1.0,10,,0.029296875
metabric,mcar,0.3,rmse,False,SimpleMean,RFECA_SVR(k=10),1.068808469877248,0.7293349315575418,0.33947353831970617,0.0,0.001953125,1.0,10,,0.029296875
metabric,mcar,0.3,rmse,False,SimpleMean,RFECA_SVR(k=20),1.068808469877248,0.7360615266759072,0.3327469432013408,0.0,0.001953125,1.0,10,,0.029296875
metabric,mcar,0.3,rmse,False,SimpleMean,MissForest,1.068808469877248,0.6532032377531888,0.4156052321240592,0.0,0.001953125,1.0,10,,0.029296875
metabric,mcar,0.3,rmse,False,"KNN(k=5,dist)",RFECA_SVR(k=5),0.7335889223533446,0.7433308152272196,-0.009741892873874947,0.0,0.001953125,-1.0,10,,0.029296875
metabric,mcar,0.3,rmse,False,"KNN(k=5,dist)",RFECA_SVR(k=10),0.7335889223533446,0.7293349315575418,0.004253990795802798,6.0,0.02734375,0.7818181818181819,10,,0.0546875
metabric,mcar,0.3,rmse,False,"KNN(k=5,dist)",RFECA_SVR(k=20),0.7335889223533446,0.7360615266759072,-0.002472604322562577,11.0,0.10546875,-0.6000000000000001,10,,0.10546875
metabric,mcar,0.3,rmse,False,"KNN(k=5,dist)",MissForest,0.7335889223533446,0.6532032377531888,0.08038568460015583,0.0,0.001953125,1.0,10,,0.029296875
metabric,mcar,0.3,rmse,False,RFECA_SVR(k=5),RFECA_SVR(k=10),0.7433308152272196,0.7293349315575418,0.013995883669677744,0.0,0.001953125,1.0,10,,0.029296875
