stage,imputer,missing_rate,replicate,fold,n_train,n_test,train_test_overlap,imputer_object_id,correlation_source,has_corr_csv_path
imputation,SimpleMean,0.0,0,1,1286,322,0,2698157469008,n/a,False
imputation,SimpleMean,0.0,0,2,1286,322,0,2698157469328,n/a,False
imputation,SimpleMean,0.0,0,3,1286,322,0,2698157012112,n/a,False
imputation,SimpleMean,0.0,0,4,1287,321,0,2698157013632,n/a,False
imputation,SimpleMean,0.0,0,5,1287,321,0,2698157869680,n/a,False
imputation,"KNN(k=5,dist)",0.0,0,1,1286,322,0,2698157469968,n/a,False
imputation,"KNN(k=5,dist)",0.0,0,2,1286,322,0,2698157470608,n/a,False
imputation,"KNN(k=5,dist)",0.0,0,3,1286,322,0,2698157013936,n/a,False
imputation,"KNN(k=5,dist)",0.0,0,4,1287,321,0,2698157014240,n/a,False
imputation,"KNN(k=5,dist)",0.0,0,5,1287,321,0,2698157872272,n/a,False
imputation,RFECA_SVR(k=5),0.0,0,1,1286,322,0,2698157014544,training_fold_X.corr(),False
imputation,RFECA_SVR(k=5),0.0,0,2,1286,322,0,2698191601744,training_fold_X.corr(),False
imputation,RFECA_SVR(k=5),0.0,0,3,1286,322,0,2698157871984,training_fold_X.corr(),False
imputation,RFECA_SVR(k=5),0.0,0,4,1287,321,0,2698157741728,training_fold_X.corr(),False
imputation,RFECA_SVR(k=5),0.0,0,5,1287,321,0,2698157743360,training_fold_X.corr(),False
imputation,RFECA_SVR(k=10),0.0,0,1,1286,322,0,2698135257680,training_fold_X.corr(),False
imputation,RFECA_SVR(k=10),0.0,0,2,1286,322,0,2698135257424,training_fold_X.corr(),False
imputation,RFECA_SVR(k=10),0.0,0,3,1286,322,0,2698156882064,training_fold_X.corr(),False
imputation,RFECA_SVR(k=10),0.0,0,4,1287,321,0,2698156882544,training_fold_X.corr(),False
imputation,RFECA_SVR(k=10),0.0,0,5,1287,321,0,2698157994992,training_fold_X.corr(),False
imputation,RFECA_SVR(k=20),0.0,0,1,1286,322,0,2698157995664,training_fold_X.corr(),False
imputation,RFECA_SVR(k=20),0.0,0,2,1286,322,0,2698157995888,training_fold_X.corr(),False
imputation,RFECA_SVR(k=20),0.0,0,3,1286,322,0,2698157996112,training_fold_X.corr(),False
imputation,RFECA_SVR(k=20),0.0,0,4,1287,321,0,2698157996336,training_fold_X.corr(),False
imputation,RFECA_SVR(k=20),0.0,0,5,1287,321,0,2698157996560,training_fold_X.corr(),False
imputation,MissForest,0.0,0,1,1286,322,0,2698157472528,n/a,False
imputation,MissForest,0.0,0,2,1286,322,0,2698157471568,n/a,False
imputation,MissForest,0.0,0,3,1286,322,0,2698157473488,n/a,False
imputation,MissForest,0.0,0,4,1287,321,0,2698191994960,n/a,False
imputation,MissForest,0.0,0,5,1287,321,0,2698191995280,n/a,False
classification,SimpleMean,0.0,0,1,1286,322,0,2698156883264,n/a,False
classification,SimpleMean,0.0,0,2,1286,322,0,2698192395792,n/a,False
classification,SimpleMean,0.0,0,3,1286,322,0,2698259433072,n/a,False
classification,SimpleMean,0.0,0,4,1287,321,0,2698158087360,n/a,False
classification,SimpleMean,0.0,0,5,1287,321,0,2698259515152,n/a,False
classification,"KNN(k=5,dist)",0.0,0,1,1286,322,0,2698157747984,n/a,False
classification,"KNN(k=5,dist)",0.0,0,2,1286,322,0,2698157749344,n/a,False
classification,"KNN(k=5,dist)",0.0,0,3,1286,322,0,2698191983696,n/a,False
classification,"KNN(k=5,dist)",0.0,0,4,1287,321,0,2698191986512,n/a,False
