imputer,missing_rate,rmse_mean,rmse_std,mae_mean,mae_std,n_rows,n_masked_total,corr_frobenius_mean,corr_frobenius_std,corr_frobenius_rel_mean,corr_frobenius_rel_std,corr_mae_offdiag_mean,corr_mae_offdiag_std,corr_rv_mean,corr_rv_std
RFECA_SVR(k=10),0.05,0.6778398115407647,0.03905236328536128,0.4501678953378743,0.021265767430107708,50,40200,0.6956855730728871,0.0600684241779665,0.03611527947978742,0.0032554540091335876,0.010728420071140244,0.0008608080421435992,0.9994263158697695,0.00010012151352724088
RFECA_SVR(k=10),0.1,0.6890601949888076,0.02397096154572928,0.4560836715995735,0.011878024244268042,50,80400,1.1123944698135424,0.07834357069626308,0.05772561316608853,0.0040136724954155795,0.017685792280985168,0.0011816797498496077,0.9986628614222304,0.0001827847688084894
RFECA_SVR(k=10),0.2,0.7059020033174649,0.017471842100445483,0.4700406210726005,0.00913510664784284,50,160800,1.8999144220586552,0.13433746005023137,0.0986334757382938,0.007473260215660478,0.030901201632071263,0.002172180380995607,0.9965909314014977,0.00049214393601997
RFECA_SVR(k=10),0.3,0.7293349315575418,0.01794231845183446,0.4876072122536651,0.008883715169953767,50,241200,2.6636349221529887,0.1436154412232006,0.13827929376032666,0.008341606669363063,0.043581986900742206,0.0024418109146229134,0.9936388041852794,0.0007306452249735946
RFECA_SVR(k=20),0.0,,,,,0,0,5.843034754064123e-15,3.3544656355529605e-16,3.033166265497967e-16,1.8745210526620154e-17,7.430871438652978e-17,4.525730851363054e-18,1.0000000000000002,1.3826714197523217e-16
RFECA_SVR(k=20),0.05,0.6734393084175555,0.03461506835403961,0.44791060290869106,0.019938845953392622,50,40200,0.6790502743856183,0.05569118707603208,0.0352494410444729,0.0030078059835843217,0.010446810749111423,0.000771488058299211,0.9994486358123825,9.02371171798009e-05
RFECA_SVR(k=20),0.1,0.685857470769276,0.02297884602765081,0.45451262050313845,0.011152806105890081,50,80400,1.0690275602876722,0.07664412343272493,0.05547435311551689,0.003920527385973758,0.016912261697359723,0.0011732990664387074,0.9987456566432923,0.00016725886625924003
RFECA_SVR(k=20),0.2,0.7059426056470143,0.018133616108829652,0.4705407966283598,0.009351963212756068,50,160800,1.797256107800493,0.1244062330719607,0.09328320889335405,0.006611338199304473,0.02894423121471942,0.002022567209725848,0.9968489212066768,0.00040417735576517527
RFECA_SVR(k=20),0.3,0.7360615266759072,0.017400491417681185,0.49327312401814255,0.008576959948426869,50,241200,2.4848073726071465,0.12973131754567932,0.12899380033316887,0.007535810785115879,0.04028258182336184,0.0021931549275712556,0.9941441473759676,0.0006364528602214013
RFECA_SVR(k=5),0.0,,,,,0,0,5.843034754064123e-15,3.3544656355529605e-16,3.033166265497967e-16,1.8745210526620154e-17,7.430871438652978e-17,4.525730851363054e-18,1.0000000000000002,1.3826714197523217e-16
RFECA_SVR(k=5),0.05,0.6931456736171708,0.03991391047553834,0.4603762758323252,0.020217943963825563,50,40200,0.7151414615381464,0.06417409504843115,0.03711841016651252,0.0033983851375346988,0.01104958706899307,0.0009520462678455792,0.9993813614743445,0.00011161714873244189
RFECA_SVR(k=5),0.1,0.7057575081677976,0.023025349988469397,0.4667646991945996,0.011481349331388174,50,80400,1.1450616216269867,0.07724769152873619,0.05942177934554845,0.003970092035155982,0.01817188100401966,0.001194654244458241,0.9985293604097596,0.0001971736163848772
RFECA_SVR(k=5),0.2,0.7231464675236974,0.018342062665282443,0.4815747325861956,0.008965755289063166,50,160800,1.919375821357726,0.11896207120542893,0.09964145892802426,0.0067350148209871724,0.03111771514096882,0.001934917243322461,0.9962548502595416,0.000483931223163136
RFECA_SVR(k=5),0.3,0.7433308152272196,0.017887173221129576,0.49703302914496666,0.009007298066946768,50,241200,2.648696834175081,0.17550821582014278,0.1375204181889995,0.010079916706290028,0.04311026775350257,0.0027970890805806216,0.9930525068504293,0.0010147631194837798
SimpleMean,0.0,,,,,0,0,5.843034754064123e-15,3.3544656355529605e-16,3.033166265497967e-16,1.8745210526620154e-17,7.430871438652978e-17,4.525730851363054e-18,1.0000000000000002,1.3826714197523217e-16
SimpleMean,0.05,1.0667378370555554,0.04133579689381422,0.7510738994345801,0.02682477885006764,50,40200,1.2986037689115435,0.10598648732118501,0.06737465743881745,0.005262603826286737,0.0204474317948065,0.0016744721542050042,0.9985714920820681,0.00018559049915450705
SimpleMean,0.1,1.063283952989402,0.03344553104540755,0.7468316593070492,0.021381623876843336,50,80400,2.201660194177356,0.15006794490906541,0.1142458880837653,0.007619985222414532,0.03521550017260826,0.0024196641997108036,0.9966124942973277,0.0003881182401752352
SimpleMean,0.2,1.0675325388276042,0.02350521108923981,0.7506195095902716,0.014044248025772914,50,160800,3.9995019359346724,0.20609642972146092,0.20749453376729254,0.00928751331020158,0.06428815693392174,0.0036947407767991204,0.9903330879887285,0.0009437701089168534
SimpleMean,0.3,1.0688084698772478,0.016775138041021015,0.7538805993199805,0.009972455088563698,50,241200,5.806991660516924,0.22639493736067673,0.30129944128229064,0.010003633560000403,0.09378780625979476,0.003790803541403606,0.9795621827478049,0.0016692870894536348
