gene,status,winning_prefix_len,n_predictors_selected,winning_predictors,selection_seconds,n_candidates
ACTR3B,ok,46,23,FOXA1|MLPH|FOXC1|MIA|CXXC5|PHGDH|MELK|EXO1|ANLN|CEP55|KIF2C|BLVRA|CDH3|TYMS|NDC80|MKI67|SLC39A6|NUF2|PTTG1|PGR|MYBL2|BAG1|CDC6,1137.0566145000048,49
ANLN,ok,29,14,MELK|CEP55|NDC80|UBE2T|KIF2C|CDC20|NUF2|MKI67|BCL2|RRM2|PHGDH|CDH3|EGFR|CXXC5,1137.3767799000052,49
BAG1,ok,46,23,BCL2|SLC39A6|PHGDH|MLPH|CCNE1|EGFR|MMP11|FOXA1|PTTG1|KRT5|ERBB2|CDC6|ORC6|MDM2|GRB7|MKI67|KRT14|TMEM45B|MELK|ACTR3B|NUF2|ANLN|TYMS,1328.4878778999991,49
BCL2,ok,44,22,ESR1|SLC39A6|EGFR|EXO1|MELK|ANLN|FOXA1|MLPH|KIF2C|UBE2C|FGFR4|CEP55|RRM2|BAG1|UBE2T|CENPF|MKI67|GPR160|CDC6|TYMS|MMP11|MYBL2,847.9126103000017,49
BIRC5,ok,47,23,KIF2C|CDC20|UBE2C|CEP55|EXO1|MELK|CCNE1|MKI67|CCNB1|MLPH|GPR160|PGR|CDC6|FOXC1|EGFR|MIA|KRT14|ORC6|GRB7|BLVRA|MDM2|BAG1|KRT5,921.3343253999919,49
BLVRA,ok,49,24,FOXA1|ACTR3B|GPR160|MLPH|SLC39A6|CCNE1|PGR|ESR1|CCNB1|CENPF|TYMS|MAPT|NUF2|FGFR4|BIRC5|ERBB2|UBE2C|RRM2|MDM2|BAG1|BCL2|MYBL2|GRB7|ANLN,979.5350727999903,49
CCNB1,ok,44,22,NDC80|PTTG1|UBE2C|BIRC5|CEP55|CENPF|KIF2C|CDC20|NUF2|MELK|ANLN|MKI67|TYMS|CCNE1|MAPT|MYBL2|PHGDH|BLVRA|MDM2|ERBB2|CXXC5|TMEM45B,1051.537177899998,49
CCNE1,ok,48,24,KIF2C|MELK|EXO1|UBE2C|FOXA1|MLPH|PTTG1|MKI67|GPR160|NDC80|FOXC1|EGFR|UBE2T|NUF2|CCNB1|MIA|CDC6|FGFR4|GRB7|ERBB2|MYC|ORC6|MYBL2|MDM2,949.0913642000087,49
CDC20,ok,45,22,KIF2C|UBE2C|BIRC5|PTTG1|EXO1|MELK|CENPF|MKI67|NDC80|UBE2T|SLC39A6|BCL2|GPR160|PGR|RRM2|GRB7|ORC6|MIA|KRT14|ERBB2|MYBL2|KRT5,1138.410412199999,49
CDC6,ok,17,8,EXO1|ERBB2|CEP55|PTTG1|BIRC5|KIF2C|ANLN|CCNB1,1414.880746099996,49
NUF2,ok,49,24,NDC80|UBE2T|CEP55|CCNB1|ANLN|UBE2C|EXO1|MELK|PTTG1|KIF2C|TYMS|CDC20|CCNE1|FOXA1|RRM2|TMEM45B|MIA|MYBL2|GPR160|EGFR|KRT14|KRT5|ORC6|MDM2,1083.3581638000032,49
CDH3,ok,49,24,KRT17|KRT5|MLPH|EGFR|CCNE1|BCL2|MIA|GPR160|ANLN|EXO1|MELK|KIF2C|ACTR3B|CEP55|BIRC5|UBE2C|PTTG1|CENPF|NDC80|BAG1|RRM2|NUF2|TMEM45B|CCNB1,808.4684716000047,49
CENPF,ok,49,24,UBE2C|EXO1|CEP55|CDC20|MKI67|MELK|UBE2T|CCNB1|NUF2|TYMS|NAT1|MAPT|MLPH|BCL2|RRM2|FOXC1|GRB7|BLVRA|ERBB2|BAG1|KRT17|KRT5|MDM2|TMEM45B,1026.4405434000073,49
CEP55,ok,41,20,UBE2C|MELK|KIF2C|PTTG1|ANLN|BIRC5|CENPF|MKI67|UBE2T|NDC80|CCNB1|NUF2|FOXA1|BCL2|ACTR3B|CDC6|GPR160|FOXC1|MYBL2|TMEM45B,1129.4950282999926,49
CXXC5,ok,44,22,ESR1|MLPH|FOXC1|MAPT|ACTR3B|PHGDH|MIA|ANLN|CCNE1|NDC80|GPR160|KIF2C|MYC|UBE2T|CDC20|CEP55|TYMS|BLVRA|PTTG1|ORC6|UBE2C|TMEM45B,1026.1033103000082,49
EGFR,ok,45,22,ESR1|CDH3|KRT5|BCL2|FOXC1|SFRP1|CCNE1|PHGDH|ANLN|MIA|CDC20|KIF2C|EXO1|CEP55|NDC80|BIRC5|PTTG1|UBE2C|KRT14|CENPF|NUF2|CDC6,1273.6142691999994,49
ERBB2,ok,48,24,GRB7|FGFR4|CDC6|PGR|MYC|NAT1|MAPT|CCNE1|EXO1|MIA|CENPF|CDC20|FOXA1|TYMS|MELK|KIF2C|MKI67|ANLN|RRM2|BLVRA|NDC80|UBE2T|PTTG1|MYBL2,1013.7688849999977,49
ESR1,ok,42,21,BCL2|SLC39A6|FOXA1|EGFR|CCNE1|CXXC5|MELK|KIF2C|PGR|FGFR4|NDC80|GRB7|PTTG1|UBE2C|MKI67|RRM2|UBE2T|BAG1|MDM2|BLVRA|NUF2,741.6322617999977,49
EXO1,ok,27,13,MELK|UBE2C|KIF2C|CDC20|PTTG1|CENPF|BIRC5|UBE2T|CCNE1|BCL2|PHGDH|NUF2|CDC6,1113.0035993000056,49
FGFR4,ok,48,24,SLC39A6|ERBB2|BCL2|ESR1|PGR|TMEM45B|CCNE1|UBE2C|EXO1|MELK|CDH3|MKI67|ANLN|CENPF|CCNB1|BAG1|BLVRA|MDM2|NDC80|MYBL2|MMP11|FOXA1|FOXC1|MLPH,836.5365635000053,49
FOXA1,ok,45,22,MLPH|FOXC1|MIA|ESR1|CCNE1|ACTR3B|GPR160|MELK|KRT5|CEP55|ANLN|NDC80|BCL2|UBE2C|PTTG1|MKI67|NUF2|KRT14|ERBB2|RRM2|CCNB1|BAG1,1046.4903899000055,49
