stage,imputer,model,missing_rate,replicate,fold,f1_macro,bal_acc,n_train,n_test,train_class_distribution,test_class_distribution,n_unique_predictions,degenerate_single_class_preds,f1_LumA,precision_LumA,recall_LumA,f1_LumB,precision_LumB,recall_LumB,f1_Her2,precision_Her2,recall_Her2,f1_Basal,precision_Basal,recall_Basal,seed,protocol,imputer_display,mechanism
classification,OriginalRFECA,EnsembleSoft,0.3,3,1,0.8429519455898259,0.8411862990810359,1286,322,"{'Basal': 167, 'Her2': 179, 'LumA': 560, 'LumB': 380}","{'Basal': 42, 'Her2': 45, 'LumA': 140, 'LumB': 95}",4,False,0.8905109489051095,0.9104477611940298,0.8714285714285714,0.8324873096446701,0.803921568627451,0.8631578947368421,0.7916666666666666,0.7450980392156863,0.8444444444444444,0.8571428571428571,0.9428571428571428,0.7857142857142857,3317051,post_target_wise_impute,RFECA,mar
classification,OriginalRFECA,EnsembleSoft,0.3,3,2,0.8905751589486529,0.8841478696741855,1286,322,"{'Basal': 167, 'Her2': 179, 'LumA': 560, 'LumB': 380}","{'Basal': 42, 'Her2': 45, 'LumA': 140, 'LumB': 95}",4,False,0.9444444444444444,0.918918918918919,0.9714285714285714,0.9081081081081082,0.9333333333333333,0.8842105263157894,0.8181818181818182,0.8372093023255814,0.8,0.891566265060241,0.9024390243902439,0.8809523809523809,3317051,post_target_wise_impute,RFECA,mar
classification,OriginalRFECA,EnsembleSoft,0.3,3,3,0.8893097983038164,0.8827067669172933,1286,322,"{'Basal': 167, 'Her2': 179, 'LumA': 560, 'LumB': 380}","{'Basal': 42, 'Her2': 45, 'LumA': 140, 'LumB': 95}",4,False,0.9187279151943463,0.9090909090909091,0.9285714285714286,0.8691099476439791,0.8645833333333334,0.8736842105263158,0.8181818181818182,0.8372093023255814,0.8,0.9512195121951219,0.975,0.9285714285714286,3317051,post_target_wise_impute,RFECA,mar
classification,OriginalRFECA,EnsembleSoft,0.3,3,4,0.8674481849704061,0.859320048087699,1287,321,"{'Basal': 168, 'Her2': 179, 'LumA': 560, 'LumB': 380}","{'Basal': 41, 'Her2': 45, 'LumA': 140, 'LumB': 95}",4,False,0.9361702127659575,0.9295774647887324,0.9428571428571428,0.8865979381443299,0.8686868686868687,0.9052631578947369,0.735632183908046,0.7619047619047619,0.7111111111111111,0.9113924050632911,0.9473684210526315,0.8780487804878049,3317051,post_target_wise_impute,RFECA,mar
classification,OriginalRFECA,EnsembleSoft,0.3,3,5,0.8931361620255689,0.8730348598769652,1287,321,"{'Basal': 167, 'Her2': 180, 'LumA': 560, 'LumB': 380}","{'Basal': 42, 'Her2': 44, 'LumA': 140, 'LumB': 95}",4,False,0.9246575342465754,0.8881578947368421,0.9642857142857143,0.8900523560209425,0.8854166666666666,0.8947368421052632,0.7948717948717948,0.9117647058823529,0.7045454545454546,0.9629629629629629,1.0,0.9285714285714286,3317051,post_target_wise_impute,RFECA,mar
classification,OriginalRFECA,SVC,0.3,3,1,0.8503686922530206,0.8507727652464494,1286,322,"{'Basal': 167, 'Her2': 179, 'LumA': 560, 'LumB': 380}","{'Basal': 42, 'Her2': 45, 'LumA': 140, 'LumB': 95}",4,False,0.8955223880597015,0.9375,0.8571428571428571,0.8571428571428571,0.8055555555555556,0.9157894736842105,0.7916666666666666,0.7450980392156863,0.8444444444444444,0.8571428571428571,0.9428571428571428,0.7857142857142857,3317051,post_target_wise_impute,RFECA,mar
classification,OriginalRFECA,SVC,0.3,3,2,0.9115533132000002,0.9005639097744361,1286,322,"{'Basal': 167, 'Her2': 179, 'LumA': 560, 'LumB': 380}","{'Basal': 42, 'Her2': 45, 'LumA': 140, 'LumB': 95}",4,False,0.9273356401384083,0.8993288590604027,0.9571428571428572,0.8924731182795699,0.9120879120879121,0.8736842105263158,0.8764044943820225,0.8863636363636364,0.8666666666666667,0.95,1.0,0.9047619047619048,3317051,post_target_wise_impute,RFECA,mar
classification,OriginalRFECA,SVC,0.3,3,3,0.8735443981930722,0.8673350041771094,1286,322,"{'Basal': 167, 'Her2': 179, 'LumA': 560, 'LumB': 380}","{'Basal': 42, 'Her2': 45, 'LumA': 140, 'LumB': 95}",4,False,0.9110320284697508,0.9078014184397163,0.9142857142857143,0.8808290155440415,0.8673469387755102,0.8947368421052632,0.7640449438202247,0.7727272727272727,0.7555555555555555,0.9382716049382716,0.9743589743589743,0.9047619047619048,3317051,post_target_wise_impute,RFECA,mar
classification,OriginalRFECA,SVC,0.3,3,4,0.8712518065434657,0.8622440246958861,1287,321,"{'Basal': 168, 'Her2': 179, 'LumA': 560, 'LumB': 380}","{'Basal': 41, 'Her2': 45, 'LumA': 140, 'LumB': 95}",4,False,0.9295774647887324,0.9166666666666666,0.9428571428571428,0.8854166666666666,0.8762886597938144,0.8947368421052632,0.7586206896551724,0.7857142857142857,0.7333333333333333,0.9113924050632911,0.9473684210526315,0.8780487804878049,3317051,post_target_wise_impute,RFECA,mar
classification,OriginalRFECA,SVC,0.3,3,5,0.8862479553179976,0.872661768056505,1287,321,"{'Basal': 167, 'Her2': 180, 'LumA': 560, 'LumB': 380}","{'Basal': 42, 'Her2': 44, 'LumA': 140, 'LumB': 95}",4,False,0.926829268292683,0.9047619047619048,0.95,0.8586387434554974,0.8541666666666666,0.8631578947368421,0.8095238095238095,0.85,0.7727272727272727,0.95,1.0,0.9047619047619048,3317051,post_target_wise_impute,RFECA,mar
