gene,status,winning_prefix_len,n_predictors_selected,winning_predictors,selection_seconds,n_candidates
ACTR3B,ok,48,24,FOXA1|MLPH|FOXC1|MIA|CCNE1|PHGDH|MELK|EXO1|KIF2C|ANLN|CEP55|NDC80|BLVRA|CDH3|MYC|MKI67|UBE2C|UBE2T|CENPF|PTTG1|SLC39A6|MYBL2|BAG1|CDC6,1660.8576914000005,49
ANLN,ok,43,21,MELK|CEP55|UBE2T|UBE2C|NDC80|KIF2C|CDC20|MLPH|NUF2|FOXA1|BCL2|RRM2|EGFR|CDH3|MIA|GPR160|FOXC1|CDC6|FGFR4|TMEM45B|BLVRA,1641.4417252999992,49
BAG1,ok,46,23,SLC39A6|PHGDH|BCL2|MMP11|CCNE1|MLPH|CDC20|FOXA1|KIF2C|MDM2|NAT1|CENPF|PTTG1|ORC6|CEP55|NUF2|RRM2|MELK|ANLN|ACTR3B|CDC6|MKI67|CCNB1,2102.056440100001,49
BCL2,ok,44,22,ESR1|SLC39A6|EXO1|CDH3|ANLN|MELK|PHGDH|CDC20|KIF2C|FOXA1|UBE2C|MLPH|CEP55|RRM2|UBE2T|CENPF|BAG1|MKI67|GPR160|MIA|TYMS|MYBL2,1311.7758064000082,49
BIRC5,ok,18,9,KIF2C|CDC20|UBE2C|CEP55|EXO1|CCNE1|MKI67|ANLN|CCNB1,1424.501615999994,49
BLVRA,ok,45,22,GPR160|ACTR3B|MLPH|MIA|SLC39A6|CCNE1|PGR|MYC|ESR1|MKI67|CENPF|TYMS|MAPT|UBE2C|CCNB1|ANLN|BCL2|FGFR4|MDM2|NDC80|RRM2|TMEM45B,1492.4689873000025,49
CCNB1,ok,46,23,NDC80|PTTG1|UBE2C|CEP55|BIRC5|CENPF|NUF2|UBE2T|MELK|MKI67|TYMS|CCNE1|CDC6|MLPH|MAPT|SLC39A6|MYBL2|PHGDH|BLVRA|MDM2|ERBB2|FOXC1|CXXC5,1616.0752689999936,49
CCNE1,ok,49,24,KIF2C|MELK|EXO1|UBE2C|BIRC5|FOXA1|MLPH|PTTG1|MKI67|NDC80|FOXC1|GPR160|EGFR|UBE2T|CCNB1|MIA|NUF2|CDC6|FGFR4|GRB7|MYC|ERBB2|ORC6|MDM2,1484.2720446999883,49
CDC20,ok,44,22,KIF2C|UBE2C|CEP55|BIRC5|PTTG1|EXO1|MELK|CENPF|NDC80|UBE2T|BCL2|GPR160|NUF2|PGR|RRM2|ORC6|CXXC5|GRB7|KRT5|BAG1|MYBL2|ERBB2,1656.6362624999892,49
CDC6,ok,14,7,EXO1|CEP55|ERBB2|PTTG1|BIRC5|KIF2C|CCNB1,2088.3342678000045,49
NUF2,ok,36,18,NDC80|CEP55|UBE2T|CCNB1|ANLN|UBE2C|MELK|EXO1|PTTG1|KIF2C|TYMS|CDC20|CCNE1|RRM2|ACTR3B|TMEM45B|MYBL2|FOXC1,1776.0962686999992,49
CDH3,ok,46,23,KRT17|EGFR|KRT5|MLPH|CCNE1|BCL2|MIA|KIF2C|ANLN|EXO1|CEP55|ACTR3B|UBE2C|BIRC5|PTTG1|MKI67|NDC80|GRB7|RRM2|BAG1|MDM2|NUF2|CDC6,1214.3376099000016,49
CENPF,ok,41,20,UBE2C|EXO1|CEP55|KIF2C|CDC20|PTTG1|MKI67|UBE2T|CCNB1|TYMS|MLPH|CDC6|BCL2|RRM2|FOXC1|GRB7|BLVRA|EGFR|ERBB2|BAG1,1436.0471876999945,49
CEP55,ok,46,23,UBE2C|MELK|KIF2C|PTTG1|EXO1|ANLN|BIRC5|CENPF|MKI67|UBE2T|NDC80|CCNB1|MLPH|NUF2|FOXA1|BCL2|GPR160|CDC6|FOXC1|CXXC5|MYBL2|TMEM45B|ORC6,1785.650076799997,49
CXXC5,ok,49,24,ESR1|MLPH|FOXC1|EGFR|ACTR3B|PHGDH|CCNE1|ANLN|MIA|NDC80|KIF2C|PGR|GPR160|TYMS|CEP55|UBE2T|RRM2|PTTG1|MMP11|CENPF|UBE2C|TMEM45B|CCNB1|CDC6,1533.7917940000043,49
EGFR,ok,40,20,ESR1|CDH3|FOXA1|FOXC1|KRT5|BCL2|SFRP1|CCNE1|PHGDH|ANLN|MIA|CDC20|EXO1|UBE2C|TYMS|KRT14|PTTG1|BLVRA|MKI67|MDM2,1907.2722822000069,49
ERBB2,ok,49,24,GRB7|FGFR4|CDC6|MYC|NAT1|MIA|FOXA1|FOXC1|ACTR3B|MAPT|TYMS|CCNE1|EXO1|CENPF|CDC20|BLVRA|GPR160|CEP55|KIF2C|CXXC5|UBE2T|MKI67|ANLN|PTTG1,1535.422406800004,49
