gene,status,winning_prefix_len,n_predictors_selected,winning_predictors,selection_seconds,n_candidates
ACTR3B,ok,43,21,FOXA1|FOXC1|MIA|CXXC5|MELK|EXO1|KRT5|KIF2C|ANLN|CEP55|BLVRA|CDH3|NDC80|MKI67|UBE2T|NUF2|SLC39A6|PTTG1|CENPF|KRT14|MYBL2,1315.3787456000064,49
ANLN,ok,48,24,MELK|CEP55|NDC80|EXO1|UBE2T|UBE2C|MLPH|CENPF|NUF2|FOXA1|CCNB1|BCL2|RRM2|EGFR|CDH3|CXXC5|ACTR3B|GPR160|MIA|FOXC1|FGFR4|BLVRA|BAG1|ORC6,1350.6328445000036,49
BAG1,ok,39,19,PHGDH|SLC39A6|BCL2|MMP11|MLPH|CDC20|CCNE1|MDM2|FOXA1|KIF2C|PTTG1|NAT1|ORC6|CEP55|BIRC5|MYBL2|RRM2|MELK|ANLN,1778.5696277000025,49
BCL2,ok,49,24,ESR1|SLC39A6|EXO1|MELK|CDH3|ANLN|CDC20|KIF2C|FOXA1|UBE2C|FGFR4|CEP55|RRM2|BAG1|ACTR3B|MKI67|GPR160|MIA|CDC6|TYMS|MYBL2|MYC|BLVRA|ORC6,1034.047724199998,49
BIRC5,ok,36,18,UBE2C|KIF2C|CDC20|CEP55|EXO1|MKI67|CCNE1|ANLN|CCNB1|NDC80|FOXA1|MLPH|GPR160|RRM2|PGR|MIA|KRT14|CXXC5,1166.1774709999954,49
BLVRA,ok,40,20,GPR160|ACTR3B|MLPH|SLC39A6|PGR|ESR1|KIF2C|MKI67|MELK|CDC20|CENPF|CCNB1|TYMS|MDM2|MAPT|FGFR4|UBE2C|PTTG1|ANLN|NUF2,1246.0787539000012,49
CCNB1,ok,49,24,NDC80|PTTG1|UBE2C|CEP55|BIRC5|CENPF|NUF2|UBE2T|MKI67|TYMS|CCNE1|MLPH|CDC6|MAPT|BCL2|MYBL2|PHGDH|ORC6|BLVRA|MDM2|FOXC1|CXXC5|ERBB2|CDH3,1334.8871264000045,49
CCNE1,ok,44,22,MELK|KIF2C|EXO1|UBE2C|FOXA1|BIRC5|MLPH|PTTG1|MKI67|NDC80|FOXC1|GPR160|EGFR|UBE2T|CCNB1|MIA|RRM2|CDC6|FGFR4|GRB7|ERBB2|MYC,1201.4769044999994,49
CDC20,ok,47,23,KIF2C|UBE2C|CEP55|PTTG1|BIRC5|MELK|EXO1|CENPF|NDC80|UBE2T|MLPH|SLC39A6|BCL2|GPR160|PGR|RRM2|EGFR|ORC6|MIA|GRB7|BAG1|MYBL2|ERBB2,1357.0147763999994,49
CDC6,ok,12,6,EXO1|UBE2C|ERBB2|PTTG1|KIF2C|BIRC5,1756.409106500003,49
NUF2,ok,32,16,NDC80|UBE2T|ANLN|CCNB1|CEP55|UBE2C|EXO1|PTTG1|KIF2C|TYMS|CDC20|MKI67|FOXA1|CCNE1|MYBL2|TMEM45B,1334.4235640000043,49
CDH3,ok,46,23,KRT17|EGFR|MLPH|KRT5|BCL2|CCNE1|MIA|GPR160|CDC20|ANLN|KIF2C|EXO1|CEP55|ACTR3B|BIRC5|PTTG1|MKI67|NDC80|GRB7|CENPF|NUF2|CDC6|MMP11,1001.4115846000059,49
CENPF,ok,48,24,EXO1|UBE2C|CEP55|KIF2C|CDC20|PTTG1|MKI67|MELK|UBE2T|CCNB1|ANLN|TYMS|CDC6|MLPH|BCL2|RRM2|FOXC1|EGFR|BLVRA|BAG1|MYBL2|MYC|KRT17|KRT5,1234.5269102999955,49
CEP55,ok,42,21,UBE2C|MELK|KIF2C|PTTG1|EXO1|CDC20|ANLN|BIRC5|CENPF|MKI67|UBE2T|NDC80|CCNB1|MLPH|NUF2|BCL2|CDC6|CXXC5|FOXC1|MYBL2|TMEM45B,1414.2341659999947,49
