cohort,mechanism,missing_rate,metric,higher_is_better,method_a,method_b,mean_a,mean_b,delta_a_minus_b,delta_ci95_low,delta_ci95_high,wilcoxon_stat,p_value,rank_biserial_r,n_pairs,n_boot,note,p_holm
metabric,mcar,0.3,f1_macro,True,RFECA_SVR(k=10),RFECA_SVR(k=20),0.862669851872832,0.8639685799065422,-0.001298728033710206,-0.004216319843524135,0.001938540481420354,18.0,0.375,-0.34545454545454546,10,5000,,0.55078125
metabric,mcar,0.05,rmse,False,RFECA_SVR(k=5),RFECA_SVR(k=10),0.6841588820133786,0.6634448401127584,0.020714041900620206,0.017825423126487102,0.02385668194548851,0.0,0.001953125,1.0,10,5000,,0.005859375
metabric,mcar,0.05,rmse,False,RFECA_SVR(k=5),RFECA_SVR(k=20),0.6841588820133786,0.6487709661318126,0.03538791588156599,0.03243072602134102,0.03844465306637727,0.0,0.001953125,1.0,10,5000,,0.005859375
metabric,mcar,0.05,rmse,False,RFECA_SVR(k=10),RFECA_SVR(k=20),0.6634448401127584,0.6487709661318126,0.014673873980945783,0.01222605654060898,0.017043095144063197,0.0,0.001953125,1.0,10,5000,,0.005859375
metabric,mcar,0.1,rmse,False,RFECA_SVR(k=5),RFECA_SVR(k=10),0.6929634655436018,0.6737971025302023,0.019166363013399412,0.018048897659402218,0.020266361562275383,0.0,0.001953125,1.0,10,5000,,0.005859375
metabric,mcar,0.1,rmse,False,RFECA_SVR(k=5),RFECA_SVR(k=20),0.6929634655436018,0.6588264502410854,0.03413701530251628,0.0320200037950017,0.036149764721369465,0.0,0.001953125,1.0,10,5000,,0.005859375
metabric,mcar,0.1,rmse,False,RFECA_SVR(k=10),RFECA_SVR(k=20),0.6737971025302023,0.6588264502410854,0.01497065228911687,0.01252915647106294,0.017132073401175573,0.0,0.001953125,1.0,10,5000,,0.005859375
metabric,mcar,0.2,rmse,False,RFECA_SVR(k=5),RFECA_SVR(k=10),0.7166232312087637,0.6954332128668085,0.02119001834195521,0.020032097593067864,0.02230957514335363,0.0,0.001953125,1.0,10,5000,,0.005859375
metabric,mcar,0.2,rmse,False,RFECA_SVR(k=5),RFECA_SVR(k=20),0.7166232312087637,0.6835613818233464,0.03306184938541733,0.03205274054777496,0.0342561936614228,0.0,0.001953125,1.0,10,5000,,0.005859375
metabric,mcar,0.2,rmse,False,RFECA_SVR(k=10),RFECA_SVR(k=20),0.6954332128668085,0.6835613818233464,0.011871831043462122,0.010884414150754413,0.012823089023769009,0.0,0.001953125,1.0,10,5000,,0.005859375
