mechanism,missing_rate,method,gene,rmse_mean,rmse_std,mae_mean,mae_std,n_reps
mar,0.1,MissForest,BCL2,0.6699403102200139,0.040789755084115614,0.5148527906806215,0.02551216930009322,5
mar,0.1,MissForest,BIRC5,0.5166132899854544,0.027785460830533168,0.37645043768267417,0.01697630180762888,5
mar,0.1,MissForest,BLVRA,0.6423634687010817,0.028625093136833698,0.5041571077387796,0.025204950753123262,5
mar,0.1,MissForest,CCNB1,0.3993156475149623,0.02105429982775391,0.29910601814537063,0.014685333145592448,5
mar,0.1,MissForest,CCNE1,0.49185759184046673,0.06812886626763459,0.33915041193590045,0.03136427313617258,5
mar,0.1,MissForest,CDC20,0.4173280460558619,0.02083703705486675,0.313615048978626,0.013833895967272416,5
mar,0.1,MissForest,CDC6,0.2421682292643183,0.035069018283314865,0.14812069684426005,0.008663103130149398,5
mar,0.1,MissForest,CDH3,0.8283557351931842,0.08229652018252265,0.6348825402538868,0.04623401049920928,5
mar,0.1,MissForest,CENPF,0.43868316293161397,0.008402845611455505,0.3326673848557453,0.01022435486375489,5
mar,0.1,MissForest,CEP55,0.2965580366230075,0.042505042448138596,0.22607194436920733,0.030145925070978668,5
mar,0.1,MissForest,CXXC5,0.6167265770562194,0.04228221745174046,0.46782563050711756,0.03570075044612879,5
mar,0.1,MissForest,EGFR,0.689034428627967,0.10645416267720732,0.35820540772332804,0.03992144271418547,5
mar,0.1,MissForest,ERBB2,0.6865181786788928,0.053655320393177434,0.47057892613422264,0.019255967623416664,5
mar,0.1,MissForest,ESR1,0.8984595972742782,0.036841999014214456,0.6941359014820184,0.03631628947019289,5
mar,0.1,MissForest,EXO1,0.31651707219383035,0.020344392665592917,0.24348998967934174,0.01576042128618105,5
mar,0.1,MissForest,FGFR4,0.8038246469085802,0.01815365474542021,0.5817966647385674,0.01669387686032259,5
mar,0.1,MissForest,FOXA1,0.6270921579425647,0.07326026039230689,0.4309880148349194,0.039161263874056024,5
mar,0.1,MissForest,FOXC1,0.7432985644985143,0.05598262805124974,0.5384967045176094,0.028566306958590814,5
mar,0.1,MissForest,GPR160,0.6289049151256076,0.025210846242061904,0.48987938276868875,0.020956411174547614,5
mar,0.1,MissForest,GRB7,0.564812186017838,0.06214926671861151,0.38443897096203616,0.026142784257544988,5
mar,0.1,MissForest,KIF2C,0.2653500886299642,0.026720724998482853,0.20285788670804625,0.013640961244368399,5
mar,0.1,MissForest,KRT14,0.7219961699278261,0.06704173096058573,0.43511105775452635,0.05137074561725194,5
mar,0.1,MissForest,KRT17,0.7473637153534785,0.05160591772107352,0.5307516943400143,0.030403987342812303,5
mar,0.1,MissForest,KRT5,0.6034332533831017,0.06350302237338583,0.35171162606453416,0.03746227537160029,5
mar,0.1,MissForest,MAPT,1.082721404136502,0.07317171509212243,0.8290981601330853,0.03962032001592512,5
mar,0.1,MissForest,MDM2,0.23995925157267606,0.03432401004314734,0.16610688818979774,0.010501074399715746,5
mar,0.1,MissForest,MELK,0.41107465985105673,0.039507262728876995,0.31004953952195,0.030241080657363778,5
mar,0.1,MissForest,MIA,0.48464719389384703,0.05581607144047719,0.2954760998148072,0.019951060284018877,5
mar,0.1,MissForest,MKI67,0.22830840101087482,0.013903159273706863,0.1668238412801915,0.01003958801928932,5
mar,0.1,MissForest,MLPH,0.6980627385333324,0.05012734337494211,0.5386578560019571,0.038098202311377734,5
mar,0.1,MissForest,MMP11,1.3007717697555718,0.06229189881870347,1.037479012507312,0.06570327632851664,5
mar,0.1,MissForest,MYBL2,0.17045339853007174,0.01101964981070971,0.13080768001176443,0.008849532912677633,5
mar,0.1,MissForest,MYC,0.8740485644006016,0.031102807532559274,0.6889699075758592,0.035824317941210916,5
mar,0.1,MissForest,NAT1,1.2038493957172771,0.04164863235302463,0.9076356636027839,0.03110425118995679,5
mar,0.1,MissForest,NDC80,0.2714955582188564,0.017748709372010202,0.20007706646830922,0.010100843602553816,5
mar,0.1,MissForest,NUF2,0.2895443426026174,0.03283685011119245,0.20750656103559972,0.015224606653036866,5
mar,0.1,MissForest,ORC6,0.38635125484801736,0.009362597388404548,0.31629273998677737,0.012550371763607784,5
mar,0.1,MissForest,PGR,0.840384305641075,0.07522840047889665,0.6398316643012392,0.058467420220250726,5
mar,0.1,MissForest,PHGDH,0.9583037487907431,0.05016269924980936,0.7560229294037906,0.050774389840103705,5
mar,0.1,MissForest,PTTG1,0.40776543070879034,0.040428600496978474,0.32100884345266667,0.03612872595650813,5
mar,0.1,MissForest,RRM2,0.3451412908067643,0.01643177498159453,0.2559035230254879,0.010321511250433001,5
mar,0.1,MissForest,SFRP1,1.024722727486296,0.059539952273349316,0.7290912120733755,0.034634745260255395,5
mar,0.1,MissForest,SLC39A6,0.9856618868433316,0.041670869314726466,0.7617281644629308,0.02838124259780117,5
mar,0.1,MissForest,TMEM45B,0.5071762158963372,0.036601141707847264,0.376009661408892,0.012664289359428366,5
mar,0.1,MissForest,TYMS,0.5006903624705641,0.014559280391179938,0.3916896105517404,0.014389364267705998,5
mar,0.1,MissForest,UBE2C,0.4567961796641781,0.044892604128487716,0.35381607985057195,0.03282411544068444,5
mar,0.1,MissForest,UBE2T,0.405975268302157,0.01748869506736286,0.31555990216964247,0.01438012878998344,5
mar,0.2,KNN,ACTR3B,0.5835123426909358,0.04008687011009567,0.3744799172697491,0.03282826682217496,5
mar,0.2,KNN,ANLN,0.3786008211836703,0.02934333253652818,0.2831873368998745,0.01785666839030731,5
mar,0.2,KNN,BAG1,0.35189912470303797,0.024015371397358376,0.25390543942708044,0.012133492650201224,5
mar,0.2,KNN,BCL2,0.8048722095353321,0.020721580393341734,0.6243752287108844,0.025407478370285553,5
mar,0.2,KNN,BIRC5,0.6060859678031634,0.019746257669586768,0.43850733995847707,0.021523722252126863,5
mar,0.2,KNN,BLVRA,0.7041940987597499,0.027081606656582474,0.5455828968104255,0.02269436272427372,5
mar,0.2,KNN,CCNB1,0.4686306195996267,0.018245811859170433,0.35972300348969866,0.012007178015081854,5
mar,0.2,KNN,CCNE1,0.5667950015883637,0.0137081051248415,0.3844528932029456,0.01577437564387873,5
mar,0.2,KNN,CDC20,0.6449864033721113,0.031288391055498556,0.4818982297315517,0.019545559596760558,5
mar,0.2,KNN,CDC6,0.2523157288879695,0.016184795810366786,0.16304320627266725,0.006783955087171684,5
mar,0.2,KNN,CDH3,0.9125988913577047,0.07337972331878354,0.7051281062629545,0.05375683396072286,5
mar,0.2,KNN,CENPF,0.5797449811747148,0.023807699370416862,0.4361724723845658,0.012479002220008735,5
mar,0.2,KNN,CEP55,0.3741138552448848,0.01024375875587186,0.2855436160991151,0.0061508227822912815,5
mar,0.2,KNN,CXXC5,0.6513199717365697,0.03723237902961185,0.5063147276467519,0.031154037795861327,5
mar,0.2,KNN,EGFR,0.7198118703099731,0.11938067112298405,0.37190058735418835,0.054906213058559056,5
mar,0.2,KNN,ERBB2,0.925315574677289,0.06191340647038642,0.6661086046434604,0.03393637399909593,5
mar,0.2,KNN,ESR1,1.0344808867546262,0.043240911307231546,0.791393461808258,0.03697735747129706,5
mar,0.2,KNN,EXO1,0.4042438189612502,0.012585924690838248,0.3084515199768131,0.009273747767173643,5
mar,0.2,KNN,FGFR4,0.8740565491619622,0.04312610487677701,0.6106600177691017,0.020937189492895938,5
mar,0.2,KNN,FOXA1,0.6591512805731174,0.07899911260427382,0.4456437969022729,0.02832698893816018,5
mar,0.2,KNN,FOXC1,0.8028491996571281,0.02151613951198797,0.5974572394047243,0.018806088169678135,5
mar,0.2,KNN,GPR160,0.6794469559029398,0.02898534558764921,0.5320570823551087,0.019632391897237995,5
mar,0.2,KNN,GRB7,0.8090896732606898,0.04875103671148824,0.5591263708633103,0.034325648937249764,5
mar,0.2,KNN,KIF2C,0.3780417902613792,0.017812455317596405,0.2843300430157947,0.009830106247516115,5
mar,0.2,KNN,KRT14,0.9429957307798367,0.06847871266853713,0.6423810336431408,0.04197419254866432,5
mar,0.2,KNN,KRT17,1.0771567082868323,0.03705569284299864,0.804368636539086,0.03306736796772846,5
mar,0.2,KNN,KRT5,0.753022574676713,0.027169433610606468,0.4532137745227606,0.021906370438347554,5
mar,0.2,KNN,MAPT,1.1584743224863876,0.025130502585773897,0.8825212544519566,0.03468101667610013,5
mar,0.2,KNN,MDM2,0.23801026079470367,0.028200988233520925,0.1693110120088797,0.00782668964620042,5
mar,0.2,KNN,MELK,0.5288950533075919,0.05301672896518594,0.3905434441214419,0.029940154818642234,5
mar,0.2,KNN,MIA,0.5668576770860457,0.038657683686401094,0.34038741601633943,0.021371431677813434,5
mar,0.2,KNN,MKI67,0.27420545254373546,0.008415069423745149,0.20056485962331538,0.004598680458564259,5
mar,0.2,KNN,MLPH,0.7744246849498971,0.020311152332774987,0.5773993072734538,0.02096440309076414,5
mar,0.2,KNN,MMP11,1.374008224432448,0.017114618507933853,1.0907716245796206,0.012509814063138629,5
mar,0.2,KNN,MYBL2,0.1884788661593392,0.0035819311987375308,0.14594983466223038,0.0016179786498161644,5
mar,0.2,KNN,MYC,0.9810303147640193,0.029935003009291344,0.7806443403881366,0.022532731914620265,5
mar,0.2,KNN,NAT1,1.3542830862394823,0.08855580705422271,1.0274745543855481,0.07641128909107388,5
mar,0.2,KNN,NDC80,0.322115369031588,0.011602696274209798,0.2393172882246522,0.005100211480781741,5
mar,0.2,KNN,NUF2,0.36180125021277715,0.006643325000249835,0.2594374923032787,0.005508713382362426,5
mar,0.2,KNN,ORC6,0.4325738993232503,0.011047354399104143,0.3559087222344832,0.012683581333567716,5
mar,0.2,KNN,PGR,0.8735463154333638,0.03094978863486404,0.6584348873863822,0.01754821623717569,5
mar,0.2,KNN,PHGDH,1.0621310714055052,0.034451438726463036,0.8267079828795628,0.019368912079888022,5
mar,0.2,KNN,PTTG1,0.5160665830951185,0.0089551611458209,0.39762436375287846,0.01127011183754594,5
mar,0.2,KNN,RRM2,0.40490145701435454,0.015350268258162637,0.3052531149284001,0.01459294492489563,5
mar,0.2,KNN,SFRP1,1.148261333216026,0.06437150865027128,0.8551571596404823,0.02628396133309986,5
mar,0.2,KNN,SLC39A6,1.1634191697632168,0.03352373229469015,0.9282564026651885,0.013848280113857818,5
mar,0.2,KNN,TMEM45B,0.5378605737948076,0.026735205817400194,0.39280174620929376,0.01305809883736994,5
mar,0.2,KNN,TYMS,0.6387704923495197,0.03899045198171674,0.493362371540554,0.030689713397689573,5
mar,0.2,KNN,UBE2C,0.615398816455097,0.03784564718216626,0.4577437901450643,0.023749624819331086,5
mar,0.2,KNN,UBE2T,0.5517466189795287,0.02629857389016808,0.420070252758007,0.020052821085013234,5
mar,0.2,Mean,ACTR3B,0.8240830923641598,0.030464373181565623,0.5117540326009818,0.02173387973710003,5
mar,0.2,Mean,ANLN,0.6568996833623559,0.015726363262128503,0.5352796596795464,0.006928939212748673,5
mar,0.2,Mean,BAG1,0.3492778727390501,0.024753498984814732,0.2521509050551199,0.015465172025819957,5
mar,0.2,Mean,BCL2,1.1463800221408538,0.02446590102049916,0.9430227395164998,0.026688156453274284,5
mar,0.2,Mean,BIRC5,1.0619425634288642,0.027059342767222612,0.8662098862350213,0.028711674963635924,5
mar,0.2,Mean,BLVRA,0.7894179851524021,0.026262453391258236,0.632251482101956,0.02213040188811658,5
mar,0.2,Mean,CCNB1,0.6378557797850437,0.019409523378370225,0.5191605258698802,0.007679556359703599,5
mar,0.2,Mean,CCNE1,0.9870018689405144,0.03360934389929452,0.7174726705160231,0.02824229301155039,5
mar,0.2,Mean,CDC20,1.3082660266840622,0.030333157890408385,1.0850537861975411,0.029284024361970785,5
mar,0.2,Mean,CDC6,0.2648334755089539,0.022265650405001162,0.1611630449565296,0.006269344864859222,5
mar,0.2,Mean,CDH3,1.3273571947272036,0.04267470789923576,1.0688619868553915,0.03764427643713714,5
mar,0.2,Mean,CENPF,0.9244453138927324,0.022784836998941214,0.7579993269428094,0.02133291970502451,5
mar,0.2,Mean,CEP55,0.8201077309996174,0.011942659427092767,0.6796876804198051,0.020008818919641253,5
mar,0.2,Mean,CXXC5,0.8942518491837067,0.01741553188922263,0.6740356302274908,0.02090388858446895,5
mar,0.2,Mean,EGFR,0.9079854824983385,0.1177433006258536,0.5622227345409817,0.04297196133764996,5
mar,0.2,Mean,ERBB2,1.2944194972576937,0.044446553392978864,0.9655032569602302,0.05166731379881663,5
mar,0.2,Mean,ESR1,2.273010457072158,0.07016650148846579,1.83881902781298,0.08606097589267767,5
mar,0.2,Mean,EXO1,0.8427805253335677,0.021807492542608196,0.703521839156952,0.025024981708611276,5
mar,0.2,Mean,FGFR4,1.0186011572196603,0.06933653235506199,0.7689793412379624,0.024432371070443805,5
mar,0.2,Mean,FOXA1,1.9832608233831188,0.09619561010048432,1.2023702076097165,0.0661873902126141,5
mar,0.2,Mean,FOXC1,1.5499807901169536,0.07903618331380836,1.05591220589206,0.05029471500825081,5
mar,0.2,Mean,GPR160,0.8787424040392431,0.03857824631218621,0.6784788080633865,0.03365440974067874,5
mar,0.2,Mean,GRB7,1.1128465672145524,0.04292278529975251,0.8133105438940207,0.02185179407118453,5
mar,0.2,Mean,KIF2C,0.8457867314040719,0.01885034152204061,0.7023268066478505,0.02067839828668078,5
mar,0.2,Mean,KRT14,1.359404259012648,0.04466031313829733,1.0312460987190442,0.03363756316136316,5
mar,0.2,Mean,KRT17,1.720008794476092,0.03994065148768288,1.3989239188737435,0.04711890595661649,5
mar,0.2,Mean,KRT5,1.2203550177120888,0.05294851521612762,0.8689156514236055,0.01793628858209227,5
mar,0.2,Mean,MAPT,1.5833308740181642,0.050268897384346305,1.3376390511688614,0.05702454272913874,5
mar,0.2,Mean,MDM2,0.22862920956041527,0.025406731276020156,0.15727535897197814,0.005654843813929928,5
mar,0.2,Mean,MELK,1.0687539896892608,0.022738060728597253,0.8690718690358061,0.024071365239552205,5
mar,0.2,Mean,MIA,0.71907528191009,0.08882393536152215,0.4298489745000184,0.034654297788304624,5
mar,0.2,Mean,MKI67,0.3956914086330129,0.022404604073412035,0.3019964597444704,0.017126465351061645,5
mar,0.2,Mean,MLPH,1.7783154637591447,0.15011696673044084,1.1674318920027191,0.09663493402641428,5
mar,0.2,Mean,MMP11,1.4636242049546546,0.021699376048087218,1.1723280755094583,0.014420563784792645,5
mar,0.2,Mean,MYBL2,0.17255265383028134,0.003630503525949045,0.13411882757063998,0.004075357048353233,5
mar,0.2,Mean,MYC,1.1267053574259316,0.010185821151413003,0.9161721587283462,0.019693557202633397,5
mar,0.2,Mean,NAT1,1.9883995066626319,0.013510090036351133,1.7743756282312695,0.015963809119688095,5
mar,0.2,Mean,NDC80,0.5140166262034093,0.019429659571191218,0.40390620802169475,0.017405042995058663,5
mar,0.2,Mean,NUF2,0.4474032029039659,0.013399916184939319,0.3463429729152433,0.0049515768078067,5
mar,0.2,Mean,ORC6,0.42846061412129705,0.008578721997620884,0.3588293881726854,0.01001788897621748,5
mar,0.2,Mean,PGR,1.0368091537994606,0.02916134571609333,0.8776341080051699,0.01915128922983459,5
mar,0.2,Mean,PHGDH,1.3864897473273994,0.04568401705172145,1.1126882160855858,0.04491705086782595,5
mar,0.2,Mean,PTTG1,1.0235053844439614,0.0120119577830272,0.8400324394423777,0.017319108828853715,5
mar,0.2,Mean,RRM2,0.4947791651012562,0.014087358757053376,0.4024960301945876,0.013776502977547055,5
mar,0.2,Mean,SFRP1,1.7127424063237675,0.02662393801233921,1.3854209328502811,0.028310734051786187,5
mar,0.2,Mean,SLC39A6,1.6701063913158507,0.0365389537275861,1.421771064237161,0.029929002687768894,5
mar,0.2,Mean,TMEM45B,0.6205620772756097,0.0175495693204766,0.4701418088367847,0.01316799898855245,5
mar,0.2,Mean,TYMS,0.967533724605808,0.01516574022026423,0.7777621185440768,0.01544113060766497,5
mar,0.2,Mean,UBE2C,1.3331933412687058,0.006971277585270697,1.1021476745972412,0.013490219307738745,5
mar,0.2,Mean,UBE2T,0.8769022380395521,0.02098252231023844,0.7223564165179737,0.022202042127267885,5
mar,0.2,MissForest,ACTR3B,0.5475392330028208,0.029194587646702578,0.34945982679096227,0.019064882741836188,5
mar,0.2,MissForest,ANLN,0.3195815900199553,0.018826568742154513,0.238871190994067,0.014854380764587175,5
mar,0.2,MissForest,BAG1,0.3205402139390166,0.020787090638108734,0.23158236011244485,0.012175917778321721,5
mar,0.2,MissForest,BCL2,0.7346683899979715,0.031696703777904844,0.5658637278060636,0.018887669653901377,5
mar,0.2,MissForest,BIRC5,0.5528196622112663,0.022531131202199243,0.38828400023323206,0.023413087493952142,5
mar,0.2,MissForest,BLVRA,0.6661607194787866,0.02316034290600446,0.5077839646592949,0.02022775857686053,5
mar,0.2,MissForest,CCNB1,0.3877397135712087,0.011907636497762563,0.29439124491373864,0.009017016900815238,5
mar,0.2,MissForest,CCNE1,0.5132512816144471,0.029935486272974307,0.34085197969447584,0.01929210750607325,5
mar,0.2,MissForest,CDC20,0.46980675548309303,0.027099550454133894,0.3471387359508459,0.01653509234841795,5
mar,0.2,MissForest,CDC6,0.23322181952580437,0.024387555840456977,0.15122119342373963,0.006495449461115517,5
mar,0.2,MissForest,CDH3,0.8232923651305157,0.0182119748407697,0.6338143081238452,0.008125258018484748,5
mar,0.2,MissForest,CENPF,0.46672225539636675,0.008847779448228135,0.3549749775290175,0.010092564286058115,5
mar,0.2,MissForest,CEP55,0.3096084617891087,0.006404286499578387,0.23337636453099267,0.004323549968710286,5
mar,0.2,MissForest,CXXC5,0.6136268230807567,0.018238106957594324,0.46662196799271827,0.011735281835758464,5
mar,0.2,MissForest,EGFR,0.6836036555544526,0.08475321702385422,0.3498251563744539,0.018397185376311194,5
mar,0.2,MissForest,ERBB2,0.8092740877105887,0.04912617572518917,0.530989002761676,0.03312267148085041,5
mar,0.2,MissForest,ESR1,0.9208896385979575,0.031245106659361456,0.6997217237428309,0.013575985474605028,5
mar,0.2,MissForest,EXO1,0.3344934613237584,0.014234036515067773,0.2583899103754204,0.0112920183471615,5
mar,0.2,MissForest,FGFR4,0.8264992710861794,0.05939032676390955,0.6034007689949291,0.029078062725995533,5
mar,0.2,MissForest,FOXA1,0.6055113805643957,0.05186990390602298,0.4117294605209267,0.014953050189124668,5
mar,0.2,MissForest,FOXC1,0.7489058234608557,0.04369234056156398,0.5410021297388488,0.02614551587721066,5
mar,0.2,MissForest,GPR160,0.6291338731748011,0.0247631789995269,0.4894059596817983,0.024196150663943976,5
mar,0.2,MissForest,GRB7,0.7022024897263859,0.028824194757757236,0.438269169598683,0.0158332571497512,5
mar,0.2,MissForest,KIF2C,0.28882205977834985,0.012850906800442314,0.21808754686973658,0.008818816465364213,5
mar,0.2,MissForest,KRT14,0.8318680756736121,0.02616287183934129,0.49153909800534984,0.014187537092039099,5
mar,0.2,MissForest,KRT17,0.8477092543130406,0.06997891246070569,0.604118052041333,0.0422861629962108,5
mar,0.2,MissForest,KRT5,0.6641200699132614,0.040218771831249,0.37766804639658946,0.016485797898481674,5
mar,0.2,MissForest,MAPT,1.1050930824110576,0.06018779430889702,0.85250088716108,0.04661389682432039,5
mar,0.2,MissForest,MDM2,0.22244499176897609,0.026932848927601265,0.15545475430411285,0.00488771885836615,5
mar,0.2,MissForest,MELK,0.4209063039688374,0.0259619401150632,0.31329357405749547,0.017045279009818493,5
mar,0.2,MissForest,MIA,0.49831743047244303,0.04403228298681359,0.2940861507451308,0.02008699347417771,5
mar,0.2,MissForest,MKI67,0.24175633444348996,0.014656852338261122,0.1780192830260191,0.008175191634665402,5
mar,0.2,MissForest,MLPH,0.7002888588010892,0.051356310290656015,0.5184111850160009,0.026951497758495698,5
mar,0.2,MissForest,MMP11,1.2996482471303354,0.02022552974712473,1.0380308103964613,0.01726859054242514,5
mar,0.2,MissForest,MYBL2,0.17486630964830988,0.002385492527577419,0.13672830369259564,0.003430135864632541,5
mar,0.2,MissForest,MYC,0.8891598375907968,0.019634766210581987,0.7033256620139255,0.02240851099049306,5
mar,0.2,MissForest,NAT1,1.2530451669357219,0.07821730136478665,0.9614303813312428,0.06677266831096641,5
mar,0.2,MissForest,NDC80,0.2664940129434393,0.012689789068284227,0.20158554156426808,0.008110932728804456,5
mar,0.2,MissForest,NUF2,0.30784845321748966,0.01260865644599608,0.21964690212950705,0.009232949984194909,5
mar,0.2,MissForest,ORC6,0.4038696754154255,0.0069262710600946084,0.33422950783881505,0.00569279919037736,5
mar,0.2,MissForest,PGR,0.844795761735598,0.027536826843718432,0.6274178329165562,0.016726851835922495,5
mar,0.2,MissForest,PHGDH,0.9713142439266228,0.009910519396841618,0.7650740890610207,0.014888696086214438,5
mar,0.2,MissForest,PTTG1,0.43449250645577403,0.014883642026019411,0.3406081602296407,0.012517242171309288,5
mar,0.2,MissForest,RRM2,0.3495976537574637,0.010751791067022318,0.26332201227143026,0.01081279235269569,5
mar,0.2,MissForest,SFRP1,0.999250082650988,0.07981210918939768,0.7263019296899318,0.04212382114441187,5
mar,0.2,MissForest,SLC39A6,1.0566416031844053,0.037548205804491266,0.8342687886804759,0.03231598041780849,5
mar,0.2,MissForest,TMEM45B,0.5042618559539986,0.024728253114428757,0.3730335241213162,0.01765527647016266,5
mar,0.2,MissForest,TYMS,0.5413267270970782,0.013506568279600801,0.41890547206862205,0.01125716023802517,5
mar,0.2,MissForest,UBE2C,0.46557393638309846,0.019691950658275056,0.35583911574463933,0.012637666313281087,5
mar,0.2,MissForest,UBE2T,0.4343773439883508,0.020504810661534683,0.33670610292277825,0.018077980667375922,5
mar,0.3,KNN,ACTR3B,0.6015489357106252,0.021234742081760252,0.39142284327453297,0.005790097086897956,5
mar,0.3,KNN,ANLN,0.4349789181433052,0.04387053264625499,0.31495161392940096,0.034961201167232926,5
mar,0.3,KNN,BAG1,0.3577276684102918,0.0213567286402562,0.2537002301084497,0.010373034410344983,5
mar,0.3,KNN,BCL2,0.8503681832316055,0.03714388602596278,0.6709377239591954,0.035344760964861985,5
mar,0.3,KNN,BIRC5,0.6841647299991525,0.031787195577122396,0.5052658444172442,0.019840931688963434,5
mar,0.3,KNN,BLVRA,0.7476014717947329,0.01903005079384914,0.5837025075276914,0.023014485705144926,5
mar,0.3,KNN,CCNB1,0.5082410944087327,0.011556042160856796,0.3878248741572813,0.006882114547215635,5
mar,0.3,KNN,CCNE1,0.6490189893085951,0.06311349183379321,0.4392557983448846,0.030360133267458178,5
mar,0.3,KNN,CDC20,0.7759930550050795,0.0761344178910761,0.5782764835221981,0.0738755838794459,5
mar,0.3,KNN,CDC6,0.2491081822540882,0.018228021018842366,0.16721847316679175,0.004721954888766466,5
mar,0.3,KNN,CDH3,1.0164784854613829,0.038144897693294315,0.7768448444112499,0.029949131289786695,5
mar,0.3,KNN,CENPF,0.6235902654167318,0.02578651965818554,0.4670293521700607,0.022281561947569115,5
mar,0.3,KNN,CEP55,0.4444905369978212,0.01947046887141381,0.33233167622262544,0.018508956050528953,5
mar,0.3,KNN,CXXC5,0.7194733752771068,0.020182015759497605,0.5514206769723087,0.01524574953927242,5
mar,0.3,KNN,EGFR,0.847053409360683,0.03647747392674243,0.44503290090740705,0.025918046208608436,5
mar,0.3,KNN,ERBB2,1.13155043767867,0.05840827733378193,0.8313289294714936,0.04513551102069909,5
mar,0.3,KNN,ESR1,1.2830034273913162,0.0712346788345048,0.9685040027345702,0.03907391862093507,5
mar,0.3,KNN,EXO1,0.4775495093825818,0.0209771033375611,0.35488069628754254,0.013044963519826994,5
mar,0.3,KNN,FGFR4,0.9680423049000076,0.026939589867965966,0.6670010628864359,0.01662258231457235,5
mar,0.3,KNN,FOXA1,0.9103290251289285,0.008110792423018641,0.5650100680419509,0.013508685065566796,5
mar,0.3,KNN,FOXC1,1.0548810419618595,0.08795545455200987,0.7417425664545161,0.05217297873345238,5
mar,0.3,KNN,GPR160,0.7097422287745747,0.023430870329272192,0.556031954694816,0.019335586867269303,5
mar,0.3,KNN,GRB7,0.9685041717244459,0.03069947015278727,0.6640458833574469,0.02000205308620151,5
mar,0.3,KNN,KIF2C,0.44398567733843847,0.008001436934658662,0.3233145195692844,0.006867372208087443,5
mar,0.3,KNN,KRT14,1.1206760075526339,0.060373879800422914,0.7820486194403571,0.04158299786727569,5
mar,0.3,KNN,KRT17,1.341414126061693,0.07276506850931293,1.0132500973904937,0.06231699180300855,5
mar,0.3,KNN,KRT5,0.9386327983664848,0.017838970586058284,0.5951502845762883,0.028002727107003616,5
mar,0.3,KNN,MAPT,1.245255188066324,0.03566936747056678,0.9836982249251109,0.041016570608698524,5
mar,0.3,KNN,MDM2,0.2359752144798831,0.01264631408126511,0.16884375675960298,0.006363408361928261,5
mar,0.3,KNN,MELK,0.5843257337536147,0.026191632702223328,0.42118732044014867,0.017575308159754943,5
mar,0.3,KNN,MIA,0.6511527824794343,0.08114275916935762,0.3905342652364487,0.04089137639747212,5
mar,0.3,KNN,MKI67,0.2721383905183254,0.011983222330341941,0.20093677089618417,0.008948204347036906,5
mar,0.3,KNN,MLPH,0.9682403120344573,0.030506102783650218,0.6876149301309524,0.012681668485042655,5
mar,0.3,KNN,MMP11,1.4285562385639596,0.07608257133914098,1.145386843434709,0.06088511702028863,5
mar,0.3,KNN,MYBL2,0.1918947008382932,0.0045629298615621474,0.1486756585276731,0.0027904422471479646,5
mar,0.3,KNN,MYC,1.0308599952201025,0.04325008550843292,0.8106436358777159,0.03452901910901801,5
mar,0.3,KNN,NAT1,1.5024470305522095,0.07326623429375895,1.1841875166589104,0.08293922465333259,5
mar,0.3,KNN,NDC80,0.37259888369177924,0.01792374062001896,0.2769869122570256,0.01821257014795684,5
mar,0.3,KNN,NUF2,0.38137863450287735,0.025906429042118904,0.27222588888749033,0.011196892037658343,5
mar,0.3,KNN,ORC6,0.4495159023697564,0.01683535482248949,0.3680764110817945,0.011754644947694674,5
mar,0.3,KNN,PGR,0.9346475061757292,0.018737350945438967,0.7138006092563396,0.022586541563866115,5
mar,0.3,KNN,PHGDH,1.1777765907202655,0.06470532058619557,0.9111977749312283,0.03402768216570716,5
mar,0.3,KNN,PTTG1,0.6354178040815406,0.04108843616809099,0.4747381683412035,0.026083427541248202,5
mar,0.3,KNN,RRM2,0.43310912468770724,0.00731554027506932,0.32984133388947423,0.006243121042003899,5
mar,0.3,KNN,SFRP1,1.3368384959427755,0.11467702448951221,0.9919276695019288,0.0711041847526727,5
mar,0.3,KNN,SLC39A6,1.2965085829575889,0.1032768464784984,1.0313153825782837,0.08400803035396595,5
mar,0.3,KNN,TMEM45B,0.578858093393448,0.02577120476921707,0.42571046721927475,0.011419936162803745,5
mar,0.3,KNN,TYMS,0.7049426832328806,0.03422030701027789,0.538723099074807,0.022120668877343125,5
mar,0.3,KNN,UBE2C,0.7284764051599577,0.03031659736518107,0.5447586624882879,0.031384735636424625,5
mar,0.3,KNN,UBE2T,0.599310413752079,0.023856312568006435,0.46171310625975226,0.01726207221231234,5
mar,0.3,Mean,ACTR3B,0.7901029550558306,0.04771763312339625,0.4867154534173871,0.021036973283430897,5
mar,0.3,Mean,ANLN,0.6403381606918614,0.01002814674796528,0.5209039998783662,0.010131306928011695,5
mar,0.3,Mean,BAG1,0.3488234875498709,0.020336337720312726,0.24801687502302613,0.009864829044006002,5
mar,0.3,Mean,BCL2,1.1286058942793686,0.018163686987445023,0.9295581668145807,0.01990839171893776,5
mar,0.3,Mean,BIRC5,1.0297294639930248,0.02803429684853209,0.8359621241684998,0.024045975885076055,5
mar,0.3,Mean,BLVRA,0.7870207820819586,0.021383735916282103,0.6223223746886368,0.017980195091314512,5
mar,0.3,Mean,CCNB1,0.6468262857767473,0.013618908200199143,0.5224805482640231,0.010721582201283615,5
mar,0.3,Mean,CCNE1,0.9383243652421415,0.04692720258427,0.6866897446102709,0.021058786139848063,5
