mechanism,missing_rate,method,gene,rmse_mean,rmse_std,mae_mean,mae_std,n_reps
mar,0.05,Mean,MAPT,1.5865047712573783,0.046661545140460156,1.3596275820251238,0.05767882161541356,5
mar,0.05,Mean,MDM2,0.20594833305448557,0.03725892922617446,0.1600751195706187,0.02336436156291296,5
mar,0.05,Mean,MELK,1.0646797628083424,0.11423995401912167,0.8624701988405832,0.09655774585753417,5
mar,0.05,Mean,MIA,0.8027357591916264,0.11157404103716785,0.4705707944197618,0.03583680168674217,5
mar,0.05,Mean,MKI67,0.38778998549215693,0.029621745102914775,0.2992786531110213,0.031004020685301156,5
mar,0.05,Mean,MLPH,1.9913029768243806,0.18689202041019026,1.3449420665430298,0.17987263134579132,5
mar,0.05,Mean,MMP11,1.3781176887638078,0.05831195054084942,1.101786372669624,0.05871640947321963,5
mar,0.05,Mean,MYBL2,0.1697994191241156,0.012880299442903798,0.13120493951321438,0.011563929545255064,5
mar,0.05,Mean,MYC,1.1055848309480831,0.03338054143054132,0.9131436373454342,0.02142537597120947,5
mar,0.05,Mean,NAT1,1.946403868574911,0.07167667339353986,1.7367273895563464,0.07645854536263834,5
mar,0.05,Mean,NDC80,0.5199693402863924,0.03941715687521622,0.41345977778538795,0.03390849280935138,5
mar,0.05,Mean,NUF2,0.45531422634462204,0.06090146991515901,0.35139512177739834,0.035412874910320566,5
mar,0.05,Mean,ORC6,0.44297373468227097,0.03155287908597233,0.3689168641959486,0.033300153731062106,5
mar,0.05,Mean,PGR,1.0624259748878038,0.05600559171983458,0.9019806180180051,0.04569386566334264,5
mar,0.05,Mean,PHGDH,1.3791541882506917,0.11450865591192586,1.0934050818724403,0.10751012432446741,5
mar,0.05,Mean,PTTG1,1.0632402690315694,0.028077271675137648,0.8671102010124201,0.02484907140389313,5
mar,0.05,Mean,RRM2,0.5353003784095771,0.05808909343837864,0.42456987295473814,0.0410541788741985,5
mar,0.05,Mean,SFRP1,1.8057864798407366,0.06269140315371104,1.4095878659495558,0.05972270616890008,5
mar,0.05,Mean,SLC39A6,1.695819281441142,0.07994803020926011,1.463837373285107,0.09538569744750992,5
mar,0.05,Mean,TMEM45B,0.5774217683946251,0.05069102504016714,0.45342775938008356,0.023540858806152528,5
mar,0.05,Mean,TYMS,0.976597458191766,0.04323504019534535,0.7845390402014483,0.051405371350240286,5
mar,0.05,Mean,UBE2C,1.3604906670667307,0.09860863340723,1.1486984459898602,0.09421197692617597,5
mar,0.05,Mean,UBE2T,0.849695835151285,0.05560384630192563,0.6939478250544072,0.05272560736104793,5
mar,0.05,MissForest,ACTR3B,0.5167434032177489,0.05487929769788651,0.3334731976091667,0.03327501271714675,5
mar,0.05,MissForest,ANLN,0.32481132298779963,0.04011016435243828,0.2407978646250708,0.03177104425552662,5
mar,0.05,MissForest,BAG1,0.29788020048231556,0.03465194196966788,0.22025558614807011,0.019580548800810747,5
mar,0.05,MissForest,BCL2,0.6417127796972205,0.08746962946652533,0.5096075611340116,0.0665852747714179,5
mar,0.05,MissForest,BIRC5,0.5374911014683154,0.034608018773167964,0.387919755069401,0.022988958780088553,5
mar,0.05,MissForest,BLVRA,0.6485287969400994,0.07524781287614454,0.48591171859534965,0.05388251020360736,5
