mechanism,missing_rate,rfeca_mean,rfeca_std,rfeca_n,missforest_mean,missforest_std,missforest_n,mean_diff_rfeca_minus_mf,cohens_d,welch_t,welch_p,boot_diff_ci95_low,boot_diff_ci95_high,note
MCAR,0.05,0.6126294477322902,0.01195094663336397,5,0.6172462402652915,0.017042274140040056,10,-0.0046167925330012904,-0.29494436570470295,-0.6082686481361542,0.5552002909342607,-0.01863014938307316,0.008856298030941841,DESCRIPTIVE_ONLY_protocols_differ
MCAR,0.1,0.6146483301148795,0.007802960381589046,5,0.6236001728353093,0.008031063627217777,10,-0.008951842720429815,-1.124381007867047,-2.074151911785067,0.07041972863876113,-0.0163358190892029,-0.001156700761741402,DESCRIPTIVE_ONLY_protocols_differ
MCAR,0.2,0.6142628969911292,0.0047068809486148985,5,0.6371393598958995,0.009668026545080248,10,-0.0228764629047703,-2.7049099323058567,-6.163047007590256,3.42902779358468e-05,-0.02959985880986134,-0.016208397202020653,DESCRIPTIVE_ONLY_protocols_differ
MCAR,0.3,0.621264192718725,0.004157016009394264,5,0.6532032377531888,0.004166558884681286,10,-0.031939045034463764,-7.670970718306414,-14.01674434995282,5.660253754134893e-07,-0.03599284553268746,-0.02793176505192414,DESCRIPTIVE_ONLY_protocols_differ
MAR,0.05,0.6414245784651376,0.014923752031649173,5,0.6290763935180603,0.008953477709461345,10,0.012348184947077234,1.1087771909136601,1.7032359786267297,0.14399956860696814,-0.00031289984262121705,0.025566632396186714,DESCRIPTIVE_ONLY_protocols_differ
MAR,0.1,0.6388336206778935,0.011371817639613528,5,0.6427895028879883,0.007395599266223464,10,-0.003955882210094797,-0.44890668290358304,-0.7067102963901385,0.5073289724921827,-0.014299859408016211,0.005640307307159793,DESCRIPTIVE_ONLY_protocols_differ
MAR,0.2,0.6397229901203969,0.005241512670961932,5,0.6721495670652327,0.009216695637212613,10,-0.03242657694483575,-3.9537796407660055,-8.669637886273184,1.1701046692419163e-06,-0.03936003178937403,-0.02568797535796502,DESCRIPTIVE_ONLY_protocols_differ
MAR,0.3,0.6394937412851157,0.0021561704032664855,5,0.7052613170597014,0.01092904209586728,10,-0.0657675757745857,-7.170606012538838,-18.32953868089361,3.3109179741998853e-09,-0.072283443049009,-0.059241353675929614,DESCRIPTIVE_ONLY_protocols_differ
