gene,status,winning_prefix_len,n_predictors_selected,winning_predictors,selection_seconds,n_candidates
ACTR3B,ok,47,23,FOXA1|MLPH|MIA|CCNE1|CXXC5|MELK|EXO1|ANLN|CEP55|BLVRA|CDH3|NDC80|MKI67|UBE2T|PTTG1|CENPF|RRM2|PGR|MMP11|MYBL2|BAG1|FGFR4|CDC6,1579.4179068000085,49
ANLN,ok,45,22,MELK|CEP55|EXO1|NDC80|UBE2T|UBE2C|KIF2C|CDC20|MLPH|CENPF|NUF2|RRM2|BCL2|EGFR|CDH3|MIA|FOXC1|CDC6|FGFR4|KRT5|BLVRA|BAG1,1576.1515332999988,49
BAG1,ok,49,24,SLC39A6|BCL2|PHGDH|MMP11|MLPH|CCNE1|CDC20|FOXA1|SFRP1|KIF2C|NAT1|KRT5|MIA|PTTG1|ORC6|RRM2|CEP55|NUF2|ANLN|MELK|MKI67|CCNB1|BLVRA|TYMS,2216.664703199989,49
BCL2,ok,49,24,ESR1|SLC39A6|EXO1|CDH3|ANLN|EGFR|CDC20|KIF2C|FOXA1|MLPH|UBE2C|CEP55|RRM2|PTTG1|UBE2T|BAG1|NDC80|MKI67|GPR160|MIA|TYMS|MYBL2|MYC|ORC6,1290.2246382000012,49
BIRC5,ok,38,19,KIF2C|CDC20|UBE2C|CEP55|EXO1|MKI67|CCNE1|ANLN|CCNB1|FOXA1|MLPH|GPR160|SLC39A6|PGR|CDC6|MIA|CXXC5|GRB7|KRT14,1435.6917587999924,49
BLVRA,ok,42,21,ACTR3B|GPR160|MLPH|MIA|SLC39A6|CCNE1|PGR|MYC|ESR1|CDC20|MKI67|CENPF|TYMS|CCNB1|UBE2C|MDM2|ANLN|FGFR4|BCL2|NDC80|NUF2,1494.1336989999982,49
CCNB1,ok,48,24,NDC80|PTTG1|UBE2C|CENPF|CEP55|BIRC5|KIF2C|NUF2|CDC20|MELK|MKI67|TYMS|CCNE1|CDC6|MAPT|KRT14|PHGDH|FGFR4|MYBL2|BLVRA|MDM2|TMEM45B|CXXC5|EGFR,1617.1792423000006,49
CCNE1,ok,48,24,KIF2C|MELK|EXO1|UBE2C|FOXA1|BIRC5|MLPH|PTTG1|MKI67|NDC80|FOXC1|GPR160|EGFR|UBE2T|CCNB1|NUF2|MIA|FGFR4|CDC6|GRB7|ERBB2|MYC|ORC6|MDM2,1453.1171132000018,49
CDC20,ok,40,20,KIF2C|UBE2C|CEP55|BIRC5|PTTG1|EXO1|MELK|CENPF|NDC80|UBE2T|SLC39A6|GPR160|BCL2|NUF2|RRM2|PGR|CXXC5|ORC6|MIA|BAG1,1652.0225149999897,49
CDC6,ok,20,10,EXO1|CEP55|ERBB2|PTTG1|BIRC5|CCNB1|KIF2C|MKI67|ANLN|RRM2,1952.9836072999897,49
NUF2,ok,44,22,NDC80|CCNB1|UBE2T|CEP55|ANLN|UBE2C|MELK|EXO1|PTTG1|KIF2C|TYMS|CDC20|CCNE1|FOXA1|RRM2|MIA|TMEM45B|MYBL2|EGFR|KRT14|KRT5|ORC6,1648.41294319999,49
CDH3,ok,43,21,KRT17|EGFR|KRT5|MLPH|BCL2|CCNE1|MIA|GPR160|KIF2C|ANLN|EXO1|KRT14|CEP55|ACTR3B|BIRC5|PTTG1|MKI67|GRB7|NDC80|RRM2|NUF2,1255.7430356000114,49
