stage,imputer,model,missing_rate,replicate,fold,f1_macro,bal_acc,n_train,n_test,train_class_distribution,test_class_distribution,n_unique_predictions,degenerate_single_class_preds,f1_LumA,precision_LumA,recall_LumA,f1_LumB,precision_LumB,recall_LumB,f1_Her2,precision_Her2,recall_Her2,f1_Basal,precision_Basal,recall_Basal,seed,protocol,imputer_display,mechanism
classification,OriginalRFECA,EnsembleSoft,0.1,4,1,0.8442351495276004,0.8431286549707603,1286,322,"{'Basal': 167, 'Her2': 179, 'LumA': 560, 'LumB': 380}","{'Basal': 42, 'Her2': 45, 'LumA': 140, 'LumB': 95}",4,False,0.8970588235294118,0.9242424242424242,0.8714285714285714,0.8542713567839196,0.8173076923076923,0.8947368421052632,0.7835051546391752,0.7307692307692307,0.8444444444444444,0.8421052631578947,0.9411764705882353,0.7619047619047619,4117054,post_target_wise_impute,RFECA,mar
classification,OriginalRFECA,EnsembleSoft,0.1,4,2,0.8946563288805695,0.8836988304093567,1286,322,"{'Basal': 167, 'Her2': 179, 'LumA': 560, 'LumB': 380}","{'Basal': 42, 'Her2': 45, 'LumA': 140, 'LumB': 95}",4,False,0.9383561643835616,0.9013157894736842,0.9785714285714285,0.9021739130434783,0.9325842696629213,0.8736842105263158,0.8333333333333334,0.8974358974358975,0.7777777777777778,0.9047619047619048,0.9047619047619048,0.9047619047619048,4117054,post_target_wise_impute,RFECA,mar
classification,OriginalRFECA,EnsembleSoft,0.1,4,3,0.8770891264367312,0.8761487050960736,1286,322,"{'Basal': 167, 'Her2': 179, 'LumA': 560, 'LumB': 380}","{'Basal': 42, 'Her2': 45, 'LumA': 140, 'LumB': 95}",4,False,0.9295774647887324,0.9166666666666666,0.9428571428571428,0.8540540540540541,0.8777777777777778,0.8315789473684211,0.7608695652173914,0.7446808510638298,0.7777777777777778,0.963855421686747,0.975609756097561,0.9523809523809523,4117054,post_target_wise_impute,RFECA,mar
classification,OriginalRFECA,EnsembleSoft,0.1,4,4,0.8808380073395246,0.8751910263463536,1287,321,"{'Basal': 168, 'Her2': 179, 'LumA': 560, 'LumB': 380}","{'Basal': 41, 'Her2': 45, 'LumA': 140, 'LumB': 95}",4,False,0.924187725631769,0.9343065693430657,0.9142857142857143,0.8844221105527639,0.8461538461538461,0.9263157894736842,0.7764705882352941,0.825,0.7333333333333333,0.9382716049382716,0.95,0.926829268292683,4117054,post_target_wise_impute,RFECA,mar
classification,OriginalRFECA,EnsembleSoft,0.1,4,5,0.8711977507817109,0.8471348826611985,1287,321,"{'Basal': 167, 'Her2': 180, 'LumA': 560, 'LumB': 380}","{'Basal': 42, 'Her2': 44, 'LumA': 140, 'LumB': 95}",4,False,0.9152542372881356,0.8709677419354839,0.9642857142857143,0.8795811518324608,0.875,0.8842105263157894,0.7532467532467533,0.8787878787878788,0.6590909090909091,0.9367088607594937,1.0,0.8809523809523809,4117054,post_target_wise_impute,RFECA,mar
classification,OriginalRFECA,SVC,0.1,4,1,0.8520269719809525,0.8493421052631579,1286,322,"{'Basal': 167, 'Her2': 179, 'LumA': 560, 'LumB': 380}","{'Basal': 42, 'Her2': 45, 'LumA': 140, 'LumB': 95}",4,False,0.9029850746268657,0.9453125,0.8642857142857143,0.8737864077669902,0.8108108108108109,0.9473684210526315,0.7741935483870968,0.75,0.8,0.8571428571428571,0.9428571428571428,0.7857142857142857,4117054,post_target_wise_impute,RFECA,mar
classification,OriginalRFECA,SVC,0.1,4,2,0.9025332511016231,0.8892543859649124,1286,322,"{'Basal': 167, 'Her2': 179, 'LumA': 560, 'LumB': 380}","{'Basal': 42, 'Her2': 45, 'LumA': 140, 'LumB': 95}",4,False,0.9351535836177475,0.8954248366013072,0.9785714285714285,0.9021739130434783,0.9325842696629213,0.8736842105263158,0.8571428571428571,0.9230769230769231,0.8,0.9156626506024096,0.926829268292683,0.9047619047619048,4117054,post_target_wise_impute,RFECA,mar
classification,OriginalRFECA,SVC,0.1,4,3,0.8758622523850199,0.8681182121971596,1286,322,"{'Basal': 167, 'Her2': 179, 'LumA': 560, 'LumB': 380}","{'Basal': 42, 'Her2': 45, 'LumA': 140, 'LumB': 95}",4,False,0.9192982456140351,0.903448275862069,0.9357142857142857,0.8571428571428571,0.8617021276595744,0.8526315789473684,0.7640449438202247,0.7727272727272727,0.7555555555555555,0.9629629629629629,1.0,0.9285714285714286,4117054,post_target_wise_impute,RFECA,mar
classification,OriginalRFECA,SVC,0.1,4,4,0.887316527621008,0.8825322961876234,1287,321,"{'Basal': 168, 'Her2': 179, 'LumA': 560, 'LumB': 380}","{'Basal': 41, 'Her2': 45, 'LumA': 140, 'LumB': 95}",4,False,0.9314079422382672,0.9416058394160584,0.9214285714285714,0.8888888888888888,0.8543689320388349,0.9263157894736842,0.7906976744186046,0.8292682926829268,0.7555555555555555,0.9382716049382716,0.95,0.926829268292683,4117054,post_target_wise_impute,RFECA,mar
classification,OriginalRFECA,SVC,0.1,4,5,0.8786356308536062,0.8571314650262019,1287,321,"{'Basal': 167, 'Her2': 180, 'LumA': 560, 'LumB': 380}","{'Basal': 42, 'Her2': 44, 'LumA': 140, 'LumB': 95}",4,False,0.9146757679180887,0.8758169934640523,0.9571428571428572,0.8631578947368421,0.8631578947368421,0.8631578947368421,0.8,0.8888888888888888,0.7272727272727273,0.9367088607594937,1.0,0.8809523809523809,4117054,post_target_wise_impute,RFECA,mar
classification,OriginalRFECA,LogReg,0.1,4,1,0.8329445001632692,0.8373224728487887,1286,322,"{'Basal': 167, 'Her2': 179, 'LumA': 560, 'LumB': 380}","{'Basal': 42, 'Her2': 45, 'LumA': 140, 'LumB': 95}",4,False,0.8823529411764706,0.9090909090909091,0.8571428571428571,0.8615384615384616,0.84,0.8842105263157894,0.7628865979381443,0.7115384615384616,0.8222222222222222,0.825,0.868421052631579,0.7857142857142857,4117054,post_target_wise_impute,RFECA,mar
classification,OriginalRFECA,LogReg,0.1,4,2,0.8744338194884441,0.8704469507101086,1286,322,"{'Basal': 167, 'Her2': 179, 'LumA': 560, 'LumB': 380}","{'Basal': 42, 'Her2': 45, 'LumA': 140, 'LumB': 95}",4,False,0.9273356401384083,0.8993288590604027,0.9571428571428572,0.8791208791208791,0.9195402298850575,0.8421052631578947,0.7865168539325843,0.7954545454545454,0.7777777777777778,0.9047619047619048,0.9047619047619048,0.9047619047619048,4117054,post_target_wise_impute,RFECA,mar
classification,OriginalRFECA,LogReg,0.1,4,3,0.8666374372656207,0.8682539682539683,1286,322,"{'Basal': 167, 'Her2': 179, 'LumA': 560, 'LumB': 380}","{'Basal': 42, 'Her2': 45, 'LumA': 140, 'LumB': 95}",4,False,0.9263157894736842,0.9103448275862069,0.9428571428571428,0.8351648351648352,0.8735632183908046,0.8,0.7526881720430108,0.7291666666666666,0.7777777777777778,0.9523809523809523,0.9523809523809523,0.9523809523809523,4117054,post_target_wise_impute,RFECA,mar
classification,OriginalRFECA,LogReg,0.1,4,4,0.8639082144760086,0.8658029728793528,1287,321,"{'Basal': 168, 'Her2': 179, 'LumA': 560, 'LumB': 380}","{'Basal': 41, 'Her2': 45, 'LumA': 140, 'LumB': 95}",4,False,0.9169675090252708,0.927007299270073,0.9071428571428571,0.8645833333333334,0.8556701030927835,0.8736842105263158,0.7472527472527473,0.7391304347826086,0.7555555555555555,0.926829268292683,0.926829268292683,0.926829268292683,4117054,post_target_wise_impute,RFECA,mar
classification,OriginalRFECA,LogReg,0.1,4,5,0.8952701558265583,0.8805023923444977,1287,321,"{'Basal': 167, 'Her2': 180, 'LumA': 560, 'LumB': 380}","{'Basal': 42, 'Her2': 44, 'LumA': 140, 'LumB': 95}",4,False,0.9444444444444444,0.918918918918919,0.9714285714285714,0.8854166666666666,0.8762886597938144,0.8947368421052632,0.8,0.8888888888888888,0.7272727272727273,0.9512195121951219,0.975,0.9285714285714286,4117054,post_target_wise_impute,RFECA,mar
