imputer,missing_rate,replicate,fold,rmse,mae,n_masked_test_values
RFECA_SVR(k=10),0.3,6,2,2.6185051389426635,1.7570531774628209,351
RFECA_SVR(k=10),0.3,6,3,2.5697228000499877,1.847783377931716,363
RFECA_SVR(k=10),0.3,6,4,2.376253997395716,1.676611444590497,361
RFECA_SVR(k=10),0.3,6,5,2.4688599941475724,1.7259553794568487,353
RFECA_SVR(k=20),0.3,6,1,2.6639342159858206,1.9063477317973807,357
RFECA_SVR(k=20),0.3,6,2,2.754016454791053,1.9402853578836317,351
RFECA_SVR(k=20),0.3,6,3,2.9052962034447707,2.0484365289818247,363
RFECA_SVR(k=20),0.3,6,4,2.7582219258202354,1.891597231473635,361
RFECA_SVR(k=20),0.3,6,5,2.74986497075943,1.9725840289137366,353
SimpleMean,0.3,7,1,2.776578708409901,2.0639981504456357,332
SimpleMean,0.3,7,2,2.887642323044087,2.070110578940485,345
SimpleMean,0.3,7,3,2.7812496317297675,2.0319291603254386,360
SimpleMean,0.3,7,4,2.8705454594222517,2.154578341551737,358
SimpleMean,0.3,7,5,2.998364461272224,2.0895166165737225,341
"KNN(k=5,dist)",0.3,7,1,2.1398102209533687,1.4719834828704612,332
"KNN(k=5,dist)",0.3,7,2,2.1663031209223496,1.5109714409720036,345
"KNN(k=5,dist)",0.3,7,3,2.203612970244013,1.4319718029299802,360
"KNN(k=5,dist)",0.3,7,4,2.1920766835511234,1.4855036556879093,358
"KNN(k=5,dist)",0.3,7,5,2.4360350651677707,1.5335736958030386,341
RFECA_SVR(k=5),0.3,7,1,2.1120219993645275,1.4561689828784738,332
RFECA_SVR(k=5),0.3,7,2,2.3378533104706354,1.5464376562274835,345
RFECA_SVR(k=5),0.3,7,3,2.3206797060015503,1.5279742055484624,360
RFECA_SVR(k=5),0.3,7,4,2.3867265716553336,1.6253130812370145,358
RFECA_SVR(k=5),0.3,7,5,2.4544137619906574,1.5829775593434015,341
RFECA_SVR(k=10),0.3,7,1,2.3063422683200967,1.6215001315495756,332
RFECA_SVR(k=10),0.3,7,2,2.6980749955806105,1.746831599153344,345
RFECA_SVR(k=10),0.3,7,3,2.5449320293907394,1.7001771100875112,360
RFECA_SVR(k=10),0.3,7,4,2.479989381090806,1.7116259416513564,358
RFECA_SVR(k=10),0.3,7,5,2.5367540158221296,1.6794078218928579,341
RFECA_SVR(k=20),0.3,7,1,2.7443651783361336,1.8669831928681628,332
RFECA_SVR(k=20),0.3,7,2,3.0785554892247062,2.024267860036518,345
RFECA_SVR(k=20),0.3,7,3,2.921773046732172,2.0010828712763455,360
RFECA_SVR(k=20),0.3,7,4,3.0015768153252806,1.9953880460332662,358
RFECA_SVR(k=20),0.3,7,5,2.957000166595265,1.9765326285421456,341
SimpleMean,0.3,8,1,2.567072078385547,1.9012050007075831,346
SimpleMean,0.3,8,2,2.7774469639832833,2.067792874954322,348
SimpleMean,0.3,8,3,2.8531153932019038,2.0187729823655283,355
SimpleMean,0.3,8,4,2.913081887781865,2.19978545346783,338
SimpleMean,0.3,8,5,2.9696160832934044,2.0361550925447514,358
"KNN(k=5,dist)",0.3,8,1,1.8973938065204856,1.3104122327898637,346
"KNN(k=5,dist)",0.3,8,2,2.063379470658638,1.4257176755386922,348
"KNN(k=5,dist)",0.3,8,3,2.036875755807485,1.3624619414541046,355
"KNN(k=5,dist)",0.3,8,4,2.1566954521287554,1.5587034095042378,338
"KNN(k=5,dist)",0.3,8,5,2.3432601145044263,1.5328337149806102,358
RFECA_SVR(k=5),0.3,8,1,1.9326758939124484,1.432615103769712,346
RFECA_SVR(k=5),0.3,8,2,2.28155936134386,1.6083294916063542,348
RFECA_SVR(k=5),0.3,8,3,2.5407866726529726,1.6797213194109946,355
RFECA_SVR(k=5),0.3,8,4,2.3182297515362946,1.6531831866987354,338
RFECA_SVR(k=5),0.3,8,5,2.479677536512714,1.6323654093250861,358
RFECA_SVR(k=10),0.3,8,1,2.227174546525535,1.5995835466493642,346
RFECA_SVR(k=10),0.3,8,2,2.500407572026296,1.7312266828601712,348
RFECA_SVR(k=10),0.3,8,3,2.7022614000536933,1.8282864926488125,355
RFECA_SVR(k=10),0.3,8,4,2.7585245904000346,2.0060262108667803,338
RFECA_SVR(k=10),0.3,8,5,2.7442406851587,1.7936674799228765,358
RFECA_SVR(k=20),0.3,8,1,2.6804017308433714,1.879071666238719,346
RFECA_SVR(k=20),0.3,8,2,3.1565337930264845,2.186720147876418,348
RFECA_SVR(k=20),0.3,8,3,2.792815462803972,1.912144613366637,355
RFECA_SVR(k=20),0.3,8,4,3.2129115336699154,2.3079666789642252,338
RFECA_SVR(k=20),0.3,8,5,3.3775593081734354,2.1876437064268837,358
SimpleMean,0.3,9,1,2.7560668885575113,2.04174288449948,334
SimpleMean,0.3,9,2,2.802345452212774,2.107805415876968,366
SimpleMean,0.3,9,3,2.7251088948204365,1.9369395820861088,316
SimpleMean,0.3,9,4,2.9055607028628327,2.132916536749736,335
SimpleMean,0.3,9,5,2.82544386077815,1.9845651745251942,350
"KNN(k=5,dist)",0.3,9,1,2.0215855003097394,1.4074282138732697,334
"KNN(k=5,dist)",0.3,9,2,2.0528660744342573,1.4820681667658362,366
"KNN(k=5,dist)",0.3,9,3,2.146797476019308,1.3768830580603386,316
"KNN(k=5,dist)",0.3,9,4,2.1786015627535975,1.460622595329831,335
"KNN(k=5,dist)",0.3,9,5,2.279703024116759,1.4602244230914176,350
RFECA_SVR(k=5),0.3,9,1,2.1237037820919893,1.4615767462180527,334
RFECA_SVR(k=5),0.3,9,2,2.5886100381673693,1.8254471066652223,366
RFECA_SVR(k=5),0.3,9,3,2.1243408250942104,1.453480924034057,316
RFECA_SVR(k=5),0.3,9,4,2.318429198130089,1.586861878183892,335
RFECA_SVR(k=5),0.3,9,5,2.2312756529942064,1.5497957824694588,350
RFECA_SVR(k=10),0.3,9,1,2.411774755540026,1.6384325443131853,334
RFECA_SVR(k=10),0.3,9,2,2.8712852278888388,1.9761248858268423,366
RFECA_SVR(k=10),0.3,9,3,2.444745332925765,1.6890728251529723,316
RFECA_SVR(k=10),0.3,9,4,2.5601421497742876,1.6842016543113056,335
RFECA_SVR(k=10),0.3,9,5,2.4701175292015143,1.679088637965661,350
RFECA_SVR(k=20),0.3,9,1,2.7191263607721066,1.8859693360453642,334
RFECA_SVR(k=20),0.3,9,2,3.1156156818535714,2.1122318952786996,366
RFECA_SVR(k=20),0.3,9,3,2.7131754705718056,1.9224335419293732,316
RFECA_SVR(k=20),0.3,9,4,2.7406847426124057,1.9360966405230542,335
RFECA_SVR(k=20),0.3,9,5,3.2254118905649687,2.075628499024348,350
