,ACTR3B,ANLN,BAG1,BCL2,BIRC5,BLVRA,CCNB1,CCNE1,CDC20,CDC6,NUF2,CDH3,CENPF,CEP55,CXXC5,EGFR,ERBB2,ESR1,EXO1,FGFR4,FOXA1,FOXC1,GPR160,GRB7,KIF2C,NDC80,KRT14,KRT17,KRT5,MAPT,MDM2,MELK,MIA,MKI67,MLPH,MMP11,MYBL2,MYC,NAT1,ORC6,PGR,PHGDH,PTTG1,RRM2,SFRP1,SLC39A6,TMEM45B,TYMS,UBE2C,UBE2T
MYC,0.25381067793575635,0.198847850901048,-0.0077681462713379435,0.043262665275222476,0.2846186809558944,-0.2228493092310656,0.21591190731140023,0.3187897968404321,0.28718735833734277,0.12018031137720765,0.36985681591952,0.17049739421067392,0.2922337650547077,0.29872156083603824,-0.08994411556207918,0.071248298061577,-0.2590015547389346,-0.08848808986265211,0.2090102009347541,-0.1694131671019076,-0.4169363077154378,0.31275984077353775,-0.32618079876398665,-0.18712731200303254,0.3228535983182604,0.3827537491477783,0.13589682278851314,0.2521707230586197,0.24149883601453104,-0.17802766363431816,0.04088242486948828,0.27493335211294495,0.25523299525391263,0.28430786903153055,-0.4080053544166284,-0.3437960806525829,0.22493598615715762,1.0,-0.39404210643686294,0.17752719444174891,-0.1729015989981619,0.05965603806633495,0.3152660672914828,0.12517442954083588,0.22074047056736068,-0.06572739998196928,-0.3512420071690791,0.38311380159177516,0.3104754339024314,0.24437415316078073
NAT1,-0.3957329077187271,-0.46631645957919354,0.3797924719618728,0.5303984451792274,-0.45338672074895553,0.25620142699781423,-0.34936776498770683,-0.6212753431974374,-0.5057739585240272,-0.34113766340644497,-0.3804996673779631,-0.4656532607239762,-0.34516176910828794,-0.4386485415855331,0.42470773164504905,-0.3828018438468795,-0.0018758714401471196,0.6737472935859761,-0.4075133884587425,-0.21496761469246128,0.5771969222383105,-0.4938999701105406,0.5081644731625266,-0.06262155452625992,-0.5040435642292087,-0.4846205475047921,-0.1403315359512369,-0.206442403905568,-0.2845676768629415,0.6721676048433529,0.30160220521584297,-0.47881502891370126,-0.0648547632848256,-0.4174992160819185,0.6198368974655554,0.21114391295597035,-0.4392860418185562,-0.39404210643686294,1.0,-0.5250713806162661,0.7346888296124816,-0.46190915025962564,-0.4882413557312758,-0.40967993173197365,-0.21296372873237768,0.5584112102310583,0.1603916598265062,-0.411123176007508,-0.4731940621314418,-0.29979482705475696
ORC6,0.28188852568260087,0.7074874987206049,-0.3184595295298026,-0.49526341695339426,0.7221336161450982,0.015693211445643906,0.6524956695712771,0.6530121281585567,0.7499521505674551,0.5154699100516984,0.6629653300536918,0.3956693579219901,0.629667067791901,0.7343470598819286,-0.20095351808947767,0.0725436845156517,-0.06750644699507459,-0.4257040929710808,0.7505191692052278,0.163357932074558,-0.41137233547674945,0.24227300827108095,-0.39559331869719216,-0.04206381551091068,0.7868549789580078,0.6798609775987743,-0.0658728713571958,-0.01629485237216849,0.10902911796274292,-0.5052855258340125,-0.2147089362498658,0.798857387966487,0.0524062512473265,0.7091519283632941,-0.4511795428896334,0.05500133822763813,0.7739715010989192,0.17752719444174891,-0.5250713806162661,1.0,-0.4694561239629121,0.30556264587460275,0.7458098802507943,0.7549352314706835,-0.05731154854854066,-0.3566274062082649,-0.27096753945713886,0.4585618351899001,0.7886107392075045,0.6290468891642136
PGR,-0.39498447269575243,-0.5442980100692624,0.29321439570832347,0.6648099098847781,-0.5338240369282464,0.25164972346593417,-0.44179691340043936,-0.6773273977274726,-0.5395599349462017,-0.32511491558368766,-0.46278170400645524,-0.5002359836651128,-0.4303241681231577,-0.5036237540934223,0.3834927042275506,-0.369676111903481,-0.06347002155219643,0.7006408705763043,-0.4876011562557711,-0.37731100045613947,0.5967608477550972,-0.4563330232597892,0.42702571705936376,-0.11824365504660506,-0.5472495275868874,-0.5201374694128851,-0.04121961450680796,-0.17295993604147994,-0.274048348457797,0.7451367734410073,0.3456484861330078,-0.5399343165697327,0.012530337215267869,-0.4448420668834065,0.5836396857692165,0.2181194085225168,-0.5346625714937103,-0.1729015989981619,0.7346888296124816,-0.4694561239629121,1.0,-0.3760431480416198,-0.5197298030334652,-0.4920120176818252,-0.18354979700918575,0.5976603354785986,0.20121758176919477,-0.47488707560112264,-0.533223086393979,-0.38894327119263167
PHGDH,0.4744794260930728,0.2650294553088207,-0.18614518778135386,-0.4036683432603641,0.2612008504153641,-0.056909981079841965,0.2805367820712387,0.4357325347211905,0.4261374902789698,0.1347434604909964,0.263218135816304,0.45806128148088066,0.21897765957211485,0.2560531632017019,-0.3820471210279654,0.4218146331677917,-0.03257420531603499,-0.5062746710126113,0.26435831701277107,0.03706315032697799,-0.4847647054498056,0.5090827369679174,-0.4436570492011903,0.03676659256790658,0.3463810184043436,0.3532772130787556,0.15640216204474047,0.316566891518412,0.45830822025021495,-0.441480918169616,-0.4187746316195637,0.3110672211507467,0.1822406349444488,0.2839005684877076,-0.49311282975546716,-0.13561982585675791,0.3303204465902522,0.05965603806633495,-0.46190915025962564,0.30556264587460275,-0.3760431480416198,1.0,0.32645441345886017,0.2740301100650514,0.3741636816585855,-0.5001256991069352,-0.17440655226235885,0.2607462603509063,0.3142001111948992,0.25175663259203357
PTTG1,0.32334486818047,0.8364737015327104,-0.2263724221356439,-0.4656416119179472,0.8655357146900187,0.01796441183546117,0.8390506449098297,0.7083432801499358,0.8611269493169565,0.6283183083428285,0.864544864498436,0.34792542717371133,0.8499066016963596,0.906100837632176,-0.15459032255318939,0.03009018655244939,-0.07333952196288668,-0.4342481370264616,0.8569990724405506,0.0661464642021968,-0.4634782260600209,0.2897507214518254,-0.4374943479497813,-0.016042782779634022,0.8996991009331287,0.8623484600921671,-0.08163729670326174,0.06596574796640364,0.17472058788360895,-0.542853707590127,-0.23773869966257724,0.8793909702111312,0.06690832432582626,0.8606285832029318,-0.5795941719424276,-0.050666182621115774,0.8323785485509511,0.3152660672914828,-0.4882413557312758,0.7458098802507943,-0.5197298030334652,0.32645441345886017,1.0,0.8414881912403118,-0.04477763899309817,-0.3150105667236034,-0.41891323774334227,0.5445447679454702,0.9186926860440181,0.8678008964162001
RRM2,0.20546325582927907,0.8200650934973539,-0.27239230326440034,-0.4823827639725994,0.8369525670729111,0.08700059748383043,0.767044649754212,0.6731846776398301,0.7981154169376261,0.6159531574310776,0.7698690178172292,0.27453354833071353,0.7838643207377233,0.8524694974786823,-0.148098269379791,0.08756083616281271,0.015939506093469297,-0.42557170531056904,0.8422378030183681,0.09301808853228788,-0.3220023748264284,0.2185046279170202,-0.28378594933519646,0.0861253949763858,0.8164962166625558,0.7335731066795201,-0.1472300748879589,-0.020324324714038642,0.08798964867181676,-0.5072402105090162,-0.1780318149667963,0.874959974029512,-0.023583549771818986,0.8539466541560725,-0.4417658224427354,-0.033609366083764455,0.8285383918917507,0.12517442954083588,-0.40967993173197365,0.7549352314706835,-0.4920120176818252,0.2740301100650514,0.8414881912403118,1.0,-0.07921563272317496,-0.27168570844177503,-0.29171652560358363,0.426322673553646,0.8419122959549147,0.744006337203366
SFRP1,0.3749774642658431,0.04918030035354598,-0.048789995648650705,-0.17958423686930688,-0.1828191254126324,-0.2896101206612824,-0.08445740808572991,0.15261559971785335,0.014331450647382844,-0.11806672328513479,0.07123339799326744,0.5126977999327446,0.006336091773079103,-0.013212930549770862,-0.3912952469155902,0.6445319276677609,-0.15260470359726394,-0.31905520966221385,0.021250838780788935,0.027018398032439234,-0.47700572669158803,0.7022340165975955,-0.31759273250110975,-0.038062597413522185,0.00814368079257881,0.05029224538521747,0.29951496564592894,0.4857039058132364,0.5753975298796714,-0.3115857503431235,-0.11884794911778952,0.02249752441328439,0.04110694583838871,-0.050096477740738624,-0.43671898810848636,-0.21226050261558013,-0.05105458647620523,0.22074047056736068,-0.21296372873237768,-0.05731154854854066,-0.18354979700918575,0.3741636816585855,-0.04477763899309817,-0.07921563272317496,1.0,-0.3092762050556791,-0.21827847350386465,0.13530029145553332,-0.06544391285120284,-0.06510926490528163
SLC39A6,-0.32627710957113304,-0.3620092895595999,0.3439094121090109,0.677600398972433,-0.18729204727361412,0.2782715148771956,-0.2294066569172049,-0.5425426738840888,-0.4309885406367661,-0.1123752567715231,-0.2591052307186881,-0.4798251862793875,-0.20416964560551978,-0.2789586135985049,0.5055904629633478,-0.5074237957409526,0.044120340378376706,0.7090022411253109,-0.28434630315554843,-0.32273649446452224,0.5327408050008462,-0.4790457333938451,0.5113611484007334,-0.008271830769018407,-0.3682340027778963,-0.29430693295349414,-0.14230783280551254,-0.21638675989980174,-0.3427013933295042,0.5971390210465568,0.4788915620558766,-0.3099316899718589,0.03725267763667294,-0.2685012894480873,0.5513776982488372,0.0001781536101142868,-0.2899508123527527,-0.06572739998196928,0.5584112102310583,-0.3566274062082649,0.5976603354785986,-0.5001256991069352,-0.3150105667236034,-0.27168570844177503,-0.3092762050556791,1.0,0.036542661420769965,-0.26132226550692605,-0.29138706473283144,-0.1952598650059459
TMEM45B,-0.4039478762822961,-0.21900064486610898,-0.01848218868993461,-0.07667490428526579,-0.33140057805099576,0.1755439556133611,-0.3243667057229615,-0.3311576740826257,-0.3074715705303608,-0.14616497270556975,-0.4261542954174503,-0.13794362057940787,-0.37602327048544876,-0.37252213515591487,0.023901924401861112,-0.07731539745002154,0.40852683092163367,0.038327948265937356,-0.3630152707726211,0.223266239491627,0.4292909810428911,-0.3790109467068549,0.4003973554105021,0.36941331361512925,-0.3648653330426059,-0.4460817646045761,0.0013381929320603594,-0.006410771622797101,-0.09189725889982238,0.20339539784350083,-0.08932339045913297,-0.4111484663815169,-0.24212244569963218,-0.3528747956668609,0.43251693633404553,0.2658746084519224,-0.30455469629647125,-0.3512420071690791,0.1603916598265062,-0.27096753945713886,0.20121758176919477,-0.17440655226235885,-0.41891323774334227,-0.29171652560358363,-0.21827847350386465,0.036542661420769965,1.0,-0.4160311728325503,-0.3468786482560391,-0.3901836422362852
TYMS,0.5105470331207579,0.49850570871960037,-0.13010029360840644,-0.24602884908125858,0.5148899156235683,-0.17409305474445647,0.5450335485950544,0.5893981916814094,0.561023731982511,0.3136042117288938,0.6269019240857642,0.2567607601711205,0.6024602146506403,0.5400762796501876,-0.21949656781480997,0.13799656983077596,-0.21371324800274677,-0.36354692062599747,0.5761667666362328,-0.0874385770800411,-0.562291191684723,0.4561493605375126,-0.46400126992052443,-0.11312433792659077,0.6226759358696277,0.7455118271333495,-0.051288803633620185,0.10758039219462386,0.17012608487226671,-0.4215108452922533,-0.1006982703805388,0.5725140888573823,0.15284684762563194,0.5095536275672342,-0.5689278000746364,-0.27696587825081825,0.4733390857658626,0.38311380159177516,-0.411123176007508,0.4585618351899001,-0.47488707560112264,0.2607462603509063,0.5445447679454702,0.426322673553646,0.13530029145553332,-0.26132226550692605,-0.4160311728325503,1.0,0.5429334178962415,0.607886457419915
UBE2C,0.314407304051171,0.8150694539351497,-0.2665720086980788,-0.4723635636386009,0.904884173542887,0.0674499543126054,0.8075036908469357,0.7001994112979976,0.8871755472678181,0.5880883372631708,0.8513077584694206,0.36698035316610506,0.8134549569782225,0.8916682904320966,-0.13190358464822965,0.041030688960341635,-0.039476624201226135,-0.4343557891006521,0.8492318890087257,0.13867777000051923,-0.4686405096965561,0.24741287077560795,-0.4030732772105526,-0.001721404339654238,0.9053822460439085,0.8372313469827939,-0.04634594344292689,0.06761531976634853,0.1452488975681532,-0.5124364629398164,-0.20362279860041366,0.8981678646983589,0.05333289535736407,0.8707495784219091,-0.5293695643890399,-0.0547227255322989,0.9237058760095764,0.3104754339024314,-0.4731940621314418,0.7886107392075045,-0.533223086393979,0.3142001111948992,0.9186926860440181,0.8419122959549147,-0.06544391285120284,-0.29138706473283144,-0.3468786482560391,0.5429334178962415,1.0,0.8194830817045354
UBE2T,0.3287310274102819,0.7581500283131722,-0.20348814989275613,-0.3389495341274197,0.7840499629245125,0.04837241027422335,0.7997681913816281,0.5992326641780007,0.7430186146139057,0.578252187502929,0.8346087245948073,0.24355497479579108,0.8613436768121342,0.8589002978939211,-0.08230567516903078,-0.08691281157582513,-0.07637395370910303,-0.2795492109937905,0.8616822421297301,0.05877453660340279,-0.38483616559514194,0.2017967557423302,-0.34192140299157053,-0.00543166947198366,0.7965528289264188,0.8178552260223753,-0.21336174712349676,-0.013481913175700461,0.11305193023771556,-0.43182509906035815,-0.13156840365952238,0.790961289528615,0.07728112529782093,0.7911178790688482,-0.4719717286554172,-0.0814078714374724,0.7272170875354912,0.24437415316078073,-0.29979482705475696,0.6290468891642136,-0.38894327119263167,0.25175663259203357,0.8678008964162001,0.744006337203366,-0.06510926490528163,-0.1952598650059459,-0.3901836422362852,0.607886457419915,0.8194830817045354,1.0
