imputer,missing_rate,model,subtype,metric,mean,std,n_rows,mechanism
OriginalRFECA,0.05,EnsembleSoft,LumA,f1,0.9241002209186036,0.011311816570568923,5,mcar
OriginalRFECA,0.05,EnsembleSoft,LumA,precision,0.9088915892805296,0.02426193032067932,5,mcar
OriginalRFECA,0.05,EnsembleSoft,LumA,recall,0.9414285714285713,0.03826598638851107,5,mcar
OriginalRFECA,0.05,EnsembleSoft,LumB,f1,0.8806611340397227,0.014603398260553145,5,mcar
OriginalRFECA,0.05,EnsembleSoft,LumB,precision,0.8787121495797537,0.03753411988277573,5,mcar
OriginalRFECA,0.05,EnsembleSoft,LumB,recall,0.8842105263157896,0.027850013800679894,5,mcar
OriginalRFECA,0.05,EnsembleSoft,Her2,f1,0.7949465878565722,0.058809120571334667,5,mcar
OriginalRFECA,0.05,EnsembleSoft,Her2,precision,0.8184173126614986,0.05548307871503537,5,mcar
OriginalRFECA,0.05,EnsembleSoft,Her2,recall,0.7762626262626263,0.0827774542243509,5,mcar
OriginalRFECA,0.05,EnsembleSoft,Basal,f1,0.9318633722019539,0.028037304736747457,5,mcar
OriginalRFECA,0.05,EnsembleSoft,Basal,precision,0.979029304029304,0.01180466512636946,5,mcar
OriginalRFECA,0.05,EnsembleSoft,Basal,recall,0.8901277584204415,0.04904145942500016,5,mcar
OriginalRFECA,0.05,SVC,LumA,f1,0.9200919030994829,0.012892917106497913,5,mcar
OriginalRFECA,0.05,SVC,LumA,precision,0.9168352392907144,0.02567891420311678,5,mcar
OriginalRFECA,0.05,SVC,LumA,recall,0.9257142857142856,0.04860293096058286,5,mcar
OriginalRFECA,0.05,SVC,LumB,f1,0.8782614685364205,0.01013658888720326,5,mcar
OriginalRFECA,0.05,SVC,LumB,precision,0.8602647111665522,0.05253123936478966,5,mcar
OriginalRFECA,0.05,SVC,LumB,recall,0.9010526315789473,0.041173909927595675,5,mcar
OriginalRFECA,0.05,SVC,Her2,f1,0.7939609415886567,0.04600456618919364,5,mcar
OriginalRFECA,0.05,SVC,Her2,precision,0.8206677719443676,0.07072991327590857,5,mcar
OriginalRFECA,0.05,SVC,Her2,recall,0.772020202020202,0.050337601199105166,5,mcar
OriginalRFECA,0.05,SVC,Basal,f1,0.9259668850696945,0.04283125896211851,5,mcar
OriginalRFECA,0.05,SVC,Basal,precision,0.9788111888111889,0.02139455096218812,5,mcar
OriginalRFECA,0.05,SVC,Basal,recall,0.8806039488966316,0.06912106135006146,5,mcar
OriginalRFECA,0.05,LogReg,LumA,f1,0.916034287610015,0.01742992414812005,5,mcar
OriginalRFECA,0.05,LogReg,LumA,precision,0.9091199338185199,0.009282116670452364,5,mcar
OriginalRFECA,0.05,LogReg,LumA,recall,0.9242857142857142,0.04362408995600709,5,mcar
OriginalRFECA,0.05,LogReg,LumB,f1,0.8681842257028881,0.007806241301029444,5,mcar
OriginalRFECA,0.05,LogReg,LumB,precision,0.8641414375398823,0.027689696461876148,5,mcar
OriginalRFECA,0.05,LogReg,LumB,recall,0.8736842105263157,0.029772917102591508,5,mcar
OriginalRFECA,0.05,LogReg,Her2,f1,0.7977281871030085,0.02335373568547973,5,mcar
OriginalRFECA,0.05,LogReg,Her2,precision,0.8126351441878633,0.029703348988199416,5,mcar
OriginalRFECA,0.05,LogReg,Her2,recall,0.7854545454545454,0.04787921407984877,5,mcar
OriginalRFECA,0.05,LogReg,Basal,f1,0.9236163709645162,0.04245153434273616,5,mcar
OriginalRFECA,0.05,LogReg,Basal,precision,0.9493267173562423,0.040092163655714136,5,mcar
OriginalRFECA,0.05,LogReg,Basal,recall,0.8994192799070848,0.04611773179400395,5,mcar
OriginalRFECA,0.05,RF,LumA,f1,0.912929882925668,0.0141186518272309,5,mcar
OriginalRFECA,0.05,RF,LumA,precision,0.8846534926342731,0.02576322576441319,5,mcar
OriginalRFECA,0.05,RF,LumA,recall,0.9442857142857143,0.03288818409491813,5,mcar
OriginalRFECA,0.05,RF,LumB,f1,0.8654820058747154,0.02621798472797263,5,mcar
OriginalRFECA,0.05,RF,LumB,precision,0.8622703814734336,0.055030783393400055,5,mcar
OriginalRFECA,0.05,RF,LumB,recall,0.8715789473684211,0.03966619722403529,5,mcar
OriginalRFECA,0.05,RF,Her2,f1,0.7873589111563606,0.040093829314430014,5,mcar
OriginalRFECA,0.05,RF,Her2,precision,0.8552475913805575,0.041685205913310666,5,mcar
OriginalRFECA,0.05,RF,Her2,recall,0.7361616161616161,0.08746098289072339,5,mcar
OriginalRFECA,0.05,RF,Basal,f1,0.9093155180496953,0.05178833954206884,5,mcar
OriginalRFECA,0.05,RF,Basal,precision,0.9740817740817741,0.03140983116563984,5,mcar
OriginalRFECA,0.05,RF,Basal,recall,0.8567944250871079,0.08712891735251829,5,mcar
OriginalRFECA,0.05,GB,LumA,f1,0.9190591155576655,0.009276866186397526,5,mcar
OriginalRFECA,0.05,GB,LumA,precision,0.8984340438900753,0.01949815498348045,5,mcar
OriginalRFECA,0.05,GB,LumA,recall,0.9414285714285715,0.025951288749407064,5,mcar
OriginalRFECA,0.05,GB,LumB,f1,0.8681359088846972,0.024519299657391493,5,mcar
OriginalRFECA,0.05,GB,LumB,precision,0.8651190754534219,0.03603936669524639,5,mcar
OriginalRFECA,0.05,GB,LumB,recall,0.8715789473684211,0.018830046126314025,5,mcar
OriginalRFECA,0.05,GB,Her2,f1,0.7791594567420963,0.07063994901345137,5,mcar
OriginalRFECA,0.05,GB,Her2,precision,0.8047953685900822,0.055007021822565436,5,mcar
OriginalRFECA,0.05,GB,Her2,recall,0.7628282828282827,0.11927406859172972,5,mcar
OriginalRFECA,0.05,GB,Basal,f1,0.9151723466407009,0.025204749810415004,5,mcar
OriginalRFECA,0.05,GB,Basal,precision,0.9840682788051207,0.023619084398299232,5,mcar
OriginalRFECA,0.05,GB,Basal,recall,0.8565621370499418,0.044172915808912,5,mcar
