stage,imputer,missing_rate,replicate,seed,fold,rmse,mae,n_masked_test_values,input_protocol,evaluation_protocol,svr_coverage,fallback_rate,fit_seconds,transform_seconds,n_rfe_fits_total,n_svr_fits_total,n_predictor_nans_at_impute,n_gene_workers
imputation,OriginalRFECA,0.05,3,3050051,0,0.6184607828978039,0.4136945567679597,4020,target_wise_complete_predictors,repeated_mask_holdout,1.0,0.0,6153.453566499986,0.11654260000796057,12300,12300,0,16
