gene,status,winning_prefix_len,n_predictors_selected,winning_predictors,selection_seconds,n_candidates
ACTR3B,ok,48,24,FOXA1|MLPH|FOXC1|MIA|CCNE1|PHGDH|MELK|EXO1|KIF2C|ANLN|CEP55|BLVRA|NDC80|CDH3|MKI67|MYC|UBE2T|PTTG1|SLC39A6|ERBB2|MYBL2|BAG1|CDC6|GRB7,1979.1639811999921,49
ANLN,ok,49,24,MELK|CEP55|UBE2C|NDC80|UBE2T|CENPF|MLPH|NUF2|MKI67|FOXA1|RRM2|BCL2|EGFR|GPR160|MIA|FOXC1|CDC6|GRB7|FGFR4|BLVRA|BAG1|ORC6|MDM2|ERBB2,2018.2967874000024,49
BAG1,ok,45,22,SLC39A6|BCL2|PHGDH|MMP11|MLPH|CCNE1|CDC20|FOXA1|MDM2|KIF2C|NAT1|KRT5|MIA|PTTG1|ORC6|CEP55|RRM2|NUF2|ACTR3B|MELK|MKI67|ANLN,2557.4053368000023,49
BCL2,ok,49,24,ESR1|SLC39A6|CDH3|EXO1|PHGDH|ANLN|CDC20|KIF2C|FOXA1|MLPH|UBE2C|CEP55|RRM2|PTTG1|UBE2T|BAG1|MKI67|MIA|TYMS|CDC6|MYBL2|BLVRA|MYC|ORC6,1583.1788522000134,49
BIRC5,ok,49,24,KIF2C|CDC20|UBE2C|CEP55|EXO1|CCNE1|MKI67|CCNB1|MLPH|GPR160|PGR|FOXC1|CDC6|MIA|CXXC5|GRB7|BLVRA|TMEM45B|KRT14|KRT17|BAG1|SFRP1|MDM2|ERBB2,1694.850139599992,49
BLVRA,ok,37,18,ACTR3B|GPR160|MLPH|MIA|SLC39A6|CCNE1|PGR|MYC|ESR1|CDC20|MKI67|CENPF|TYMS|MAPT|UBE2C|CCNB1|ANLN|PTTG1,1890.0882159999746,49
CCNB1,ok,48,24,NDC80|PTTG1|UBE2C|BIRC5|CEP55|CENPF|KIF2C|NUF2|MELK|MKI67|TYMS|CCNE1|CDC6|MAPT|KRT14|PHGDH|MYBL2|FGFR4|BLVRA|KRT17|MDM2|EGFR|ERBB2|CXXC5,1982.0705427000066,49
CCNE1,ok,48,24,KIF2C|MELK|EXO1|UBE2C|FOXA1|BIRC5|MLPH|PTTG1|MKI67|NDC80|CDH3|FOXC1|GPR160|UBE2T|CCNB1|NUF2|KRT5|CDC6|FGFR4|GRB7|MYC|ORC6|ERBB2|KRT14,1806.885328799981,49
CDC20,ok,48,24,KIF2C|UBE2C|CEP55|BIRC5|PTTG1|EXO1|MELK|CENPF|NDC80|UBE2T|SLC39A6|BCL2|GPR160|NUF2|RRM2|PGR|CXXC5|ORC6|GRB7|KRT5|KRT17|MYBL2|ERBB2|MDM2,1991.8521957000194,49
CDC6,ok,34,17,GRB7|EXO1|CEP55|ERBB2|MELK|PTTG1|BIRC5|CCNE1|CCNB1|MKI67|ANLN|RRM2|NDC80|PHGDH|MLPH|CDH3|FOXA1,2331.649322799989,49
NUF2,ok,48,24,NDC80|UBE2T|CCNB1|CEP55|ANLN|MELK|UBE2C|EXO1|PTTG1|KIF2C|TYMS|MLPH|CDC20|MKI67|CCNE1|RRM2|MIA|TMEM45B|MYBL2|SLC39A6|ERBB2|GRB7|ORC6|MDM2,2148.531906899996,49
CDH3,ok,48,24,KRT17|EGFR|KRT5|MLPH|CCNE1|BCL2|MIA|KIF2C|ANLN|EXO1|CEP55|KRT14|ACTR3B|UBE2C|BIRC5|PGR|PTTG1|MKI67|NDC80|GRB7|RRM2|NUF2|CDC6|CCNB1,1539.3519675999996,49
CENPF,ok,45,22,UBE2C|EXO1|CEP55|CDC20|PTTG1|MKI67|MELK|UBE2T|CCNB1|ANLN|TYMS|MLPH|RRM2|FOXC1|GRB7|BLVRA|EGFR|ERBB2|BAG1|KRT5|MYBL2|KRT17,1765.855890899984,49
CEP55,ok,43,21,UBE2C|MELK|KIF2C|PTTG1|EXO1|ANLN|BIRC5|CENPF|UBE2T|MKI67|NDC80|CCNB1|MLPH|NUF2|BCL2|CDC6|KRT5|MYBL2|TMEM45B|KRT14|ORC6,2072.7811815000023,49
CXXC5,ok,48,24,ESR1|MLPH|FOXC1|EGFR|MAPT|ACTR3B|PHGDH|ANLN|CCNE1|MIA|NDC80|KIF2C|GPR160|CEP55|CDC20|TYMS|MYC|UBE2T|PTTG1|UBE2C|CENPF|TMEM45B|CCNB1|CDC6,1831.857822399994,49
EGFR,ok,49,24,ESR1|CDH3|FOXA1|FOXC1|CXXC5|KRT5|SFRP1|CCNE1|SLC39A6|PHGDH|ANLN|MIA|CDC20|EXO1|BIRC5|NDC80|RRM2|PTTG1|KRT14|MDM2|NUF2|CDC6|CCNB1|ORC6,2213.301460699993,49
ERBB2,ok,48,24,GRB7|FGFR4|CDC6|BCL2|MYC|FOXA1|MIA|FOXC1|ACTR3B|NAT1|TYMS|MAPT|EXO1|CCNE1|BLVRA|NDC80|CENPF|CDC20|GPR160|RRM2|KIF2C|UBE2T|ANLN|PTTG1,1809.947237400018,49
ESR1,ok,49,24,BCL2|FOXA1|SLC39A6|MLPH|MAPT|CCNE1|EGFR|CXXC5|MELK|KIF2C|KRT17|NDC80|UBE2C|FGFR4|GRB7|RRM2|UBE2T|NUF2|BLVRA|MDM2|CCNB1|MYC|TMEM45B|ORC6,1412.3400974999822,49
EXO1,ok,32,16,CEP55|MELK|KIF2C|UBE2C|CDC20|CENPF|BIRC5|UBE2T|CCNE1|MKI67|NDC80|TYMS|PHGDH|BCL2|NUF2|CDC6,2040.5583763000031,49
FGFR4,ok,49,24,GRB7|ERBB2|SLC39A6|BCL2|ESR1|PGR|TMEM45B|CDC20|CCNE1|EXO1|UBE2C|KIF2C|CEP55|MKI67|MELK|CENPF|PTTG1|CCNB1|BAG1|MDM2|BLVRA|GPR160|FOXA1|MLPH,1618.0764176000084,49
FOXA1,ok,47,23,MLPH|FOXC1|ESR1|MIA|CCNE1|ACTR3B|GPR160|MELK|ANLN|CEP55|NDC80|EXO1|UBE2C|BCL2|PTTG1|MKI67|CENPF|UBE2T|KRT14|RRM2|ERBB2|BAG1|CDC6,1958.413999099983,49
FOXC1,ok,48,24,FOXA1|SFRP1|KRT17|ACTR3B|EGFR|CXXC5|CCNE1|CDC20|KIF2C|EXO1|MKI67|PGR|ANLN|CEP55|NDC80|CENPF|PTTG1|ERBB2|UBE2T|ORC6|MDM2|RRM2|MYBL2|CDC6,1605.3561673000222,49
GPR160,ok,48,24,FOXA1|CCNE1|CDC20|NAT1|KIF2C|ACTR3B|BIRC5|EGFR|MKI67|BLVRA|CEP55|MELK|ANLN|NDC80|CXXC5|MYC|BCL2|PGR|ORC6|UBE2T|MDM2|ERBB2|MMP11|FGFR4,1681.5250856000057,49
GRB7,ok,36,18,ERBB2|CDC6|NAT1|MAPT|TMEM45B|MELK|CDC20|CCNE1|CEP55|KIF2C|ANLN|CENPF|UBE2T|PTTG1|MKI67|MDM2|MYC|NDC80,1743.6276121999836,49
KIF2C,ok,48,24,CDC20|UBE2C|CEP55|EXO1|PTTG1|BIRC5|MELK|MKI67|NDC80|UBE2T|CCNB1|FOXA1|PHGDH|NUF2|BCL2|GPR160|CDH3|RRM2|PGR|CXXC5|CDC6|ORC6|MYBL2|BAG1,2129.6891588,49
NDC80,ok,40,20,CEP55|ANLN|PTTG1|CCNB1|NUF2|UBE2C|KIF2C|TYMS|EXO1|CDC20|MLPH|CCNE1|FOXA1|MKI67|RRM2|CXXC5|CDH3|MYC|MMP11|MYBL2,2203.3431653000007,49
KRT14,ok,47,23,KRT17|KRT5|SFRP1|MIA|FOXC1|FOXA1|MLPH|CXXC5|EGFR|CCNB1|ACTR3B|UBE2C|MDM2|BIRC5|UBE2T|CDC6|CEP55|MYBL2|NUF2|KIF2C|NDC80|ORC6|CCNE1,1916.5283899999922,49
KRT17,ok,8,4,KRT5|KRT14|FOXC1|CDH3,1714.1942928000062,49
KRT5,ok,49,24,KRT17|KRT14|SFRP1|FOXC1|FOXA1|MIA|CDH3|MLPH|EGFR|CXXC5|ACTR3B|PHGDH|SLC39A6|BCL2|CEP55|TMEM45B|MDM2|MKI67|NUF2|CENPF|ORC6|CCNB1|UBE2T|CDC6,1989.3135015000007,49
