gene,rmse,mae,r2,pearson,spearman,n_observed_train,n_masked,winning_prefix_len,n_predictors_selected,winning_predictors,best_oof_rmse,selection_seconds,final_fit_seconds,status,n_candidates,fallback_count,seed,mask_hash,mechanism,missing_rate,replicate,wall_seconds_slot,svr_ok
ACTR3B,0.6308612388920058,0.3919720353298831,0.2492034592236626,0.5225626311774431,0.40064736243548243,1538,70,48,24,FOXA1|MLPH|FOXC1|MIA|CCNE1|PHGDH|MELK|EXO1|KIF2C|ANLN|CEP55|BLVRA|NDC80|CDH3|MKI67|MYC|UBE2T|PTTG1|SLC39A6|ERBB2|MYBL2|BAG1|CDC6|GRB7,0.5189064532676697,1979.1639811999921,30.803714799985755,ok,49,0,3050051,b543ad511bc04b63,mcar,0.05,3,6153.72592550001,1
ANLN,0.3089968767137961,0.23421927984517826,0.7765524034042484,0.8812504152378322,0.9035992263786028,1522,86,49,24,MELK|CEP55|UBE2C|NDC80|UBE2T|CENPF|MLPH|NUF2|MKI67|FOXA1|RRM2|BCL2|EGFR|GPR160|MIA|FOXC1|CDC6|GRB7|FGFR4|BLVRA|BAG1|ORC6|MDM2|ERBB2,0.2992735786716442,2018.2967874000024,31.481660900026327,ok,49,0,3050051,b543ad511bc04b63,mcar,0.05,3,6153.72592550001,1
BAG1,0.298411151736704,0.21543835354027613,0.054956617899011184,0.3129385052554583,0.302836380684482,1528,80,45,22,SLC39A6|BCL2|PHGDH|MMP11|MLPH|CCNE1|CDC20|FOXA1|MDM2|KIF2C|NAT1|KRT5|MIA|PTTG1|ORC6|CEP55|RRM2|NUF2|ACTR3B|MELK|MKI67|ANLN,0.3029632873158337,2557.4053368000023,30.388380099990172,ok,49,0,3050051,b543ad511bc04b63,mcar,0.05,3,6153.72592550001,1
BCL2,0.6088029123805132,0.4612161425888739,0.6244776809914921,0.790723333738336,0.7848227721645443,1530,78,49,24,ESR1|SLC39A6|CDH3|EXO1|PHGDH|ANLN|CDC20|KIF2C|FOXA1|MLPH|UBE2C|CEP55|RRM2|PTTG1|UBE2T|BAG1|MKI67|MIA|TYMS|CDC6|MYBL2|BLVRA|MYC|ORC6,0.6528112095944621,1583.1788522000134,22.86269639999955,ok,49,0,3050051,b543ad511bc04b63,mcar,0.05,3,6153.72592550001,1
BIRC5,0.42024862606179136,0.32754324612325963,0.7951297308486271,0.8966755160160517,0.9002733623569912,1524,84,49,24,KIF2C|CDC20|UBE2C|CEP55|EXO1|CCNE1|MKI67|CCNB1|MLPH|GPR160|PGR|FOXC1|CDC6|MIA|CXXC5|GRB7|BLVRA|TMEM45B|KRT14|KRT17|BAG1|SFRP1|MDM2|ERBB2,0.5005498893761432,1694.850139599992,29.520121500012465,ok,49,0,3050051,b543ad511bc04b63,mcar,0.05,3,6153.72592550001,1
BLVRA,0.7043792909235482,0.5502175296460784,0.2613711512164849,0.5258719999458328,0.49780945328890536,1535,73,37,18,ACTR3B|GPR160|MLPH|MIA|SLC39A6|CCNE1|PGR|MYC|ESR1|CDC20|MKI67|CENPF|TYMS|MAPT|UBE2C|CCNB1|ANLN|PTTG1,0.6146707603002599,1890.0882159999746,17.544262899988098,ok,49,0,3050051,b543ad511bc04b63,mcar,0.05,3,6153.72592550001,1
CCNB1,0.41299253096763744,0.31487190014815,0.5700648493224127,0.7563596179227648,0.7520187677491048,1518,90,48,24,NDC80|PTTG1|UBE2C|BIRC5|CEP55|CENPF|KIF2C|NUF2|MELK|MKI67|TYMS|CCNE1|CDC6|MAPT|KRT14|PHGDH|MYBL2|FGFR4|BLVRA|KRT17|MDM2|EGFR|ERBB2|CXXC5,0.34769065005786454,1982.0705427000066,30.962480000016512,ok,49,0,3050051,b543ad511bc04b63,mcar,0.05,3,6153.72592550001,1
CCNE1,0.3309939962331591,0.23110628755643223,0.7878865425094131,0.8978606293296209,0.8830782150627934,1540,68,48,24,KIF2C|MELK|EXO1|UBE2C|FOXA1|BIRC5|MLPH|PTTG1|MKI67|NDC80|CDH3|FOXC1|GPR160|UBE2T|CCNB1|NUF2|KRT5|CDC6|FGFR4|GRB7|MYC|ORC6|ERBB2|KRT14,0.48447591044619664,1806.885328799981,29.584185500018066,ok,49,0,3050051,b543ad511bc04b63,mcar,0.05,3,6153.72592550001,1
CDC20,0.3385827230709103,0.26122767080408205,0.9181456653980591,0.9601350456251808,0.9593036479748053,1538,70,48,24,KIF2C|UBE2C|CEP55|BIRC5|PTTG1|EXO1|MELK|CENPF|NDC80|UBE2T|SLC39A6|BCL2|GPR160|NUF2|RRM2|PGR|CXXC5|ORC6|GRB7|KRT5|KRT17|MYBL2|ERBB2|MDM2,0.3733032452681172,1991.8521957000194,30.42363249999471,ok,49,0,3050051,b543ad511bc04b63,mcar,0.05,3,6153.72592550001,1
CDC6,0.23689523457926012,0.15056887895010354,0.25572297514817466,0.5840331579939839,0.4488593803200545,1519,89,34,17,GRB7|EXO1|CEP55|ERBB2|MELK|PTTG1|BIRC5|CCNE1|CCNB1|MKI67|ANLN|RRM2|NDC80|PHGDH|MLPH|CDH3|FOXA1,0.2025062945397073,2331.649322799989,19.816768300021067,ok,49,0,3050051,b543ad511bc04b63,mcar,0.05,3,6153.72592550001,1
