gene,status,winning_prefix_len,n_predictors_selected,winning_predictors,selection_seconds,n_candidates
EXO1,ok,45,22,MELK|CEP55|KIF2C|UBE2C|PTTG1|CENPF|UBE2T|BIRC5|CCNE1|NDC80|TYMS|BCL2|PHGDH|NUF2|CDH3|ACTR3B|CDC6|KRT14|BAG1|ORC6|KRT5|MYBL2,1433.1679049000013,49
FGFR4,ok,49,24,ERBB2|SLC39A6|BCL2|ESR1|PGR|TMEM45B|CDC20|CCNE1|UBE2C|KIF2C|EXO1|ANLN|CEP55|MKI67|MELK|CENPF|PTTG1|CCNB1|BAG1|BLVRA|MYBL2|MDM2|MLPH|FOXA1,1105.7846140999973,49
FOXA1,ok,48,24,MLPH|FOXC1|ESR1|MIA|CCNE1|GPR160|ACTR3B|SFRP1|MELK|CEP55|ANLN|EXO1|NDC80|UBE2C|BCL2|PTTG1|TYMS|CENPF|UBE2T|KRT14|ERBB2|RRM2|BAG1|CDC6,1298.1309585999988,49
FOXC1,ok,49,24,FOXA1|SFRP1|KRT17|ACTR3B|GPR160|CCNE1|CXXC5|CDC20|KIF2C|EXO1|MKI67|CEP55|PGR|ANLN|CENPF|NDC80|ERBB2|UBE2T|ORC6|MDM2|RRM2|GRB7|FGFR4|CCNB1,1026.284550700002,49
GPR160,ok,49,24,FOXA1|CCNE1|CDC20|NAT1|CDH3|KIF2C|BIRC5|EGFR|BLVRA|MKI67|CEP55|MELK|ANLN|NDC80|MYC|BCL2|PGR|ORC6|NUF2|UBE2T|MDM2|MMP11|MYBL2|FGFR4,1090.413622299995,49
GRB7,ok,31,15,ERBB2|NAT1|CDC6|MAPT|TMEM45B|MELK|CDC20|CCNE1|KIF2C|CENPF|ANLN|UBE2T|BIRC5|MKI67|MYC,1123.6211431999982,49
KIF2C,ok,31,15,CDC20|UBE2C|CEP55|EXO1|PTTG1|BIRC5|MKI67|NDC80|UBE2T|FOXA1|PHGDH|BCL2|NUF2|RRM2|FOXC1,1403.1018225000007,49
NDC80,ok,48,24,ANLN|CEP55|PTTG1|NUF2|CCNB1|UBE2T|UBE2C|TYMS|EXO1|MLPH|CCNE1|MAPT|MKI67|RRM2|CXXC5|BCL2|GPR160|PGR|MMP11|MYBL2|KRT14|KRT17|MDM2|BAG1,1451.8656530000007,49
KRT14,ok,45,22,KRT17|KRT5|SFRP1|MIA|FOXC1|FOXA1|CCNB1|CXXC5|MLPH|EGFR|BIRC5|CEP55|ACTR3B|UBE2T|KIF2C|CDC6|MYBL2|NUF2|NDC80|TYMS|ANLN|ORC6,1218.9457118999999,49
KRT17,ok,10,5,KRT5|KRT14|SFRP1|FOXC1|CDH3,1123.2929468000002,49
KRT5,ok,36,18,KRT17|KRT14|SFRP1|FOXC1|MIA|FOXA1|CDH3|EGFR|ACTR3B|PHGDH|CCNE1|BCL2|MELK|MDM2|NDC80|TYMS|EXO1|MKI67,1456.1212674999988,49
MAPT,ok,48,24,ESR1|NAT1|MLPH|BCL2|PGR|MELK|EXO1|KIF2C|CDC20|UBE2C|PTTG1|CXXC5|BIRC5|NDC80|MKI67|GRB7|TYMS|CCNB1|BAG1|ERBB2|BLVRA|MMP11|MYBL2|MYC,922.0272461999994,49
MDM2,ok,48,24,SLC39A6|ESR1|SFRP1|KRT5|TYMS|RRM2|PHGDH|GRB7|CCNB1|PTTG1|FOXC1|FOXA1|CDC6|UBE2T|MIA|CEP55|TMEM45B|NDC80|MKI67|MELK|CDC20|EXO1|NUF2|CENPF,1881.7564004000014,49
MELK,ok,35,17,CEP55|UBE2C|EXO1|KIF2C|ANLN|CDC20|UBE2T|CCNE1|TYMS|MKI67|RRM2|CCNB1|ESR1|ACTR3B|EGFR|GPR160|FOXC1,1364.5499888999984,49
MIA,ok,49,24,FOXA1|FOXC1|KRT5|ACTR3B|KRT14|CXXC5|EGFR|CCNE1|ANLN|NDC80|TYMS|CEP55|MYC|EXO1|BCL2|NUF2|ERBB2|PTTG1|MKI67|MMP11|MYBL2|GRB7|ORC6|CDC6,1332.1159082000013,49
MKI67,ok,48,24,CEP55|KIF2C|EXO1|CENPF|MELK|BIRC5|PTTG1|CCNE1|UBE2T|NDC80|TYMS|MLPH|GPR160|ACTR3B|RRM2|BCL2|FOXC1|ORC6|GRB7|MIA|TMEM45B|MYBL2|MYC|ERBB2,1379.512197600001,49
MLPH,ok,48,24,FOXA1|CXXC5|ANLN|NDC80|CEP55|KIF2C|CDH3|GPR160|EXO1|EGFR|CDC20|PTTG1|SLC39A6|KRT5|BIRC5|UBE2T|MKI67|MYC|CENPF|TMEM45B|KRT14|MDM2|BAG1|ORC6,982.1448646999997,49
MMP11,ok,38,19,BAG1|MIA|BCL2|SFRP1|NUF2|ERBB2|NDC80|CXXC5|GPR160|GRB7|MDM2|KRT14|MKI67|PTTG1|KRT17|MELK|RRM2|TYMS|KIF2C,696.236026300001,49
MYBL2,ok,25,12,NUF2|CEP55|CCNB1|MIA|KIF2C|KRT14|ANLN|RRM2|PTTG1|CDC20|EXO1|UBE2T,1416.8026323000013,49
MYC,ok,49,24,TYMS|TMEM45B|ACTR3B|FOXC1|GPR160|CXXC5|MELK|MIA|KRT5|ERBB2|UBE2T|NAT1|NDC80|ORC6|KIF2C|CCNE1|CDC20|GRB7|MAPT|MKI67|CDC6|PHGDH|BCL2|CENPF,938.5444285000049,49
NAT1,ok,45,22,ESR1|SLC39A6|CDC20|MAPT|PGR|UBE2C|BIRC5|CEP55|MELK|EXO1|GPR160|GRB7|FGFR4|NDC80|UBE2T|CDC6|MYC|ERBB2|NUF2|ORC6|TMEM45B|BAG1,724.3033754999997,49
ORC6,ok,43,21,CDC20|SLC39A6|TMEM45B|MKI67|CENPF|GPR160|RRM2|UBE2C|FOXC1|PGR|UBE2T|TYMS|CEP55|MLPH|NUF2|KRT5|MELK|NDC80|KRT14|PTTG1|EGFR,1157.3006673000054,49
PGR,ok,46,23,MAPT|NAT1|BCL2|KIF2C|CDC20|FGFR4|EXO1|PTTG1|ANLN|MKI67|FOXC1|ERBB2|RRM2|BLVRA|NDC80|GPR160|CCNB1|ACTR3B|MIA|ORC6|TMEM45B|MDM2|MYBL2,912.2930087999994,49
PHGDH,ok,49,24,EXO1|FOXA1|KIF2C|BCL2|MLPH|FOXC1|EGFR|CXXC5|ACTR3B|MKI67|PTTG1|UBE2C|KRT5|UBE2T|NDC80|GPR160|RRM2|BAG1|CCNB1|TMEM45B|MDM2|MMP11|MYBL2|MYC,763.8414155999999,49
PTTG1,ok,48,24,UBE2C|CEP55|CDC20|EXO1|UBE2T|NDC80|TYMS|CCNB1|MKI67|RRM2|MLPH|NUF2|FOXA1|PHGDH|PGR|CDC6|ACTR3B|GRB7|CXXC5|TMEM45B|MDM2|MYBL2|ORC6|ERBB2,1173.7186192000008,49
RRM2,ok,49,24,TYMS|MELK|UBE2T|PTTG1|UBE2C|BCL2|KIF2C|CDC20|NDC80|NUF2|ESR1|EGFR|CCNB1|MKI67|CENPF|TMEM45B|FOXA1|MDM2|MYBL2|SLC39A6|KRT5|BAG1|KRT17|BLVRA,1068.4293921999997,49
SFRP1,ok,40,20,KRT5|KRT14|FOXC1|MIA|FOXA1|EGFR|ESR1|GPR160|MYC|BLVRA|CCNE1|TMEM45B|MDM2|MMP11|MELK|BAG1|MYBL2|EXO1|KIF2C|UBE2C,946.6497033999985,49
SLC39A6,ok,49,24,ESR1|BCL2|NAT1|CCNE1|MLPH|KIF2C|EGFR|FGFR4|MELK|UBE2C|PTTG1|BAG1|NDC80|BLVRA|ACTR3B|MDM2|KRT5|TMEM45B|ORC6|UBE2T|NUF2|CDC6|RRM2|TYMS,746.7768542999984,49
TMEM45B,ok,44,22,GRB7|MYC|MLPH|SLC39A6|UBE2T|ACTR3B|SFRP1|RRM2|NDC80|MELK|ORC6|KRT5|ANLN|UBE2C|CEP55|CDC6|MKI67|CDH3|BAG1|CXXC5|CCNB1|MYBL2,946.4137826000006,49
TYMS,ok,45,22,MELK|PTTG1|UBE2T|NDC80|UBE2C|ANLN|EXO1|RRM2|MKI67|CCNB1|MYC|CCNE1|NUF2|CENPF|TMEM45B|MIA|BCL2|ERBB2|BLVRA|MDM2|MYBL2|SLC39A6,833.5615703000003,49
UBE2C,ok,47,23,PTTG1|KIF2C|CEP55|CDC20|MELK|EXO1|BIRC5|CENPF|UBE2T|CCNE1|CCNB1|NDC80|TYMS|NAT1|NUF2|RRM2|BCL2|ESR1|GRB7|MYBL2|ORC6|CXXC5|TMEM45B,895.660990599994,49
UBE2T,ok,38,19,EXO1|PTTG1|CEP55|MELK|ANLN|UBE2C|NDC80|CENPF|NUF2|CDC20|RRM2|MKI67|CCNE1|FOXA1|ESR1|CXXC5|PGR|TMEM45B|GRB7,808.1534172999964,49
