gene,status,winning_prefix_len,n_predictors_selected,winning_predictors,selection_seconds,n_candidates
ACTR3B,ok,42,21,FOXA1|MLPH|FOXC1|MIA|CCNE1|CXXC5|PHGDH|MELK|EXO1|KRT5|ANLN|KIF2C|CEP55|BLVRA|MKI67|MYC|PTTG1|SLC39A6|MMP11|KRT14|ERBB2,1736.0558713000064,49
ANLN,ok,49,24,MELK|CEP55|NDC80|UBE2T|UBE2C|CCNE1|MLPH|CENPF|NUF2|MKI67|FOXA1|RRM2|BCL2|CDH3|EGFR|MIA|FOXC1|CDC6|GRB7|FGFR4|BLVRA|BAG1|MDM2|ERBB2,1638.9054988999997,49
BAG1,ok,47,23,SLC39A6|BCL2|PHGDH|MMP11|MLPH|CDC20|MDM2|FOXA1|KIF2C|SFRP1|ORC6|CENPF|PTTG1|NUF2|KRT5|CEP55|CCNB1|RRM2|MKI67|ANLN|TYMS|MELK|BLVRA,2098.091693399998,49
BCL2,ok,49,24,ESR1|SLC39A6|EXO1|CDH3|PHGDH|ANLN|CDC20|KIF2C|FOXA1|UBE2C|CEP55|FGFR4|RRM2|PTTG1|UBE2T|BAG1|MKI67|GPR160|MIA|TYMS|CDC6|MYBL2|BLVRA|ORC6,1273.5963970000012,49
BIRC5,ok,38,19,KIF2C|CDC20|UBE2C|CEP55|EXO1|MELK|PTTG1|MKI67|CCNE1|ANLN|CCNB1|MLPH|GPR160|PGR|CDH3|CDC6|MIA|GRB7|BLVRA,1451.1265004000015,49
BLVRA,ok,48,24,ACTR3B|GPR160|MLPH|SLC39A6|CCNE1|PGR|ESR1|MYC|MKI67|CENPF|TYMS|MAPT|UBE2C|ERBB2|CCNB1|ANLN|PTTG1|MDM2|FGFR4|BCL2|RRM2|NUF2|CDC6|GRB7,1499.6579827000096,49
CCNB1,ok,45,22,NDC80|PTTG1|UBE2C|CEP55|CENPF|BIRC5|KIF2C|NUF2|CDC20|UBE2T|MELK|MKI67|TYMS|CCNE1|CDC6|MAPT|PHGDH|MYBL2|BLVRA|MDM2|TMEM45B|ERBB2,1653.2429467000038,49
CCNE1,ok,49,24,CDC20|KIF2C|MELK|EXO1|UBE2C|BIRC5|FOXA1|MLPH|MKI67|NDC80|FOXC1|GPR160|EGFR|UBE2T|CCNB1|NUF2|KRT5|CDC6|FGFR4|GRB7|MYC|ERBB2|MDM2|KRT14,1472.5918976999965,49
CDC20,ok,37,18,KIF2C|UBE2C|CEP55|BIRC5|PTTG1|MELK|CENPF|CCNB1|UBE2T|MLPH|BCL2|GPR160|NUF2|FOXC1|PGR|RRM2|ORC6|MIA,1669.4996477999957,49
CDC6,ok,24,12,EXO1|CEP55|ERBB2|MELK|PTTG1|BIRC5|KIF2C|CCNB1|MKI67|ANLN|RRM2|BCL2,2026.0824460000003,49
