gene,status,winning_prefix_len,n_predictors_selected,winning_predictors,selection_seconds,n_candidates
ACTR3B,ok,41,20,FOXA1|MLPH|FOXC1|MIA|CXXC5|MELK|KRT5|EXO1|ANLN|TYMS|BLVRA|CDH3|CEP55|MYC|MKI67|PTTG1|SLC39A6|KRT14|PGR|MMP11,1337.8656032999997,49
ANLN,ok,34,17,MELK|CEP55|NDC80|UBE2T|MLPH|NUF2|FOXA1|MKI67|BCL2|CDH3|EGFR|ACTR3B|CXXC5|MIA|GPR160|FOXC1|CDC6,1374.8298721,49
BAG1,ok,48,24,SLC39A6|BCL2|PHGDH|MMP11|CCNE1|CDC20|MLPH|FOXA1|SFRP1|KIF2C|NAT1|ORC6|NUF2|MIA|KRT5|PTTG1|CEP55|RRM2|MELK|CCNB1|BLVRA|MKI67|ANLN|TYMS,1884.0349377000002,49
BCL2,ok,43,21,ESR1|SLC39A6|CDH3|EXO1|PHGDH|ANLN|CDC20|FOXA1|MLPH|KIF2C|UBE2C|CEP55|FGFR4|RRM2|UBE2T|BAG1|MKI67|GPR160|TYMS|MIA|MMP11,1119.5177888000003,49
BIRC5,ok,40,20,KIF2C|CDC20|UBE2C|CEP55|EXO1|MKI67|CCNE1|CCNB1|NDC80|FOXA1|MLPH|GPR160|PGR|CDC6|EGFR|MIA|ORC6|GRB7|BLVRA|KRT14,1197.2680195000003,49
BLVRA,ok,47,23,GPR160|ACTR3B|MLPH|MIA|SLC39A6|CCNE1|MYC|PGR|ESR1|MELK|CENPF|TYMS|MAPT|UBE2C|ERBB2|CCNB1|ANLN|PTTG1|NDC80|FGFR4|MDM2|BCL2|GRB7,1306.9866466000003,49
CCNB1,ok,42,21,NDC80|PTTG1|UBE2C|CENPF|BIRC5|CEP55|NUF2|UBE2T|MELK|ANLN|MKI67|TYMS|CCNE1|CDC6|MAPT|PHGDH|MYBL2|FGFR4|BLVRA|MDM2|ERBB2,1379.4341635000005,49
CCNE1,ok,45,22,KIF2C|MELK|EXO1|FOXA1|BIRC5|UBE2C|MLPH|PTTG1|NDC80|FOXC1|GPR160|EGFR|UBE2T|CCNB1|MIA|CXXC5|NUF2|FGFR4|CDC6|GRB7|MYC|ERBB2,1252.3127493000002,49
CDC20,ok,39,19,KIF2C|UBE2C|CEP55|BIRC5|PTTG1|MELK|CENPF|NDC80|UBE2T|BCL2|GPR160|NUF2|RRM2|FOXC1|PGR|MIA|CXXC5|FGFR4|ORC6,1372.4048834,49
CDC6,ok,13,6,EXO1|UBE2C|ERBB2|CEP55|KIF2C|CCNB1,1627.5609785000001,49
NUF2,ok,49,24,NDC80|UBE2T|CCNB1|CEP55|ANLN|EXO1|UBE2C|MELK|PTTG1|KIF2C|TYMS|CDC20|MLPH|MKI67|CCNE1|MIA|BCL2|MYBL2|GPR160|SLC39A6|ERBB2|GRB7|ORC6|MDM2,1470.0609320999997,49
CDH3,ok,49,24,KRT17|EGFR|KRT5|MLPH|CCNE1|BCL2|SFRP1|MIA|KIF2C|ANLN|EXO1|CXXC5|KRT14|UBE2C|ACTR3B|BIRC5|PTTG1|GRB7|BAG1|NUF2|MMP11|CDC6|CCNB1|TMEM45B,1066.7968759,49
CENPF,ok,48,24,UBE2C|EXO1|CEP55|CDC20|KIF2C|MKI67|UBE2T|CCNB1|TYMS|MLPH|MAPT|BCL2|CDC6|RRM2|FOXC1|GRB7|BLVRA|ERBB2|BAG1|KRT5|KRT17|MYBL2|MYC|MDM2,1263.5534801999997,49
CEP55,ok,48,24,UBE2C|MELK|KIF2C|EXO1|PTTG1|ANLN|BIRC5|CENPF|MKI67|UBE2T|NDC80|CCNE1|TYMS|CCNB1|MLPH|NUF2|RRM2|BCL2|GPR160|KRT5|MYBL2|KRT14|ORC6|TMEM45B,1459.9970423,49
CXXC5,ok,49,24,ESR1|MLPH|FOXC1|ACTR3B|PHGDH|MIA|ANLN|CCNE1|NDC80|KIF2C|PGR|GPR160|MYC|CDC20|TYMS|CEP55|UBE2T|PTTG1|MDM2|UBE2C|CENPF|CCNB1|MYBL2|CDC6,1313.9674769000003,49
EGFR,ok,46,23,ESR1|CDH3|BCL2|CXXC5|KRT5|CCNE1|SFRP1|ANLN|MIA|MELK|CDC20|EXO1|NDC80|MKI67|PTTG1|KRT14|CENPF|NUF2|FGFR4|MDM2|CDC6|CCNB1|MYBL2,1597.3663831999997,49
ERBB2,ok,28,14,GRB7|FGFR4|CDC6|MYC|FOXA1|ACTR3B|MIA|NAT1|TYMS|NDC80|MAPT|CCNE1|NUF2|ORC6,1287.5760439000005,49
ESR1,ok,42,21,FOXA1|BCL2|SLC39A6|MLPH|MAPT|EGFR|CXXC5|EXO1|MELK|KIF2C|SFRP1|NDC80|FGFR4|UBE2C|GRB7|MKI67|RRM2|UBE2T|BLVRA|MDM2|NUF2,1039.6394617999995,49
EXO1,ok,41,20,CEP55|MELK|KIF2C|UBE2C|CDC20|CENPF|BIRC5|UBE2T|CCNE1|MKI67|NDC80|TYMS|FOXA1|PHGDH|BCL2|NUF2|CDH3|ACTR3B|CDC6|MIA,1531.3739074999994,49
FGFR4,ok,49,24,ERBB2|SLC39A6|BCL2|ESR1|PGR|TMEM45B|CCNE1|UBE2C|EXO1|BIRC5|CEP55|MELK|CENPF|PTTG1|CCNB1|EGFR|UBE2T|BAG1|BLVRA|NDC80|MDM2|FOXA1|MMP11|MLPH,1145.2752077000005,49
FOXA1,ok,43,21,MLPH|FOXC1|ESR1|MIA|CCNE1|ACTR3B|GPR160|MELK|NDC80|CEP55|EXO1|ANLN|KRT17|UBE2C|BCL2|PTTG1|MKI67|UBE2T|RRM2|ERBB2|BAG1,1349.1244112000004,49
FOXC1,ok,49,24,FOXA1|SFRP1|KRT5|KRT17|ACTR3B|CXXC5|CCNE1|CDC20|KIF2C|MELK|EXO1|MKI67|ANLN|CEP55|NDC80|CENPF|ERBB2|NUF2|UBE2T|ORC6|MDM2|RRM2|GRB7|CCNB1,1034.3825483,49
GPR160,ok,48,24,FOXA1|CCNE1|NAT1|CDC20|CDH3|KIF2C|ACTR3B|EGFR|BIRC5|BLVRA|MKI67|CEP55|MELK|ANLN|MYC|BCL2|PGR|ORC6|CCNB1|UBE2T|MDM2|MMP11|RRM2|MYBL2,1135.0852567999991,49
GRB7,ok,39,19,ERBB2|CDC6|NAT1|TMEM45B|MAPT|MELK|CCNE1|CDC20|CENPF|KIF2C|ANLN|UBE2T|PTTG1|BIRC5|MKI67|MYC|MDM2|NDC80|NUF2,1185.2747677999996,49
