gene,rmse,mae,r2,pearson,spearman,n_observed_train,n_masked,winning_prefix_len,n_predictors_selected,winning_predictors,best_oof_rmse,selection_seconds,final_fit_seconds,status,n_candidates,fallback_count,seed,mask_hash,mechanism,missing_rate,replicate,wall_seconds_slot,svr_ok
ACTR3B,0.5436950889225773,0.32998908077725314,0.3902316827219473,0.6414023662380629,0.3351648803874515,1248,360,41,20,FOXA1|MLPH|FOXC1|MIA|CXXC5|MELK|KRT5|EXO1|ANLN|TYMS|BLVRA|CDH3|CEP55|MYC|MKI67|PTTG1|SLC39A6|KRT14|PGR|MMP11,0.5146043540737704,1337.8656032999997,17.54411270000037,ok,49,0,1200045,674e6a25a1b3487d,mcar,0.2,1,2880.7537009999996,1
ANLN,0.28788212875625385,0.2198878720074297,0.757469986378121,0.8712349156495087,0.8656039207329088,1261,347,34,17,MELK|CEP55|NDC80|UBE2T|MLPH|NUF2|FOXA1|MKI67|BCL2|CDH3|EGFR|ACTR3B|CXXC5|MIA|GPR160|FOXC1|CDC6,0.3072814725901013,1374.8298721,11.015473099999326,ok,49,0,1200045,674e6a25a1b3487d,mcar,0.2,1,2880.7537009999996,1
BAG1,0.2691423309567233,0.19717902356175568,0.21608992995967014,0.47549320302694903,0.455908550160082,1310,298,48,24,SLC39A6|BCL2|PHGDH|MMP11|CCNE1|CDC20|MLPH|FOXA1|SFRP1|KIF2C|NAT1|ORC6|NUF2|MIA|KRT5|PTTG1|CEP55|RRM2|MELK|CCNB1|BLVRA|MKI67|ANLN|TYMS,0.31302574997071714,1884.0349377000002,27.981364600000234,ok,49,0,1200045,674e6a25a1b3487d,mcar,0.2,1,2880.7537009999996,1
BCL2,0.6810192345128422,0.5117698153647137,0.61312751221516,0.7835853275963132,0.7692037619822206,1291,317,43,21,ESR1|SLC39A6|CDH3|EXO1|PHGDH|ANLN|CDC20|FOXA1|MLPH|KIF2C|UBE2C|CEP55|FGFR4|RRM2|UBE2T|BAG1|MKI67|GPR160|TYMS|MIA|MMP11,0.6533758315666532,1119.5177888000003,14.35021770000003,ok,49,0,1200045,674e6a25a1b3487d,mcar,0.2,1,2880.7537009999996,1
BIRC5,0.49789826088112077,0.35442491388959074,0.7318562612218902,0.8556658279981524,0.8840764897387748,1308,300,40,20,KIF2C|CDC20|UBE2C|CEP55|EXO1|MKI67|CCNE1|CCNB1|NDC80|FOXA1|MLPH|GPR160|PGR|CDC6|EGFR|MIA|ORC6|GRB7|BLVRA|KRT14,0.49594971422048856,1197.2680195000003,13.453840299999683,ok,49,0,1200045,674e6a25a1b3487d,mcar,0.2,1,2880.7537009999996,1
BLVRA,0.568386845605315,0.4330674896664479,0.32682216518933693,0.5821652560035087,0.5592097434260174,1287,321,47,23,GPR160|ACTR3B|MLPH|MIA|SLC39A6|CCNE1|MYC|PGR|ESR1|MELK|CENPF|TYMS|MAPT|UBE2C|ERBB2|CCNB1|ANLN|PTTG1|NDC80|FGFR4|MDM2|BCL2|GRB7,0.6268049109106999,1306.9866466000003,17.865494900000158,ok,49,0,1200045,674e6a25a1b3487d,mcar,0.2,1,2880.7537009999996,1
CCNB1,0.36202669245043173,0.2680638220564991,0.645381217117678,0.8039799011026022,0.7976345271956813,1287,321,42,21,NDC80|PTTG1|UBE2C|CENPF|BIRC5|CEP55|NUF2|UBE2T|MELK|ANLN|MKI67|TYMS|CCNE1|CDC6|MAPT|PHGDH|MYBL2|FGFR4|BLVRA|MDM2|ERBB2,0.3494110205799454,1379.4341635000005,18.563413099999707,ok,49,0,1200045,674e6a25a1b3487d,mcar,0.2,1,2880.7537009999996,1
CCNE1,0.5269722367292652,0.34733215607481394,0.616343997327931,0.7857196651935158,0.8177336159238028,1273,335,45,22,KIF2C|MELK|EXO1|FOXA1|BIRC5|UBE2C|MLPH|PTTG1|NDC80|FOXC1|GPR160|EGFR|UBE2T|CCNB1|MIA|CXXC5|NUF2|FGFR4|CDC6|GRB7|MYC|ERBB2,0.4578844835338505,1252.3127493000002,17.929722000000766,ok,49,0,1200045,674e6a25a1b3487d,mcar,0.2,1,2880.7537009999996,1
CDC20,0.38632188335920975,0.30577593285521826,0.8973963112777223,0.9484757423847278,0.9508990087594075,1274,334,39,19,KIF2C|UBE2C|CEP55|BIRC5|PTTG1|MELK|CENPF|NDC80|UBE2T|BCL2|GPR160|NUF2|RRM2|FOXC1|PGR|MIA|CXXC5|FGFR4|ORC6,0.36729946765834304,1372.4048834,14.484328200000164,ok,49,0,1200045,674e6a25a1b3487d,mcar,0.2,1,2880.7537009999996,1
CDC6,0.19622224236964877,0.1335093784446166,0.22278928102491835,0.5049226592280142,0.4627476586474543,1264,344,13,6,EXO1|UBE2C|ERBB2|CEP55|KIF2C|CCNB1,0.20638375174753643,1627.5609785000001,2.2814072000001033,ok,49,0,1200045,674e6a25a1b3487d,mcar,0.2,1,2880.7537009999996,1
