imputer,missing_rate,model,subtype,metric,mean,std,n_rows,mechanism
OriginalRFECA,0.2,EnsembleSoft,LumA,f1,0.9193393768229127,0.013319913800431219,5,mcar
OriginalRFECA,0.2,EnsembleSoft,LumA,precision,0.9090380152118247,0.02020598857208722,5,mcar
OriginalRFECA,0.2,EnsembleSoft,LumA,recall,0.9314285714285715,0.04090806018078957,5,mcar
OriginalRFECA,0.2,EnsembleSoft,LumB,f1,0.8681246843456065,0.012847833602895571,5,mcar
OriginalRFECA,0.2,EnsembleSoft,LumB,precision,0.8664423175385195,0.03998373146565853,5,mcar
OriginalRFECA,0.2,EnsembleSoft,LumB,recall,0.8715789473684211,0.026210314943134194,5,mcar
OriginalRFECA,0.2,EnsembleSoft,Her2,f1,0.7801550475186063,0.03570999051113575,5,mcar
OriginalRFECA,0.2,EnsembleSoft,Her2,precision,0.7961355152144625,0.057880621281424655,5,mcar
OriginalRFECA,0.2,EnsembleSoft,Her2,recall,0.772020202020202,0.08052633965623154,5,mcar
OriginalRFECA,0.2,EnsembleSoft,Basal,f1,0.9217896593335191,0.04543923568851579,5,mcar
OriginalRFECA,0.2,EnsembleSoft,Basal,precision,0.9639495798319327,0.03377900404582829,5,mcar
OriginalRFECA,0.2,EnsembleSoft,Basal,recall,0.8853658536585366,0.06996604753471428,5,mcar
OriginalRFECA,0.2,SVC,LumA,f1,0.9074623486479151,0.023745393179291894,5,mcar
OriginalRFECA,0.2,SVC,LumA,precision,0.906154431282814,0.01992127104732489,5,mcar
OriginalRFECA,0.2,SVC,LumA,recall,0.9114285714285714,0.059889353760727376,5,mcar
OriginalRFECA,0.2,SVC,LumB,f1,0.8601770618732086,0.020978583121644013,5,mcar
OriginalRFECA,0.2,SVC,LumB,precision,0.8427011165267384,0.05985772887274505,5,mcar
OriginalRFECA,0.2,SVC,LumB,recall,0.8821052631578947,0.03192789660653285,5,mcar
OriginalRFECA,0.2,SVC,Her2,f1,0.7996056604141769,0.04840055332261725,5,mcar
OriginalRFECA,0.2,SVC,Her2,precision,0.8225192293972782,0.07225819146830215,5,mcar
OriginalRFECA,0.2,SVC,Her2,recall,0.7811111111111111,0.0538057778346811,5,mcar
OriginalRFECA,0.2,SVC,Basal,f1,0.9188841803609735,0.05232343340393741,5,mcar
OriginalRFECA,0.2,SVC,Basal,precision,0.9673375747059957,0.03652101519808963,5,mcar
OriginalRFECA,0.2,SVC,Basal,recall,0.875725900116144,0.06582533337867828,5,mcar
OriginalRFECA,0.2,LogReg,LumA,f1,0.914978743243347,0.019433387185805204,5,mcar
OriginalRFECA,0.2,LogReg,LumA,precision,0.9113975476141396,0.012503890706806667,5,mcar
OriginalRFECA,0.2,LogReg,LumA,recall,0.9199999999999999,0.04667516929344155,5,mcar
OriginalRFECA,0.2,LogReg,LumB,f1,0.8569084084218359,0.011296025326579794,5,mcar
OriginalRFECA,0.2,LogReg,LumB,precision,0.8595017117368513,0.039740080162095445,5,mcar
OriginalRFECA,0.2,LogReg,LumB,recall,0.8568421052631578,0.03691721666684251,5,mcar
OriginalRFECA,0.2,LogReg,Her2,f1,0.7591463013217735,0.034816153305764326,5,mcar
OriginalRFECA,0.2,LogReg,Her2,precision,0.7589955896042853,0.03952441559233411,5,mcar
OriginalRFECA,0.2,LogReg,Her2,recall,0.763030303030303,0.066150434709408,5,mcar
OriginalRFECA,0.2,LogReg,Basal,f1,0.9089128857621478,0.03620591564808276,5,mcar
OriginalRFECA,0.2,LogReg,Basal,precision,0.9305528579947184,0.03045898834362449,5,mcar
OriginalRFECA,0.2,LogReg,Basal,recall,0.8901277584204413,0.05948824749987598,5,mcar
OriginalRFECA,0.2,RF,LumA,f1,0.912988431002909,0.007516558945181791,5,mcar
OriginalRFECA,0.2,RF,LumA,precision,0.891223391038052,0.02514088367195911,5,mcar
OriginalRFECA,0.2,RF,LumA,recall,0.9371428571428572,0.030050977097089468,5,mcar
OriginalRFECA,0.2,RF,LumB,f1,0.8619765193733571,0.008884803416120796,5,mcar
OriginalRFECA,0.2,RF,LumB,precision,0.8581069624465554,0.03186847944880693,5,mcar
OriginalRFECA,0.2,RF,LumB,recall,0.8673684210526316,0.0274492732850638,5,mcar
OriginalRFECA,0.2,RF,Her2,f1,0.7676534298652777,0.03967581925221293,5,mcar
OriginalRFECA,0.2,RF,Her2,precision,0.8104122193595877,0.050802369078943324,5,mcar
OriginalRFECA,0.2,RF,Her2,recall,0.7361616161616161,0.08459075816965812,5,mcar
OriginalRFECA,0.2,RF,Basal,f1,0.9072465640157598,0.05419827637986335,5,mcar
OriginalRFECA,0.2,RF,Basal,precision,0.9686307865694175,0.03990316128424742,5,mcar
OriginalRFECA,0.2,RF,Basal,recall,0.8565621370499418,0.08227904104551545,5,mcar
OriginalRFECA,0.2,GB,LumA,f1,0.9078991372800831,0.008094485399190922,5,mcar
OriginalRFECA,0.2,GB,LumA,precision,0.8941956634334819,0.02001480737581867,5,mcar
OriginalRFECA,0.2,GB,LumA,recall,0.9228571428571428,0.02545504240172209,5,mcar
OriginalRFECA,0.2,GB,LumB,f1,0.8497872602601946,0.008919924266211531,5,mcar
OriginalRFECA,0.2,GB,LumB,precision,0.8435831449618414,0.026543325951970568,5,mcar
OriginalRFECA,0.2,GB,LumB,recall,0.8568421052631578,0.015963948303266428,5,mcar
OriginalRFECA,0.2,GB,Her2,f1,0.7533427442123094,0.04873451023490167,5,mcar
OriginalRFECA,0.2,GB,Her2,precision,0.772213125815303,0.058248431713426786,5,mcar
OriginalRFECA,0.2,GB,Her2,recall,0.7449494949494949,0.10282833244030473,5,mcar
OriginalRFECA,0.2,GB,Basal,f1,0.9042863762743281,0.04395870955360047,5,mcar
OriginalRFECA,0.2,GB,Basal,precision,0.9692918849529889,0.03260895530825735,5,mcar
OriginalRFECA,0.2,GB,Basal,recall,0.8516840882694542,0.07964507797615908,5,mcar
