gene,status,winning_prefix_len,n_predictors_selected,winning_predictors,selection_seconds,n_candidates
ACTR3B,ok,42,21,FOXA1|FOXC1|MIA|CCNE1|CXXC5|PHGDH|MELK|EXO1|ANLN|KIF2C|CEP55|BLVRA|BIRC5|CDH3|MKI67|MYC|PTTG1|NUF2|SLC39A6|CENPF|ERBB2,1759.9095365999965,49
ANLN,ok,47,23,MELK|CEP55|NDC80|UBE2C|UBE2T|MLPH|CENPF|NUF2|MKI67|FOXA1|BCL2|RRM2|EGFR|GPR160|MIA|FOXC1|CDC6|GRB7|FGFR4|BLVRA|BAG1|ORC6|ERBB2,1753.917207599996,49
BAG1,ok,46,23,SLC39A6|BCL2|PHGDH|MMP11|MLPH|CCNE1|CDC20|FOXA1|SFRP1|MDM2|KIF2C|NAT1|KRT5|PTTG1|ORC6|CENPF|CEP55|RRM2|ANLN|MKI67|MELK|BLVRA|CCNB1,2276.90707310001,49
BCL2,ok,49,24,ESR1|SLC39A6|EXO1|EGFR|ANLN|PHGDH|CDC20|FOXA1|KIF2C|UBE2C|CEP55|FGFR4|RRM2|PTTG1|UBE2T|BAG1|MKI67|TYMS|MMP11|MYBL2|MDM2|BLVRA|MYC|ORC6,1403.7006543999887,49
BIRC5,ok,36,18,KIF2C|CDC20|UBE2C|CEP55|EXO1|MKI67|CCNE1|ANLN|CCNB1|NDC80|FOXA1|MLPH|RRM2|GPR160|PGR|CDC6|MIA|GRB7,1548.0493004000164,49
BLVRA,ok,42,21,ACTR3B|GPR160|MLPH|MIA|SLC39A6|CCNE1|PGR|MYC|ESR1|MKI67|CENPF|TYMS|MAPT|UBE2C|CCNB1|MDM2|ANLN|FGFR4|NDC80|BCL2|MYBL2,1609.9297009000147,49
CCNB1,ok,49,24,NDC80|PTTG1|UBE2C|CEP55|CENPF|BIRC5|NUF2|UBE2T|MELK|MKI67|TYMS|CCNE1|CDC6|MAPT|KRT14|MYBL2|FGFR4|KRT17|BLVRA|MDM2|EGFR|CXXC5|BAG1|FOXC1,1682.1720127000008,49
CCNE1,ok,47,23,KIF2C|MELK|EXO1|FOXA1|UBE2C|BIRC5|MLPH|MKI67|NDC80|FOXC1|GPR160|EGFR|ACTR3B|UBE2T|CCNB1|CXXC5|MIA|NUF2|CDC6|FGFR4|GRB7|MYC|ERBB2,1658.3314496999956,49
CDC20,ok,46,23,KIF2C|UBE2C|CEP55|BIRC5|PTTG1|MELK|CENPF|NDC80|UBE2T|MLPH|SLC39A6|BCL2|GPR160|NUF2|RRM2|PGR|CDC6|CXXC5|ORC6|GRB7|BAG1|ERBB2|MYBL2,1787.5448892000131,49
CDC6,ok,47,23,EXO1|UBE2C|CEP55|ERBB2|MELK|BIRC5|CDC20|KIF2C|CCNE1|ANLN|NDC80|NUF2|SLC39A6|MLPH|CDH3|MDM2|FOXA1|TMEM45B|MYBL2|MYC|BAG1|ACTR3B|KRT5,2108.1465217000223,49
NUF2,ok,32,16,NDC80|UBE2T|CCNB1|CEP55|ANLN|MELK|UBE2C|EXO1|PTTG1|KIF2C|TYMS|CDC20|CCNE1|MIA|TMEM45B|MYBL2,1831.1793210000033,49
CDH3,ok,47,23,KRT17|EGFR|KRT5|MLPH|CCNE1|FOXC1|BCL2|MIA|KIF2C|ANLN|EXO1|KRT14|CEP55|ACTR3B|UBE2C|PTTG1|NDC80|GRB7|RRM2|BAG1|NUF2|CDC6|CCNB1,1336.9682714000228,49
CENPF,ok,49,24,UBE2C|EXO1|CEP55|KIF2C|CDC20|MKI67|UBE2T|CCNB1|TYMS|MLPH|CDC6|BCL2|RRM2|FOXC1|GRB7|FGFR4|BLVRA|EGFR|ERBB2|MYBL2|BAG1|TMEM45B|MDM2|MYC,1629.4549629999965,49
CEP55,ok,47,23,UBE2C|MELK|KIF2C|PTTG1|EXO1|ANLN|BIRC5|CENPF|MKI67|UBE2T|NDC80|CCNB1|MLPH|NUF2|BCL2|GPR160|CDC6|FOXC1|KRT5|MYBL2|KRT14|TMEM45B|ORC6,1938.8397849000175,49
CXXC5,ok,47,23,ESR1|MLPH|FOXC1|EGFR|MAPT|ACTR3B|PHGDH|CCNE1|ANLN|MIA|NDC80|GPR160|KIF2C|MYC|CDC20|TYMS|CEP55|UBE2T|RRM2|PTTG1|UBE2C|TMEM45B|CCNB1,1682.8812526999973,49
EGFR,ok,42,21,ESR1|CDH3|FOXA1|FOXC1|KRT5|CXXC5|BCL2|SFRP1|CCNE1|PHGDH|ANLN|CDC20|MIA|EXO1|NDC80|UBE2C|PTTG1|KRT14|BLVRA|CENPF|NUF2,2076.567579499999,49
ERBB2,ok,48,24,GRB7|FGFR4|CDC6|MYC|PGR|FOXA1|MIA|NAT1|ACTR3B|MAPT|TYMS|EXO1|CCNE1|CENPF|CDC20|BLVRA|GPR160|NUF2|MELK|RRM2|KIF2C|UBE2T|MKI67|PTTG1,1681.6541728999873,49
