gene,rmse,mae,r2,pearson,spearman,n_observed_train,n_masked,winning_prefix_len,n_predictors_selected,winning_predictors,best_oof_rmse,selection_seconds,final_fit_seconds,status,n_candidates,fallback_count,seed,mask_hash,mechanism,missing_rate,replicate,wall_seconds_slot,svr_ok
ACTR3B,0.4809222200907275,0.30723771223651003,0.5202675037651185,0.7249908285361585,0.40541164435266586,1292,316,39,19,FOXA1|MLPH|MIA|CCNE1|PHGDH|MELK|EXO1|ANLN|KIF2C|CEP55|BLVRA|BIRC5|CDH3|MYC|MKI67|UBE2C|PTTG1|SLC39A6|ERBB2,0.5430012150213706,643.1283506999898,6.950924000004306,ok,49,0,200042,9b536694591b54dd,mcar,0.2,0,3268.3827047,1
ANLN,0.3009095742032863,0.22887064583555622,0.7287736885709133,0.8551875893621059,0.8458311810331852,1299,309,26,13,MELK|CEP55|PTTG1|UBE2C|NDC80|UBE2T|CDC20|NUF2|MKI67|RRM2|BCL2|CDH3|EGFR,0.3022398903617146,620.5318647999957,2.7337715000030585,ok,49,0,200042,9b536694591b54dd,mcar,0.2,0,3268.3827047,1
BAG1,0.29679528120178345,0.20160391353010132,0.2085130618498846,0.4745175619406852,0.5053070626104826,1317,291,44,22,SLC39A6|BCL2|PHGDH|MMP11|MLPH|CDC20|FOXA1|MDM2|SFRP1|KIF2C|NAT1|KRT5|MIA|PTTG1|UBE2C|CEP55|ORC6|RRM2|MELK|CCNB1|MKI67|ANLN,0.3055034555293029,830.5911179000104,10.330336800019722,ok,49,0,200042,9b536694591b54dd,mcar,0.2,0,3268.3827047,1
BCL2,0.6445418962990731,0.48835179006101076,0.6614958070115566,0.8139110144880924,0.7973565189531373,1266,342,49,24,ESR1|SLC39A6|CDH3|EXO1|PHGDH|ANLN|CDC20|KIF2C|UBE2C|CEP55|RRM2|PTTG1|FGFR4|UBE2T|ACTR3B|MKI67|BAG1|TYMS|MMP11|MYBL2|MDM2|BLVRA|MYC|ORC6,0.6545907331989105,487.6708172999788,7.612856199993985,ok,49,0,200042,9b536694591b54dd,mcar,0.2,0,3268.3827047,1
BIRC5,0.5515822689345438,0.4023786068539713,0.663622023433571,0.8181421659067969,0.8416012399825086,1282,326,38,19,KIF2C|CDC20|UBE2C|CEP55|EXO1|PTTG1|CCNE1|MKI67|CCNB1|NDC80|UBE2T|FOXA1|MLPH|GPR160|PGR|CDH3|CDC6|CXXC5|GRB7,0.4815058902440921,545.439329899993,5.463637800014112,ok,49,0,200042,9b536694591b54dd,mcar,0.2,0,3268.3827047,1
BLVRA,0.6066494009723705,0.4576423072133669,0.32332739251402287,0.575896189092754,0.5739187417200181,1254,354,38,19,ACTR3B|GPR160|MLPH|SLC39A6|CCNE1|PGR|MYC|ESR1|MKI67|MELK|CENPF|TYMS|MAPT|CCNB1|UBE2C|ANLN|MDM2|BCL2|FGFR4,0.6199659356211951,549.9505923000106,5.4094343000033405,ok,49,0,200042,9b536694591b54dd,mcar,0.2,0,3268.3827047,1
CCNB1,0.35785022365810193,0.2712778496019892,0.6439572416735075,0.805406393993298,0.7964891998703616,1290,318,49,24,NDC80|PTTG1|UBE2C|CEP55|BIRC5|CENPF|NUF2|MELK|ANLN|MKI67|TYMS|CCNE1|MLPH|MAPT|MYBL2|ORC6|BLVRA|MDM2|TMEM45B|CDH3|ERBB2|CXXC5|EGFR|FOXC1,0.35046004434901423,613.2198341999901,11.088372099999106,ok,49,0,200042,9b536694591b54dd,mcar,0.2,0,3268.3827047,1
CCNE1,0.5004273222862188,0.3365146622515937,0.6148056891358211,0.7855495661008002,0.806697133679694,1295,313,49,24,KIF2C|MELK|EXO1|FOXA1|UBE2C|CEP55|BIRC5|PTTG1|NDC80|CDH3|FOXC1|GPR160|CCNB1|MIA|NUF2|KRT5|CDC6|FGFR4|GRB7|MYC|ORC6|ERBB2|MDM2|KRT14,0.4712205952548507,568.1582673999947,10.35057740000775,ok,49,0,200042,9b536694591b54dd,mcar,0.2,0,3268.3827047,1
CDC20,0.381934388511989,0.28069415661010255,0.8901917501958442,0.9436030133585035,0.942720414174366,1315,293,49,24,KIF2C|UBE2C|BIRC5|PTTG1|EXO1|MELK|CENPF|MKI67|NDC80|UBE2T|BCL2|SLC39A6|GPR160|NUF2|RRM2|PGR|ORC6|GRB7|KRT5|BAG1|KRT17|MYBL2|ERBB2|MDM2,0.3649564845653927,642.5929184000124,10.819809000007808,ok,49,0,200042,9b536694591b54dd,mcar,0.2,0,3268.3827047,1
CDC6,0.18668350257857147,0.13208062667975012,0.2453183969978524,0.5270830716276208,0.48304276478657504,1286,322,21,10,EXO1|CEP55|MELK|ERBB2|PTTG1|BIRC5|CDC20|CCNB1|RRM2|ANLN,0.20826279823828997,763.7646399000078,2.181539499986684,ok,49,0,200042,9b536694591b54dd,mcar,0.2,0,3268.3827047,1
