imputer,missing_rate,model,subtype,metric,mean,std,n_rows,mechanism
OriginalRFECA,0.2,EnsembleSoft,LumA,f1,0.9181199693231745,0.016189664573834448,5,mcar
OriginalRFECA,0.2,EnsembleSoft,LumA,precision,0.9075151515151514,0.025404512077989303,5,mcar
OriginalRFECA,0.2,EnsembleSoft,LumA,recall,0.93,0.032103150077491774,5,mcar
OriginalRFECA,0.2,EnsembleSoft,LumB,f1,0.864887088334093,0.023324753477817227,5,mcar
OriginalRFECA,0.2,EnsembleSoft,LumB,precision,0.8493019153280457,0.035717555157337,5,mcar
OriginalRFECA,0.2,EnsembleSoft,LumB,recall,0.8821052631578947,0.03104817095526869,5,mcar
OriginalRFECA,0.2,EnsembleSoft,Her2,f1,0.8031296528447125,0.056685732582417,5,mcar
OriginalRFECA,0.2,EnsembleSoft,Her2,precision,0.8497846889952154,0.046008609350734114,5,mcar
OriginalRFECA,0.2,EnsembleSoft,Her2,recall,0.7672727272727273,0.09773895213794741,5,mcar
OriginalRFECA,0.2,EnsembleSoft,Basal,f1,0.9296242810965115,0.04078285156197408,5,mcar
OriginalRFECA,0.2,EnsembleSoft,Basal,precision,0.9686871258822478,0.022499021541411552,5,mcar
OriginalRFECA,0.2,EnsembleSoft,Basal,recall,0.8948896631823462,0.06185827594823769,5,mcar
OriginalRFECA,0.2,SVC,LumA,f1,0.9133621908360221,0.015335243021179175,5,mcar
OriginalRFECA,0.2,SVC,LumA,precision,0.9152827272710796,0.02704316270252926,5,mcar
OriginalRFECA,0.2,SVC,LumA,recall,0.912857142857143,0.036908601950753746,5,mcar
OriginalRFECA,0.2,SVC,LumB,f1,0.8596083146508444,0.02461100427673771,5,mcar
OriginalRFECA,0.2,SVC,LumB,precision,0.8389247064352064,0.04152506532803759,5,mcar
OriginalRFECA,0.2,SVC,LumB,recall,0.8842105263157893,0.05102820902543502,5,mcar
OriginalRFECA,0.2,SVC,Her2,f1,0.8101190065084396,0.04927146091924724,5,mcar
